experiment,model,n_clusters,R_mlp,R_mlp_noFS,R_lgbm,R_lgbm_noFS,R_xgb,R_xgb_noFS,R_S_mlp,R_S_mlp_noFS,R_S_lgbm,R_S_lgbm_noFS,R_S_xgb,R_S_xgb_noFS,R_Y_mlp,R_Y_mlp_noFS,R_Y_lgbm,R_Y_lgbm_noFS,R_Y_xgb,R_Y_xgb_noFS
test1_linreg_Anc5_nv8_nd10,linreg,5,0.8535537663029025,0.8614530665523068,0.8349491456139604,0.8400467927584789,0.8420654706794162,0.8418052481478231,0.996528342505903,0.9980277079308668,0.9960401873872629,0.9986964858739596,0.9975604552627124,0.9970072851126028,0.3774393239425639,0.5389472851273628,-0.023699222542584,0.1231127596818176,-0.0906396661154974,0.0677846820345363
test2_linreg_nc5_nv8_nd10,linreg,5,0.8472730347093483,0.8445493993280505,0.8257853679242505,0.8385741047099282,0.8316284412173154,0.8393943222521446,0.9974957720493944,0.9991646231973472,0.9948987372682836,0.996903793864542,0.9954988358927864,0.9972240767644152,0.4142537178865298,0.4291556061835671,-0.0491401408119519,0.255242734290883,-0.1476343045570101,0.1586986855167013
test2_linreg_Anc5_nv8_nd10,linreg,5,0.8594121347480357,0.8587458394063142,0.8346587089520109,0.8400467927584789,0.83838167492711,0.8418052481478231,0.9973595117519624,0.9985049897591952,0.9971771305841493,0.9986964858739596,0.9979657404760074,0.9970072851126028,0.3824665604770855,0.3833611907793544,-0.0255999541790003,0.1231127596818176,-0.0838328762885881,0.0677846820345363
test3_linreg_nc5_nv8_nd10,linreg,5,0.8463035451932441,0.8412639489360807,0.8230755305893307,0.8385741047099282,0.8230642169888734,0.8393943222521446,0.9973943146153806,0.9987325797506368,0.9952676217290204,0.996903793864542,0.9955108141170792,0.9972240767644152,0.4732365236051076,0.41788322278499,0.0360093246629871,0.255242734290883,0.0274569450557143,0.1586986855167013
test3_linreg_Anc5_nv8_nd10,linreg,5,0.8553162598270473,0.8612729974660266,0.8342304517238583,0.8400467927584789,0.8367783246102045,0.8418052481478231,0.9955264739366072,0.9983146091863848,0.9961616423272308,0.9986964858739596,0.9961639076880784,0.9970072851126028,0.5174433041762108,0.5028803783455067,0.0321000802674344,0.1231127596818176,0.0196261465210189,0.0677846820345363
test4_linreg_nc5_nv8_nd10,linreg,5,0.8441012136436663,0.8408020689970417,0.8393168712916111,0.8385741047099282,0.8359008551347593,0.8393943222521446,0.9979474919314044,0.998971538411543,0.995879668275981,0.996903793864542,0.9963317054600306,0.9972240767644152,0.2879721365258495,0.2974415378647599,0.3599842774811324,0.255242734290883,0.2255569147931041,0.1586986855167013
test4_linreg_Anc5_nv8_nd10,linreg,5,0.8576051294869731,0.8653125228646759,0.8333805271142134,0.8400467927584789,0.8366272438930993,0.8418052481478231,0.9964548376500396,0.9984475795285852,0.9951767110628312,0.9986964858739596,0.9961761217656656,0.9970072851126028,0.4225270223985819,0.6462465598106756,0.0479687500681425,0.1231127596818176,0.0152960347371258,0.0677846820345363
test5_linreg_nc5_nv8_nd10,linreg,5,0.84822392935722,0.8418660585429341,0.8344348557101233,0.8385741047099282,0.8254310242619486,0.8393943222521446,0.9988558137218948,0.9988844512308094,0.9924174657616772,0.996903793864542,0.9948199217242412,0.9972240767644152,0.3491965965487049,0.2865645356984551,0.3391634434835437,0.255242734290883,0.2055479693632459,0.1586986855167013
test1_lgbm_nc5_nv8_nd10,lgbm,5,0.5468426255000003,0.8450791099555963,0.8062663199438972,0.8385741047099282,0.8060246745459916,0.8393943222521446,0.6730181059964716,0.9990560949409868,0.9962146245770166,0.996903793864542,0.9958967438412692,0.9972240767644152,-0.5752134011082164,0.4839637844715203,-0.6032212218589162,0.255242734290883,-0.6032148029685284,0.1586986855167013
test1_lgbm_Anc5_nv8_nd10,lgbm,5,0.8557255553627479,0.8661891100055576,0.8501859109449555,0.8400467927584789,0.8466753913688018,0.8418052481478231,0.9950773623190572,0.9987084446267172,0.9940298546579184,0.9986964858739596,0.9944478799388244,0.9970072851126028,0.3636376552209822,0.6086895627753253,0.1930632424984499,0.1231127596818176,0.1433803858200507,0.0677846820345363
test2_lgbm_nc5_nv8_nd10,lgbm,5,0.842709014293725,0.8511393295458842,0.8353526857546277,0.8385741047099282,0.8352681734200815,0.8393943222521446,0.9957201254331476,0.9992117171924398,0.9953891100023732,0.996903793864542,0.9979932285036416,0.9972240767644152,0.3210492938465382,0.6079486156036467,0.3114279987066538,0.255242734290883,0.2032797481659611,0.1586986855167013
test2_lgbm_Anc5_nv8_nd10,lgbm,5,0.5489070528395144,0.8564549278709296,0.8062663199438972,0.8400467927584789,0.8060246745459916,0.8418052481478231,0.6727647725190796,0.9983080527061944,0.9962146245770166,0.9986964858739596,0.9958967438412692,0.9970072851126028,-0.5586899162001953,0.5051356623371086,-0.6032212218589162,0.1231127596818176,-0.6032148029685284,0.0677846820345363
test3_lgbm_nc5_nv8_nd10,lgbm,5,0.8350376719147592,0.8441866838731718,0.8356318966834835,0.8385741047099282,0.8336674252916152,0.8393943222521446,0.9929365015969648,0.998899282529107,0.9952054753782036,0.996903793864542,0.9963851649546148,0.9972240767644152,0.3536847754166109,0.3279632195991538,0.3528104946568759,0.255242734290883,0.268477811167614,0.1586986855167013
test3_lgbm_Anc5_nv8_nd10,lgbm,5,0.846155149413556,0.8621557022026544,0.8454331314271151,0.8400467927584789,0.8392174891414126,0.8418052481478231,0.9954667949401944,0.9983561332399898,0.995570052180891,0.9986964858739596,0.9945801904452696,0.9970072851126028,0.2434882620386506,0.6195203753993789,0.1433202729311549,0.1231127596818176,0.0829950538949087,0.0677846820345363
test4_lgbm_nc5_nv8_nd10,lgbm,5,0.504533099571812,0.8454940017105246,0.8062663199438972,0.8385741047099282,0.8060246745459916,0.8393943222521446,0.6241337635228669,0.9988125306057906,0.9962146245770166,0.996903793864542,0.9958967438412692,0.9972240767644152,-0.5562243649620685,0.3783832351599357,-0.6032212218589162,0.255242734290883,-0.6032148029685284,0.1586986855167013
test4_lgbm_Anc5_nv8_nd10,lgbm,5,0.5149686656934033,0.8605652046496983,0.8062663199438972,0.8400467927584789,0.8060246745459916,0.8418052481478231,0.6405300072565848,0.9988139195055854,0.9962146245770166,0.9986964858739596,0.9958967438412692,0.9970072851126028,-0.4544036615420741,0.3575699678313324,-0.6032212218589162,0.1231127596818176,-0.6032148029685284,0.0677846820345363
