,engpi,ogpi
1965-01-01,0.0,0.0
1965-02-01,0.0,0.0
1965-03-01,0.0,0.0
1965-04-01,0.0,0.0
1965-05-01,0.0,0.0
1965-06-01,0.0,0.0
1965-07-01,0.0,0.0
1965-08-01,0.0,0.0
1965-09-01,0.0,0.0
1965-10-01,0.0,0.0
1965-11-01,0.0,0.0
1965-12-01,0.0,0.0
1966-01-01,0.0,0.0
1966-02-01,0.0,0.0
1966-03-01,0.0,0.0
1966-04-01,0.0,0.0
1966-05-01,0.0,0.0
1966-06-01,0.0,0.0
1966-07-01,0.0,0.0
1966-08-01,0.0,0.0
1966-09-01,0.0,0.0
1966-10-01,0.0,0.0
1966-11-01,0.0,0.0
1966-12-01,0.0,0.0
1967-01-01,5.066361019863691,4.669805659419392
1967-02-01,5.829778517961231,5.19773400535016
1967-03-01,5.603962762060299,4.582657715649985
1967-04-01,5.571365926981278,4.155346759339234
1967-05-01,4.574821795059489,3.7353071384400196
1967-06-01,5.472777745372953,5.987234788864983
1967-07-01,7.443072840189115,8.694300406010457
1967-08-01,9.369625288153683,13.483950072475205
1967-09-01,9.12874019032055,11.010485610460847
1967-10-01,8.305272472440924,9.778783609860492
1967-11-01,5.185109565059824,3.52448867753993
1967-12-01,5.129180452100969,4.032732824652916
1968-01-01,5.815479398701005,5.829706071920161
1968-02-01,6.365554409000661,6.113334315206924
1968-03-01,5.987736319152898,5.12341151319834
1968-04-01,4.495512930040919,2.6658096829818625
1968-05-01,5.318722819483984,4.517675264575842
1968-06-01,5.462869571581165,6.385843749075739
1968-07-01,6.866475705868744,8.613228151427665
1968-08-01,9.893772981353843,14.561399132111696
1968-09-01,9.557251800082641,12.337255685533718
1968-10-01,7.890765672437905,7.25904899543934
1968-11-01,4.984987964207892,3.373228959539672
1968-12-01,4.92977439666347,3.1203170278828907
1969-01-01,5.696189589569096,4.50311176577346
1969-02-01,5.999229804623578,5.267465700062313
1969-03-01,5.977403277883364,5.18513335829828
1969-04-01,5.142395876352365,2.8743104964142256
1969-05-01,4.807746144113914,3.313953974322443
1969-06-01,4.839394879705611,4.592686293436614
1969-07-01,7.203831972985589,9.255855711700331
1969-08-01,9.009910267458014,11.976998859148992
1969-09-01,9.388256388398634,10.082993907420411
1969-10-01,8.055569453810136,7.460674413987297
1969-11-01,5.930576819091739,4.041131070643937
1969-12-01,5.4959718492440714,3.6610667747361383
1970-01-01,5.905610554160402,5.096024010384047
1970-02-01,6.249598367733898,6.150148620562073
1970-03-01,5.504713538562716,4.40451210496272
1970-04-01,5.0719203359433,3.1695519136419112
1970-05-01,4.681835818691431,3.741035017808022
1970-06-01,6.062587714359958,6.491818250534462
1970-07-01,7.59846355350476,10.299610475057724
1970-08-01,8.351246281725308,11.11337750373233
1970-09-01,8.882258052095155,11.609371764339398
1970-10-01,7.230095887827129,6.420568680864289
1970-11-01,5.429491757030892,3.936212388788824
1970-12-01,5.649461936136132,4.3606093417547935
1971-01-01,5.932396958362009,6.189109280072223
1971-02-01,7.024232348848614,7.679200769946656
1971-03-01,6.872833221012049,6.362301360582326
1971-04-01,6.062140735619853,4.87508938253616
1971-05-01,4.879728354606079,4.173216304178515
1971-06-01,6.410938122750965,7.69607529929168
1971-07-01,7.488841818520154,9.418774164141178
1971-08-01,9.088452498219793,13.11463173050733
1971-09-01,9.717583744664108,13.748333188896776
1971-10-01,8.028079106629102,9.237435813641511
1971-11-01,6.056204782024228,4.733136128782792
1971-12-01,5.776997830822928,5.350929856689103
1972-01-01,6.383295269465268,5.872728357568817
1972-02-01,6.230842238891474,5.861675770974691
1972-03-01,6.378877398072261,5.7398705465528685
1972-04-01,5.303557698425345,3.782149081642925
1972-05-01,5.366560834619687,4.386226634393642
1972-06-01,5.306726694396678,5.479358774485783
1972-07-01,8.476281876397952,10.802010396350063
1972-08-01,9.65217005164293,14.864782463325804
1972-09-01,10.237246899028701,11.946048246791403
1972-10-01,7.429248598549565,6.743757232312152
1972-11-01,6.459086236788653,4.533671813599571
1972-12-01,5.509766616726357,3.974792809568057
1973-01-01,5.863066302590285,5.052563387687136
1973-02-01,6.8194050151863905,6.170007065528001
1973-03-01,6.4391050651925195,5.167916535757422
1973-04-01,5.906693658462445,4.1432841674342065
1973-05-01,5.024192226719211,4.52296843058385
1973-06-01,5.386191289331328,5.377788356103544
1973-07-01,7.46903246300265,9.961197373855018
1973-08-01,8.807313973551935,12.30695996873822
1973-09-01,8.810376586024738,10.79785431900515
1973-10-01,7.221054002405865,6.301981998919601
1973-11-01,5.46340435547779,4.432357359927838
1973-12-01,6.149958085890892,5.361341720517972
1974-01-01,5.741324358938673,5.971716625711335
1974-02-01,6.666973721335197,6.594373035718236
1974-03-01,6.651973757783655,5.968626422521732
1974-04-01,5.031953119702544,3.788269376335503
1974-05-01,4.818111271977209,4.820223840328028
1974-06-01,5.649050465063784,6.838536097513341
1974-07-01,7.386351374465177,11.19263818884245
1974-08-01,9.53900128093734,15.25028897886059
1974-09-01,9.295707598267823,11.29666625625252
1974-10-01,7.794533347888672,7.32348393686731
1974-11-01,5.963786425611265,4.49916493786132
1974-12-01,5.393238462556863,4.108079610890271
1975-01-01,6.061405687446102,5.710836961512463
1975-02-01,5.723709851830587,5.611692961238565
1975-03-01,5.855679204545989,5.094256322538801
1975-04-01,5.241452444327474,3.4523866256932476
1975-05-01,5.206727417637054,4.230173292830634
1975-06-01,5.216506155224578,5.3547691575838
1975-07-01,7.501087204275374,10.671551769419311
1975-08-01,9.671065675769489,13.156115488415413
1975-09-01,9.406616023812807,12.825492464924585
1975-10-01,7.285452188241543,6.735738223677127
1975-11-01,5.923001715917453,4.503033517483151
1975-12-01,5.493439133746903,4.532315555502434
1976-01-01,6.364436299303678,6.507712303389615
1976-02-01,6.542249292493734,6.4010172392153075
1976-03-01,6.515949152181957,5.783417269486529
1976-04-01,5.092351074126221,3.5010452329435537
1976-05-01,5.072769620919493,4.182565083365525
1976-06-01,5.740188719014649,6.885787963643739
1976-07-01,7.481803858149024,9.941811787841074
1976-08-01,8.930071014151963,13.529343385923283
1976-09-01,8.852771330612526,10.479293671284122
1976-10-01,6.443092127771724,5.65630409791355
1976-11-01,5.995655384092433,4.4411755655538965
1976-12-01,4.942650916271807,3.5424964984947347
1977-01-01,4.973409866174647,4.103046539471239
1977-02-01,5.572274746901471,4.989955819790411
1977-03-01,5.964682643978584,4.958140106739555
1977-04-01,4.875345312396448,2.935214692791412
1977-05-01,4.690945010807642,4.009054768312699
1977-06-01,5.243853759452984,4.914679499357119
1977-07-01,7.198241495708726,7.939169781167939
1977-08-01,8.231920158581637,10.037807119520426
1977-09-01,9.106840311631467,10.497575923557726
1977-10-01,7.617822661705112,6.6956931466785035
1977-11-01,5.250246213291573,3.6869507973823286
1977-12-01,4.7548964824742646,3.643004774170474
1978-01-01,5.3720667052571525,5.24794532377168
1978-02-01,6.074012978105749,6.153168527153667
1978-03-01,5.186137112068352,4.4792533450576535
1978-04-01,4.250075449260206,2.6939133059464813
1978-05-01,4.347649508297508,3.592872747781012
1978-06-01,5.505464032545372,5.599504930885742
1978-07-01,7.741271838575795,10.903929424499196
1978-08-01,9.128889096449935,13.044527897924072
1978-09-01,9.017388859419025,11.868951065016752
1978-10-01,7.702390678887254,7.794172910165319
1978-11-01,4.809093840353069,3.6664050489504523
1978-12-01,4.516024749819619,3.0232264730002623
1979-01-01,5.185541939721538,4.492281629958497
1979-02-01,5.070748109598511,4.788523327536688
1979-03-01,5.209728097727813,4.1751734999052665
1979-04-01,4.329631511025135,3.2220162699500623
1979-05-01,4.43813341008784,3.514127868552187
1979-06-01,5.753919580255925,6.240256915737399
1979-07-01,6.780848813614967,7.895998072628803
1979-08-01,9.54160584640116,14.390883691195745
1979-09-01,9.047668379805637,12.43381108443424
1979-10-01,7.044186540842692,6.436344687044054
1979-11-01,5.500283357232405,3.7729090263485117
1979-12-01,5.323842277237736,4.107417708146718
1980-01-01,6.013444917352082,5.518387314674128
1980-02-01,6.1635315674376345,5.65126893211982
1980-03-01,6.576651156734856,6.120464936513508
1980-04-01,5.2057119175487605,3.69119273920826
1980-05-01,5.412786908286455,4.360412992910863
1980-06-01,6.826120008367437,7.9906487980191265
1980-07-01,8.36427842604833,11.309705703633961
1980-08-01,9.168510791768387,12.359553080984133
1980-09-01,10.323963457759287,15.377896507425106
1980-10-01,7.4920394661506915,6.852952999786777
1980-11-01,6.0602966850962705,4.872501540165474
1980-12-01,5.316110527148214,3.9744466785411636
1981-01-01,5.536948182276065,4.566420946018888
1981-02-01,6.09910269870131,5.989811941269826
1981-03-01,5.416582349163098,4.567866605118688
1981-04-01,4.839675512046684,3.4084244028176447
1981-05-01,4.872871008219824,4.455726446690136
1981-06-01,5.669826630055352,6.4564072342247565
1981-07-01,7.924506138942478,9.855556776815352
1981-08-01,8.784307996233691,11.140632993982338
1981-09-01,8.658695348415696,10.414816677288806
1981-10-01,7.485443879775824,8.073620886475881
1981-11-01,5.546459263556387,4.172120556124323
1981-12-01,5.114767762159464,3.95826847577883
1982-01-01,5.134845451993064,4.527490205607593
1982-02-01,6.179125222210209,6.440490140184354
1982-03-01,5.317418629488689,4.754906375838029
1982-04-01,4.600273025231198,3.113318984366128
1982-05-01,5.30860563290187,4.071817184846786
1982-06-01,5.61049957358227,6.7219056508462725
1982-07-01,7.5571337022093115,8.73553135303674
1982-08-01,8.860912245619435,10.568870295372966
1982-09-01,9.875056823239891,13.908480008164705
1982-10-01,7.903705380966776,7.506067870997722
1982-11-01,6.037072029157407,3.8487190941711624
1982-12-01,5.427283632799034,3.936343426751259
1983-01-01,6.0355812287072546,5.472866556676721
1983-02-01,7.282398765974022,7.78289619154327
1983-03-01,6.534256684699843,5.7503083831261605
1983-04-01,5.589607762060869,4.079746722690682
1983-05-01,4.871960997562033,4.356100507848289
1983-06-01,4.513865852677823,3.6772367932859136
1983-07-01,6.713992755397438,8.625385696363207
1983-08-01,9.19615359429858,13.619986578426309
1983-09-01,8.578678386193872,12.123393415541955
1983-10-01,7.771989154700301,8.67359719266428
1983-11-01,5.753115597879194,3.9932868103175885
1983-12-01,5.867515306785915,4.910663743147164
1984-01-01,5.943153253717778,5.086563272825089
1984-02-01,6.621895934371077,6.157598639237558
1984-03-01,6.44558884670775,5.657801272201567
1984-04-01,5.195502195947137,3.390710171546064
1984-05-01,5.074346854019452,4.124749863810312
1984-06-01,5.630303089808518,5.960119829524408
1984-07-01,7.982894514517936,11.968646288612918
1984-08-01,10.113141098402862,14.910267882174375
1984-09-01,9.46410632173052,12.532921275758147
1984-10-01,6.848379148803258,6.80669396983718
1984-11-01,6.1878212411410285,4.464360653920044
1984-12-01,4.992094912236102,3.662331633983107
1985-01-01,5.806658992612987,5.058440122459149
1985-02-01,5.942693571714264,5.838805929495619
1985-03-01,5.52436023610034,5.172201116546409
1985-04-01,4.64472709420024,3.6466682291877213
1985-05-01,4.689710629867893,3.6505402035735495
1985-06-01,5.691431666286293,5.642785048141587
1985-07-01,7.825554085382535,12.293479033718066
1985-08-01,9.343467501657072,12.525283200800422
1985-09-01,9.134324418271863,12.208434631274484
1985-10-01,7.369592351752278,6.899069122796482
1985-11-01,4.936010384251589,3.275649542324878
1985-12-01,4.92523310631747,3.71109175371574
1986-01-01,5.708201123466338,5.095673250709386
1986-02-01,6.064530182984823,5.728874300255939
1986-03-01,6.096778822934722,5.288909351445217
1986-04-01,4.421230580925093,2.984193341528391
1986-05-01,4.574462355853423,3.8399773808837585
1986-06-01,6.006921034490436,7.1972545578489635
1986-07-01,7.939102295175632,11.05197622649021
1986-08-01,9.818400820520568,15.279828379586128
1986-09-01,9.268213795337356,12.972242738831346
1986-10-01,7.612074977009389,7.677988412352832
1986-11-01,5.677318539459767,4.574546817851186
1986-12-01,4.9294841819660755,4.054480729351757
1987-01-01,5.069154141376681,4.0556221858568104
1987-02-01,6.149301655173236,5.147196325216104
1987-03-01,5.4519529826284305,3.862286714108194
1987-04-01,5.44194303620364,3.4568198479426746
1987-05-01,4.952595197958575,3.17662650333074
1987-06-01,6.160009064761148,5.619743300525157
1987-07-01,7.893477230557168,11.514954204299427
1987-08-01,9.074796165887118,13.002150320137096
1987-09-01,9.040868049404576,10.646129611999815
1987-10-01,7.530961799016695,7.284617438952607
1987-11-01,5.519466973689554,4.137773883235338
1987-12-01,4.6078698911299325,3.2061056797751504
1988-01-01,5.93798856479812,5.611492703418119
1988-02-01,5.938107219753596,4.815179975552153
