,engpi,ogpi
1965-01-01,0.0,0.0
1965-02-01,0.0,0.0
1965-03-01,0.0,0.0
1965-04-01,0.0,0.0
1965-05-01,0.0,0.0
1965-06-01,0.0,0.0
1965-07-01,0.0,0.0
1965-08-01,0.0,0.0
1965-09-01,0.0,0.0
1965-10-01,0.0,0.0
1965-11-01,0.0,0.0
1965-12-01,0.0,0.0
1966-01-01,0.0,0.0
1966-02-01,0.0,0.0
1966-03-01,0.0,0.0
1966-04-01,0.0,0.0
1966-05-01,0.0,0.0
1966-06-01,0.0,0.0
1966-07-01,0.0,0.0
1966-08-01,0.0,0.0
1966-09-01,0.0,0.0
1966-10-01,0.0,0.0
1966-11-01,0.0,0.0
1966-12-01,0.0,0.0
1967-01-01,0.21330435458499233,0.19748185082881192
1967-02-01,0.12057559788797648,0.07928782064672309
1967-03-01,0.17285414120471565,0.23469524861008786
1967-04-01,0.30983969089526614,0.4288437806569955
1967-05-01,0.4415321152632517,0.8395244567989858
1967-06-01,0.283338526591639,0.1807608444493109
1967-07-01,0.2041517127121986,0.08056532661177626
1967-08-01,0.17796746607912967,0.07210564972089448
1967-09-01,0.24980843510318265,0.2090218217913568
1967-10-01,0.6998926120104716,1.0311714487697627
1967-11-01,0.5979335944890375,0.5068066064053572
1967-12-01,0.2623789378394346,0.11476002957861839
1968-01-01,0.10459042258341072,0.06987427057706462
1968-02-01,0.05212843166424971,0.032842216388773444
1968-03-01,0.2015626357449386,0.14110353128325115
1968-04-01,0.3191980211726472,0.2820355575033594
1968-05-01,0.529548177313484,1.0642635289112066
1968-06-01,0.22767610216559417,0.1368485435923538
1968-07-01,0.1958415409136706,0.07374903489367136
1968-08-01,0.17194857290848345,0.09413204319041416
1968-09-01,0.26118398916786967,0.1931517852304221
1968-10-01,0.7050725920249903,1.0451161111485592
1968-11-01,0.5458931687714845,0.46746051996104787
1968-12-01,0.2828230016606335,0.1684045738409322
1969-01-01,0.2279815394286667,0.142882492016217
1969-02-01,0.1275242562588997,0.08039477740983988
1969-03-01,0.1461239046044123,0.07907682464654933
1969-04-01,0.30974396336865045,0.24574908304045015
1969-05-01,0.595144568135972,1.1542685364246246
1969-06-01,0.2143873836286604,0.1248507924534259
1969-07-01,0.15024067215469444,0.05672674985918369
1969-08-01,0.17079846273455646,0.12332625521843393
1969-09-01,0.25798525125137733,0.1710625578615647
1969-10-01,0.6974156818194699,0.6986005525621547
1969-11-01,0.4815364885469725,0.4306499992217715
1969-12-01,0.47171648034150326,0.3423836756499142
1970-01-01,0.28574765252087087,0.11749354269136589
1970-02-01,0.12799769154220414,0.10360868477833483
1970-03-01,0.12752974296516395,0.09444183319178558
1970-04-01,0.4113918888267473,0.32359490346024705
1970-05-01,0.39021077138974514,0.5585418395657471
1970-06-01,0.20697031868708646,0.10848491916421985
1970-07-01,0.1478394783451073,0.06050486048895599
1970-08-01,0.23108047593657174,0.1042335545510299
1970-09-01,0.26482492311906736,0.23551224223497055
1970-10-01,0.6510589966921027,0.8489611274897539
1970-11-01,0.6206146562588952,0.6500653478255232
1970-12-01,0.2370982692998433,0.217231897872495
1971-01-01,0.12886220020521788,0.11442267258775787
1971-02-01,0.09510842691096609,0.09189874458845532
1971-03-01,0.19513054025579435,0.12958544301893582
1971-04-01,0.2842720262368144,0.3589819817555402
1971-05-01,0.38241971573947015,0.6951684780057832
1971-06-01,0.18345217135618042,0.08185192776496432
1971-07-01,0.14056934812977498,0.06342234987016573
1971-08-01,0.15658274418340348,0.06757968801745942
1971-09-01,0.25015062595981746,0.2044020779148163
1971-10-01,0.44869680527285594,0.8815012041556689
1971-11-01,0.31931460757472196,0.29776111778427716
1971-12-01,0.4682956415280755,0.3517358288313008
1972-01-01,0.13973579608175532,0.09497964758608138
1972-02-01,0.06302644737394929,0.0925888831290049
1972-03-01,0.11509789127479172,0.1125453601858495
1972-04-01,0.2734484980544324,0.2865951451850817
1972-05-01,0.2441043938251554,0.43884440055258334
1972-06-01,0.21645817035170162,0.22992639526719888
1972-07-01,0.15589398014074524,0.08556019554857267
1972-08-01,0.17648119540842594,0.204736635344763
1972-09-01,0.3042473023751346,0.314251371551768
1972-10-01,0.7117857569400257,0.6907222593765234
1972-11-01,0.6591889253273897,0.6648031989911579
1972-12-01,0.38005387799869494,0.338657863686881
1973-01-01,0.1477405058912538,0.09049526137037484
1973-02-01,0.07944145026507334,0.03937745281799101
1973-03-01,0.18001446666349374,0.11271103173924454
1973-04-01,0.3270795575458904,0.34557876840009394
1973-05-01,0.389343003445429,0.7503094395972387
1973-06-01,0.21897559268243222,0.11649876098885474
1973-07-01,0.22446058402272523,0.10896248210752976
1973-08-01,0.20291363742083468,0.10445412173266866
1973-09-01,0.2555623258456127,0.21066273073711328
1973-10-01,0.6547617373235921,0.9128148663939375
1973-11-01,0.4051348191466997,0.4203213828138407
1973-12-01,0.29214828836000967,0.2796947229208937
1974-01-01,0.07874430436583031,0.09960301629425843
1974-02-01,0.18580995226660807,0.15274974624956975
1974-03-01,0.15502010924212536,0.11061817406401012
1974-04-01,0.4464521615029699,0.8105005402063878
1974-05-01,0.42655027334103096,0.8397486264659868
1974-06-01,0.1551476840152531,0.0831227290900752
1974-07-01,0.13195910800578525,0.06527103009761354
1974-08-01,0.1619753310044146,0.08684761755649378
1974-09-01,0.3873813778290098,0.46546916867274335
1974-10-01,0.5485576004171728,0.7176705872721905
1974-11-01,0.4805240649477674,0.6344022530590236
1974-12-01,0.2907497625879198,0.23853157147285856
1975-01-01,0.17221043966992355,0.10715923774634462
1975-02-01,0.12173094097754572,0.0898547567009805
1975-03-01,0.13602200927847724,0.1530490101897472
1975-04-01,0.3618438716087987,0.46050375375768804
1975-05-01,0.38804544068928515,0.7975801463154027
1975-06-01,0.2500845777634772,0.14495955005630007
1975-07-01,0.15477886550531678,0.07127534290516929
1975-08-01,0.226200535329442,0.11984317261468302
1975-09-01,0.3017053857637903,0.25022713913436956
1975-10-01,0.5749145580284856,0.729574332291568
1975-11-01,0.48993381728094754,0.5076347547823323
1975-12-01,0.2543757632963127,0.19418630467001274
1976-01-01,0.1077842992721237,0.04020751455021633
1976-02-01,0.1435706242868845,0.07999387195344519
1976-03-01,0.11836591304242353,0.0935794075895662
1976-04-01,0.3202044081971115,0.4008680547244072
1976-05-01,0.30440570314021953,0.6397269172496339
1976-06-01,0.15257146877403738,0.09399092522886511
1976-07-01,0.17433345750415738,0.0794686353377533
1976-08-01,0.16965490266106217,0.10350196535582183
1976-09-01,0.23776565690750723,0.2750213630390428
1976-10-01,0.4515278647994933,0.5909250453368824
1976-11-01,0.647523167186727,0.8617498224104813
1976-12-01,0.2681207353592626,0.1483504105774606
1977-01-01,0.0774036829795415,0.06060926792200389
1977-02-01,0.11699179680449093,0.1409222254198379
1977-03-01,0.17194573118215464,0.07571038158247721
1977-04-01,0.2431909352847445,0.26101245783644045
1977-05-01,0.471288839970887,1.0400525373098377
1977-06-01,0.24176398616509406,0.24749412334228676
1977-07-01,0.18467365338357125,0.07123512964684803
1977-08-01,0.14094423042754736,0.07892799204946571
1977-09-01,0.2624079113842444,0.3072832767222784
1977-10-01,0.9341591143641691,1.4070163221464262
1977-11-01,0.5021395707544709,0.4820989295110263
1977-12-01,0.24934430771483054,0.11118782636182305
1978-01-01,0.1373316608303028,0.05909401128548005
1978-02-01,0.10668052255931991,0.06267944678464353
1978-03-01,0.1590461337885715,0.1206311860722179
1978-04-01,0.25228924749491793,0.3951042443419822
1978-05-01,0.39227756052231755,0.674502457075306
1978-06-01,0.20061610862582144,0.10693932933524271
1978-07-01,0.24072590116192216,0.12470833233818775
1978-08-01,0.19591684066570733,0.09545231580143072
1978-09-01,0.18101146924779787,0.18396836611501452
1978-10-01,0.577836947060167,0.8520022878024684
1978-11-01,0.3704701185753297,0.47072986148549095
1978-12-01,0.30510322974738835,0.16041898340136762
1979-01-01,0.15309751953086367,0.08539644484311536
1979-02-01,0.11158984619608495,0.05443393969558437
1979-03-01,0.10213974252841122,0.13076623781373753
1979-04-01,0.1881186167976075,0.21442398550372227
1979-05-01,0.3007047838939894,0.5375040533502315
1979-06-01,0.26362924745461663,0.237613734245277
1979-07-01,0.16485258206929723,0.08117575748199178
1979-08-01,0.17465099702010586,0.15568998064408268
1979-09-01,0.3342639475948287,0.3444363280512498
1979-10-01,0.5231727825634285,0.7133909004936582
1979-11-01,0.581045532136129,0.6279701136183303
1979-12-01,0.31319080329617605,0.23962613742460495
1980-01-01,0.15310173298980048,0.14426268457257435
1980-02-01,0.07625371653345447,0.07514734937043215
1980-03-01,0.09415417168689919,0.1113568539045232
1980-04-01,0.28619584505388057,0.2951128199258811
1980-05-01,0.533870473782205,0.8004170897132761
1980-06-01,0.3501513399139635,0.22253377641881006
1980-07-01,0.18827860189256326,0.07956963387935431
1980-08-01,0.15849780488132073,0.0712519418274421
1980-09-01,0.2628234764331361,0.28682512337193344
1980-10-01,0.42752031164944887,0.5139281199340965
1980-11-01,0.5817645175613433,0.5060797754791109
1980-12-01,0.2654524016738655,0.19106892733509928
1981-01-01,0.05973111134078671,0.03672817718665979
1981-02-01,0.0873588643575452,0.06484929156972545
1981-03-01,0.11327958063144579,0.033230050228271864
1981-04-01,0.3569548343675784,0.5494584121462
1981-05-01,0.6638107804475585,1.4844307659282874
1981-06-01,0.2085111407413783,0.16329324565064932
1981-07-01,0.15737961449888765,0.06537638012173144
1981-08-01,0.19392372958225873,0.09268159065948789
1981-09-01,0.3240333610193142,0.3369319845755181
1981-10-01,0.4181349045813568,0.5016800340128279
1981-11-01,0.4192507654807467,0.4828963836003951
1981-12-01,0.24741682057367329,0.12953043465613703
1982-01-01,0.05874163888976753,0.036762572037765104
1982-02-01,0.07923103552816445,0.07237574739487072
1982-03-01,0.15382173304342978,0.22337356787276652
1982-04-01,0.2459299065846587,0.31000677696734524
1982-05-01,0.5441656666386392,0.7301495452725242
1982-06-01,0.18813587724005665,0.11832389363554087
1982-07-01,0.1731629752933202,0.09235760878819553
1982-08-01,0.21166255144201102,0.08846797773376837
1982-09-01,0.23008400289120914,0.19724825029266746
1982-10-01,0.7563050455929203,1.1233723932437822
1982-11-01,0.7014196919749219,0.6312652459292691
1982-12-01,0.2922656404046433,0.21550063862399851
1983-01-01,0.17919531269043706,0.07617516868126699
1983-02-01,0.04646809367519786,0.021421409568479533
1983-03-01,0.04227189490212887,0.03084384466167403
1983-04-01,0.11493405425937088,0.14684120647827198
1983-05-01,0.4139296667621563,0.9838585243379682
1983-06-01,0.25508753200692647,0.24468270028201677
1983-07-01,0.20983186176421637,0.09468839929415912
1983-08-01,0.26210028593084245,0.13864315096471763
1983-09-01,0.32443119858530267,0.23638041343620397
1983-10-01,0.3848611147507711,0.5675521404730282
1983-11-01,0.5122260366227733,0.5015674237202913
1983-12-01,0.3731935097655834,0.3209565992068229
1984-01-01,0.17958139559642855,0.13281053618489827
1984-02-01,0.2288612834546439,0.2548721998862345
1984-03-01,0.163198766387246,0.07034742011086884
1984-04-01,0.260052647979074,0.36208705063214797
1984-05-01,0.3144954451035755,0.46615936351518095
1984-06-01,0.164090472924693,0.07484247249082387
1984-07-01,0.1682979785046484,0.07854021214981756
1984-08-01,0.15687069465047118,0.08295260660007862
1984-09-01,0.24357672308504252,0.21092623383638667
1984-10-01,0.2719259247526366,0.30547158909986644
1984-11-01,0.6257238438259972,0.543845148575985
1984-12-01,0.2348798106477817,0.22482528297155352
1985-01-01,0.1747543701991914,0.051945162553783675
1985-02-01,0.11132605938822053,0.10651987625440795
1985-03-01,0.1963516813496411,0.16120053463649997
1985-04-01,0.3156047871712385,0.5389066472560778
1985-05-01,0.46082863482995207,0.8070393506296832
1985-06-01,0.17330151424392023,0.10714114942743223
1985-07-01,0.12540271660352206,0.046023289104474674
1985-08-01,0.16891862212253253,0.10513144358136806
1985-09-01,0.24369462807373815,0.17789405764239036
1985-10-01,0.5595173921910995,0.9158696075279387
1985-11-01,0.3159166173509256,0.30019158525290274
1985-12-01,0.38336135611260935,0.35059374359399725
1986-01-01,0.14961862841152293,0.13077001503620667
1986-02-01,0.07431375325495547,0.04123909069196842
1986-03-01,0.22093171638673828,0.21173258198375136
1986-04-01,0.32708767097131697,0.42895772036234747
1986-05-01,0.30385663293958265,0.45939826996912625
1986-06-01,0.27409547008814106,0.23120667998019606
1986-07-01,0.12165258546931053,0.06430793095595412
1986-08-01,0.18210812632752169,0.12816084759797575
1986-09-01,0.31141408128394826,0.22964513378044518
