,engpi,ogpi
1970-01-01,1.5348807112471914,1.6594242263707861
1970-02-01,1.542447673966988,1.8560457367086178
1970-03-01,1.3263691899569785,1.2773526006377236
1970-04-01,0.910496070975388,0.8049839207870333
1970-05-01,0.5168027816942627,0.36418830940801905
1970-06-01,0.42532851749172956,0.36288532337001844
1970-07-01,0.498121689684352,0.44226471192465966
1970-08-01,0.17272694639489478,0.11273961277879617
1970-09-01,0.2662766390203399,0.1800562568811237
1970-10-01,0.39546232604542086,0.22391572780865435
1970-11-01,0.4377462263961202,0.33315721128730724
1970-12-01,1.1639029057627093,1.3823909486517878
1971-01-01,1.29627719929896,1.881212407585272
1971-02-01,1.6144522908594396,2.589905169735498
1971-03-01,1.7392760090431918,2.415666506367984
1971-04-01,1.1772908291771145,1.5141322253873373
1971-05-01,0.3824937688640261,0.30701773356183326
1971-06-01,0.3645378042357902,0.24767060735540466
1971-07-01,0.2298638394320264,0.12055340423251949
1971-08-01,0.19787646932262115,0.14564902950852454
1971-09-01,0.2500296354280227,0.21860103754254567
1971-10-01,0.22051631226659105,0.14692253013807982
1971-11-01,0.5985074778807586,0.58325313444833
1971-12-01,1.3145796669620224,1.690122662397427
1972-01-01,1.6296712663553068,2.179597731449633
1972-02-01,1.5094713876338592,2.0267220085348883
1972-03-01,1.7427498963172088,2.07141173676608
1972-04-01,1.3085063515512854,1.4884808808600432
1972-05-01,0.7110188643933271,0.6363432607964611
1972-06-01,0.29548126968139626,0.15698883478995337
1972-07-01,0.2571408498341921,0.1517319121335848
1972-08-01,0.2955249555522597,0.19865032235720964
1972-09-01,0.42709220222908495,0.18168176125328322
1972-10-01,0.46257139935479813,0.3635670624691316
1972-11-01,0.7562538848999631,0.6745758902112312
1972-12-01,0.9888680887407275,0.8539770891105051
1973-01-01,1.2002857240281812,1.3791280337775462
1973-02-01,1.975745409124292,2.4185944584549244
1973-03-01,1.4795469810485524,1.4175585023777195
1973-04-01,1.0767341090685842,1.1231156984001953
1973-05-01,0.5428744837364082,0.44964309914378464
1973-06-01,0.37076936702241364,0.2150538708160842
1973-07-01,0.2221228767223381,0.1019322131861157
1973-08-01,0.18837715747137035,0.08403537133745244
1973-09-01,0.21415849446902327,0.11235173153599413
1973-10-01,0.33535809408223427,0.16075709775196984
1973-11-01,0.6450467166529892,0.5757350116874445
1973-12-01,1.3058123571305307,1.4883281016706047
1974-01-01,1.4238554731556203,2.0969624187281117
1974-02-01,1.8546678658400733,2.963717588656306
1974-03-01,1.7814445079043568,2.254558660814979
1974-04-01,0.599557881001158,0.47825835498711794
1974-05-01,0.2952670102226156,0.23461981249646285
1974-06-01,0.32056932773452795,0.19523240702584932
1974-07-01,0.18600413912879282,0.1388353761732834
1974-08-01,0.11221647110616777,0.10936077998941197
1974-09-01,0.12972988149177497,0.0794602858247026
1974-10-01,0.24300410418836335,0.15433904341767796
1974-11-01,0.6702420588709123,0.4860565237474048
1974-12-01,1.045616584354723,1.088804585191483
1975-01-01,1.7170570492438764,2.477069015765108
1975-02-01,1.5637171829907874,2.209794788770194
1975-03-01,1.4230351677396476,1.4895697667471828
1975-04-01,1.0483091022285416,0.8201671605201125
1975-05-01,0.514124226865829,0.26953705815369655
1975-06-01,0.20284673919878993,0.10995951473147458
1975-07-01,0.18236218167586066,0.09906291566399729
1975-08-01,0.20153551364727662,0.14614510710155532
1975-09-01,0.13803228202334028,0.09751779198953077
1975-10-01,0.19664038634082126,0.17008401137067738
1975-11-01,0.5088372297321984,0.5462824036209502
1975-12-01,0.943503105765892,1.0853583243787346
1976-01-01,1.7313805744614383,2.9284875156882504
1976-02-01,1.9422167649244675,2.8792830381114967
1976-03-01,1.724350361986997,2.369518036174967
1976-04-01,1.2368402523236774,1.0895270085521653
1976-05-01,0.5159516442390556,0.2869411128204479
1976-06-01,0.34130208783040245,0.19348500889934728
1976-07-01,0.31284571632931424,0.18104949317056507
1976-08-01,0.1861016586678477,0.12867013186029894
1976-09-01,0.1918469779344175,0.14150111286103476
1976-10-01,0.21920042931575998,0.14823360254706566
1976-11-01,0.481217798681973,0.4780816710195484
1976-12-01,1.0248088949033602,1.0965435942613448
1977-01-01,1.1940357526641063,1.29994520611669
1977-02-01,1.423703974581076,1.677511734445782
1977-03-01,1.7787341821536438,2.5039196852001515
1977-04-01,1.2889762949763632,1.2871004693645134
1977-05-01,0.512901595747224,0.48077904006892247
1977-06-01,0.4612577593468798,0.381052291985301
1977-07-01,0.3046177043608337,0.17900369503269575
1977-08-01,0.28100511241918824,0.1484716025357729
1977-09-01,0.2317108936858645,0.15191066068695427
1977-10-01,0.2584662672550944,0.09028721082560522
1977-11-01,0.5291737659562489,0.4011682683684794
1977-12-01,0.996806335730235,1.0608394568936559
1978-01-01,1.1079948793517993,1.4840683911709163
1978-02-01,1.6256946079157402,2.286365971558269
1978-03-01,0.9862684454680588,1.3531520728080644
1978-04-01,0.8520076744823107,0.6968932965665624
1978-05-01,0.3060620606027167,0.20680315432799976
1978-06-01,0.24742942130237527,0.2004779837302547
1978-07-01,0.20878050233891857,0.15807085012406388
1978-08-01,0.20897674299229285,0.12816134317531552
1978-09-01,0.21648202878003966,0.1657199588764951
1978-10-01,0.20250971474946772,0.0968901362901457
1978-11-01,0.3414435477706884,0.17306870002037286
1978-12-01,0.7577417025758396,0.6896315432240085
1979-01-01,1.3741037991584066,1.859937221154382
1979-02-01,1.2405661572192235,1.760570161499151
1979-03-01,1.2425326541336335,1.2690890014430007
1979-04-01,0.6347543427425301,0.6444731830968996
1979-05-01,0.4142150491450285,0.31788874024271924
1979-06-01,0.2982188549067321,0.2083089720978103
1979-07-01,0.2810450687036692,0.1691572303465115
1979-08-01,0.18845329010672887,0.14740009522837397
1979-09-01,0.22101455445529863,0.1279029707678902
1979-10-01,0.4811105162543624,0.25626824909610596
1979-11-01,0.39064655852834107,0.21770723892478558
1979-12-01,0.8634930420469764,0.6913522854456671
1980-01-01,1.2409673136371473,1.7492821823167974
1980-02-01,1.6054962366488374,2.245634112240537
1980-03-01,1.8404561392829393,2.2120033524222285
1980-04-01,0.8680005466625704,0.8669290448983006
1980-05-01,0.5253151145297468,0.34579799660531396
1980-06-01,0.29232882134767746,0.19459005055401296
1980-07-01,0.26097691253090377,0.1588345652498915
1980-08-01,0.2422240498947269,0.10343021959713736
1980-09-01,0.26680030053466314,0.11689891535524505
1980-10-01,0.27306813082404446,0.1504295230578263
1980-11-01,0.6578550414987784,0.5569406187590062
1980-12-01,0.7246207389550757,0.5710381966923612
1981-01-01,1.2740712868027544,1.203601136177052
1981-02-01,1.543441074779854,2.1819358894025824
1981-03-01,1.3599352144223373,2.0375896032345033
1981-04-01,0.6689585853711137,0.4548162700229484
1981-05-01,0.21385899228705835,0.13039518395870286
1981-06-01,0.28701682536933015,0.21692235619534908
1981-07-01,0.26077847675489524,0.17149952816867378
1981-08-01,0.24086013528889902,0.23660605278380312
1981-09-01,0.1712784409512182,0.07319478586524426
1981-10-01,0.28450922806656825,0.1397018582111487
1981-11-01,0.42112592177956004,0.32163751189808715
1981-12-01,0.9633815542998821,1.0396528790198931
1982-01-01,1.3271229456525881,2.146586430522193
1982-02-01,1.64902158794493,2.8983966733690707
1982-03-01,1.4074958536504187,1.9234414136133198
1982-04-01,0.9652211566809388,0.8707278602028717
1982-05-01,0.5488552689664054,0.3425129901161424
1982-06-01,0.3067124850171436,0.18218759129806109
1982-07-01,0.461293055912505,0.27304525351445325
1982-08-01,0.4061832995467102,0.19411891340103934
1982-09-01,0.3580956211077836,0.2346043929714009
1982-10-01,0.5723099221415502,0.4201489913219335
1982-11-01,0.9366919071359558,0.7352924101387277
1982-12-01,0.9613044129810175,0.7882961562760776
1983-01-01,1.6485549205995316,1.8483472895908781
1983-02-01,2.009472641295175,2.730003612661406
1983-03-01,2.1740758903133646,2.899707496344825
1983-04-01,1.5656891151421388,1.7893976023370597
1983-05-01,0.8885874328982672,0.8846418521517353
1983-06-01,0.3870300704689499,0.19490363355843318
1983-07-01,0.23457132606318626,0.16624183081482002
1983-08-01,0.15438918628431553,0.09194437298948334
1983-09-01,0.15331910901701495,0.08064484010479858
1983-10-01,0.19987152966936797,0.08777865107750016
1983-11-01,0.40253204090746525,0.25972812459337796
1983-12-01,1.1181470675987082,1.3486885390111023
1984-01-01,1.1002609164058776,1.3172133775580053
1984-02-01,1.6031113440647893,1.572386836637104
1984-03-01,1.958844501788996,2.8072099138268367
1984-04-01,1.0918063455762372,1.033352984845751
1984-05-01,0.5194168821002056,0.3785179892247592
1984-06-01,0.5085718268111177,0.4337017113313875
1984-07-01,0.2841916891770769,0.18739003032974438
1984-08-01,0.2143528623454041,0.14846345366157504
