,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10,msl_cluster11
1965-01-01,1124.4599745008682,2022.3880615234375,1180.1499477652617,2038.910400390625,2297.4677345969462,1481.9333843156403,2824.0376790364585,1744.8557886584053,3086.6747307054925,3074.652099609375,3762.7118145978006
1965-02-01,1123.5584174262153,2024.1199951171875,1180.7546216388082,2033.9495849609375,2304.773781516335,1481.92336138557,2831.9915771484375,1747.1145103717674,3085.094105113636,3079.2210434422345,3744.3097149884256
1965-03-01,1124.8307698567708,2026.470703125,1180.6217637172965,2035.4915771484375,2303.9468938654118,1485.9915041456036,2828.331502278646,1748.491168844289,3079.458710641572,3083.9157566879735,3753.236897786458
1965-04-01,1125.3388264973958,2029.235595703125,1181.5252969431324,2030.31787109375,2316.6806307705965,1489.2427631452972,2826.6820271809897,1758.349398908944,3080.697354403409,3074.9189897017045,3766.0135904947915
1965-05-01,1125.3950330946182,2032.568115234375,1181.0416997865188,2033.6754150390625,2313.205233487216,1490.4883291207107,2820.293680826823,1754.1944832637394,3079.0198123816285,3073.968690814394,3763.5061758535876
1965-06-01,1126.738308376736,2033.461181640625,1181.8311114643896,2028.7803955078125,2317.626953125,1492.98293169807,2807.840813530816,1765.708555024246,3062.448027639678,3066.0751805160985,3754.009331597222
1965-07-01,1126.5297715928818,2026.6019287109375,1180.3340468295785,2031.8602294921875,2308.3813753995028,1492.4530029296875,2793.350050184462,1761.9358457367996,3064.293323863636,3041.9359611742425,3742.824300130208
1965-08-01,1127.2323133680557,2031.977294921875,1183.448968931686,2034.69873046875,2315.0848388671875,1492.5901525160846,2820.6431070963545,1756.9280163995152,3075.2572724313445,3078.920861446496,3763.025128399884
1965-09-01,1127.7104627821182,2036.5596923828125,1184.8605133766353,2048.218505859375,2319.8842828924007,1493.3331059474572,2824.5869954427085,1754.4749292834053,3094.219970703125,3076.2913559422345,3771.8022099247682
1965-10-01,1127.217990451389,2035.6937255859375,1186.215635787609,2043.178466796875,2317.61474609375,1492.5032372568169,2838.092041015625,1755.2042994005928,3101.6239050662875,3083.849727746212,3761.200177228009
