,ssta30_cluster1,ssta30_cluster2,ssta30_cluster3,ssta30_cluster4,ssta30_cluster5,ssta30_cluster6,ssta30_cluster7,ssta30_cluster8,ssta30_cluster9,ssta30_cluster10,ssta30_cluster11
1965-01-01,1.7600708,2.6147766,3.5079346,-1.8190002,-3.534912,-0.022247314,-3.7574768,3.1362,-4.4136047,-1.0845337,-3.9226074
1965-02-01,1.6678772,2.8484192,2.9781494,-0.072509766,-2.875183,0.47335815,-3.1965027,2.9976196,-4.018799,0.07220459,-3.4594727
1965-03-01,0.9364929,2.9318237,2.7492065,1.077179,-2.625122,1.4504089,-4.4912415,2.5945435,-5.075012,1.038269,-3.8201294
1965-04-01,0.46923828,2.856781,2.7799377,0.74768066,-2.9750977,2.238556,-5.562195,2.684143,-6.5307007,1.7016907,-4.8881226
1965-05-01,-0.37750244,2.497528,2.7904053,0.48867798,-3.5578918,2.7240295,-6.0826416,2.7973938,-9.084381,1.3049927,-6.455353
1965-06-01,-0.8999634,2.1332397,3.215973,-0.1979065,-4.2779236,2.6411743,-7.3510437,2.9545288,-9.813904,0.51312256,-7.9702454
1965-07-01,-2.0805664,1.9974365,3.2553406,-1.3236389,-4.8278503,2.608673,-7.9683228,3.5187988,-10.336395,-1.0467224,-9.4721985
1965-08-01,-2.627411,2.3806763,3.3471375,-2.9337769,-5.5568237,2.156128,-8.309113,3.7313538,-10.784454,-1.7767029,-10.080414
1965-09-01,-2.3397827,2.3534546,3.3967896,-3.3561707,-6.343445,1.6878357,-8.766418,4.2619934,-10.46936,-2.0533752,-9.880585
1965-10-01,-1.9223328,2.6381836,3.2339172,-3.3119507,-5.905548,2.2025757,-8.817993,4.1949463,-10.300415,-2.0969849,-9.246613
1965-11-01,-0.8361206,2.8018188,3.6805115,-3.4082642,-6.3127136,2.030426,-8.310547,4.506775,-9.448181,-1.9727478,-7.7746887
1965-12-01,0.008178711,3.1880493,3.5043945,-2.2815857,-5.691986,1.7340698,-6.645996,3.9928894,-7.7132874,-1.3130798,-6.3615723
1966-01-01,0.9989319,3.1452026,3.6157227,-0.8609009,-4.496338,1.8940735,-4.7414246,4.0589905,-5.7530518,-0.7494507,-4.499359
1966-02-01,1.3974609,3.2068481,3.095398,-0.2783203,-3.856781,1.7897949,-4.024719,3.6904602,-5.1709595,-0.4104309,-4.251129
1966-03-01,0.83950806,3.408905,3.0135193,-0.53015137,-4.0379944,2.851654,-4.4217834,3.4880676,-5.6698914,0.099731445,-4.051605
1966-04-01,0.28546143,3.2905579,3.2260132,-1.4634094,-3.9021912,2.6743164,-6.301117,3.4635315,-6.983917,0.31573486,-5.2673035
1966-05-01,-0.6309204,2.8330688,3.3025513,-2.3631897,-4.428772,2.061493,-7.4267883,4.037323,-8.511536,0.22384644,-6.326416
1966-06-01,-1.3275757,2.524231,3.6074524,-2.9533997,-5.6982727,2.394104,-7.7901,3.86615,-10.304993,-0.7229309,-7.697296
1966-07-01,-1.881012,2.2773743,3.66922,-3.501831,-6.630951,2.4972534,-8.091888,4.389862,-12.127747,-1.423645,-8.819092
1966-08-01,-1.6614075,2.0446472,3.3785095,-4.185913,-6.358917,1.0133667,-8.559143,3.8434448,-10.831482,-1.8731995,-8.702362
1966-09-01,-1.8970642,2.0591125,3.057129,-5.0856934,-6.575897,1.1897278,-8.890106,3.7686768,-11.044434,-2.6590576,-9.100372
1966-10-01,-1.4629822,2.071106,3.1679382,-5.1644897,-6.423218,0.71658325,-8.782288,3.8804932,-10.604828,-2.9612427,-8.985535
1966-11-01,-0.86505127,2.6195984,3.185913,-4.698181,-6.223175,0.8838196,-7.996765,3.8848877,-10.035126,-2.7753296,-7.745636
1966-12-01,-0.10180664,2.8044434,3.5043945,-3.8996277,-5.2445984,0.94610596,-6.260254,3.473114,-8.090332,-1.850708,-6.7317505
1967-01-01,1.2823486,3.035736,3.8616028,-2.2224426,-3.9958496,0.5852051,-4.021881,2.5679626,-5.8659363,-1.2613525,-4.59433
1967-02-01,1.6174011,3.012207,3.4674683,-0.38839722,-3.200531,0.52960205,-3.743927,2.2289124,-3.917694,-0.39892578,-3.9507751
1967-03-01,1.285553,2.9633179,3.5297546,0.15570068,-3.5524292,0.86486816,-4.3071594,2.841095,-4.300659,0.31393433,-4.06427
1967-04-01,0.116760254,2.8547668,3.1948242,-0.35403442,-4.132263,1.5861816,-5.312195,3.0230408,-5.381317,0.8048706,-5.012207
1967-05-01,-0.889801,2.6219788,3.4919128,-1.5744324,-4.7020874,1.8281555,-6.806549,3.9461365,-6.8626404,0.73135376,-6.48053
1967-06-01,-1.2764587,2.5733643,3.6250916,-2.921692,-5.7703857,2.0039368,-7.1200867,3.8925476,-9.1875,-0.24127197,-8.068146
1967-07-01,-1.971405,2.2089844,3.3809204,-4.2997437,-6.5899963,1.6415405,-7.369293,4.527313,-10.1779175,-1.4089661,-9.130676
1967-08-01,-1.6789551,1.6239624,3.6668396,-5.5463257,-6.637146,0.7319946,-8.163147,3.9898682,-10.199493,-2.7862854,-9.538422
1967-09-01,-1.5957031,1.8860474,3.7811584,-6.603424,-6.121155,0.34951782,-8.807556,3.7140503,-10.015564,-3.109192,-9.34845
1967-10-01,-0.72561646,1.8631592,3.538391,-5.9717712,-6.3463745,-0.072052,-7.7712097,2.796173,-10.028442,-2.9823303,-9.503571
1967-11-01,0.025665283,2.436615,3.8900146,-5.036194,-5.9872437,0.5675659,-7.8698425,3.3075562,-8.676666,-3.1836243,-7.5087585
1967-12-01,0.9624634,2.6948242,3.9523926,-4.056305,-4.804016,0.15563965,-5.680969,3.75708,-7.045227,-2.346466,-5.3414
1968-01-01,1.2469177,2.6481628,3.5908813,-2.8914795,-3.3312073,-0.3303833,-3.9153442,2.8232422,-5.2522583,-0.9961548,-4.042938
1968-02-01,1.4217529,2.9812622,3.1004639,-0.9326172,-2.6434631,0.22775269,-2.7705688,2.415924,-4.7490234,-0.32720947,-3.6193237
1968-03-01,1.6188354,2.723297,2.8667603,-0.41549683,-2.7940674,0.08456421,-3.0023193,1.8364868,-5.015869,0.33187866,-3.3851318
1968-04-01,0.70809937,2.657837,3.2469177,-0.91522217,-3.6113586,1.2773743,-4.8587646,2.2997437,-6.527588,0.49490356,-4.1613464
1968-05-01,-0.14224243,2.5919495,3.3086548,-2.899231,-4.2183533,1.5656433,-6.526184,3.2042847,-8.220245,0.22375488,-5.4761353
1968-06-01,-1.0025024,2.9420166,3.5340576,-3.9632568,-4.6908264,2.2644043,-7.860779,2.8886108,-9.442535,-0.2180481,-6.955139
1968-07-01,-1.2468872,2.5527039,3.6369019,-4.586487,-5.3229675,2.1214294,-8.627472,3.2318115,-10.726105,-1.1519165,-8.29657
1968-08-01,-1.4602966,2.180542,4.017517,-4.3507996,-5.9454346,2.0430298,-9.318665,2.9541016,-10.329163,-1.8203735,-8.61731
1968-09-01,-1.9393005,2.3108826,3.9154053,-4.793701,-5.8150635,1.4210815,-10.252716,3.082489,-10.831909,-2.189087,-9.342651
1968-10-01,-1.8394775,2.3676758,4.224945,-4.774994,-5.412567,1.6940002,-9.115723,3.809967,-11.020966,-2.5141296,-8.922333
1968-11-01,-0.33099365,2.8359985,4.3633423,-4.137512,-6.0229797,2.1722412,-8.395142,4.1536255,-10.801422,-2.4741516,-7.1531677
1968-12-01,0.5391846,2.880188,4.0519104,-3.4587402,-5.0642395,2.069519,-6.834961,4.4589844,-8.252991,-1.9393005,-5.7027893
1969-01-01,1.0420227,3.4924316,4.134918,-2.1924133,-4.3680115,2.2356873,-5.3135376,4.4179688,-6.2821045,-1.1520386,-5.035095
1969-02-01,0.9987488,3.398407,3.592743,-1.3973389,-3.4201355,1.9421997,-4.1380005,4.1295776,-4.97583,-0.5267029,-4.1385193
1969-03-01,0.7073364,3.192627,3.3233948,0.13922119,-3.400299,1.8881836,-3.9509888,2.7296143,-5.5405273,0.44735718,-4.685272
1969-04-01,-0.082092285,3.109253,3.666626,0.21734619,-4.225128,1.7663574,-6.1417847,3.0046387,-6.9642334,0.8423767,-5.4624023
1969-05-01,-0.675354,3.2230835,3.5517578,-0.99224854,-4.4676514,2.371399,-7.3749695,3.532257,-8.759369,0.9336548,-7.1073
1969-06-01,-1.0349121,2.9204407,3.5813599,-1.565094,-4.9226074,2.2989807,-8.066254,3.8208313,-9.6922,0.1859436,-8.135498
