,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9,sst_cluster10,sst_cluster11
1965-01-01,27.184753,28.03946,28.932617,23.605682,21.88977,25.402435,21.667206,28.560883,21.011078,24.340149,21.502075
1965-02-01,27.350403,28.530945,28.660675,25.610016,22.807343,26.155884,22.486023,28.680145,21.663727,25.75473,22.223053
1965-03-01,26.715729,28.71106,28.528442,26.856415,23.154114,27.229645,21.287994,28.37378,20.704224,26.817505,21.959106
1965-04-01,26.613922,29.001465,28.924622,26.892365,23.169586,28.38324,20.582489,28.828827,19.613983,27.846375,21.256561
1965-05-01,25.665405,28.540436,28.833313,26.531586,22.485016,28.766937,19.960266,28.840302,16.958527,27.3479,19.587555
1965-06-01,24.840607,27.87381,28.956543,25.542664,21.462646,28.381744,18.389526,28.695099,15.926666,26.253693,17.770325
1965-07-01,23.390137,27.46814,28.726044,24.147064,20.642853,28.079376,17.50238,28.989502,15.134308,24.42398,15.998505
1965-08-01,22.762451,27.770538,28.737,22.456085,19.833038,27.54599,17.08075,29.121216,14.605408,23.61316,15.309448
1965-09-01,23.130676,27.823914,28.867249,22.114288,19.127014,27.158295,16.70404,29.732452,15.001099,23.417084,15.589874
1965-10-01,23.741913,28.30243,28.898163,22.352295,19.758698,27.866821,16.846252,29.859192,15.363831,23.56726,16.417633
1965-11-01,24.95337,28.591309,29.470001,22.381226,19.476776,27.819916,17.478943,30.296265,16.341309,23.816742,18.014801
1965-12-01,25.784668,28.964539,29.280884,23.494904,20.084503,27.51056,19.130493,29.769379,18.063202,24.46341,19.414917
1966-01-01,26.842194,28.988464,29.458984,24.98236,21.346924,27.737335,21.101837,29.902252,20.09021,25.093811,21.343903
1966-02-01,27.39038,29.199768,29.088318,25.7146,22.136139,27.782715,21.9682,29.68338,20.82196,25.582489,21.74179
1966-03-01,26.903717,29.473114,29.077728,25.534058,22.026215,28.915863,21.642426,29.552277,20.394318,26.16394,22.012604
1966-04-01,26.562317,29.567413,29.502869,24.813446,22.374664,28.951172,19.975739,29.740387,19.292938,26.59259,21.009552
1966-05-01,25.487183,28.951172,29.420654,23.754913,21.689331,28.179596,18.691315,30.155426,17.606567,26.34195,19.791687
1966-06-01,24.581451,28.433258,29.51648,22.955627,20.210754,28.303131,18.118927,29.775177,15.604034,25.186096,18.211731
1966-07-01,23.782166,27.940552,29.332397,22.161346,19.032227,28.16043,17.57129,30.05304,13.535431,24.239532,16.844086
