,zgu850_cluster1,zgu850_cluster2,zgu850_cluster3,zgu850_cluster4,zgu850_cluster5,zgu850_cluster6,zgu850_cluster7,zgu850_cluster8,zgu850_cluster9,zgu850_cluster10,zgu850_cluster11
1965-01-01,0.47416002,0.07071686,-0.029329682,0.14990616,-0.49664575,0.1808651,-0.15023232,-0.004562378,-0.26461715,-0.043668367,0.28319246
1965-02-01,0.0909214,-0.3333786,-0.11796989,0.23431015,0.036172867,0.05800743,0.10102348,-0.0042362213,-0.31871375,0.13687095,-0.018249512
1965-03-01,0.12774658,-0.39334106,-0.113407515,-0.013687134,0.0032585145,0.17467347,-0.037802506,-0.00032577515,-0.21606064,0.19227104,-0.36401138
1965-04-01,-0.08896637,-0.12513885,-0.08016701,0.16750374,0.008147049,-0.020856857,0.34706575,-0.048882294,-0.36140442,-0.010754013,0.1590313
1965-05-01,-0.03584709,-0.125465,0.26559487,0.13361207,-0.0006515503,-0.20660973,0.30470085,0.025744628,-0.15414277,0.164571,0.020204926
1965-06-01,-0.32718658,0.13230857,0.12448768,0.012709427,0.033891678,0.09580956,-0.19846305,0.17141457,-0.13133088,0.27863008,0.14175911
1965-07-01,-0.18119088,0.1883606,-0.075278856,0.0866848,-0.06908722,0.22453365,-0.16294155,0.26689833,-0.21019478,0.19487801,0.21149826
1965-08-01,-0.17597695,0.16685219,-0.14892845,-0.014012909,0.23691711,0.25940323,-0.079841234,0.098090746,-0.30567855,0.22616272,0.16359329
1965-09-01,0.1935749,0.0368248,-0.036172867,-0.009124756,-0.20726165,0.0984169,-0.20628396,0.175325,-0.27015686,0.18216857,0.21117249
1965-10-01,0.009124756,0.027374268,-0.26885375,0.08049317,0.14990616,-0.02281189,0.09743919,0.018901443,-0.24441223,0.20432854,0.23235473
1965-11-01,-0.03812828,0.23626518,-0.4598213,0.02574501,-0.027048493,0.031936646,-0.15283927,-0.03519554,-0.007820892,0.11894722,-0.089292146
1965-12-01,0.06745758,-0.22453347,-0.0335659,0.11796951,0.2698311,0.27015725,-0.35814553,0.017923355,-0.1244873,0.12709466,-0.3174103
1966-01-01,0.2947502,0.39059335,-0.12735328,0.17297706,0.15426826,-0.004266739,-0.07844696,0.02986908,-0.36072463,-0.05481415,-0.021006774
1966-02-01,0.34234428,-0.41061553,-0.07614937,0.18643494,0.12046051,-0.059409715,-0.051860046,0.015426636,-0.14474945,-0.19398384,0.0341362
1966-03-01,0.34267235,-0.26455346,-0.20120506,0.19267121,-0.29114,-0.04496765,-0.13227654,-0.019693756,-0.2701332,0.18774757,-0.046280287
1966-04-01,0.036105346,0.1526268,-0.08960724,0.085667804,0.0997818,-0.007877732,0.033807755,-0.045295715,-0.4286682,0.028884124,0.24650078
1966-05-01,0.027243042,-0.1785572,-0.05612755,-0.0036102296,0.018381119,0.15820694,0.022976112,0.091576,-0.027899552,0.38370055,-0.19299927
1966-06-01,0.0039390563,0.086652756,-0.24026413,-0.17822877,0.00919075,-0.021663284,0.21630363,0.062363815,-0.17035103,-0.12538376,0.038402937
1966-07-01,-0.13523063,-0.018709183,-0.11323929,-0.008534241,-0.021334838,0.07221069,-0.015426636,0.05350151,-0.24617234,-0.04004402,0.158535
1966-08-01,0.05940933,-0.008534241,-0.11619339,0.0062362673,0.008205414,0.15459633,-0.012800979,0.18118286,-0.08205719,0.122429654,0.25798875
1966-09-01,0.19660988,0.09682808,-0.15820733,-0.06334839,-0.106674574,0.08960686,-0.063019946,0.031510163,-0.20776978,-0.22943267,0.53238904
1966-10-01,0.27144623,-0.1473751,-0.09354553,0.11225472,-0.121773526,-0.061050795,0.02002182,-0.025273895,-0.19234276,-0.061707307,0.076805875
1966-11-01,0.11849098,-0.13326111,0.03347931,0.17986985,-0.048577882,0.023960877,-0.04201317,-0.11717834,-0.17166404,0.11225434,0.114552304
1966-12-01,0.023303986,-0.15820694,-0.22221184,0.28490335,-0.09912529,0.026914978,-0.07647743,-0.068928525,-0.2560192,0.098796844,-0.06334839
1967-01-01,0.2194378,-0.44638556,0.01893959,0.42744637,-0.39348564,-0.11984177,0.035919953,-0.066288754,-0.29682922,0.3049919,0.24850006
1967-02-01,0.18547706,-0.28311387,-0.10743332,0.3187073,0.13225022,0.093717955,-0.012081909,-0.009796524,-0.094371036,0.3337284,0.02253151
1967-03-01,0.3445038,-0.03298073,-0.08490143,0.12833175,0.0071842195,0.23739776,-0.10710678,0.0068572997,-0.38630182,-0.14792481,0.39348564
1967-04-01,0.19396743,-0.13845444,0.12343331,0.17731324,-0.06204338,0.12147446,-0.14629173,-0.05583916,-0.50516397,-0.13094445,0.12310715
1967-05-01,0.23119316,-0.07739105,-0.0058776857,0.20245743,-0.22172356,-0.12898521,0.24229583,0.10220833,-0.18678322,-0.026450347,0.03494034
1967-06-01,0.24001007,-0.13225022,0.017960358,0.12604637,-0.31250268,0.039838027,0.1900486,0.2530716,-0.11396408,-0.22400932,0.15837364
