,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9,msl_cluster10,msl_cluster11
1965-01-01,1011.5131,1011.5243,1015.9554,1020.7983,1010.6983,1006.9357,1017.1932,1011.5745,1018.8807,1014.39935,1016.75916
1965-02-01,1010.00806,1011.75073,1015.5393,1018.2692,1014.8794,1006.4842,1020.7821,1012.7355,1018.3858,1016.85834,1010.4372
1965-03-01,1010.8756,1013.1082,1015.9294,1018.51917,1014.2357,1008.8992,1018.8367,1014.20154,1016.0118,1018.1917,1012.6822
1965-04-01,1010.9029,1014.6506,1017.41345,1015.6168,1020.3257,1010.21454,1018.44165,1020.2029,1017.1541,1014.622,1016.973
1965-05-01,1010.65173,1016.49805,1016.11163,1016.9755,1018.6655,1010.2282,1015.0847,1018.307,1016.34424,1013.93555,1016.3368
1965-06-01,1012.06946,1017.29803,1016.96814,1015.4593,1019.91943,1012.68964,1009.4294,1026.3741,1009.62286,1011.17456,1012.90424
1965-07-01,1011.6055,1014.34546,1016.44165,1016.867,1015.5932,1012.4657,1004.0557,1023.29193,1010.59845,1002.63794,1010.8781
1965-08-01,1012.2425,1015.9225,1017.6385,1018.3077,1019.0563,1012.1526,1014.8013,1019.4612,1013.93494,1016.1625,1015.98267
1965-09-01,1012.28156,1018.75726,1019.2566,1025.256,1022.21906,1012.1674,1016.61646,1017.76135,1021.06494,1014.3963,1018.60846
1965-10-01,1012.0906,1017.72906,1019.4668,1022.1942,1020.59296,1012.19165,1021.9871,1017.9256,1024.0542,1017.5517,1015.52313
1965-11-01,1011.4512,1015.6614,1014.214,1020.18243,1015.7477,1011.1348,1015.0952,1013.43506,1015.55475,1016.3337,1015.5337
1965-12-01,1010.2809,1016.3653,1014.58795,1020.9607,1017.0221,1008.1382,1015.3359,1012.5457,1016.8391,1020.62463,1018.3858
1966-01-01,1009.6181,1014.2046,1015.45953,1021.0693,1014.54694,1009.3471,1017.3691,1013.8172,1020.4322,1017.7346,1017.74713
1966-02-01,1010.0212,1014.98755,1014.86615,1023.1873,1014.664,1007.9914,1019.09784,1011.55023,1025.1538,1020.62366,1021.0036
1966-03-01,1009.3095,1012.7582,1015.2692,1021.5631,1014.9682,1008.6968,1018.6622,1014.818,1020.4247,1016.2205,1015.4057
1966-04-01,1010.4981,1014.7047,1015.6053,1017.15686,1017.54553,1009.8597,1013.60815,1019.10095,1018.6046,1011.7417,1016.35205
1966-05-01,1012.1967,1012.0853,1014.0043,1020.5442,1014.5808,1011.7768,1011.0057,1021.81415,1010.9105,1009.82336,1005.4196
1966-06-01,1012.56104,1020.4203,1018.29474,1020.3152,1018.91,1012.84143,1018.07385,1023.3025,1022.96893,1016.5135,1018.65405
1966-07-01,1011.7668,1015.9458,1016.4059,1019.4395,1014.4493,1011.6072,1009.23193,1019.2993,1015.3881,1010.0343,1012.67303
1966-08-01,1013.12994,1017.93616,1019.1259,1022.96265,1020.9836,1012.2324,1015.8613,1022.69354,1018.2328,1013.02985,1017.9787
1966-09-01,1013.2145,1018.4456,1020.0379,1025.7222,1017.5243,1012.3445,1018.42554,1016.71063,1022.82806,1016.47345,1022.0507
1966-10-01,1012.9059,1016.8508,1020.13794,1025.7072,1019.39197,1011.0758,1021.66205,1017.77466,1022.0106,1018.49695,1018.2854
1966-11-01,1011.68475,1015.2411,1017.90857,1022.40875,1015.71606,1009.354,1021.2089,1014.1689,1022.3949,1016.275,1014.3761
1966-12-01,1011.144,1017.1262,1017.0874,1019.4013,1016.55225,1008.0002,1017.575,1012.6373,1020.645,1017.6614,1016.5285
1967-01-01,1011.16174,1013.09686,1017.33936,1020.8904,1014.0053,1006.5346,1018.7746,1009.942,1021.0645,1015.93677,1014.0619
1967-02-01,1011.3518,1015.4071,1019.1933,1020.97455,1015.53705,1007.81165,1019.98773,1013.35956,1020.58057,1020.35205,1017.66583
1967-03-01,1010.5036,1014.46967,1017.7399,1022.544,1015.2497,1007.19275,1019.80133,1017.2421,1021.35406,1020.18146,1022.45984
1967-04-01,1011.06305,1014.33325,1018.2006,1021.4593,1018.2456,1009.8658,1020.7257,1021.2278,1018.16437,1018.5032,1017.62524
1967-05-01,1010.97595,1017.33936,1018.39655,1018.46185,1019.654,1010.1756,1018.5707,1022.1442,1018.9219,1013.96466,1016.51587
1967-06-01,1011.7349,1018.85657,1022.53094,1023.9698,1021.7125,1010.6001,1020.09875,1024.4138,1021.7452,1014.4486,1019.27234
1967-07-01,1011.88654,1019.2128,1020.4558,1022.71454,1017.34955,1010.923,1016.1334,1020.66187,1019.47186,1016.86194,1021.8046
1967-08-01,1012.6223,1022.46783,1020.0865,1025.3397,1015.685,1011.3228,1021.7626,1018.56854,1020.0197,1023.8203,1021.38745
1967-09-01,1013.37476,1017.4112,1020.6161,1024.4087,1015.2773,1011.70593,1017.951,1017.6223,1021.41284,1014.8376,1012.23486
1967-10-01,1012.68396,1019.59454,1019.8455,1021.16034,1021.9802,1010.4992,1017.6166,1017.74786,1017.8894,1017.7645,1022.50336
1967-11-01,1011.72546,1016.0718,1017.50336,1021.73065,1012.73914,1008.9153,1019.5277,1013.22455,1016.37646,1018.4495,1013.3566
1967-12-01,1011.5826,1013.6998,1016.6813,1021.01373,1012.5614,1008.7861,1016.33734,1012.3386,1017.27985,1016.46716,1013.8261
1968-01-01,1010.28436,1010.8203,1015.8416,1024.8595,1015.4009,1005.9407,1018.7942,1010.50836,1018.95447,1018.22675,1013.50665
1968-02-01,1011.62036,1011.6318,1016.2946,1019.8368,1017.0982,1008.15326,1015.9869,1012.8791,1018.6632,1014.5171,1016.76337
