,r50_cluster1,r50_cluster2,r50_cluster3,r50_cluster4,r50_cluster5,r50_cluster6,r50_cluster7,r50_cluster8,r50_cluster9,r50_cluster10,r50_cluster11
1965-01-01,6.807583,5.0467033,6.553688,3.80344,6.116333,6.1982346,2.0016098,5.3612022,1.6871071,2.73872,6.982849
1965-02-01,6.822323,5.292408,6.124523,3.7788696,6.792839,5.908306,2.2178268,5.485695,2.0540237,2.7370834,6.6536064
1965-03-01,6.6437798,4.7158203,6.2817764,3.6691208,6.7256813,5.733036,2.3242989,4.9435043,2.0654907,2.8091545,6.542221
1965-04-01,5.963997,4.669956,5.782177,3.7510223,6.6617966,5.2711105,2.3832703,4.2457047,2.4062004,2.013073,5.8444214
1965-05-01,5.033596,3.2268524,4.740391,3.3382378,6.096676,3.8394737,2.2522278,3.746109,2.081871,2.3832703,4.1392326
1965-06-01,4.0851784,3.046669,4.8681564,3.0679626,5.3349953,3.2612534,1.84272,2.784584,1.443039,2.7567406,4.026211
1965-07-01,3.8705978,2.5700035,4.9942856,2.8714027,5.3399086,3.354618,1.3513107,2.8402786,1.2972565,2.0343704,4.1736336
1965-08-01,3.8460274,2.6977692,4.756771,2.511036,5.041786,3.0401192,1.5626183,2.5487099,1.29562,1.8509102,4.0868187
1965-09-01,4.3980446,2.525776,5.375946,2.7157898,5.733036,3.4185028,1.4561462,2.6502686,1.1383667,2.1129951,4.552017
1965-10-01,5.277664,2.7632904,6.743698,2.902523,7.0074196,3.9213753,1.5167503,3.3628082,1.2432022,1.8885841,5.6216507
1965-11-01,6.7076607,3.7313652,7.9607544,3.282547,8.640533,5.1417084,1.8246994,4.132683,1.5249405,2.4913788,6.951729
1965-12-01,9.446445,4.8452263,11.202412,4.1081123,12.019787,7.092598,2.0392838,6.0917625,2.1670494,3.320221,9.860867
1966-01-01,9.462185,5.39431,11.872051,4.2189255,11.78833,7.553009,2.1061897,6.0476646,2.134098,3.3915596,10.177921
1966-02-01,10.73278,5.732479,12.205296,4.305931,13.076981,8.158756,2.1324577,6.477764,2.6446342,3.2503853,10.93634
1966-03-01,8.992691,4.617836,9.99242,3.8577766,10.608021,6.5779,2.388546,5.4928055,2.3278084,3.0139923,9.301308
1966-04-01,6.4285164,4.4684486,6.599243,4.0088005,5.873657,5.5814514,2.465702,4.6014175,2.2473679,2.6988068,6.7289276
1966-05-01,4.9757004,3.9529877,4.0219345,3.598404,3.7428627,4.7146873,2.6282196,4.6441,2.012619,2.7743225,4.3781624
1966-06-01,3.6279526,4.0777473,3.2208366,4.0908813,2.84655,4.2205696,2.2391586,4.6670837,2.483757,3.2126274,3.693615
1966-07-01,2.5625534,4.189377,2.5625534,3.4687157,2.313034,3.662426,2.5264397,3.3866348,2.477192,3.3932037,2.821926
1966-08-01,2.7250748,3.4112587,2.2637863,2.9089317,2.267067,3.0665245,2.2342339,3.2208366,1.8615952,2.5576286,2.4509277
1966-09-01,2.675827,2.7989464,2.2999,2.3836212,2.2834854,3.1092072,1.5940132,3.2077026,1.4347763,2.4558525,2.5379295
1966-10-01,3.4161835,3.350521,3.0041428,2.574047,3.0090675,3.419468,2.1767807,3.3521614,1.6925087,2.6200104,3.2684402
1966-11-01,4.7787094,3.9529877,4.197586,3.6886902,4.5045624,4.611267,2.7546234,4.731106,1.8271179,3.394844,4.407711
1966-12-01,5.71278,4.8115425,4.936302,4.681858,5.6520386,5.4550476,2.9663887,5.5945854,2.2014046,3.1289062,5.024952
1967-01-01,5.788887,5.410534,5.2534523,4.2805405,5.714569,5.6030884,2.6353798,5.714569,2.4377594,3.7484818,5.611534
1967-02-01,5.4865417,4.8598976,4.8598976,3.9427261,4.848072,5.121704,2.1810188,5.369999,2.5678177,3.3532372,5.12846
1967-03-01,4.4578934,4.22818,4.2079124,3.4157333,4.3818855,4.336281,2.1675072,4.2754745,2.523903,2.8515816,4.5136337
1967-04-01,4.3092575,3.9021873,3.73835,3.6944313,4.3464165,4.336281,2.6792946,4.0694084,2.1691933,3.2755394,3.9629936
1967-05-01,5.1149483,3.8633385,4.157238,3.3751984,4.8210487,3.699501,2.7468605,3.73835,2.1691933,2.3786392,4.218048
1967-06-01,3.3633728,3.427559,3.4917412,2.9917755,3.7924004,3.045826,2.6303139,2.664093,2.415802,2.0914955,3.4478264
1967-07-01,3.3380356,2.4816742,3.1336594,2.4597168,3.8498268,2.1134567,1.9310341,2.7873993,1.4293785,2.0594063,2.7789536
1967-08-01,3.5474815,2.348236,3.4005318,2.1489258,3.8363152,2.2941856,1.6810532,2.8566513,1.3314133,2.1624374,3.0492058
1967-09-01,4.461273,2.8144226,4.356552,2.9140778,5.022049,2.9174576,1.5205879,3.5204582,1.1996651,2.2604065,3.8937416
1967-10-01,5.8784103,3.8228035,5.858139,3.5897102,6.614849,4.049137,1.8719177,4.6876106,1.5189018,2.387085,4.8075333
1967-11-01,6.9492836,4.2704086,6.6097794,3.8261795,8.094479,5.062584,2.0965652,5.5253906,1.7587509,2.9123878,5.47472
1967-12-01,8.101234,5.0490723,7.903614,4.006912,8.427227,6.238182,2.2029762,5.788887,1.8617821,3.1640625,7.520195
1968-01-01,9.634281,6.6694374,9.888596,4.25346,10.199245,7.654499,2.3428879,6.7982025,2.919117,3.6917152,9.194866
1968-02-01,7.0026207,5.2980766,8.084259,3.762535,7.084709,6.6179314,2.1658325,5.148384,2.1722717,2.602028,7.672203
1968-03-01,5.813141,4.0780144,6.2541656,3.2233276,6.336254,4.770134,1.8197746,4.139179,2.402443,2.539257,5.830845
1968-04-01,5.312561,3.4551086,5.714958,2.8000069,5.9644394,4.4739723,2.497406,3.7560997,2.1545677,2.5859337,5.1950607
1968-05-01,4.9745483,3.1541138,6.242897,3.0333977,5.714958,4.2920876,2.848297,4.2083893,1.9340553,3.3987732,5.5491714
1968-06-01,4.0361633,2.37669,5.3415337,2.3976135,4.7411613,3.5114403,1.8809395,3.0897331,1.7280273,2.4330254,4.7830086
1968-07-01,3.5259285,2.4314156,4.486847,2.711483,4.028118,3.0462723,2.2205582,2.4909706,1.3610458,2.3042564,4.047432
1968-08-01,3.5017853,2.4088821,5.01157,2.4475098,4.053871,2.978672,1.4366951,2.6277847,1.1228256,2.014534,4.358082
1968-09-01,3.8478432,2.3992233,5.760025,2.2060738,4.916603,3.279663,1.3031006,2.7501106,0.9811821,2.2849426,4.952015
1968-10-01,5.046982,3.3263397,6.9720383,2.927166,6.4521446,3.9572945,2.032238,3.2828827,1.3562164,2.1400795,5.9869766
1968-11-01,7.414673,4.651024,10.891365,4.2808228,9.611748,6.027214,2.5585709,5.1966705,2.1062775,3.4792519,9.238327
1968-12-01,9.301098,5.1612625,12.497723,4.726673,11.953686,7.2633705,2.4780922,5.837284,2.1207657,3.5887032,10.843075
