,abs_vo1000_cluster1,abs_vo1000_cluster2,abs_vo1000_cluster3,abs_vo1000_cluster4,abs_vo1000_cluster5,abs_vo1000_cluster6,abs_vo1000_cluster7,abs_vo1000_cluster8,abs_vo1000_cluster9,abs_vo1000_cluster10,abs_vo1000_cluster11
1965-01-01,1.0863365e-05,1.1596583e-05,0.00011550073,8.473044e-05,5.8435115e-05,4.102338e-05,5.748392e-05,6.607102e-05,8.652522e-05,2.3643099e-05,7.7476936e-05
1965-02-01,1.6696158e-05,9.389101e-06,0.000111678004,9.252843e-05,7.194924e-05,3.8089038e-05,5.1642157e-05,3.227673e-05,8.3483195e-05,2.0843361e-05,8.356098e-05
1965-03-01,8.369249e-05,8.159726e-06,0.00010217504,9.248356e-05,6.957126e-05,3.2301115e-05,5.3553515e-05,2.7897651e-05,8.447925e-05,1.8608958e-05,7.989081e-05
1965-04-01,9.228912e-05,6.9124085e-06,0.00010529783,9.416161e-05,6.6376684e-05,3.330615e-05,5.0412782e-05,1.9848398e-05,8.488307e-05,2.4549428e-05,7.52515e-05
1965-05-01,8.128758e-05,-4.9236755e-06,0.000109721776,9.8944496e-05,6.3298765e-05,3.3153603e-05,5.373299e-05,1.0515934e-05,7.8395205e-05,2.017035e-05,5.9072234e-05
1965-06-01,9.452354e-05,-6.440196e-06,0.000108456516,9.950983e-05,6.336158e-05,4.0269606e-05,5.480084e-05,7.231625e-06,8.246919e-05,1.39158055e-05,5.4711105e-05
1965-07-01,9.3751805e-05,-5.6056583e-06,0.00010670668,0.00010256083,6.562291e-05,4.0260635e-05,5.9529884e-05,7.3123883e-06,7.842213e-05,1.1878814e-05,5.0960167e-05
1965-08-01,8.593587e-05,-5.8748687e-06,0.00011159725,0.000103144106,6.6565124e-05,3.7407048e-05,5.9772166e-05,1.0129734e-06,8.005531e-05,1.7101402e-05,5.4289347e-05
1965-09-01,7.949288e-05,-7.534966e-06,0.00011034095,9.947394e-05,6.858417e-05,3.6994268e-05,5.5114913e-05,4.683141e-06,8.255892e-05,1.0389207e-05,6.1764295e-05
1965-10-01,3.529827e-05,2.6320354e-06,0.000110879366,8.3725405e-05,6.346029e-05,3.37638e-05,5.611995e-05,3.0185904e-05,8.690211e-05,1.7702629e-05,6.775861e-05
1965-11-01,-5.371012e-05,1.7869077e-05,0.000108635984,8.657001e-05,7.002891e-05,3.9408147e-05,5.9332466e-05,4.345774e-05,8.5627864e-05,2.0188292e-05,7.075576e-05
1965-12-01,-5.4607463e-05,1.3355393e-05,0.000100873884,8.2199906e-05,6.734583e-05,4.187587e-05,5.3840668e-05,5.2215903e-05,8.8275054e-05,3.099242e-05,7.2128714e-05
1966-01-01,-2.0327363e-05,8.778754e-06,0.00011362124,8.548929e-05,7.315677e-05,4.4211607e-05,6.174311e-05,5.4257274e-05,8.538442e-05,2.27732e-05,7.47454e-05
1966-02-01,4.51159e-05,1.0546608e-05,0.00011926697,8.777855e-05,6.773915e-05,3.7905982e-05,5.7026104e-05,3.6057318e-05,8.606875e-05,2.0418773e-05,6.750289e-05
1966-03-01,8.9670764e-05,1.0530317e-05,0.000107714804,0.00010068308,6.3266554e-05,3.6382527e-05,5.2928262e-05,3.1063326e-05,8.7641085e-05,2.2072572e-05,7.618738e-05
1966-04-01,9.7980505e-05,3.9395504e-06,0.00011010996,0.00010230429,6.882267e-05,2.9359984e-05,4.7453614e-05,1.8427636e-05,8.648424e-05,2.177114e-05,7.165776e-05
1966-05-01,8.155654e-05,-4.8101124e-06,0.00012064378,0.00010067494,6.785321e-05,3.4557645e-05,5.4606502e-05,1.8325991e-06,7.637405e-05,1.591359e-05,6.2052684e-05
1966-06-01,9.5846044e-05,-7.881457e-06,0.00010198761,0.00010079714,6.6378634e-05,4.6631205e-05,6.0178918e-05,1.1266598e-05,7.953501e-05,9.249508e-06,4.910741e-05
1966-07-01,8.572771e-05,-9.030156e-06,0.00010526262,0.00010163625,6.8162786e-05,4.3657623e-05,5.8802107e-05,3.4173354e-07,8.18813e-05,1.1139566e-05,4.9677692e-05
1966-08-01,8.641204e-05,-6.7246133e-06,0.0001070712,0.00010252426,6.866788e-05,3.9486462e-05,6.0007835e-05,7.763472e-06,8.6818254e-05,1.7803648e-05,5.074492e-05
1966-09-01,7.266024e-05,-7.3030337e-06,0.000114900286,9.2373346e-05,6.579206e-05,3.678987e-05,5.7132012e-05,1.1991662e-05,8.407279e-05,1.5294436e-05,6.7071116e-05
1966-10-01,2.2761076e-05,-6.552459e-07,0.00011207334,8.3314095e-05,6.558839e-05,3.8435523e-05,5.0712333e-05,3.059081e-05,8.511558e-05,2.6471846e-05,6.580836e-05
1966-11-01,3.243133e-05,1.563836e-05,0.00011885963,8.160327e-05,6.0138183e-05,4.0675895e-05,4.2923988e-05,3.2643806e-05,8.943338e-05,2.6325206e-05,6.919743e-05
1966-12-01,-2.7431375e-05,1.2786981e-05,0.00011529133,7.946881e-05,5.8533264e-05,4.1588337e-05,5.0679744e-05,5.051789e-05,8.484673e-05,2.9583925e-05,7.3930714e-05
1967-01-01,-2.2430479e-05,1.1513692e-05,0.00010162453,7.9161466e-05,6.122576e-05,3.988843e-05,5.1304458e-05,6.750971e-05,8.2608036e-05,2.4838011e-05,8.149344e-05
1967-02-01,6.7976056e-05,1.011813e-05,0.00010926802,8.207289e-05,6.601396e-05,3.476336e-05,5.413568e-05,4.4106037e-05,8.775717e-05,2.1750135e-05,7.3689545e-05
1967-03-01,8.037567e-05,7.2387897e-06,0.00012093778,8.620342e-05,6.4674554e-05,3.349613e-05,5.5122193e-05,3.77779e-05,8.742833e-05,1.8333425e-05,7.0200644e-05
1967-04-01,9.208553e-05,6.7736014e-06,0.00010159245,9.554725e-05,6.313463e-05,2.9886927e-05,5.4937726e-05,1.9098268e-05,8.879181e-05,1.7940421e-05,6.561294e-05
1967-05-01,8.4963365e-05,-6.7739757e-07,0.00010261104,0.000100359524,6.6086155e-05,3.2509615e-05,5.505001e-05,1.0652733e-05,8.277647e-05,1.5245549e-05,5.7536352e-05
1967-06-01,8.348761e-05,-8.762012e-06,9.965952e-05,9.739195e-05,6.625458e-05,4.416333e-05,5.631724e-05,5.1106e-06,7.8958736e-05,9.575089e-06,4.7951908e-05
1967-07-01,8.594988e-05,-7.5589437e-06,0.00010685386,0.000102116,6.37522e-05,4.133211e-05,5.9741975e-05,7.3143383e-07,8.198244e-05,1.4788386e-05,5.3141142e-05
1967-08-01,9.3256516e-05,-6.3157736e-06,0.00011319804,0.000102701495,6.592574e-05,4.488517e-05,6.11616e-05,2.223238e-06,7.933569e-05,1.04252595e-05,5.3574247e-05
1967-09-01,9.4154806e-05,-5.0726035e-06,0.00011654257,9.379879e-05,7.0168564e-05,4.1107538e-05,5.714335e-05,1.1214164e-05,8.138893e-05,1.09225275e-05,6.19877e-05
1967-10-01,4.7034653e-05,7.342037e-07,0.00011452142,8.5633976e-05,6.332711e-05,3.3688622e-05,5.1721523e-05,1.2794193e-05,8.396349e-05,1.8806631e-05,7.29677e-05
1967-11-01,-1.9053874e-05,1.4842177e-05,0.00010091071,7.9305835e-05,6.576533e-05,3.4153807e-05,5.0165552e-05,4.1379084e-05,8.6281405e-05,2.5800464e-05,7.5895165e-05
1967-12-01,6.4832457e-06,9.72513e-06,0.000100373334,7.802257e-05,6.792284e-05,3.9503448e-05,6.271756e-05,5.8310256e-05,8.4685336e-05,2.4164294e-05,8.201477e-05
1968-01-01,1.2942608e-05,8.30681e-06,0.00010422396,8.064095e-05,7.1744296e-05,3.892394e-05,6.0196006e-05,4.2843e-05,8.545449e-05,2.0050908e-05,7.8183795e-05
1968-02-01,7.3689785e-05,9.190839e-06,0.00012408217,8.1720405e-05,6.858969e-05,3.847727e-05,5.4259013e-05,2.8447183e-05,8.896272e-05,2.0078825e-05,8.513511e-05
1968-03-01,7.8398436e-05,9.814323e-06,0.00011594906,8.819712e-05,6.5286185e-05,3.3750006e-05,5.5896802e-05,1.5530968e-05,8.5370746e-05,1.9287849e-05,8.342287e-05
1968-04-01,8.8885885e-05,7.2087437e-06,0.000118843105,9.626511e-05,6.6700646e-05,3.15911e-05,5.746015e-05,1.7345563e-05,8.5622e-05,1.9111036e-05,7.194902e-05
1968-05-01,8.52753e-05,-2.9995413e-06,0.000111668465,9.75679e-05,6.38252e-05,3.3684864e-05,5.313303e-05,1.9439329e-05,8.155544e-05,1.9390207e-05,6.276436e-05
1968-06-01,8.558239e-05,-6.1169253e-06,0.00011638642,0.00010011764,6.15081e-05,4.6442892e-05,5.724612e-05,1.3092889e-05,7.5692886e-05,1.5007257e-05,5.4473043e-05
1968-07-01,8.877422e-05,-7.847773e-06,0.00010052962,0.00010039681,6.287603e-05,4.4023425e-05,5.947947e-05,-1.9357103e-06,7.767499e-05,1.46722505e-05,4.847091e-05
1968-08-01,9.258953e-05,-7.6058263e-06,0.000113417926,0.00010193224,6.8245376e-05,4.11759e-05,5.9553917e-05,-5.4811535e-06,8.19928e-05,1.4197662e-05,5.9200305e-05
1968-09-01,8.110637e-05,-5.0653894e-06,0.00012785096,9.4385374e-05,6.870135e-05,4.507496e-05,5.7869598e-05,1.1966906e-05,8.224405e-05,1.6859076e-05,6.075434e-05
1968-10-01,4.8825135e-05,-2.1715687e-07,0.00011447877,8.81506e-05,6.3955486e-05,3.471779e-05,5.1318435e-05,2.4864516e-05,8.646881e-05,1.910173e-05,6.436493e-05
1968-11-01,-2.7816062e-05,1.5872285e-05,0.00011702851,8.4493484e-05,6.0884624e-05,3.953811e-05,5.1057876e-05,4.0656174e-05,8.552894e-05,2.6964995e-05,6.818024e-05
1968-12-01,-5.009375e-05,1.431825e-05,0.00013326685,8.060373e-05,5.8418627e-05,3.8244627e-05,4.781021e-05,4.205202e-05,9.021898e-05,2.8546949e-05,7.184666e-05
1969-01-01,2.267455e-05,9.202902e-06,0.00012293825,8.2371094e-05,6.429773e-05,4.0052608e-05,5.647986e-05,4.0468403e-05,8.645786e-05,2.4802493e-05,7.711687e-05
1969-02-01,6.3343716e-05,1.1351463e-05,0.00013221859,7.8742014e-05,5.9820057e-05,3.640547e-05,5.2724397e-05,3.1919302e-05,8.256698e-05,2.1227575e-05,7.697243e-05
1969-03-01,7.971069e-05,8.859855e-06,0.000119119584,8.573838e-05,6.665393e-05,3.1503503e-05,5.1975105e-05,2.762218e-05,8.489609e-05,1.999983e-05,6.72678e-05
1969-04-01,9.454298e-05,4.94189e-06,0.00011488565,9.781726e-05,6.7096276e-05,3.238821e-05,4.9645998e-05,1.3746816e-05,8.883211e-05,2.1949787e-05,6.109295e-05
1969-05-01,8.601193e-05,-8.989432e-07,0.000106724736,9.658951e-05,6.261861e-05,3.2794447e-05,5.023279e-05,9.711497e-06,8.161006e-05,2.0225516e-05,5.7165955e-05
1969-06-01,9.048058e-05,-6.3515895e-06,0.00010846706,9.834988e-05,6.592269e-05,4.215603e-05,5.6534023e-05,3.040128e-06,8.416486e-05,1.5386742e-05,5.8023572e-05
1969-07-01,9.136528e-05,-6.8842187e-06,0.00010839484,9.9577635e-05,6.927192e-05,4.0449817e-05,5.8745783e-05,-3.4236073e-06,8.209755e-05,1.7074903e-05,4.8824484e-05
1969-08-01,9.295413e-05,-6.107845e-06,0.000118126554,9.974013e-05,6.840527e-05,4.0892173e-05,6.0470047e-05,1.0939242e-05,7.7294884e-05,1.3138879e-05,5.070222e-05
1969-09-01,7.8428784e-05,-5.43981e-06,0.00010440465,9.101047e-05,6.1833205e-05,4.0458846e-05,5.5739598e-05,-1.247965e-06,8.363223e-05,1.8582503e-05,5.7156925e-05
