,r100_cluster1,r100_cluster2,r100_cluster3,r100_cluster4,r100_cluster5,r100_cluster6,r100_cluster7,r100_cluster8,r100_cluster9,r100_cluster10,r100_cluster11
1965-01-01,62.420265,10.059067,59.6995,24.00196,7.6528053,69.31309,5.3775826,46.96711,14.765121,39.75979,87.355965
1965-02-01,83.038124,6.8976746,74.10923,23.397528,4.7993584,68.785645,3.9426727,67.401505,19.171417,56.70846,75.118256
1965-03-01,81.67692,6.3276405,83.958694,22.095295,4.825569,87.69176,3.7772293,58.03854,16.701271,46.347935,87.13155
1965-04-01,79.98156,12.494816,80.63841,31.397655,8.493111,82.243675,4.8501396,63.72905,17.962551,55.260445,90.19794
1965-05-01,91.2643,15.93631,78.19283,45.186573,10.92886,67.90602,8.281807,75.704666,30.696579,62.903484,78.12076
1965-06-01,91.71148,33.581146,83.52461,75.863556,21.45155,48.726353,11.587349,81.529495,57.89767,74.58754,60.947678
1965-07-01,89.09718,48.467545,75.658806,82.75802,28.667063,58.328472,18.85036,79.20186,67.35236,81.08068,73.02814
1965-08-01,91.451035,48.873775,68.91505,80.39762,33.210953,52.354584,19.607132,69.48016,65.04766,81.09378,67.894554
1965-09-01,80.93162,36.70159,72.8414,70.39746,24.562166,67.82248,12.196693,79.09048,49.299664,81.67528,74.025696
1965-10-01,85.90303,15.458008,78.4238,46.234913,10.996017,70.086235,7.5021057,80.23218,38.7049,72.68414,85.24127
1965-11-01,82.035645,13.667641,89.24461,34.778545,10.635654,90.06198,8.237579,63.87811,23.47943,59.07869,84.78754
1965-12-01,70.72179,12.404724,72.49414,31.31903,9.438255,76.92009,7.8657494,61.360462,17.834785,59.00006,86.92516
1966-01-01,58.43758,8.577366,75.47571,18.019829,6.947258,80.2741,6.1281013,34.765755,13.068775,30.612516,86.627075
1966-02-01,70.42944,9.583664,68.423416,28.03357,7.3461685,63.973045,5.279396,55.819233,17.904919,47.02192,73.29075
1966-03-01,71.201,9.984215,72.322205,26.86311,6.325096,76.5526,4.1877365,59.61625,17.199032,50.795948,88.43283
1966-04-01,71.28964,8.020863,79.66671,21.174976,5.92947,76.357254,4.527546,55.76342,11.858917,44.928883,88.718475
1966-05-01,76.75616,12.423626,71.58349,35.793396,7.608822,68.853516,4.494713,55.159313,20.160473,54.92785,74.46449
1966-06-01,93.57103,39.33268,85.59451,69.04722,27.102783,76.23741,16.399574,72.85737,51.165306,81.19996,54.35821
1966-07-01,91.049545,46.83642,82.77261,74.237946,29.241785,52.685425,17.116951,65.43899,59.28957,82.22267,50.534935
1966-08-01,92.62383,59.980682,75.03905,83.25524,36.80462,40.41121,18.53529,61.66332,64.52134,85.83255,62.452927
1966-09-01,82.754555,38.50039,65.41109,73.376114,27.495125,56.406925,15.074806,76.04699,55.08544,79.86206,70.591965
1966-10-01,86.57291,13.49559,73.54027,57.286823,8.83017,69.295105,6.4235916,74.031105,38.628433,79.30063,75.16381
1966-11-01,81.45605,19.77798,74.61223,58.247154,11.533882,83.72145,8.117718,71.10742,32.97149,71.9709,80.14934
1966-12-01,83.04019,13.255917,83.596695,37.988213,8.9697075,80.38409,6.3201714,70.74463,23.87048,68.00317,81.72363
1967-01-01,59.030308,9.194069,61.726074,29.937632,6.1925774,69.60224,4.880165,60.813972,20.566628,50.35689,84.39687
1967-02-01,70.838646,11.212517,77.05446,31.31592,7.140152,71.730484,4.77713,57.886803,20.043015,51.182854,86.88151
1967-03-01,69.64109,8.102924,76.13053,26.270645,5.817604,81.40721,4.0271797,64.54008,19.15287,50.720043,89.84584
1967-04-01,72.61387,10.449055,77.94629,28.925875,7.601269,80.35153,5.194332,61.79026,18.027946,53.43777,87.96759
1967-05-01,79.181,14.52142,74.07492,44.880905,9.047119,64.617775,5.5203247,75.03601,33.030334,68.46212,71.60211
