,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6,ssta20_cluster7,ssta20_cluster8,ssta20_cluster9,ssta20_cluster10,ssta20_cluster11
1965-01-01,1.4150085,-14.542786,-0.6661682,-0.9201355,-8.730377,-5.582947,-1.5089111,-2.493866,0.34375,-17.957184,0.9924011
1965-02-01,1.6243591,-16.996918,-0.5760498,-0.3590088,-10.485962,-6.0386963,-1.45224,-2.5329895,0.018707275,-19.224274,1.1388855
1965-03-01,1.6323242,-16.053894,0.47125244,0.15988159,-8.8558655,-4.8242493,-0.84002686,-1.8868408,0.45578003,-18.018799,1.6088867
1965-04-01,1.7908936,-14.542114,1.1766968,1.5050049,-6.2668457,-3.8683167,0.4147644,-1.0401917,1.2460327,-17.26944,2.234497
1965-05-01,1.1131287,-8.731384,1.6669922,1.3017578,-1.4864502,-0.12677002,1.9578857,0.77734375,2.0851135,-11.224701,1.884552
1965-06-01,1.5612488,-3.1195068,2.2488098,-0.2619629,2.5152588,3.367981,0.9789734,1.8676147,1.2478943,-5.162262,1.1571045
1965-07-01,1.7671814,0.3695984,2.2037659,-1.0699158,4.136261,5.35672,-0.22018433,2.0071716,0.9319153,-1.1048279,1.5875549
1965-08-01,1.4215088,0.007446289,2.003296,-0.93310547,6.1781006,6.5209045,-1.1451416,0.7404175,0.62716675,-1.3726807,1.7134094
1965-09-01,1.7650452,-1.5346069,2.4321594,-0.5366821,5.4239197,6.5296326,-0.51620483,0.58898926,1.0200806,-3.206604,1.4945984
1965-10-01,1.5617371,-4.13739,2.4334412,0.6366577,3.3879395,4.803009,1.6191406,1.6036682,1.9933472,-6.676605,1.6365967
1965-11-01,1.397522,-8.612671,1.3680725,1.1669922,-1.6730957,1.2089233,0.95095825,0.7663269,1.4968262,-11.934753,1.814148
1965-12-01,1.5238647,-12.047394,0.03945923,0.15072632,-6.3168335,-2.1704407,-0.42160034,-1.134613,0.74050903,-14.963348,1.4075928
1966-01-01,1.4989624,-13.816437,-0.4335022,-0.18637085,-9.153229,-4.5535583,-1.0623474,-2.4617615,0.2341919,-16.675781,1.2926941
1966-02-01,2.0343323,-15.783844,-0.5809326,0.19366455,-9.714691,-5.144287,-1.2793579,-2.8875732,0.4826355,-18.179749,1.1972046
1966-03-01,2.1345825,-14.109711,0.7331543,0.797699,-7.2180176,-4.284546,-1.0263062,-2.6173706,0.7906494,-15.89389,1.6061096
1966-04-01,1.7504578,-13.044495,1.1508789,1.9723511,-5.4387207,-2.7574158,0.6783447,-0.9555664,1.6546631,-15.551331,2.581543
1966-05-01,1.6187439,-7.461029,2.2597046,1.3388672,-0.86035156,0.570343,1.9334412,0.56832886,2.2556763,-10.257843,2.0837097
1966-06-01,1.5449829,-2.55542,2.3488464,-0.44345093,1.6564331,3.8632202,1.1844177,1.4491882,1.7714233,-5.5126038,1.4456482
1966-07-01,2.2453308,0.99923706,1.5458679,-0.7819214,3.651825,5.857605,-0.23980713,1.941742,1.0985718,-1.4228821,1.5236816
1966-08-01,1.9142761,1.8507385,2.3323364,-0.6727295,6.425171,7.23761,-1.1820679,1.0030212,0.6782532,0.08520508,1.5431213
1966-09-01,1.9840088,0.01928711,2.669342,-0.39675903,5.6517334,6.663849,-0.13504028,1.6138611,1.2467346,-1.9817505,1.7015991
1966-10-01,1.8285522,-3.2416077,2.6898804,0.23852539,2.224945,4.410553,1.46698,1.9662476,1.6192932,-5.22348,1.46698
1966-11-01,1.1908569,-5.7330933,1.4561157,1.3224792,-1.394165,1.0072937,0.2826233,-0.20098877,1.2034607,-8.33374,1.5579834
1966-12-01,1.2273865,-9.941681,0.3852234,-0.21438599,-5.6965637,-2.5230408,-1.0570679,-1.9113159,0.42053223,-13.305847,1.2379761
1967-01-01,1.3431091,-13.355103,-0.6186218,-0.7293091,-9.316956,-5.030884,-1.6423035,-2.9224243,-0.15286255,-16.597443,1.4527893
1967-02-01,1.7358704,-16.191162,-0.86291504,-0.61099243,-10.464233,-5.6567993,-1.5335083,-3.1967468,-0.019012451,-18.60913,1.1889648
1967-03-01,2.0506287,-15.952515,-0.03829956,0.9117737,-8.957977,-5.147705,-0.34280396,-1.6018677,0.7665405,-17.945282,1.1441345
1967-04-01,1.9053955,-13.562073,1.5317688,2.2865295,-6.895111,-3.495514,0.79507446,-1.2467957,1.8908691,-16.011627,2.2259216
1967-05-01,1.7693787,-8.059296,2.2521973,1.9767151,-2.5116577,-0.22839355,1.9627075,0.7411804,2.5772095,-10.607483,2.3518372
1967-06-01,2.0095215,-2.2164612,2.615509,-0.097961426,1.4616089,2.9515686,1.6889954,2.191803,2.0240479,-4.6975403,1.8051758
1967-07-01,2.290863,0.2800293,2.435608,-1.4628296,4.348755,5.7139893,-0.524292,2.5983582,0.9581604,-1.4768372,1.5937195
1967-08-01,2.1438599,1.1817627,1.992096,-0.5350647,6.546112,7.117035,-1.6804504,1.5588989,0.49313354,-0.39331055,1.3821106
1967-09-01,2.3339539,-0.33895874,2.4812012,-0.9710083,5.7410583,6.710663,-0.8568115,1.6177673,0.9361572,-2.1504211,1.828125
1967-10-01,1.9503479,-4.038025,2.7060852,0.81848145,3.03714,5.08902,1.0964355,1.9288025,1.5041199,-6.7159424,1.7304688
1967-11-01,1.8295593,-7.0090027,1.598175,0.86395264,-0.7672119,2.2151794,0.15979004,0.42825317,1.2516174,-10.181213,1.7584229
1967-12-01,1.9317017,-10.392578,0.74124146,-0.19528198,-6.111023,-2.0828857,-0.79977417,-0.969574,0.6445923,-14.335083,1.5956726
