,mgv850_cluster1,mgv850_cluster2,mgv850_cluster3,mgv850_cluster4,mgv850_cluster5,mgv850_cluster6,mgv850_cluster7,mgv850_cluster8,mgv850_cluster9,mgv850_cluster10,mgv850_cluster11
1965-01-01,-0.19441748,0.0070643425,-0.0173666,0.48405686,-0.17396016,0.561765,0.3333502,-0.245487,0.21678801,-0.160273,0.4138546
1965-02-01,-0.28640154,-0.20707448,0.11803392,0.47493201,-0.120535895,0.54233795,0.30980226,-0.42445117,0.03326144,-0.18470396,0.3473318
1965-03-01,-0.2544647,0.083595134,-0.05769241,0.38059318,0.07785525,0.45668238,0.24887201,-0.3086249,0.43637234,-0.034291673,0.18985505
1965-04-01,-0.14732166,-0.08021009,-0.10478823,-0.13878553,-0.1031693,0.39516345,0.17940569,-0.43519488,0.19103248,-0.044446684,0.10567127
1965-05-01,-0.3395315,0.30803618,-0.15070668,-0.2865487,-0.27889568,0.30185488,0.2537288,-0.6198989,0.7675149,-0.16601284,-0.22679587
1965-06-01,-0.76236373,0.37794408,-0.14084598,-0.7382272,0.41753405,0.2588799,0.30921358,-0.29066953,1.0356667,-0.13569486,-0.42342097
1965-07-01,-0.48126054,0.31554204,-0.13981576,-1.5849221,0.5651499,0.034438826,0.021781826,-0.2638839,0.96531737,0.0033850193,-0.46830922
1965-08-01,-0.38088757,0.4871475,-0.15894842,-0.96517026,0.36043024,0.028257513,-0.063137844,-0.53571504,0.90600604,-0.032084037,-0.49744973
1965-09-01,-0.34041455,0.27448034,-0.094338834,-0.443731,0.044446707,0.15114817,-0.04415233,-0.42091894,0.48493996,0.04459388,-0.25196272
1965-10-01,-0.15997866,0.07079091,-0.1209774,0.13230984,-0.5894338,0.3414448,0.08462532,-0.46095046,0.160273,-0.014423108,0.034438826
1965-11-01,-0.067847446,-0.18838334,0.02075162,0.22723737,-0.3666116,0.5647085,0.2843411,-0.17263564,-0.034291647,-0.22812045,0.1770509
1965-12-01,-0.048861932,0.1326042,0.015453339,0.2663858,-0.56588584,0.64388835,0.3493922,-0.30980226,-0.06961353,-0.29361308,0.20928212
1966-01-01,-0.10170078,-0.065389395,0.0759501,0.5581247,-0.37005788,0.71132696,0.4195339,-0.18054426,-0.026763368,-0.20499294,0.1802549
1966-02-01,-0.2334923,0.014756059,0.027920723,0.27964106,-0.060760118,0.528468,0.2061503,-0.2860064,0.16506489,-0.19124961,0.20991163
1966-03-01,-0.18068893,0.003616667,0.025750685,0.20441432,-0.26097903,0.44759923,0.19472161,-0.5276001,-0.15218952,-0.16781358,0.38958785
1966-04-01,-0.2103456,0.12586018,-0.074503444,-0.14871755,-0.3156631,0.30177507,0.1206522,-0.5290467,0.46915466,-0.16520956,0.17171958
1966-05-01,-0.25215435,-0.0619174,-0.102713466,-0.33533782,-0.068716764,0.40202922,0.2204723,-0.38611585,0.7068423,-0.06944008,0.010271335
1966-06-01,-0.83328116,0.7140756,-0.17634888,-0.89389646,0.36065444,0.2737097,0.12007351,-0.29280573,1.0437714,-0.054973412,-0.4149046
1966-07-01,-0.51486933,0.38351184,0.013743353,-1.1069908,0.50213873,0.07609477,-0.054105423,-0.36890045,0.9548014,0.027197385,-0.44702062
1966-08-01,-0.40579057,0.26401693,-0.08708944,-0.9759227,0.38220996,-0.009403372,-0.11457612,-0.6068775,0.702647,-0.008535338,-0.52890205
1966-09-01,-0.37237248,0.13916954,-0.121375516,-0.63479817,0.11544414,0.08535347,-0.048029423,-0.45512193,0.63523227,-0.10444951,-0.18155691
1966-10-01,-0.11153813,0.045570064,-0.07638409,-0.1764936,-0.2122263,0.3947959,0.039494038,-0.45700264,0.37627852,-0.31190175,0.054684065
1966-11-01,-0.13743353,-0.041519403,-0.11052549,0.24549966,-0.3619565,0.5782335,0.30683845,-0.27587968,0.463368,-0.255337,0.08000078
1966-12-01,-0.067270115,-0.07797547,0.0004339695,0.44600797,-0.42763525,0.59284484,0.29179305,-0.3498045,0.16607757,-0.23334765,0.26951435
1967-01-01,-0.094254896,0.16736074,-0.00033307076,0.6086602,-0.41965085,0.6894263,0.39250675,-0.17185698,-0.08426323,-0.3308913,0.24346408
1967-02-01,-0.3132394,-0.000832653,0.014487934,0.5700257,-0.06494596,0.5398841,0.26494622,-0.40083313,-0.094421424,-0.20699444,0.31057492
1967-03-01,-0.22631168,0.113239124,0.00066611764,-0.035137463,0.09691936,0.52040035,0.22980878,-0.39267325,0.077935144,-0.15237322,0.16702773
1967-04-01,-0.15054141,0.059617054,-0.03530395,-0.05978365,-0.00066611764,0.42281485,0.22897616,-0.48293146,0.4796009,-0.19000855,0.032472968
1967-05-01,-0.21065803,0.3477107,-0.09142393,-0.31174058,-0.19933416,0.30757743,0.1878437,-0.6191515,0.37352252,-0.14671126,-0.049292326
1967-06-01,-0.43397227,0.2746048,-0.18584536,-1.0614501,0.12939234,0.17185698,0.1373857,-0.3741886,0.7766871,-0.09908422,-0.39050844
1967-07-01,-0.44995895,0.28459653,-0.056786083,-1.0482944,0.51873493,-0.0016652823,-0.001998329,-0.2995841,1.0949223,0.0039966824,-0.46827704
1967-08-01,-0.40732774,0.557536,0.12872621,-1.4261467,0.35587054,-0.08309753,-0.08059959,-0.474272,0.92373145,-0.08476281,-0.46960926
1967-09-01,-0.4429648,0.28010026,-0.12556219,-0.75920165,0.04596176,0.068110004,-0.05628649,-0.38667828,0.65428895,-0.034970902,-0.23064141
1967-10-01,-0.15270627,0.04512911,-0.09125739,-0.024979215,-0.26444665,0.38751093,0.09725241,-0.3760205,0.16852644,-0.09625324,-0.10641144
1967-11-01,-0.19700278,-0.24529588,-0.086095035,0.42664498,-0.16569546,0.52872676,0.266778,-0.49075833,-0.047293972,-0.1973358,0.09508754
1967-12-01,-0.13605347,-0.040965904,-0.004995835,0.12939234,-0.3360537,0.6924239,0.3620321,-0.3099088,0.016985845,-0.31273976,0.44113293
1968-01-01,-0.26996356,0.13505259,0.09456511,0.41124496,-0.0151474,0.63548315,0.3759954,-0.3652365,-0.037231445,-0.3037975,0.3387639
1968-02-01,-0.1983319,0.27973154,0.010617351,0.06129744,0.10235119,0.5869266,0.36622748,-0.30691192,0.06724316,-0.2483042,0.24235845
1968-03-01,-0.24377413,-0.10744748,-0.004530072,0.44578665,-0.07134855,0.44281387,0.24688855,-0.5092076,0.1636486,-0.23046708,0.16775398
1968-04-01,-0.20894928,-0.014298022,-0.21248837,-0.30832753,-0.09060131,0.422287,0.20201257,-0.4896717,0.26515037,-0.09583919,0.051104795
1968-05-01,-0.3217762,0.054785468,-0.11339319,-0.071631625,-0.32375807,0.25977093,0.1680371,-0.56441784,0.47225934,-0.13392004,-0.18417546
