,vo850_cluster1,vo850_cluster2,vo850_cluster3,vo850_cluster4,vo850_cluster5,vo850_cluster6,vo850_cluster7,vo850_cluster8,vo850_cluster9,vo850_cluster10,vo850_cluster11
1965-01-01,-2.5885136e-05,-9.409749e-06,5.7914076e-06,2.5560079e-05,-0.00010833388,1.623659e-05,6.7762565e-05,1.17498275e-05,5.393436e-05,3.5345147e-07,-1.0217365e-05
1965-02-01,-1.4336212e-05,-1.5125879e-05,7.8104495e-06,5.288446e-05,-0.00010461883,1.2099794e-05,9.593045e-05,6.464419e-06,0.00010321695,2.758352e-06,-2.245725e-05
1965-03-01,-3.2898024e-06,-1.2021039e-05,1.8071587e-06,4.8191305e-05,1.0224328e-05,-1.0342992e-05,0.00012330868,9.569259e-06,0.00010381818,1.0444128e-06,-1.2214878e-07
1965-04-01,-1.943772e-06,-1.5520716e-05,6.482369e-06,3.4973305e-05,1.79595e-05,1.0807606e-05,0.00014156979,8.366806e-06,0.00010974071,-5.349284e-07,8.45654e-06
1965-05-01,-1.916851e-06,-1.407598e-05,2.4801775e-06,4.7195244e-05,8.7163324e-05,-4.6829336e-05,8.613137e-05,4.7863723e-06,6.157083e-05,2.4891488e-06,7.1105096e-06
1965-06-01,1.3517609e-05,-1.5081016e-05,-1.6848797e-05,4.713243e-05,0.000109677894,-6.947852e-05,0.00010073129,3.2653043e-07,-1.5341247e-05,5.486305e-06,4.9591177e-05
1965-07-01,2.339746e-05,-1.3367069e-05,-1.7539758e-05,1.818384e-05,0.00012673656,-8.665384e-05,7.885384e-05,1.2727942e-05,-9.597734e-05,3.2518947e-06,9.649579e-05
1965-08-01,1.8094106e-05,-1.2092831e-05,-1.4632336e-05,2.4205077e-05,0.000120733275,-8.004036e-05,7.805519e-05,1.1265256e-05,-7.929555e-05,3.9338847e-06,7.072383e-05
1965-09-01,2.9288494e-06,-1.5296377e-05,-5.488313e-06,3.5915524e-05,0.00011348267,-8.4634805e-05,5.0506475e-05,5.226073e-06,-4.6335794e-05,4.041569e-06,3.4641285e-05
1965-10-01,-3.4961922e-06,-1.14826325e-05,8.977004e-06,3.762947e-05,2.1638647e-05,-3.9767176e-05,2.4178156e-05,1.0807606e-05,2.9826915e-06,4.965841e-06,1.0870419e-05
1965-11-01,-8.94312e-06,-6.933049e-06,6.123424e-06,3.3519595e-05,-8.70756e-05,-1.8284562e-05,3.40939e-05,6.3926345e-06,4.5921006e-05,4.911999e-06,-1.5502766e-05
1965-12-01,-8.646995e-06,-1.2577402e-05,1.0960153e-05,3.1078795e-05,-0.00011241683,1.4388039e-05,3.3627275e-05,4.4992194e-06,1.4693142e-05,2.7493807e-06,-3.7945552e-05
1966-01-01,-1.132644e-05,-4.4260996e-06,8.299205e-06,2.3492992e-05,-0.00012575643,-1.4014888e-05,3.8442373e-05,1.08410095e-05,1.4213783e-05,3.989546e-06,-2.8882801e-05
1966-02-01,-1.1839689e-05,-9.249008e-06,9.4264396e-07,3.313066e-05,-5.7559548e-05,-1.7376551e-06,0.000101824495,7.0120113e-06,6.522906e-05,1.512919e-06,-1.438964e-05
1966-03-01,-9.9414865e-06,-1.3045417e-05,5.0486306e-06,4.744459e-05,-3.6825935e-05,6.1321552e-06,0.00011702643,4.6738787e-06,0.000121499026,-5.9710146e-07,-8.1084545e-06
1966-04-01,3.4925906e-06,-1.8177903e-05,1.0229996e-05,3.3415796e-05,2.9985993e-05,-6.1369283e-06,0.00015011875,3.0771043e-06,0.00012558872,-7.4374475e-07,2.2379863e-06
1966-05-01,9.847099e-06,-1.38438045e-05,-9.6400545e-06,4.280906e-05,7.058151e-05,-4.388921e-05,9.731932e-05,3.0526644e-06,6.214957e-05,2.1320775e-06,1.5810558e-05
1966-06-01,2.5057177e-05,-9.729669e-06,-1.708623e-05,2.4967563e-05,0.00013216319,-7.1775714e-05,0.00012402453,5.7085235e-06,-5.0765113e-05,4.4294757e-06,4.821039e-05
1966-07-01,2.4055122e-05,-1.4096353e-05,-1.847119e-05,2.0332032e-05,0.00013595959,-9.336474e-05,8.572642e-05,1.5248428e-05,-7.945001e-05,4.9671617e-06,9.812585e-05
1966-08-01,2.0812695e-05,-1.1521963e-05,-1.703735e-05,2.0446088e-05,0.00011569035,-8.5283114e-05,7.309073e-05,9.382729e-06,-7.255781e-05,5.2767427e-06,7.1885e-05
1966-09-01,7.0445967e-06,-1.1644166e-05,-5.965845e-06,3.3220273e-05,9.46879e-05,-7.2069e-05,4.8096335e-05,2.5557092e-06,-9.57488e-06,3.5984995e-06,3.5411766e-05
1966-10-01,-1.1782664e-05,-1.5750156e-05,1.3611134e-07,3.8849714e-05,5.69682e-05,-4.599923e-05,4.066645e-05,7.3460287e-06,4.2695006e-05,4.0384293e-06,4.0954546e-06
1966-11-01,-2.490716e-05,-2.4459085e-05,3.9569604e-06,3.0091902e-05,7.622724e-05,-2.0874497e-05,6.0634266e-05,9.211646e-06,5.9404098e-05,6.295093e-06,-4.5054207e-05
1966-12-01,-1.2703251e-05,-1.5196172e-05,8.79616e-06,2.9945259e-05,-0.000109699075,-1.6806262e-06,4.9473143e-05,5.9773665e-06,3.9281495e-05,3.5251796e-06,-4.3074528e-05
1967-01-01,-1.3840279e-05,-1.6061946e-05,1.1929435e-05,2.9734836e-05,-0.0001329119,8.8094785e-06,6.345281e-05,7.2775692e-06,1.3517481e-05,4.165635e-06,-3.3281853e-05
1967-02-01,-7.953266e-06,-1.2950008e-05,6.419381e-06,3.5766214e-05,-5.691813e-05,-4.929556e-06,0.00012327736,9.386949e-06,6.0228595e-05,4.4543704e-06,-3.5740995e-06
1967-03-01,1.029639e-06,-1.1618613e-05,2.2647873e-06,2.785003e-05,-2.643239e-05,4.085432e-06,0.00011648404,1.2178069e-05,7.860345e-05,1.9199106e-06,4.6949863e-06
1967-04-01,1.2862947e-06,-1.0263157e-05,3.3716096e-06,2.004613e-05,-9.605479e-06,-3.838777e-06,0.00010640234,9.290703e-06,5.2785614e-05,1.3023346e-06,6.411363e-06
1967-05-01,8.913743e-06,-1.2364515e-05,7.333714e-06,4.2246742e-05,7.592462e-05,-1.8235485e-05,8.0151396e-05,6.5717722e-06,4.440424e-05,3.1582022e-07,1.4921061e-05
1967-06-01,1.6517131e-05,-1.3936526e-05,-1.7481565e-05,3.0320329e-05,0.00012607651,-4.046016e-05,0.000100387,4.59874e-06,-4.138251e-05,2.4251967e-06,6.5899054e-05
