,r1000_cluster1,r1000_cluster2,r1000_cluster3,r1000_cluster4,r1000_cluster5,r1000_cluster6,r1000_cluster7,r1000_cluster8,r1000_cluster9,r1000_cluster10,r1000_cluster11
1965-01-01,204.34569081952495,84.6728999440263,380.05645275115967,137.6440791760461,235.38697560628256,400.39390563964844,218.4854961576916,404.5282151963976,302.4997965494792,209.13423391488882,222.9080787071815
1965-02-01,140.90485111359627,84.21418724990473,340.5482292175293,135.33537913176974,250.88971455891928,337.6778030395508,168.03336370558966,376.52630276150177,255.15146891276044,175.98414787879355,214.44787245530347
1965-03-01,84.22940777194115,86.99051461568693,285.8579158782959,137.24582478151484,260.37173800998266,284.3281936645508,147.49810355050224,373.77200656467016,208.63206227620444,115.29113329373872,195.81028864933893
1965-04-01,92.46025085449219,91.09260745164825,307.2638273239136,137.81184826867056,309.59434509277344,233.27116012573242,155.13167608351935,372.2134908040365,217.0530954996745,96.74142690805289,213.88940077561597
1965-05-01,44.17854739773658,95.75281840998953,235.68050861358643,139.0850067138672,332.9545127020942,143.1871223449707,152.3181097848075,311.3753212822808,218.8744099934896,83.56549923236553,260.03643916203424
1965-06-01,40.797101297686176,99.40685179175401,248.28033447265625,137.64528177552305,354.3786578708225,104.8293685913086,255.9764862060547,267.44316948784723,270.3083038330078,78.8055786719689,308.1147707425631
1965-07-01,49.3633670191611,99.6365058712843,386.19861602783203,138.567287639036,373.1214311387804,112.1394157409668,363.28738984607514,270.0793160332574,346.8427276611328,96.35923825777493,321.5289776141827
1965-08-01,52.766732246645034,101.60062836437692,418.72034072875977,141.34520191257283,363.14273410373266,105.77678680419922,381.29831949869794,248.65646362304688,354.79151407877606,85.0351333618164,331.28219017615686
1965-09-01,53.762269789172755,102.23491017411395,360.5677366256714,141.26251996573757,368.5679117838542,138.8010597229004,356.15368797665553,284.6928914388021,274.08467610677087,93.78731067364032,324.08717228816107
1965-10-01,86.64590774043914,95.55133726538682,296.581506729126,143.2382745257879,373.50196838378906,246.47253036499023,273.28480311802457,367.6616668701172,241.562983194987,111.99957774235652,316.3058647742638
1965-11-01,141.95672312090474,89.55415865270103,298.50897789001465,143.0928246449616,322.00552622477215,322.87261962890625,222.81270708356587,353.8001378377279,252.80128479003906,189.26639556884766,286.51668842022235
1965-12-01,146.69274360902847,82.25226053377477,280.34205436706543,141.06050265037408,273.309686448839,309.1459274291992,213.32956949869794,335.60208214653863,224.43316141764325,181.84425647442157,272.0909998967097
1966-01-01,140.63166956747733,81.60103588569456,304.49485778808594,141.55637450137382,261.4921357896593,309.30816650390625,232.5599125453404,342.65850914849176,239.70118204752606,180.16856266902042,251.56088608961838
