,abs_vo600_cluster1,abs_vo600_cluster2,abs_vo600_cluster3,abs_vo600_cluster4,abs_vo600_cluster5
1965-01-01,3.6943482e-05,6.100963e-06,9.512178e-05,5.7481047e-05,2.1757214e-05
1965-02-01,4.0147028e-05,1.0821037e-05,8.560984e-05,8.937295e-05,2.1882848e-05
1965-03-01,4.2578857e-05,1.0480042e-05,9.6072974e-05,7.0896465e-05,2.4601823e-05
1965-04-01,4.373644e-05,1.0623618e-05,8.244219e-05,6.0298735e-05,3.0443587e-05
1965-05-01,4.723611e-05,1.3540011e-05,7.56941e-05,7.108491e-05,2.8271998e-05
1965-06-01,6.003236e-05,1.0847958e-05,7.762341e-05,7.1147726e-05,1.730635e-05
1965-07-01,4.771171e-05,6.9983143e-06,9.0536305e-05,7.384876e-05,2.3480132e-05
1965-08-01,4.659002e-05,3.1486707e-06,7.4455755e-05,7.5715245e-05,2.6270898e-05
1965-09-01,5.4226486e-05,3.3819815e-06,7.232903e-05,7.69177e-05,2.654908e-05
1965-10-01,5.345477e-05,7.509807e-06,8.473044e-05,6.44445e-05,2.7886132e-05
1965-11-01,3.913302e-05,1.2481134e-05,8.685716e-05,7.0250375e-05,4.1175925e-05
1965-12-01,4.3000608e-05,3.1666204e-06,9.19631e-05,6.2515195e-05,2.9851339e-05
1966-01-01,4.5609137e-05,9.620944e-06,9.511881e-05,6.807127e-05,2.4157818e-05
1966-02-01,4.819982e-05,7.4376003e-06,9.459742e-05,8.5815e-05,2.2658807e-05
1966-03-01,4.2708878e-05,1.057412e-05,8.614104e-05,6.576572e-05,2.329426e-05
1966-04-01,4.7702866e-05,6.191138e-06,9.235705e-05,9.969715e-05,2.1387908e-05
1966-05-01,5.2957555e-05,1.7674247e-06,7.862969e-05,6.3264655e-05,2.8239368e-05
1966-06-01,5.089641e-05,3.1768213e-06,7.875189e-05,5.4930475e-05,1.8813518e-05
1966-07-01,4.8704922e-05,-8.884308e-07,8.078859e-05,7.6934986e-05,2.3066148e-05
1966-08-01,4.629347e-05,3.1279415e-06,8.258903e-05,7.165586e-05,3.0406418e-05
1966-09-01,5.1051204e-05,4.423284e-06,8.988042e-05,6.382678e-05,2.6455216e-05
1966-10-01,6.041188e-05,5.698457e-07,8.6246946e-05,7.060492e-05,4.1893407e-05
1966-11-01,4.8183527e-05,1.4166857e-05,8.969304e-05,5.8449892e-05,2.8703735e-05
1966-12-01,4.769472e-05,1.2912253e-05,8.9310146e-05,6.0152575e-05,2.6569274e-05
1967-01-01,4.744099e-05,1.0396077e-05,9.096757e-05,7.764807e-05,2.6803982e-05
1967-02-01,4.3326498e-05,1.2337026e-05,9.2892486e-05,7.1135466e-05,2.1358095e-05
1967-03-01,4.6478537e-05,1.0323893e-05,7.8383484e-05,6.597029e-05,3.5666584e-05
1967-04-01,6.060255e-05,1.2144537e-05,7.72125e-05,6.845663e-05,2.4157232e-05
1967-05-01,5.0576986e-05,8.174411e-06,8.682902e-05,5.9569968e-05,3.0124449e-05
1967-06-01,5.5164684e-05,7.885676e-06,7.871232e-05,7.234655e-05,1.8791552e-05
1967-07-01,4.481028e-05,6.433973e-06,9.859502e-05,7.826564e-05,2.2577204e-05
1967-08-01,4.3454824e-05,7.875751e-07,9.183378e-05,7.8313766e-05,2.0363559e-05
1967-09-01,5.0593026e-05,3.3300603e-06,9.52906e-05,6.697285e-05,2.0612193e-05
1967-10-01,5.5806322e-05,2.3034409e-06,8.288296e-05,5.9730377e-05,2.9001587e-05
