,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5
1965-01-01,29.810272072846036,28.551007623541846,25.047369356508607,33.56064349621326,25.118438057277515
1965-02-01,30.092531600088446,28.020106276420698,23.53351734302662,33.72418597027972,24.208699101987094
1965-03-01,30.403729564738725,27.523610363267874,23.657555050320095,34.10317881124003,23.866625799649004
1965-04-01,31.215437403265035,28.531241743531947,24.36195479498969,35.025368537102544,24.746845079504926
1965-05-01,31.63458194372789,29.504519945954623,26.064342922634548,35.671044729806326,25.89988155641418
1965-06-01,31.71936610959611,31.252343687292647,28.964510670414676,36.32309120018166,27.984320599099867
1965-07-01,31.708674880693543,32.77663400728409,34.778061619511355,37.01179477718327,31.08635225157807
1965-08-01,31.74789644637198,34.30181006862693,37.83491629141348,37.25539520903901,33.29858641693558
1965-09-01,31.91119284000037,34.6037407443948,37.05261724966543,37.530924390245985,32.733571702155515
1965-10-01,32.09738101599351,33.87521717646351,33.418810809100115,37.544764005220856,31.22124326401863
1965-11-01,31.77526150109633,32.162321430363065,29.953151279025604,36.555978468248064,29.12200983019843
1965-12-01,31.327150452811765,30.29703636691995,26.437817679511173,35.241824596911876,26.70957040095675
1966-01-01,31.046495977437722,28.603577287229776,24.000379774305554,34.41374451964052,24.841303065203242
1966-02-01,30.8488615503851,27.71394285437179,22.648433402732564,34.09354069849828,23.662163554758266
1966-03-01,30.98190739469708,27.579806602164492,22.456252133404767,34.27588456160539,23.29123123832371
1966-04-01,31.418933508531104,28.348347912096,23.724151540685583,34.58516981218245,24.378220931343414
1966-05-01,31.763565495329082,29.6510199977927,25.358011104442454,35.24076821920755,25.500408117321957
1966-06-01,31.894972459325253,31.492677453446063,28.1087734081127,36.17081542115112,27.69500898278278
1966-07-01,32.050501265615786,33.263488665019,33.28993055555555,36.88470933820818,30.823262532552086
1966-08-01,31.544776772553067,33.94616531999144,36.97459609420211,36.79071706491751,32.38476739413497
1966-09-01,31.47723215930867,34.35337641467787,36.72284373530635,36.84390274794785,32.722956892372906
1966-10-01,31.44086873756265,33.63942185493365,33.567820654975044,36.50335165170523,31.356360946876418
1966-11-01,31.07524871826172,32.05132680396511,30.009078979492184,35.66090510441707,29.058058365531593
1966-12-01,30.452551931705116,30.531462577924337,26.642170658817996,34.53925072730004,26.872441388558652
1967-01-01,29.91998924399322,29.116013931901488,24.14049572414822,33.868502903651525,25.106294604315277
1967-02-01,30.002848787127803,28.368733027209974,23.115979300604923,34.02061595783367,24.319532643193785
1967-03-01,30.474921172519903,28.16336644838934,23.444172188087745,34.359060967718804,24.243457075478375
1967-04-01,31.12109490160672,28.31540826248796,23.506786205150462,34.5736003422237,23.93168850221496
1967-05-01,31.63883497130196,29.37125375826065,25.517949351557977,35.22090645103188,25.17799709154212
1967-06-01,31.59275342833321,31.65940323921099,29.17060852050781,36.07711391849118,27.730712337770328
1967-07-01,31.57834826775317,33.131662133621845,34.30899514092339,36.44293004816229,30.569803541985113
1967-08-01,31.236499570450693,34.37091095806801,39.39773065072519,36.73399545096017,33.461935623832375
