,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5
1969-01-01,8.310732803733664,5.43565886577623,3.3418031211839465,6.844307767552149,6.54508070311051
1969-02-01,8.233531432278397,5.3490858920429645,4.643893939066412,6.268838249222394,6.645074450816712
1969-03-01,8.153907765081305,4.909381321639131,3.1626795744562632,6.602140197347233,7.6611171655307135
1969-04-01,8.47583337390438,3.9300650766519514,3.41500225163972,6.284559271756142,7.5360424086780124
1969-05-01,8.604274683889054,3.513699957779649,2.7444309238371605,6.136015151903806,7.231958596397045
1969-06-01,8.477047896743663,3.1024891187085633,2.800323112842982,6.207674432217903,6.832237990970642
1969-07-01,8.575167002378336,4.985273064578853,2.602007885807037,7.1120119606468695,4.635913872407235
1969-08-01,8.285013025818216,4.921990830464942,2.7394610885584294,7.600736319023742,2.950891147435793
1969-09-01,8.402302029422021,5.1948060605816035,2.647296533417282,7.935519822858478,2.757187510577002
1969-10-01,8.73941887122725,5.707300944003173,3.253577240933571,7.685221495852081,2.671328505898486
1969-11-01,8.302095231516235,5.392797479762593,3.89122289717286,7.615009907813592,2.78479056607488
1969-12-01,8.174144523341305,4.92779557125894,3.5751861039144743,6.613865978797457,4.514562029610611
1970-01-01,8.05200731287259,5.283625784437,3.0523370187407486,6.694196709998468,4.804239977308471
1970-02-01,7.619550668303202,5.172607933353204,3.749675845912251,5.570227510736376,5.302065254487462
1970-03-01,8.025408769226221,3.94307583851098,3.1421196387737065,6.400914298675535,5.930265259050856
1970-04-01,8.216488079910903,4.114451831984691,3.8462009900241103,6.816471011979502,5.9804314110770935
1970-05-01,8.301945620878548,3.8589657328904337,2.4276494884027704,6.733212655442691,5.398509148715052
1970-06-01,8.464303842652098,3.3501921082894968,2.489046591868329,6.665535921501754,2.785246167042629
1970-07-01,8.372492640433704,5.393397838019812,2.3882811477243724,7.2081099827283746,2.5966835043360414
1970-08-01,7.9729914944709686,6.614836903186101,2.9906470035784145,7.733137090497258,1.8657672508438277
1970-09-01,8.000600029575269,6.493529495859728,2.583115989008347,8.177259432512093,1.9518380245838687
1970-10-01,8.447293405879906,6.506149032307601,3.375040400658961,8.31201283311406,2.080878435883418
1970-11-01,8.435310354920954,5.428962993740061,4.096728969778732,7.754657827905774,2.1295048786621544
1970-12-01,8.170984800645442,5.600580412874642,4.783483410621311,7.174632016457899,1.7588959289391484
1971-01-01,8.100266422558446,3.3899998385485945,2.6242738179818517,6.8408338922578835,2.619340002407605
1971-02-01,7.990823602265258,3.8381140719155202,2.8098011265058065,6.191048523814952,4.447574816154884
1971-03-01,7.739311197668377,4.311577496769148,3.0977841617055972,6.202130654835708,5.67130080986714
1971-04-01,8.206191536653574,4.032564081230758,3.585531373193079,7.018252453210157,6.944030963924059
1971-05-01,8.373776409827611,3.4590881935097704,2.8617999754154555,7.154425776055711,5.755814809708968
1971-06-01,8.467434110093988,3.5366763295103536,2.704863261922784,7.376167028473988,5.027573151635748
1971-07-01,8.56671470213229,5.756400296377207,0.0,7.794213285952855,4.021242244578947
1971-08-01,8.090634857504593,5.977219151186563,3.0833526149061226,8.02952674240664,2.8430042346179305
1971-09-01,8.02000035737554,5.91704491483552,2.8490336888385213,7.933040221869276,2.5177775857331604
1971-10-01,8.259571301900904,5.730877694960748,3.3134047432999614,8.165563007533605,2.714098255780395
1971-11-01,8.146873292640976,5.485013492018623,3.2782758614934107,7.650482318625832,2.818171988465817
1971-12-01,8.306068976636853,5.739404056199543,4.211583133506717,7.250129677580094,2.5618844865909987
1972-01-01,8.301801521147723,4.78665430242217,2.8837574820779537,6.495863024020425,3.8525235476989113
1972-02-01,8.053977962801635,4.370046044751103,2.5618510787769133,6.728867977484163,6.202547612081269
1972-03-01,8.151342587366367,3.055641213986582,2.3154422615107397,5.979112119924992,7.33518105545667
1972-04-01,8.325456891028919,5.0849679700693,3.7347432179911575,6.258808441458107,7.693112570633609
1972-05-01,8.397767462584707,4.2223267480398885,2.9762947666439783,6.6941924998732345,7.853503825254719
1972-06-01,8.524560150787405,3.908690914168664,2.738745173999179,7.2295503126410265,7.909977530017036
1972-07-01,8.581135236156827,5.160311412319632,0.0,7.544477994345458,7.727767227745105
1972-08-01,8.553354467689454,5.931193186390312,2.35949726317271,7.371953875475951,7.661005473452766
1972-09-01,8.611515513206392,6.266295314980635,4.393959476421801,7.610062462924933,6.69282244615286
1972-10-01,8.624585907078353,5.924174814495727,4.114811550078108,7.289089339027095,6.546305437481544
1972-11-01,8.69409409790258,5.56527706559949,3.2790587839954437,7.177633137714568,6.586948289555681
1972-12-01,8.598556633220038,5.375341608646894,3.4502757006799847,6.478879777667008,7.218263368312049
1973-01-01,8.211396554686173,5.032532969606549,3.0966270575408332,5.556894764100751,7.421357753916582
1973-02-01,7.9516528338327666,5.476094065403957,3.626556146609925,5.521503279196754,7.419210363032756
1973-03-01,8.003081507895331,3.689888715864375,3.3867829111472014,6.292315077243877,7.100879893239921
1973-04-01,8.47919122353078,3.5167166882203644,2.611936698399925,6.3484403351287515,6.678306889020515
1973-05-01,8.61640019839433,3.4901732219434316,2.4030892857690302,6.622320044704489,6.005301029655939
1973-06-01,8.472563914222306,3.34829011446177,0.0,6.77222918665337,4.6371025754116095
1973-07-01,8.220925736877502,5.162938667986552,0.0,7.389237981888399,3.4100353004595063
1973-08-01,8.08324237993084,5.973856637221222,2.7663387044831844,7.685872838248462,2.395544851454878
1973-09-01,7.810650049349082,5.898299731817843,2.466583614743347,7.536061002196115,2.44567590866521
1973-10-01,8.136532938591545,5.9944027077221085,3.4537120889125217,7.871288723483082,2.5248425492909217
1973-11-01,8.059917557639913,5.536225102898527,4.071373607184514,7.484193293216925,2.0545443322142622
1973-12-01,7.925765136534043,3.6746225927321348,2.8699278049375976,6.788908751662243,2.492898327931633
1974-01-01,7.890044262097453,3.9675531847089704,3.500931598794856,6.166166807572989,3.2874019545280837
1974-02-01,7.620895262131425,4.350504950848626,3.0840535812311285,6.672319280431293,5.70316989865348
1974-03-01,7.6687889504551325,3.9924166275629585,3.1925472179762093,6.6244370726428645,6.907333327989966
1974-04-01,7.9743840914651605,3.9266153293916948,3.366858867874778,7.292942138735619,7.0004664360310525
1974-05-01,8.14636452940248,4.218222881856698,3.232478745078314,7.323825282648441,6.675280257883829
1974-06-01,8.416936946668146,4.0919668013515755,0.0,7.522203623345263,6.173752828748458
1974-07-01,8.205802651009947,5.542145290064888,2.5330462106078593,7.531915677360739,4.698130672357043
1974-08-01,8.159164853368537,6.446386800292116,2.621775020128546,7.904814436154903,3.0991039932581743
1974-09-01,8.327971126809524,6.911838144158705,0.0,8.197239198534996,3.3895365080317768
1974-10-01,8.408387192897399,6.714755595319331,3.4152276752162956,7.975567076116034,2.8295529594487747
1974-11-01,8.514656378157907,6.120540489583616,3.783249430655685,7.691466585660622,2.78441650326814
1974-12-01,8.345776898025184,5.055303548545706,4.048027753831789,6.487797601768855,2.3666853073120753
1975-01-01,7.943354331319859,4.72612056823427,2.737608931799725,6.7498152330201595,4.79024811094671
1975-02-01,7.83205543179958,5.265513896894991,3.234963034991936,6.733374337887574,6.9104848064877125
1975-03-01,7.548426877499186,4.523465376594316,3.418142904622807,6.845988587056589,7.396732149444287
1975-04-01,7.943788208231419,4.193709962851264,3.8008655898343773,7.33088969496295,7.270080802357444
1975-05-01,8.300612445410527,3.432678754654406,0.0,6.667173714219797,5.491999827500946
1975-06-01,8.336645222095663,3.8245747155447742,0.0,7.2844911265495895,4.653748969065545
1975-07-01,8.107555326894676,4.939570613743576,2.624040067246318,7.495203300552198,4.940088104403557
1975-08-01,7.834342082713678,6.082735386786298,2.726202828312752,7.728441710474946,3.0109854756160925
1975-09-01,7.895177304741855,6.337016439647782,2.8624553880354284,8.186821455271938,2.4358458811501547
1975-10-01,7.91715248616634,5.863354965068689,3.6112546492456343,8.180233185872895,2.167014613926097
1975-11-01,8.043819337439139,5.631698107159079,3.515394017834579,7.636343492528343,2.1448174963316067
1975-12-01,7.991739608781126,5.250290295957252,2.900414247270271,7.444632018155931,2.3206089261037532
1976-01-01,7.652961096315218,4.950070948124698,2.966244511862394,6.597172611325235,2.9848113740303575
1976-02-01,7.577531795554606,5.1227615859556686,3.681760696494165,6.6820089526720094,5.454300010860946
1976-03-01,7.606763044577372,5.155483576657996,3.5347673187166317,7.085323321600625,6.493720529039721
1976-04-01,7.888469277635458,4.400916827874524,3.3193661774295027,6.831691508542747,6.780388852346658
1976-05-01,8.284493419381937,4.049665213202495,2.8496328341906025,6.9882790076652075,6.9931748886782925
1976-06-01,8.488655379515873,3.867757993010883,2.44016277536017,7.166785423806728,7.058247173870763
1976-07-01,8.105779824201473,4.814392437999179,2.910899275921248,7.114628424278319,5.558338734310369
1976-08-01,8.035468288627749,5.877824473682632,3.2468402058785255,7.126497120518652,5.508105319376554
1976-09-01,8.273868281868136,6.147444950130493,3.0873368963489014,7.471936668291096,5.2024646622724635
1976-10-01,8.551535437051792,5.997059378937668,3.425656651761206,7.847803105555844,3.350769046463408
1976-11-01,8.513739731235516,5.407983227216065,3.150816982595874,7.428626053090797,3.2243542537849774
1976-12-01,8.42355521240399,5.60470904981406,4.023482964987529,6.753311945771029,2.9405311364788433
1977-01-01,8.445565527102305,4.749488752231469,3.3288342597984935,5.900401204785023,4.963264024287355
1977-02-01,8.309819092731773,4.399774428330069,3.085161586327828,5.847014716106677,6.244840474418335
1977-03-01,8.191779925940148,4.36995059444892,4.011795183415431,6.515262193734297,6.874424878711636
1977-04-01,8.317606935465538,4.387847318277756,3.0286663415140294,6.5236375305110865,6.327413000344394
1977-05-01,8.53974054263169,3.4474881465837943,3.4530724582441215,6.720494017250957,5.958258206102801
1977-06-01,8.644838782855869,3.3938958078175587,2.575727536163541,6.677509930162373,5.013742160451147
1977-07-01,8.487195292980086,4.712986880173581,2.4249356109771902,7.678131801660109,2.760335448451249
1977-08-01,8.525144578394958,5.64280825117326,2.586969381123415,7.508923249907035,2.7001595037277424
1977-09-01,8.497693950984084,6.3709075713148975,3.3676584836078516,7.647165399360946,2.889312810823535
1977-10-01,8.647361821763859,5.509509511336063,3.64517712430721,7.453074356680545,2.857934937139981
1977-11-01,8.54035651849602,4.965717817350849,3.118849762190913,7.355267932722295,2.7492213272030894
1977-12-01,8.403209232724386,5.664537428119175,3.6041265069920074,6.5822399037999055,2.469522237294929
1978-01-01,7.879676195545576,4.8179623121998745,3.688248742921712,5.7773060117512145,4.833599634880467
1978-02-01,7.84305083437955,4.762548601246659,4.009061411721411,5.530413082335917,5.8417383430763135
1978-03-01,7.5296882355692265,3.9839796430723373,3.4284194776595363,6.109075481029948,6.051731258883486
1978-04-01,7.945944077806883,3.755975330097155,3.9009128812285327,6.874734361551162,5.2074350366620985
1978-05-01,8.319024199458713,3.531450387196795,2.821375355014306,6.730774582219374,2.5503995042895005
1978-06-01,8.552121896225895,3.917502992870096,3.1225625459938406,6.791143589572017,3.5898122116073674
1978-07-01,8.604370162352883,4.46443245678442,2.782471557576469,6.847742506491069,4.260709364669116
1978-08-01,8.251598338624998,5.187780585897218,2.5858580623063028,7.4373489812161715,2.7114000053188048
1978-09-01,8.373186331925913,5.668385721890523,3.295256748455863,7.804251700163572,2.7330064510437437
1978-10-01,8.415976442427617,5.437518055644025,3.4584235744396086,7.623114681105339,2.509634399639215
1978-11-01,8.313488653170245,5.15073348621121,3.9613169132790547,7.1677650592464905,2.613782644643785
1978-12-01,8.217806733313285,5.897629429529,4.525118863272774,6.721494878234109,2.586618998052219
1979-01-01,7.9652181528283545,5.8559965928247175,4.531560728086691,6.335495376531724,2.851304158725069
1979-02-01,7.94008089336735,4.978951349075354,3.66195601000737,6.1105707996045915,5.37520709579269
1979-03-01,8.002784487893429,4.532868511203112,3.661493825747289,6.097018125555905,6.514148127178659
1979-04-01,8.205608210216319,4.089564292271449,3.481764994088139,6.3288708656796855,6.87566396126824
1979-05-01,8.342790291474325,3.6392967162076295,2.6389923158733195,6.141840236572336,5.981118116183371
1979-06-01,8.629008132996763,4.416471588194437,2.819874200589303,7.179964163742595,4.821884071652643
1979-07-01,8.607433719122628,4.299019088282182,2.494884487504081,6.589672454904177,2.791421874271311
1979-08-01,8.394763902879523,6.254416431223453,3.2430075430023035,7.268777880912237,2.9778890198407058
1979-09-01,8.540227548406325,6.186919424884143,3.309508450283232,7.572533204470265,3.1367418081048597
1979-10-01,8.554854927926126,5.6785650583983935,4.726753585689407,7.387769715343221,2.640518366461341
1979-11-01,8.288935269862906,6.064339142148216,5.020355426648337,7.434391556852828,2.5893370522753814
1979-12-01,8.079513279944504,5.15987271070841,3.999868798645033,6.0023241026987035,2.889298403726072
1980-01-01,8.198438011334668,4.205013272645763,3.2526949785849646,5.907884516083092,4.981484444365796
1980-02-01,7.996217408151426,4.99800233803567,3.542664726698078,4.996613600927799,5.778090058579579
1980-03-01,7.939193861012934,4.361852101879156,4.368977909889077,5.998881027830603,6.885471120253561
1980-04-01,8.294577063858485,3.817468132785568,3.5569676888877364,5.726632286508741,7.20442879272256
1980-05-01,8.31079237858961,3.6627515878332546,3.557749004924771,6.331817459258854,5.947582892403002
1980-06-01,8.586278630797892,4.082590980989736,3.3650060400077386,6.489925862524728,4.636329435695468
1980-07-01,8.34391309683492,3.614262698875955,2.4104570466345443,6.757052307034745,3.1460519114750656
1980-08-01,8.229237703997,3.6664806838250423,2.5187761917722544,6.854685811812196,2.6591968627138742
1980-09-01,8.63980145102399,4.690983895190279,2.7494228208313056,7.3878499487904135,2.8754179878106076
1980-10-01,8.432119674292693,4.963328720180533,3.0459448915679284,7.301312466871762,2.7306780201891616
1980-11-01,8.406512195322035,5.0137511924716005,3.3853740527337584,6.869643714852853,2.734514844809973
1980-12-01,8.116908308346524,4.901202408116812,2.9489028392171095,6.387666730673444,2.5387197357262354
1981-01-01,7.658740236458496,5.50264763454041,3.741126055810618,5.366415282672761,2.05749927612128
1981-02-01,7.695849751200552,4.27983996572742,3.2708782462364137,5.866704659025446,4.504263638940178
1981-03-01,7.822145483110397,4.478741231830865,4.171766624332981,5.682381103075313,5.849005354495245
1981-04-01,7.946729323322404,3.7527531710838447,3.294945330692016,6.683349039298839,5.410756526647582
1981-05-01,8.318940559987665,3.3741977888080767,3.0566608117373857,6.432260656111153,5.420188751392355
1981-06-01,8.44069523103757,3.1694058846820163,0.0,7.287462867738673,5.247890621421794
1981-07-01,8.459269345510554,4.418441748000527,2.733299866477116,7.684190363317247,3.3031267335463257
1981-08-01,8.641873805976337,4.542736132916549,2.2183666629477967,7.305693034931804,2.694061908634457
1981-09-01,8.392653786747214,5.647998695635518,3.0164831520482167,7.70103742643794,2.7746150747658853
1981-10-01,8.443745649354646,6.4072947165458505,3.7546472399511996,7.757858469042103,3.033359219779822
1981-11-01,8.367406852209875,5.768020067778004,4.048184509236744,7.106856249571099,2.769340456190226
1981-12-01,8.322887112089571,3.9584147632165454,2.8093003572505055,6.264671762821396,3.5738189093151322
1982-01-01,8.017474056853677,3.7086309762593803,3.5513828639577167,6.040847301897385,5.425292346470773
1982-02-01,8.09257482953248,4.389869013922895,2.8707395845111803,6.27291716844614,6.6796791504777815
1982-03-01,8.225148695377008,5.244366729208846,4.213611187350555,6.296267140591647,7.172272920850826
1982-04-01,8.360314842187739,4.343968173292702,3.2889878632364713,5.89294026532748,7.9165600880915985
1982-05-01,8.468814408030713,3.5206189490733113,2.626272861181852,6.08290261885129,7.653093497990392
1982-06-01,8.491051794539091,3.256746548935502,2.448147952731475,6.486861749713555,7.304799629206128
1982-07-01,8.379026506992828,3.8552636700032825,2.775410207376126,6.457824069928226,5.611198932629935
1982-08-01,8.326617217303161,6.151051408373486,3.3324155908547333,7.100983883337311,5.887645234607334
1982-09-01,8.436786462810142,5.93165713185567,3.4268173409263,7.264258219793839,6.846816442639552
1982-10-01,8.680748340906105,5.286983442812656,3.1374675429491496,7.453475523031149,7.938064071040056
1982-11-01,8.711356886646199,4.75118712392801,4.102959847814124,6.9001928104798465,8.062419375773429
1982-12-01,8.70857249170121,3.9355072952965218,3.0322057413031165,6.328708441147373,8.439024054300864
1983-01-01,8.271009961574618,4.673453541529473,2.7297124219765245,4.8382509841720625,8.519473051174202
1983-02-01,7.918222151577783,4.495854141757929,3.084147204163074,5.003113646546881,8.844880020372548
1983-03-01,7.672628851672804,3.9209582891853376,3.578402547674365,5.166705371979551,8.55483481309977
1983-04-01,7.979812303798738,4.402903781108713,4.344404687955541,6.184522663408994,8.634453954025995
1983-05-01,8.202371324446359,3.46929284175628,2.8729971986144727,6.130548674698782,8.144022409319483
1983-06-01,8.503496053019939,3.342482652260762,2.8675658627779645,6.344336566724443,7.187199560324514
1983-07-01,8.37806100415003,3.509002206015879,2.9054152539169946,6.745752451605477,5.952149612849158
1983-08-01,8.216055855009802,4.685712332031203,3.175679343545566,6.903097298089857,4.580546529458066
1983-09-01,8.19888548417049,4.118224505770732,2.9483666601736416,7.2620124119879526,2.2031800351941264
1983-10-01,8.425081278889287,5.476338141180593,3.344681915702738,7.338490451112245,0.0
1983-11-01,8.33611891172312,3.867194733193217,3.872318778127177,6.956845663791789,0.0
1983-12-01,8.13998018113545,3.9417015776578967,2.9967363971224827,7.041398041142921,1.9156376327778717
1984-01-01,8.191002452448839,4.719911260584433,2.799861599837935,6.498132340812767,3.1857035411024253
1984-02-01,7.897951606649635,4.684303603814134,3.481865912208994,6.205865630988204,6.514076904068385
1984-03-01,7.918402288877886,3.5185428203376183,2.6976602922971935,6.45945354315247,7.495628489943675
1984-04-01,8.115910131250436,4.357778918601558,3.696225422802057,6.794367927683944,7.434773449792509
1984-05-01,8.295700990930282,5.016705813744052,2.6395162007839996,7.224498339088077,5.6555051710443225
1984-06-01,8.359147850583897,4.359690627666431,2.755026565146348,7.532550472578962,2.3247779185061104
1984-07-01,8.53629544331257,5.76923980367141,0.0,8.072387389803055,2.5538757219386485
1984-08-01,8.41969052850145,6.534586853571647,3.218382612271398,8.107361806868491,2.9214836598884855
1984-09-01,8.591703940179594,6.9713328565280115,3.080844960824008,8.16537418121394,2.838983787403777
1984-10-01,8.330677998674647,5.715032979637238,3.2954724935186572,7.921438767512661,2.420749882532739
1984-11-01,7.994989673760667,6.247361693036928,4.8072792155616995,7.758842522662711,2.3982481119045227
1984-12-01,7.887244789751789,5.708309603705447,4.568173798067676,7.4027664272158775,1.6657235066376945
1985-01-01,8.252587819214801,5.466574955368491,2.8839714309662488,6.288817060849794,2.762898548297571
1985-02-01,7.921027101665217,4.32168809938101,2.876602000118042,6.700232507053641,4.110392658947746
1985-03-01,7.970888315315232,4.96755555363427,3.9407015101273575,6.725886748378504,6.146308623911955
1985-04-01,8.333119225574315,4.150264452006686,2.4001758694493422,6.528583205885519,6.241170825751091
1985-05-01,8.299481818689406,4.761462988325821,3.326453076928398,6.64323166021963,5.341412990745557
1985-06-01,8.581650378262902,3.277975452650365,0.0,6.901433980947365,4.820631537515878
1985-07-01,8.475563396088056,5.019419845339376,2.487363848072705,7.313507472640668,2.7372019107065575
1985-08-01,8.27251946219831,5.898941839095985,3.225798937196214,7.266386053482637,2.8521086300377316
1985-09-01,8.18020059559044,5.458361086705153,3.197833622583576,7.765907927805888,2.555457703192813
1985-10-01,8.32025947277705,5.201552854144775,3.1919204906742276,7.810628973949251,2.700062162702858
1985-11-01,8.335547004086935,4.664126134888413,3.5184712158397415,7.3940367121734205,2.657026319479626
1985-12-01,8.298859127239046,4.961787540478143,2.8962245057198537,6.209264616484584,2.7697731129313325
1986-01-01,7.995546234684671,4.790799855725217,2.761807911984948,5.353871900551098,4.225061640788582
1986-02-01,8.120373107092988,4.60624821979238,2.7436577882252857,5.821343050200918,6.487398029028181
1986-03-01,8.066455213895688,3.8478564186709696,3.292278104850205,5.7467488353553815,6.847937771267541
1986-04-01,8.218576021417617,3.6701747678434122,3.5868123124123805,6.366810769532501,7.088963120385116
1986-05-01,8.379945123886477,3.3871390372304706,3.0246610131346356,6.0403251330060845,5.972786982194412
1986-06-01,8.36070289952292,3.555134721017393,2.8473691555895217,6.426573322602776,6.005727328227192
1986-07-01,8.43202853783822,3.4345323563255277,2.902483019528394,6.986190333864387,4.433636631901285
1986-08-01,8.309077022083518,5.634575509552355,2.2678813276098615,7.167821962878743,2.734818938459186
1986-09-01,8.377350645155644,5.987303166088333,3.2587679673571603,7.98228822789519,3.810830954554014
1986-10-01,8.668016503554549,5.781074931573855,3.2186538924089843,7.871081583521066,5.512286206151624
1986-11-01,8.611794213649867,5.048453084242863,3.133629463810519,7.140326672704734,5.536935031835047
1986-12-01,8.474665267470158,4.441499362384699,3.4108241774653303,6.190053009470745,5.597178139972713
1987-01-01,8.286364960482885,4.889994943647476,3.6278245922265335,6.092351372062365,6.591898339588731
1987-02-01,8.287204209474787,4.5542978526246385,3.4639557760046618,5.954773020188457,7.847873039360812
1987-03-01,8.51118910669041,4.110922162570763,3.2998154384436718,5.9723930733000925,8.127687457465687
1987-04-01,8.244463938948687,4.057993015321146,3.2158871795875883,5.538004535439723,8.20497033048821
1987-05-01,8.464776653893246,3.8794496408455457,2.826477524673931,5.797366704210327,8.015677684671685
1987-06-01,8.522761638838396,3.659946637143216,2.942727038311981,6.028389055204631,7.0417628761732285
1987-07-01,8.661870552028743,3.6599607056845573,2.91298598297071,7.002187102064869,6.501838304652904
1987-08-01,8.568677784614845,4.084078595098726,2.4469025369598123,7.199680389547143,4.886378568336939
1987-09-01,8.643948581801586,5.341880023743092,2.7623124741616976,7.62576157501006,5.5797578099800775
1987-10-01,8.956046111565977,5.980722342619802,3.234313573083762,7.236947223798103,5.025312790955429
1987-11-01,8.7805090942667,5.220708540148705,3.634870254876733,7.06336144990553,4.209753869011477
1987-12-01,8.571232372554078,4.233948644867689,3.9870656684167685,6.1427402792897325,4.4757111465406
1988-01-01,8.369648578497282,3.982545287076469,2.6028058495458506,6.384188562226211,4.979572244367276
1988-02-01,8.41695011383873,4.307834854323732,2.2586671566966126,6.254035416269646,6.478023401905489
1988-03-01,8.29500327047726,3.758237125438029,2.6246084741849707,6.819695619679701,6.459866065839359
1988-04-01,8.528610101619034,3.9847172226207093,3.1325319390761845,6.432376570183184,3.6986359408968035
1988-05-01,8.511618523164849,3.82943646834789,3.366190970758996,6.4573188596691935,0.0
1988-06-01,8.256338216937175,3.603909996323735,2.9370894031472887,7.094588209927291,2.0821293981475146
1988-07-01,7.9511035299323805,4.826155747284766,0.0,7.014938163357885,2.5080345684675933
1988-08-01,7.756981529200099,6.1247218608376155,2.9861582880554716,7.57409897108391,2.596798561547961
1988-09-01,7.6053256110932494,6.2740472869751684,2.757735966477483,7.9745519834676335,2.307786247030845
1988-10-01,7.745262870989202,5.621877868530811,2.235384095758132,8.146418187823011,1.9958174822797223
1988-11-01,7.9572083507663995,5.101234229547552,3.4967637383840158,7.650479131706615,0.0
1988-12-01,7.652634424030786,5.298478463826634,3.64702468105971,7.437782336016533,0.0
1989-01-01,7.44382107542954,4.732741185469451,3.242821527509721,6.679456751630981,1.745421181930166
1989-02-01,7.623968895881654,5.046269321493972,3.5884767392484886,6.830950499531844,6.382466186382212
1989-03-01,7.7450983595215614,4.734690062395345,2.472396162908738,6.869790384684488,6.503779385248503
1989-04-01,8.022896429864293,4.8368607428575086,2.5021410646606808,7.031998366444325,6.636857580518555
1989-05-01,8.303227330664779,4.710661941854904,3.293733132506663,6.670430857489681,6.174571311717046
1989-06-01,8.58429129306326,3.435618949753323,2.3543726085773056,7.063752148493515,5.408224449918172
1989-07-01,8.42665398773059,4.470317073473506,3.0157881678287177,7.124302149041455,3.9657466872614884
1989-08-01,8.273486751229095,5.958054960538886,3.0085767192544353,7.414419917039556,2.9423127609051507
1989-09-01,8.039028670051449,6.002388507148669,3.388511525175165,7.506206508477721,2.818134765711081
1989-10-01,8.360468541091526,6.43741195135655,4.022550983522602,7.678743115923024,2.736325769048988
1989-11-01,8.313267107751246,5.1688863742583235,3.2618052930027086,7.189960112386533,2.55673766319899
1989-12-01,8.26147653645949,5.095790338713031,3.2057852671083134,6.839189032013354,2.7175684643597866
1990-01-01,7.92304379265665,4.64951600864225,3.8262351113247863,5.862970901852266,4.659600113109391
1990-02-01,7.860406895155088,5.456645885096497,3.7858299623409377,6.3879078038325465,6.375380274338492
1990-03-01,8.140304711479383,4.67036607073778,3.27715445583428,5.505235857684782,6.655172963936015
1990-04-01,8.380540637616624,3.729595563598954,2.890093871083773,5.823499249526792,7.284069350333167
1990-05-01,8.40104224316759,4.044864812455287,3.1483522649954407,5.970959150726283,6.74136929189059
1990-06-01,8.635584427761241,3.5074387012557606,2.871424639391423,6.3519445581071805,6.021403676761087
1990-07-01,8.552531154033186,3.6520871010105442,2.440584652289394,7.0843579013090405,3.5576389620054916
1990-08-01,8.347478206548447,6.09485802367914,2.367202462065054,7.497408106182328,3.143641585903677
