,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5
1965-01-01,1327.4462332133373,1059.0127309163413,1083.1485203334264,2015.1295166015625,1339.6480359529194
1965-02-01,1326.43687927645,1062.1749877929688,1082.0094517299108,2036.8936767578125,1339.1360634251644
1965-03-01,1327.182585273693,1061.7578506469727,1083.3046177455358,2026.1380615234375,1338.7953908819902
1965-04-01,1326.1702394173815,1062.8196080525718,1083.3815656389509,2040.3231201171875,1338.0901135896381
1965-05-01,1324.758851294424,1065.3316497802734,1082.56831577846,2043.070556640625,1338.3364627235815
1965-06-01,1325.173890356924,1065.4207865397136,1083.4537397112165,2040.9539794921875,1338.5061565198396
1965-07-01,1325.2295001659518,1063.8249715169272,1082.6283918108259,2047.2657470703125,1337.899418881065
1965-08-01,1324.0297404769199,1061.9986216227214,1083.0760410853795,2041.811767578125,1336.6132234272204
1965-09-01,1323.2445012510211,1060.7991536458335,1083.084019252232,2032.3936767578125,1336.047443590666
1965-10-01,1325.5634382659314,1060.5440139770508,1083.1619044712613,2037.84423828125,1337.9468014365748
1965-11-01,1325.8776296977123,1059.6026738484702,1082.9802812848773,2043.7568359375,1338.255470677426
1965-12-01,1326.5243231081495,1063.395118713379,1082.0412336077009,2042.4149169921875,1339.866156327097
1966-01-01,1327.5105395348244,1062.017567952474,1081.7847115652903,2022.107666015625,1340.6855934544612
1966-02-01,1327.499449486826,1061.683718363444,1082.2489057268415,2043.0211181640625,1340.726631566098
1966-03-01,1327.0482680376838,1061.4492416381836,1082.0858328683037,2029.79931640625,1339.9108485171669
1966-04-01,1325.5226284849878,1061.797841389974,1082.8213282993863,2036.9317626953125,1338.1077816611842
1966-05-01,1325.5135330499388,1063.6901219685874,1083.8338797433037,2042.6116943359375,1337.7673902009662
1966-06-01,1325.084970511642,1064.350700378418,1083.9032636369977,2036.164306640625,1338.5160345780223
1966-07-01,1324.212646484375,1064.2321904500327,1082.5679452078684,2047.2686767578125,1336.7317601254113
1966-08-01,1324.4455374923407,1063.7315114339194,1083.6373901367188,2046.991455078125,1336.8766383120887
