,vo850_cluster1,vo850_cluster2,vo850_cluster3,vo850_cluster4,vo850_cluster5
1965-01-01,-4.1063904e-06,-8.069543e-05,-4.1512612e-06,-4.0951687e-05,2.5910045e-05
1965-02-01,-3.1282761e-06,-1.7853832e-05,5.6881254e-07,-4.560894e-05,2.9831477e-05
1965-03-01,-1.04865685e-05,2.7623988e-05,9.546784e-07,-3.6464917e-05,3.1500553e-05
1965-04-01,-2.518078e-06,-4.123884e-05,-1.0194999e-06,-3.6231606e-05,1.552768e-05
1965-05-01,-2.302717e-06,0.00021030699,9.008363e-07,-2.7204245e-05,1.9565763e-05
1965-06-01,-6.3138796e-06,0.000377062,-2.7693386e-06,-1.1258293e-05,1.6577578e-05
1965-07-01,-1.1410841e-05,0.00035823556,-1.234861e-06,-3.8591643e-05,2.2347558e-05
1965-08-01,-4.7614594e-06,0.00032502454,-1.3335739e-06,-3.301909e-05,3.0190418e-05
1965-09-01,-5.326794e-06,0.00023785571,-1.1361553e-06,2.0045773e-06,2.1028449e-05
1965-10-01,3.2518947e-06,5.4741977e-05,-1.5804108e-07,-2.6616544e-06,2.6206173e-05
1965-11-01,-5.533184e-06,-7.973984e-06,1.869972e-06,-2.3587912e-05,3.5448902e-05
1965-12-01,-8.898256e-06,6.960214e-05,1.0803051e-06,-3.235505e-05,2.4806304e-05
1966-01-01,-8.157334e-06,0.00015879508,1.219636e-06,-4.058161e-05,2.4283232e-05
1966-02-01,4.7012873e-07,5.7375542e-05,-9.229734e-07,-3.863452e-05,3.667452e-05
1966-03-01,-1.5155438e-05,7.827209e-05,4.1524836e-06,-3.844715e-05,2.1545906e-05
1966-04-01,-6.071754e-06,5.302515e-05,2.417215e-06,-2.925755e-05,1.946847e-05
1966-05-01,-2.1042615e-06,0.00013683131,2.82751e-07,-1.3249086e-05,2.2336146e-05
1966-06-01,-9.729669e-06,0.00012452964,-2.2234963e-07,2.9386101e-06,1.9835077e-05
1966-07-01,-7.2856274e-06,0.0003106026,-4.4231274e-07,-2.1322565e-05,1.9509205e-05
1966-08-01,-6.1339597e-07,0.0002834819,2.8734357e-06,-2.6243237e-05,1.8881901e-05
1966-09-01,-5.7621764e-06,0.00018013157,4.7012873e-07,-5.338541e-06,1.8352359e-05
