,mgv500_cluster1,mgv500_cluster2,mgv500_cluster3,mgv500_cluster4,mgv500_cluster5
1965-01-01,0.8018807680518538,0.12502184433072902,-0.694764773050944,0.5069774885972341,-0.2793545198386611
1965-02-01,-0.3241627580589718,0.1770383814006176,-0.697550376256307,0.8411549031734467,-0.2098492300348584
1965-03-01,-0.29496067651995905,0.20164805630215935,-0.7936713695526123,0.9386692610051898,-0.3160851775790771
1965-04-01,0.018986512872355955,0.039642759897176506,-0.3237791657447815,-0.026750277417401474,-0.03425622763474603
1965-05-01,-0.22609578790488066,-0.003830496896914294,-0.28022770086924237,0.25012451741430497,0.09673669158872976
1965-06-01,-0.42880834252746014,-0.04198588913119727,0.06885850429534912,0.60520904759566,0.0755658937929982
1965-07-01,-0.2763187719715966,0.034029405258149875,0.2653018633524577,-0.0842280841122071,0.009203585058585552
1965-08-01,-0.10884884330961439,0.08139819340798461,0.19752230246861777,-0.02209087575061454,0.01602448961314033
1965-09-01,-0.9484892642056499,-0.014843017730898071,0.17881176869074503,0.93188699748781,0.09095068363582387
1965-10-01,0.8905204909819143,-0.06930120349605493,-0.2718225121498108,-0.2668239383233918,-0.02171870034474593
1965-11-01,-0.1317916644944085,0.00650011271262439,-0.12017675240834554,-0.3853308657805125,0.015894562949961666
1965-12-01,0.007965995205773247,0.07638712097140192,-0.4737505118052165,0.03335779377569755,0.02164346212310489
1966-01-01,0.529226439970511,0.2556544918458439,-0.6455706357955933,0.8511242767175039,-0.2851071902887887
1966-02-01,0.0421822898917728,0.15210973333965228,-0.47747039794921875,-0.07518148567113611,-0.02445968129246483
1966-03-01,0.9005797681985077,0.04440833148350608,-0.32569630940755206,0.019665401325457625,-0.04448989128095532
1966-04-01,-0.05277799856331613,0.08049782932190448,-0.4175608158111572,0.7485840055677626,-0.059203655201924874
1966-05-01,0.2075342806401076,-0.009498811510774311,-0.3081701596577962,-0.026066966044406097,-0.007271467459417576
1966-06-01,0.21577561619105162,-0.006760329815851446,0.04788083831469218,0.39098213116327923,0.054784156213518724
1966-07-01,-0.6803222276546337,0.026927740707945284,0.36314594745635986,0.2359568037920528,0.0485404297642039
1966-08-01,-0.31461409396595424,0.037714555666670445,0.012491917858521143,0.07908894266519281,0.01526240731391432
1966-09-01,0.22810519569449952,-0.011960705772379841,-0.09525361657142639,0.12231383265720473,-0.029593685903160822
1966-10-01,0.3126043688367914,-0.0277327584603072,-0.5021307865778605,0.3311723056766722,-0.030625535689328052
1966-11-01,0.15903076639881839,0.04981277106649282,-0.2739108403523763,-0.1669834264450603,-0.02485028177297493
1966-12-01,0.5310481345212018,0.15630730002829174,-0.5034332672754923,0.5051807396941715,-0.29247711956231304
1967-01-01,0.253710702613548,0.18307557239115818,-0.4112522204717,0.5111203839381536,-0.22648777559871588
1967-02-01,0.1523191730181376,0.2311746399958157,-1.0953166484832764,0.842845274342431,-0.2901343940609721
1967-03-01,-0.5776788349504823,0.04545021244599017,-0.09615346789360046,0.143083350525962,0.020163281340303735
1967-04-01,-1.3156524410954227,0.04335279082186207,-0.10339879989624023,0.2740553062823084,0.07503247899909365
1967-05-01,0.013862789987965866,0.05628191790630903,-0.5326308409372965,0.27119384871588814,-0.003944424284428223
1967-06-01,-0.34283040850250807,0.0064434176220477205,0.0876673956712087,0.6448998633358214,0.14213834682740778
1967-07-01,0.26270148378831365,0.037069764202249667,-0.023893373707930248,-0.19776785953177348,0.026560856273810787
1967-08-01,0.45659928410141554,0.0481487254832169,-0.05548130969206492,-0.31734870539771187,0.012409525219671327
1967-09-01,0.44184890058305526,-0.03142352517344612,-0.1110646923383077,0.15489157910148305,-0.0052812766300607055
1967-10-01,0.4138118966862007,0.0011274012402423378,-0.27370665470759076,0.30482492099205655,-0.05816013817738624
1967-11-01,-0.2608675095770094,0.06509957816994306,-0.6410388151804606,0.6388554142581092,-0.15776280600291032
1967-12-01,-0.10131749290007132,0.21736092841355162,-0.8269382317860922,0.6563579870594872,-0.1832773142001208
1968-01-01,0.37754716144667727,0.17542126543313555,-0.49557654062906903,0.24294130918052462,-0.12901980783874634
1968-02-01,1.1655998450738412,0.09638133118212416,-0.40307263533274335,0.5749151110649109,-0.2744925777297214
1968-03-01,0.7995360979327448,0.04527768644603711,-0.33914728959401447,-0.17438247385952207,-0.015564460931050832
1968-04-01,-0.22339699444947417,0.07865694396704147,-0.7549944718678793,0.41959695518016815,-0.05851192020587792
1968-05-01,0.44601639663731607,-0.04322953012841226,-0.30897432565689087,0.01937333985956179,0.017486942080755578
1968-06-01,0.2635903104587837,-0.0041135483192322134,0.03328553090492884,0.3947169830401739,-0.025313937134737344
1968-07-01,0.517876335868129,0.02960287393176247,8.353284404923518e-05,-0.2463376149535179,-0.013220124789492577
1968-08-01,-0.5168811590583235,0.0212831905725394,0.25233181317647296,0.14196058942212,0.0545194048046796
1968-09-01,-0.22598774068885377,-0.039460836355137405,-0.16818859179814658,0.3217662788099713,-0.007938786633144138
1968-10-01,0.47345122805348144,-0.010361810573482205,-0.27206756671269733,-0.18732069681088132,-0.027528277922809395
1968-11-01,1.070993807580736,0.07333059985082127,-0.6121210257212321,0.26816175215774113,-0.18741438898565543
1968-12-01,0.27687411617349694,0.08711287552870593,-0.48173264662424725,-0.3147173879875077,-0.06762298690028724
1969-01-01,-0.5755242926103097,0.05535353879326756,-0.13510951399803162,-0.015548691670927737,0.016555658697542563
1969-02-01,0.031152391737257992,0.10515598122114889,-0.24779548247655234,-0.14960076659917831,-0.1789362991557402
1969-03-01,0.08100144289158008,0.2345753574448496,-0.7028841972351074,0.44616543584399754,-0.28148738507231974
1969-04-01,0.266858990545626,0.05361406090383005,-0.21061036984125772,-0.12641818159156376,0.03105759519527401
1969-05-01,0.792271285145371,0.007415914902023513,-0.16000153621037802,0.018450338393449783,0.013478546786834212
1969-06-01,-0.01278487120375589,-0.004317148507220074,-0.0886190136273702,0.4507792906628715,0.10700668988573445
1969-07-01,-0.15348554761321456,0.01802334839230988,0.1247674822807312,0.0629874411970377,0.04513147223858812
1969-08-01,0.254560786264914,0.08162223043758121,0.13515074054400125,-0.21437681797477934,-0.045141785898629355
1969-09-01,-0.04918627716876842,0.005217062001957477,0.03859195361534754,0.036730586240688964,0.009754953623593392
1969-10-01,0.22824116879039338,-0.06163826507657863,-0.3098412752151489,0.4582213444842233,-0.010694020608971021
1969-11-01,0.8199441212194937,0.08562837808745578,-0.8031088511149088,0.411491013235516,-0.1440348592481462
1969-12-01,1.092018242235537,0.08131073995773654,-0.5584570169448853,0.3968796382347743,-0.26121664775442754
1970-01-01,0.5119474397765266,0.15835246270142714,-0.3066497842470805,0.3645561221573088,-0.2608055341567389
1970-02-01,0.9657750527064005,0.1534628347285743,-0.5584458510080973,0.7947418424818251,-0.2671751164203316
