,mgu600_cluster1,mgu600_cluster2,mgu600_cluster3,mgu600_cluster4,mgu600_cluster5
1965-01-01,0.75018346,-0.2466938,0.6237408,0.12220631,-0.33598557
1965-02-01,0.66936415,0.19846268,0.6569805,1.5078615,-0.20009232
1965-03-01,1.5433826,-0.24408646,0.68793947,-0.22909585,-0.3688999
1965-04-01,1.1275558,0.0026069642,0.5318413,0.8645681,-0.028025817
1965-05-01,1.1229935,0.41941148,0.13328628,0.22029705,0.15446892
1965-06-01,0.7772312,0.6618687,0.2046543,1.651902,-0.24799652
1965-07-01,0.5438992,0.67425233,0.437661,1.2054421,-0.44483033
1965-08-01,0.2088913,0.55269814,0.38226128,1.2373787,-0.21931954
1965-09-01,0.43961638,0.6019066,0.1365448,0.21312752,-0.13296051
1965-10-01,0.47057533,0.30795938,0.40116233,1.0855169,0.2512558
1965-11-01,1.2367268,0.1277462,0.26135826,0.6638241,0.13165665
1965-12-01,0.8577248,-0.0029331208,0.78961486,1.0992041,-0.093854144
1966-01-01,0.60919493,0.43162233,1.1163098,0.40766144,-0.06597404
1966-02-01,0.32265013,0.21794471,0.85635185,0.52024424,-0.13358955
1966-03-01,0.952195,0.14803162,0.88162535,-0.13096352,-0.1473755
1966-04-01,0.6587578,0.19693795,0.96138537,-0.13884124,-0.13227654
1966-05-01,1.0910362,0.5238552,0.6334835,0.8021938,0.18249588
1966-06-01,0.8159798,0.4578808,-0.21236458,1.1248436,0.034792326
1966-07-01,0.345298,0.5872036,0.36236572,1.5922432,-0.36794585
1966-08-01,0.43753052,0.43654594,0.31116182,1.5689392,-0.29278105
1966-09-01,0.8681679,0.36597633,-0.009518814,1.3355675,-0.21827316
1966-10-01,0.46477357,0.43195075,0.24945489,0.7772484,0.100766756
1966-11-01,0.87637407,-0.12013207,0.37188417,0.08271408,0.013785553
1966-12-01,1.1081041,-0.119147494,0.83468854,-0.18807563,-0.09551468
1967-01-01,0.4865505,0.107759476,0.7781544,0.4620598,-0.2099678
1967-02-01,1.2529497,0.0068572997,0.22792777,1.067799,-0.09894295
1967-03-01,0.9192219,0.10841255,0.03951187,-0.46173325,-0.16686401
1967-04-01,1.0060822,0.33993262,0.16980286,0.90518,0.016327286
1967-05-01,0.7183968,0.29682884,0.66321105,0.8130949,0.00065307616
1967-06-01,0.84411657,0.5417366,0.092085265,0.53259337,-0.15837403
1967-07-01,0.680518,0.4388752,0.21453933,0.599535,-0.5296543
1967-08-01,0.56100273,0.34842262,0.3928322,1.6513336,-0.5789627
1967-09-01,0.24523468,0.5645946,0.044083785,2.4752042,-0.35038146
1967-10-01,0.5747177,0.44214058,0.75627553,1.7241528,-0.17796668
1967-11-01,1.3714851,-0.30433923,0.7415821,2.29038,-0.21258011
1967-12-01,1.0808609,0.16621093,0.46957055,0.6609251,-0.19984475
