,zgu250_cluster1,zgu250_cluster2,zgu250_cluster3,zgu250_cluster4,zgu250_cluster5
1965-01-01,0.22225246,0.64752996,1.3810933,-0.16522273,-0.3887787
1965-02-01,-0.37476557,0.55888975,0.22388153,-0.0703907,-0.42951393
1965-03-01,0.03161087,0.47285652,0.08831444,-0.57225114,-0.39529648
1965-04-01,0.9532083,0.30763397,1.2634493,-0.018901061,-0.78863734
1965-05-01,0.9287672,0.07039108,0.4168045,-0.24376068,-0.2857998
1965-06-01,0.46731645,-0.07397537,-0.105586246,0.14795093,-0.07397537
1965-07-01,0.14110717,0.29720536,-0.20791359,0.9101917,-0.12904969
1965-08-01,-0.0671318,-0.13719673,-0.26494312,-0.007821083,-0.031285096
1965-09-01,0.55269814,-0.3118702,0.6507889,0.38389054,-0.14795113
1965-10-01,0.24115372,0.08049317,0.6638241,0.55888957,-0.28482208
1965-11-01,0.385194,0.11796989,0.4816555,0.42169285,-0.5422695
1965-12-01,0.30176792,0.48230726,0.2620102,-0.051163673,-0.062895395
1966-01-01,0.18741933,0.7404869,-0.05054741,-0.6259346,-0.32790166
1966-02-01,-0.33184052,0.7496773,-0.26980478,-0.7424568,-0.35547313
1966-03-01,-0.05054741,0.489719,0.88031274,-0.3029562,-0.3430004
1966-04-01,0.30722332,0.41586724,0.5560215,-0.3118183,-0.4444233
1966-05-01,0.3669611,0.05973816,-0.18938866,0.8849079,0.13884124
1966-06-01,-0.3039406,0.17297745,0.06630249,0.9899414,-0.18216781
1966-07-01,-0.12210159,0.31575736,-0.2195858,0.36728936,-0.13621521
1966-08-01,0.17822877,-0.3354515,-0.15919152,0.27111816,-0.19628143
1966-09-01,0.028884506,-0.6781231,0.05350132,-0.14015427,-0.11094208
1966-10-01,0.13884124,-0.12472725,0.28260574,0.7102896,0.08435516
1966-11-01,0.08796577,0.2382948,0.64530027,0.029540826,-0.16116104
1966-12-01,-0.14704704,0.5619297,0.6068972,-0.3886242,-0.23632546
1967-01-01,-0.38042372,0.63969994,0.18057899,0.17143555,-0.5756971
1967-02-01,0.087840654,0.63708764,0.8793831,-0.58255464,-0.27658272
1967-03-01,0.46957034,0.46859092,0.19984475,-0.16555786,-0.20670243
1967-04-01,0.5107147,0.026449967,0.7637867,-0.19657955,-0.28311387
1967-05-01,0.7628071,0.28246078,0.030041505,0.9087723,0.0793499
1967-06-01,-0.059757613,-0.09633064,0.45259017,0.30009422,-0.09175873
1967-07-01,0.04832878,-0.24850006,-0.35756606,0.56949294,-0.077064514
