,mgu500_cluster1,mgu500_cluster2,mgu500_cluster3,mgu500_cluster4,mgu500_cluster5
1965-01-01,-0.33403054,0.6009285,0.84371185,1.342313,0.80982
1965-02-01,-0.2965538,0.68207324,1.0675933,1.7552068,-0.8590282
1965-03-01,-0.8965046,-0.7964584,1.7741082,2.274339,0.43114394
1965-04-01,0.089292146,0.5481354,1.1699207,0.68924296,1.0340275
1965-05-01,0.50707436,0.86456794,0.4210411,0.1072155,1.1842594
1965-06-01,0.46079865,0.76484793,0.37867624,0.7439915,0.8261137
1965-07-01,0.16848144,1.0033944,0.6661053,0.3832386,0.48295897
1965-08-01,0.19064179,1.0148001,0.41159058,0.32718658,0.4148491
1965-09-01,0.3467396,1.2823502,0.082774356,0.42299613,0.92192346
1965-10-01,0.42267075,0.5028378,0.2261631,0.85707283,0.21606064
1965-11-01,-0.24278298,0.5491131,1.079977,0.20986862,1.4782063
1965-12-01,-0.44776383,0.3832386,1.292453,1.4948261,1.9797405
1966-01-01,0.11586533,-0.75657004,1.4333801,2.2381997,0.37516707
1966-02-01,0.21302108,0.2865448,0.8809692,2.6117256,-0.43424836
1966-03-01,-0.09551506,-0.46969718,1.470142,0.07221069,-0.13720016
1966-04-01,0.075164795,0.23140183,0.93742484,1.3509943,0.9105099
1966-05-01,0.40831795,1.0811895,0.15886307,0.51105386,1.3792222
1966-06-01,0.28917044,0.6653217,0.8563522,0.050875854,1.1363323
1966-07-01,0.42308885,0.7424561,0.6922371,1.13666,-0.7299835
1966-08-01,0.1956253,0.5796539,0.48446733,0.5448616,0.7424561
1966-09-01,0.3328251,0.40306625,-0.04923439,1.1730938,0.0640049
1966-10-01,0.51564944,1.5433372,0.060394287,0.7943165,0.56586856
1966-11-01,-0.26291198,0.093873784,0.9246235,-0.13982582,-0.38140336
1966-12-01,-0.44540787,0.2031742,0.8665268,0.84223783,0.45952186
1967-01-01,0.19037513,1.0184914,0.82648313,1.7809715,0.50255144
1967-02-01,-0.029715728,0.22564201,1.0491863,1.943917,1.3234832
1967-03-01,0.17502746,1.159558,0.52312356,0.85946405,1.4057724
1967-04-01,0.28899154,0.9522028,0.06302299,1.2487047,-1.8518314
1967-05-01,0.2099678,0.82452375,0.4499775,1.3607094,0.9120375
1967-06-01,0.14465943,0.47446862,0.77031785,-0.032001495,0.28474656
1967-07-01,0.10873947,0.73243827,0.41895637,-0.013388443,0.48230553
1967-08-01,0.109391786,1.3897717,0.8398712,-0.5054901,0.28050154
1967-09-01,0.39348525,-0.0173069,0.3647499,0.26058236,0.87971
1967-10-01,0.21486588,1.120373,0.5884323,0.37226027,1.5269203
1967-11-01,-0.5218174,1.2699299,1.221275,0.9773466,-0.043756865
1967-12-01,0.13159752,0.7915428,0.9809383,1.1507412,-0.4068741
1968-01-01,-0.026985932,0.28955382,0.91570437,1.1888473,0.39531022
1968-02-01,0.30778733,-0.42266083,1.7708721,1.6012974,-0.08351135
1968-03-01,0.028809357,-0.46204606,1.5228916,-0.25855637,-0.36650047
1968-04-01,-0.15681115,0.2027605,0.888718,-0.26621437,0.22062969
1968-05-01,0.4580349,0.74539983,0.3139866,1.3544109,0.6141163
1968-06-01,0.022245025,1.3850437,0.2888237,0.76509285,0.8161476
1968-07-01,0.10794449,1.1374279,0.47371522,0.27204895,0.48465577
1968-08-01,0.24615708,1.3631634,0.3457138,0.5911415,0.92153895
1968-09-01,0.2129715,0.7362827,0.40187454,0.98718107,1.7551911
1968-10-01,-0.0,0.23704033,0.19109039,1.2264092,0.8511566
1968-11-01,-0.27204895,0.68522835,0.9109634,1.6158844,0.9098694
1968-12-01,-0.14623566,0.35300714,1.1709782,1.1173706,0.88835335
1969-01-01,0.592466,0.23519477,0.9159004,1.2562529,0.6953014
1969-02-01,0.44451523,-1.7432296,2.0908802,0.38944855,-2.0606928
1969-03-01,-0.24614182,-1.4032081,2.4338863,1.2632191,-2.005294
1969-04-01,0.08757591,-0.010615349,1.046601,0.55265844,0.8502182
1969-05-01,0.40570337,0.9304962,1.1282063,0.07264824,0.6515133
1969-06-01,0.32542497,1.1882489,1.0008224,0.46110153,-0.3224392
1969-07-01,0.3582657,1.4400303,0.57223016,0.634927,-0.037153624
1969-08-01,0.5284424,0.8923477,0.44650537,0.3861313,0.11809502
1969-09-01,0.38082352,0.8754295,0.14728737,0.3008774,0.023552705
1969-10-01,-0.08326378,1.352454,0.42726517,0.34499702,0.02587471
1969-11-01,0.034167863,-0.011610413,1.0393028,0.45612565,-0.5158367
1969-12-01,-0.053076554,-0.5599564,1.7528496,0.48498613,1.1547444
1970-01-01,0.034943007,-0.24560204,1.8952614,2.4523587,-0.62598574
1970-02-01,-0.030284118,0.4446129,1.5474918,0.57273805,0.8442982
1970-03-01,0.041599274,-0.035276033,1.9974289,1.020346,-1.7388481
1970-04-01,0.15275268,0.003327942,1.1870762,1.309544,0.13145332
1970-05-01,0.24160843,0.949128,1.2276767,-0.76642454,0.11348267
1970-06-01,0.28087845,0.7121792,0.7145084,0.098839566,-0.07920494
1970-07-01,0.5038498,0.8619362,0.46691018,0.7018627,-0.33945006
1970-08-01,0.703859,0.49486428,0.29918212,0.37206382,0.14110489
1970-09-01,0.2579155,1.7019078,0.24227409,0.3324608,0.8902237
1970-10-01,0.075876996,0.5231522,0.67557144,-0.17039032,0.1098217
1970-11-01,-0.040267944,-0.50185317,1.0393155,0.009318161,0.6429577
1970-12-01,0.26490402,0.91817856,0.5940369,1.6722893,-0.40334624
1971-01-01,-0.06467094,0.72510034,1.3290241,2.0874398,1.1673462
1971-02-01,0.08394203,0.960268,1.1036549,1.216013,0.21459046
1971-03-01,0.14502029,-0.4148094,1.1421963,1.1709388,0.6235207
1971-04-01,0.3612438,0.37267572,0.70125693,1.1980488,-1.1947825
1971-05-01,0.56995505,-0.17702904,0.29526597,0.847257,0.13326149
1971-06-01,0.15318528,0.21459046,0.104192354,0.6395256,-0.091780856
1971-07-01,0.08492203,0.8688137,0.18715401,-0.054219436,0.39553872
1971-08-01,0.32139587,0.83843803,0.23941383,0.04115448,0.7126888
1971-09-01,0.18192863,0.4798073,1.002729,-0.18748093,-0.23451424
1971-10-01,0.2812214,0.049972914,0.02678299,0.1535122,0.28383407
1971-11-01,-0.2286354,0.90310895,0.91519433,0.3736555,0.61502874
1971-12-01,-0.13685456,2.1116097,0.37365532,1.7892338,0.2256958
1972-01-01,0.21031037,2.0726895,0.5563324,1.4538094,0.8871479
1972-02-01,0.065703966,0.22408219,0.94453126,1.7946666,1.2538278
1972-03-01,0.23269005,0.48689842,0.68745345,0.46222362,-0.27744883
1972-04-01,-0.24187088,0.66392595,0.26798058,1.3737593,0.50497437
1972-05-01,0.20256348,-0.025248718,0.45419008,0.60826415,1.0673316
1972-06-01,0.19079971,0.13026027,0.6756897,0.44673005,0.2955246
1972-07-01,0.052793123,1.2262838,0.14030266,0.35118675,-0.020944977
