,r200_cluster1,r200_cluster2,r200_cluster3,r200_cluster4,r200_cluster5
1965-01-01,30.226465,32.96689,62.736404,46.11206,23.992132
1965-02-01,32.76377,32.388664,38.414967,34.39852,28.172379
1965-03-01,43.389656,43.158695,42.511673,40.6132,29.889032
1965-04-01,62.551308,39.481323,64.87567,60.153236,34.773632
1965-05-01,69.006775,67.57186,78.72356,66.68405,43.856495
1965-06-01,67.3278,84.181465,86.08977,77.01509,30.906248
1965-07-01,58.723236,81.82434,81.069214,69.1542,20.607967
1965-08-01,70.89214,85.32645,85.962006,72.04532,24.703035
1965-09-01,41.1603,89.306854,77.63263,60.46118,39.6828
1965-10-01,43.772957,76.1928,78.57286,67.734024,44.537914
1965-11-01,52.343117,58.574177,61.945236,67.93387,44.257812
1965-12-01,56.09584,48.18089,53.848465,66.340065,48.171062
1966-01-01,36.67001,42.159508,60.68657,43.07716,43.664852
1966-02-01,47.09579,41.909985,45.143932,41.859097,36.10694
1966-03-01,36.195587,48.48294,59.21898,34.586823,30.8407
1966-04-01,55.170803,57.26548,63.224476,50.68432,38.02104
1966-05-01,71.923294,70.83656,76.47216,79.85549,53.80007
1966-06-01,63.582344,86.7108,80.88149,68.11479,32.585716
1966-07-01,56.356037,81.15399,80.24455,80.06069,22.425877
1966-08-01,59.61132,85.1283,80.31514,72.82782,24.243122
1966-09-01,51.37215,88.00602,80.75673,67.95392,39.78412
1966-10-01,31.009783,81.254135,77.90692,73.22672,61.049362
1966-11-01,52.22578,46.65584,72.709625,60.02172,62.892876
1966-12-01,33.36876,40.74281,45.623276,45.42136,24.044489
1967-01-01,40.482544,34.013374,48.029343,51.326424,31.435844
1967-02-01,24.70487,28.615084,50.28595,55.135292,14.891327
1967-03-01,50.78254,29.091404,52.18954,38.43876,17.27124
1967-04-01,65.28665,50.630524,71.4805,38.100945,29.363346
1967-05-01,67.54664,51.05786,89.389786,72.093636,36.60949
1967-06-01,55.944363,84.44586,86.67037,79.052635,30.628466
1967-07-01,65.36773,73.612114,79.7536,67.61251,23.299557
1967-08-01,68.5567,80.85826,88.00306,58.613106,31.793928
1967-09-01,54.86673,79.57963,84.05399,69.16646,48.154335
1967-10-01,51.40581,76.265656,75.83832,57.971256,37.643204
1967-11-01,34.729546,58.378323,75.769066,71.86392,38.100945
1967-12-01,53.610058,31.437534,59.837685,30.498405,43.026295
1968-01-01,47.427208,22.330645,44.39154,45.526295,31.426378
1968-02-01,18.41293,34.204514,50.694653,24.675802,32.083084
1968-03-01,33.686226,44.230583,58.75221,35.102657,15.143871
1968-04-01,58.911556,63.460228,63.25903,51.05842,44.441437
