,mgv200_cluster1,mgv200_cluster2,mgv200_cluster3,mgv200_cluster4,mgv200_cluster5
1965-01-01,-0.48744187,-0.7707527,0.20310077,0.5616178,0.48184928
1965-02-01,-0.04488821,-0.49126846,0.33629364,0.60915506,-0.1548275
1965-03-01,0.42297944,-0.27830696,0.6296123,0.47360745,0.56662166
1965-04-01,-0.4042883,-1.2617267,0.99416363,0.5636782,0.622548
1965-05-01,0.7775227,-0.35204136,0.9347051,-1.1551726,0.5391001
1965-06-01,0.21987863,0.03767662,0.3873632,0.19868553,-0.14040443
1965-07-01,-0.023253536,0.12141895,0.15909562,-0.33423334,-0.17793402
1965-08-01,0.31642514,-0.07535334,0.30420956,-0.13893268,-0.39472204
1965-09-01,0.17042804,-0.7040826,0.31627792,-0.53733385,-0.29611504
1965-10-01,0.022076225,-1.2299371,0.1707224,1.0989518,-0.013245678
1965-11-01,-0.03826542,-1.2049174,0.47802266,0.6497752,0.29979438
1965-12-01,-0.027521515,-0.844487,0.6007663,0.8737748,0.15835968
1966-01-01,-0.28296834,0.35399982,0.32824913,0.40550122,0.024159383
1966-02-01,0.018951416,0.67226696,0.6884696,0.17866345,0.23262434
1966-03-01,-0.22134027,-0.4513606,0.5838755,0.55031264,0.49837738
1966-04-01,-0.41345793,-0.087378696,1.0679308,-0.06929541,0.079422094
1966-05-01,0.6036948,-0.43371123,0.50387466,0.8334257,0.62626284
1966-06-01,-0.9524867,-0.8837698,0.37309584,1.0797933,-0.3111784
1966-07-01,-0.73476297,-0.11399746,0.30915308,0.18488431,-0.035443306
1966-08-01,0.5537847,0.12094154,0.026329327,0.08188143,-0.10256877
1966-09-01,-0.097360805,0.08824682,0.11472082,1.0099192,-0.3662965
1966-10-01,0.14437751,-0.6575108,0.3011964,1.5392554,-0.10039878
1966-11-01,-0.30900836,-0.7890129,0.23927899,0.41504923,-0.020398045
1966-12-01,-0.04774008,-0.6375469,0.35703772,1.0936813,0.006220722
1967-01-01,0.05678606,-0.54771096,0.21082453,0.3567032,-0.11756883
1967-02-01,0.20283118,-0.86028403,0.139051,1.2989193,0.034304716
1967-03-01,-0.319734,0.005328846,0.16486283,0.11956718,0.6141555
1967-04-01,-0.8341392,-0.740384,0.6677777,-0.09908418,0.64679515
1967-05-01,0.1768529,-1.2772706,0.36752754,0.4929232,0.6439642
1967-06-01,-0.13555388,-0.91107523,0.2358038,-0.14454632,0.14870958
1967-07-01,0.7272282,0.3135724,-0.059950113,0.23813519,0.07377195
1967-08-01,1.6937573,-0.00016651154,0.18101606,-0.23813517,-0.06894262
1967-09-01,0.52339786,-0.4456292,0.31057492,1.1174036,-0.10091603
1967-10-01,-0.09375529,-0.8316414,0.1155705,0.50374746,-0.3227315
1967-11-01,-0.017152404,-1.7448814,0.36819363,1.5603683,0.2929229
1967-12-01,-0.046461344,-0.27094117,0.5298924,0.7105751,0.645463
1968-01-01,-0.52265626,-0.25934628,0.046008468,0.70159376,0.26175278
1968-02-01,-0.95060587,-0.9801928,0.5259123,0.54389095,0.32743874
1968-03-01,0.0727642,-0.6987626,0.8433,0.86326057,0.5028373
1968-04-01,0.400486,-0.00835228,0.6071702,0.6387391,0.9582504
1968-05-01,-0.21404555,-0.70258474,0.42030516,0.30323124,0.52789414
1968-06-01,-0.0033975602,-1.0318639,0.6442602,0.004105377,0.039071847
1968-07-01,0.3125745,0.2351387,0.24632235,0.1036253,0.2708129
1968-08-01,-0.03411708,-0.87699234,0.6325103,-0.48018685,-0.3690587
1968-09-01,0.49915656,-0.78327656,0.06979132,-0.046999406,-0.12556775
1968-10-01,-0.45130777,0.2351387,0.5879175,0.43106398,-0.2752015
1968-11-01,0.02010212,-0.4932108,0.5314333,1.0453125,-0.11395945
1968-12-01,-0.18913022,-0.6119835,0.583529,0.7352861,0.09371567
1969-01-01,-0.32978112,-0.13809013,0.27512044,-0.020592391,0.6385156
1969-02-01,-0.07116489,-0.048452664,0.21500878,0.43425718,0.21788569
1969-03-01,-0.10402183,-0.40018892,0.78584194,0.6206487,0.26179594
1969-04-01,-0.38550168,-1.5725925,0.80249757,0.56401956,0.54569834
1969-05-01,0.08100684,-0.8071915,0.28541663,-0.25483084,0.3200906
1969-06-01,0.04300177,0.24544315,0.2895048,0.99055463,0.00030288697
1969-07-01,0.117043495,0.55114937,0.01892681,-0.09599695,-0.1903282
1969-08-01,0.81249094,-0.29571277,0.29904395,0.06525974,-0.1565628
1969-09-01,-0.21349469,-1.8896548,0.22848472,0.21879426,-0.17200705
1969-10-01,0.21349463,-0.8697258,0.3261471,0.88214177,-0.43637705
1969-11-01,0.18260606,-0.2518025,0.3697546,0.7016555,-0.30313212
1969-12-01,-0.478016,-1.191179,0.44531044,1.2662808,0.20652953
1970-01-01,-1.1311413,0.37220144,0.25210685,0.31667244,0.273847
1970-02-01,-0.19526824,-1.3743427,0.22250888,1.036716,0.48967665
1970-03-01,0.19002971,-0.7598567,0.3060643,1.0219167,0.5860666
1970-04-01,0.08669853,-0.64251244,0.8004557,0.39983502,0.40350205
1970-05-01,-0.17601645,-0.777275,0.65115607,0.122844815,0.1716946
1970-06-01,0.11839199,-1.2133871,0.20666218,0.81577855,0.19461346
1970-07-01,0.31208867,0.5723154,0.099140264,0.12690468,-0.00039291382
1970-08-01,0.41070503,-0.15532398,0.22918805,0.2142581,-0.24320135
1970-09-01,-0.30370694,-0.6207723,0.051076222,0.19657788,-0.29899222
1970-10-01,0.9936285,-0.7492486,0.15335958,-0.23416474,-0.13882248
1970-11-01,0.39210808,-0.0468853,0.33317402,1.0423473,0.2687394
1970-12-01,-0.18950586,-1.0542651,0.2209373,0.4011446,0.140656
1971-01-01,-0.7436882,-0.14957257,-0.1769247,0.67286074,0.3349909
1971-02-01,0.25077525,-0.97474116,0.44439906,0.78716356,0.024760818
1971-03-01,-0.32952043,-1.8602283,0.91197526,1.1146686,0.30519143
1971-04-01,0.0649251,-1.4564254,0.61887646,0.6992052,0.50039876
1971-05-01,0.5221365,-1.7575861,0.61527747,0.5240079,0.79090655
1971-06-01,-0.5690669,-0.6898478,0.21593735,0.20960322,0.45433217
1971-07-01,0.7550609,0.12437992,-0.30432773,-0.106529094,0.07601003
1971-08-01,0.67804325,-0.5470413,0.13071409,0.4148876,-0.07082739
1971-09-01,0.5301982,-0.15345947,0.47117528,0.2740965,-0.5240079
1971-10-01,0.54200274,-0.46340156,0.341181,0.10019493,-0.13013823
1971-11-01,-0.67098933,-1.9486187,0.56014144,1.2386165,0.2807185
1971-12-01,-0.117038056,-0.84042805,-0.021449769,0.05916672,0.07169113
1972-01-01,0.6029078,-0.6389454,0.051031448,0.528728,0.54332715
1972-02-01,-0.00605011,-0.852804,0.026962494,1.1900326,0.26094437
1972-03-01,-0.04892707,-1.0428568,0.4420534,0.9301404,0.49084887
1972-04-01,-0.08969965,-1.5505409,0.64736295,0.60343385,0.6423651
1972-05-01,0.6794549,-0.33959597,0.48124772,0.5810748,0.4064103
1972-06-01,-0.49440017,-0.7896725,0.015651394,0.6197429,0.3599821
1972-07-01,0.049847793,-0.3532744,-0.09811721,0.070234016,-0.089436576
1972-08-01,-0.3148694,-0.43613473,0.13178745,0.44257957,0.21898809
1972-09-01,0.04340305,-0.8015095,0.017887305,-0.034853935,-0.41693228
1972-10-01,-0.20491505,-0.045112945,0.14862256,0.35038096,-0.21583152
1972-11-01,0.88002956,-1.6585224,0.20570412,0.8222906,0.11205874
1972-12-01,0.68734634,-0.5667385,0.08496475,0.5285965,0.19939098
1973-01-01,0.10776496,-0.18810396,0.22273275,0.9079684,-0.23270579
1973-02-01,0.4982399,-1.4621685,0.43161398,1.4075934,0.29005116
1973-03-01,0.8752788,-0.6813572,0.6400796,0.21054344,0.17688417
1973-04-01,0.88913023,-0.41803947,0.41513056,-0.2685814,0.12895784
1973-05-01,0.6360626,-0.24586484,0.13906945,0.3471195,0.30778116
1973-06-01,0.3115211,-1.3147881,0.13574505,0.17466792,0.48161802
1973-07-01,-0.21525297,0.022855043,0.40917444,0.292406,0.3982317
1973-08-01,-0.04931147,-0.54658175,0.50807446,-0.121616505,0.0026318072
1973-09-01,-0.011358261,-0.8726469,0.38493425,0.7112764,0.06704144
1973-10-01,-0.15153584,-1.1205895,0.3527987,0.88414365,-0.046402648
