,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5
1965-01-01,18.748291,20.545044,27.23465,27.00113,26.16986
1965-02-01,18.064209,19.580566,27.968597,26.427307,26.022156
1965-03-01,17.35318,19.06363,27.887787,26.701233,25.950317
1965-04-01,17.753357,19.510193,28.611786,27.013092,26.713715
1965-05-01,18.819641,20.97116,28.193634,27.275543,27.080444
1965-06-01,21.298492,22.604279,27.71463,27.691193,28.358795
1965-07-01,24.101166,23.934998,27.652771,27.368347,28.748505
1965-08-01,26.140411,25.012756,27.251099,27.570435,29.250946
1965-09-01,25.172913,24.575165,27.154297,27.965607,28.884705
1965-10-01,23.879608,23.931519,27.002625,28.226074,28.716553
1965-11-01,22.072876,22.241516,27.333435,27.678223,27.723114
1965-12-01,20.700714,21.259552,27.46167,27.304504,26.970184
1966-01-01,18.751312,20.242523,28.27945,27.042908,26.438782
1966-02-01,17.544556,19.645935,28.577972,27.422638,25.624847
1966-03-01,16.959564,19.496674,28.019226,27.346497,25.521973
1966-04-01,17.085632,20.475494,28.465515,27.504852,26.531067
1966-05-01,18.977234,20.864319,27.738342,27.834656,27.563354
1966-06-01,22.031738,21.772034,27.218414,28.246674,28.395416
1966-07-01,24.517914,23.056976,27.055023,28.153381,28.99353
1966-08-01,25.902191,24.447815,26.73581,27.736816,29.493774
1966-09-01,24.716095,25.168457,26.630402,27.883057,29.419159
1966-10-01,23.843689,24.416046,26.438263,28.054535,28.994019
1966-11-01,21.685822,22.712555,26.687897,27.918365,27.560822
1966-12-01,20.30252,20.908691,26.747894,27.324799,26.211853
1967-01-01,18.474854,20.084015,27.049988,27.20224,25.833984
1967-02-01,17.999573,19.763489,27.545807,26.65384,25.560028
1967-03-01,18.015106,19.514069,27.59439,26.537659,25.883057
1967-04-01,17.570892,20.253784,27.998566,27.180206,26.409943
1967-05-01,19.529114,20.3219,27.753662,27.672516,27.242798
1967-06-01,21.445251,21.7052,26.877197,27.912415,28.422241
1967-07-01,24.673065,23.217194,26.250183,28.099213,29.248627
1967-08-01,26.967865,24.616974,26.673859,27.31842,29.369812
1967-09-01,25.90561,25.091766,26.123962,27.606415,28.985687
1967-10-01,23.80014,24.609985,26.230133,27.598907,28.18686
1967-11-01,22.588135,22.817535,26.289246,27.260834,27.414093
1967-12-01,20.580322,21.158295,26.715942,27.007935,27.003906
1968-01-01,18.538025,20.366608,27.3154,26.800018,26.375153
1968-02-01,18.268463,19.805725,27.350525,26.472595,25.69159
1968-03-01,17.966278,19.536652,27.293152,26.697632,25.232605
1968-04-01,18.030579,20.075287,27.994507,27.113586,26.060577
1968-05-01,18.38272,20.938873,27.342102,27.051788,27.245178
1968-06-01,20.187073,22.265411,26.61502,27.742737,28.243774
1968-07-01,23.055328,23.81009,26.494354,27.78479,29.042572
1968-08-01,24.289368,25.420532,26.904877,27.384155,29.56488
1968-09-01,24.088074,25.744507,26.745605,27.84909,29.361603
1968-10-01,22.300537,25.010529,26.650146,28.387238,28.778961
1968-11-01,20.772675,23.383728,26.705048,27.789246,27.715057
1968-12-01,19.719666,21.652588,27.06662,27.79419,26.556671
1969-01-01,18.600372,20.639557,28.042145,27.560669,25.944489
1969-02-01,18.052246,19.61972,28.039581,27.464264,25.721436
1969-03-01,16.903687,19.168488,28.7482,27.695526,25.775787
1969-04-01,17.234924,19.381287,29.12149,27.789368,26.944855
1969-05-01,18.503967,19.909943,28.752808,28.227234,27.881653
1969-06-01,20.687775,21.567657,27.98471,28.671814,28.985596
1969-07-01,24.226257,23.007965,27.582214,28.5831,29.909058
1969-08-01,25.924988,24.079102,27.376068,28.086243,29.989563
1969-09-01,25.214844,24.101654,27.396576,28.145203,29.546051
1969-10-01,23.490448,24.080627,26.841278,28.056,29.017914
1969-11-01,21.241547,22.592133,26.964844,27.86267,27.852936
1969-12-01,20.294495,20.72519,27.309937,27.534515,26.72232
1970-01-01,18.179962,19.911469,27.812805,27.554016,26.029633
1970-02-01,17.44696,19.421783,27.933167,27.334473,25.172668
1970-03-01,17.228973,18.936737,27.665588,27.482727,25.596222
1970-04-01,17.060059,19.509064,28.489502,27.61081,26.73111
1970-05-01,18.486298,20.430115,27.595856,27.846893,27.136108
1970-06-01,20.887268,21.660553,26.83133,28.030792,28.409424
1970-07-01,24.12146,22.917358,26.413422,27.979645,29.281372
1970-08-01,26.022919,24.128174,26.334412,27.755463,29.530884
1970-09-01,25.228455,25.123077,26.338013,28.0654,29.341827
1970-10-01,23.039246,24.069794,26.178406,28.250336,28.808228
1970-11-01,21.412598,22.336731,25.982117,28.314392,27.778198
1970-12-01,19.981201,20.944092,26.419647,27.737885,26.311157
1971-01-01,18.455353,20.224854,27.061676,27.601776,26.226593
1971-02-01,17.38208,19.129852,27.160522,26.935669,26.012634
1971-03-01,17.213593,18.754303,27.413513,26.486023,25.994843
1971-04-01,18.087708,19.336884,28.044037,26.62091,26.23993
1971-05-01,18.897095,19.930847,27.717407,27.140259,27.479736
1971-06-01,21.544678,21.483887,26.83191,27.53952,28.512451
1971-07-01,23.866608,23.340363,26.653046,27.506409,29.317902
1971-08-01,25.755188,23.718384,26.446503,27.447601,29.460205
1971-09-01,24.407196,24.36618,26.418823,27.666992,28.843536
