,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5
1965-01-01,-7.7703857,-5.973633,0.7159729,0.4824524,-0.34881592
1965-02-01,-8.758545,-7.2421875,1.1458435,-0.39544678,-0.80059814
1965-03-01,-9.6596985,-7.9492493,0.87490845,-0.3116455,-1.062561
1965-04-01,-9.781525,-8.024689,1.0769043,-0.52178955,-0.821167
1965-05-01,-8.626099,-6.474579,0.7478943,-0.17019653,-0.3652954
1965-06-01,-5.695648,-4.389862,0.7204895,0.697052,1.3646545
1965-07-01,-2.450531,-2.6166992,1.1010742,0.8166504,2.1968079
1965-08-01,-0.30340576,-1.4310608,0.8072815,1.1266174,2.807129
1965-09-01,-1.4233398,-2.0210876,0.55804443,1.3693542,2.2884521
1965-10-01,-3.0047607,-2.9528503,0.118255615,1.3417053,1.8321838
1965-11-01,-5.0106506,-4.8420105,0.24990845,0.59469604,0.6395874
1965-12-01,-6.3093567,-5.750519,0.45159912,0.2944336,-0.039886475
1966-01-01,-8.290894,-6.7996826,1.2372437,0.0007019043,-0.6034241
1966-02-01,-9.671814,-7.5704346,1.3616028,0.20626831,-1.5915222
1966-03-01,-10.415253,-7.8781433,0.6444092,-0.028320312,-1.8528442
1966-04-01,-10.602203,-7.2123413,0.77767944,-0.1829834,-1.1567688
1966-05-01,-8.546295,-6.65921,0.21481323,0.3111267,0.03982544
1966-06-01,-5.194397,-5.4541016,-0.0077209473,1.0205383,1.169281
1966-07-01,-2.3326416,-3.793579,0.20446777,1.3028259,2.1429749
1966-08-01,-0.5834961,-2.0378723,0.25012207,1.2511292,3.0080872
1966-09-01,-1.7427368,-1.2903748,0.17156982,1.4242249,2.9603271
1966-10-01,-2.8941345,-2.3217773,-0.29956055,1.3167114,2.256195
1966-11-01,-5.2479553,-4.221222,-0.24588013,0.9845886,0.6270447
1966-12-01,-6.617401,-6.0112305,-0.17202759,0.4048767,-0.70806885
1967-01-01,-8.300293,-6.6911316,0.2748413,0.4270935,-0.9411621
1967-02-01,-8.876617,-7.1127014,0.6696167,-0.22235107,-1.3161621
1967-03-01,-9.119263,-7.6203003,0.46002197,-0.5967102,-1.2513123
1967-04-01,-9.922577,-7.239685,0.50509644,-0.31326294,-1.0835266
1967-05-01,-7.9851685,-7.192383,0.23937988,0.15823364,-0.27148438
1967-06-01,-5.590515,-5.3305664,-0.15856934,0.87664795,1.3864746
1967-07-01,-1.864502,-3.3203735,-0.28738403,1.5616455,2.7110596
