,abs_vo500_cluster1,abs_vo500_cluster2,abs_vo500_cluster3,abs_vo500_cluster4,abs_vo500_cluster5,abs_vo500_cluster6,abs_vo500_cluster7,abs_vo500_cluster8,abs_vo500_cluster9
1965-01-01,0.00013292139593264736,3.5422453947830945e-05,0.002965416933875531,0.00016854797390156558,0.008697917413276931,1.3665647694930765e-05,5.0882893750288836e-05,2.3414114711440877e-05,0.00020919596863677725
1965-02-01,0.0001292552190775774,3.1434356676951304e-05,0.0031746848253533244,0.00016240807539992492,0.009481389618789157,1.4370991152645729e-05,4.7694912710640994e-05,2.7279515804899536e-05,0.00021999946208476712
1965-03-01,0.00012986063814664981,3.373600104508006e-05,0.002772499865386635,0.000170441489899531,0.007764138960434745,2.0917544437300727e-05,5.3633953535204964e-05,2.8367014300752563e-05,0.00020631287043215707
1965-04-01,0.00013206051650685165,4.28564108314261e-05,0.0024408935860265046,0.00016724060310944154,0.007530614190424482,7.541869232833657e-06,5.3063392139544405e-05,3.420648148488093e-05,0.0001954126067478986
1965-05-01,0.00011833174966693837,5.925928959741368e-05,0.002237775916000828,0.00015956688819605174,0.00623339922943463,-2.2560702935455388e-06,6.069498744586276e-05,4.6857650008389794e-05,0.00019823332877422217
1965-06-01,0.00011331496204306581,6.938284120948638e-05,0.002149109641322866,0.0001523412386316578,0.004173520331581434,-1.1551850320756785e-05,7.250475593739086e-05,3.865950240087214e-05,0.00019507053063231677
1965-07-01,0.00011955843157401043,6.543690441334147e-05,0.0017807746189646423,0.0001497394898288636,0.0022907079255674034,1.7799190269821945e-06,8.088001474485888e-05,3.2880090092758425e-05,0.00018296435276473252
1965-08-01,0.00012129622723013923,6.225599756393329e-05,0.001989908778341487,0.0001584850423921812,0.0026618967240210623,7.198342662680565e-07,7.30538684163346e-05,4.122142039203278e-05,0.00017658323182937846
1965-09-01,0.00011062236028789942,6.481038280210253e-05,0.0021562220354098827,0.00015611585695296526,0.004049869797502955,-3.119815043343503e-06,6.822230413187451e-05,2.8000992862306987e-05,0.0001851808671441783
1965-10-01,0.00010835341230148868,5.6620854716669074e-05,0.0023251448874361813,0.00014737912463214326,0.005028754821978509,3.7207354826781134e-06,5.792502532939478e-05,3.720375577264851e-05,0.00018989562704518903
1965-11-01,0.00012129243333795469,4.3599020963005915e-05,0.002760672359727323,0.00015512769281560062,0.007307023527876785,8.969302219459982e-06,5.473531624981358e-05,3.127373427810983e-05,0.00018982354959007353
1965-12-01,0.00012339130952735718,4.186975089951529e-05,0.0030090738437138498,0.0001677442924119532,0.008864263266635438,1.3249317021291063e-05,4.666503627959173e-05,3.6053492733807276e-05,0.00020991919882362708
1966-01-01,0.0001318847353104502,3.404130454281724e-05,0.0028701606788672507,0.00015348406883944967,0.008076783948733162,1.0725305325346806e-05,5.765247503101516e-05,2.5826682695910206e-05,0.00019753797459998168
1966-02-01,0.00013056646543079797,3.668901318648704e-05,0.003041946911253035,0.00017110614120314013,0.009270062825332086,1.8742503016255796e-05,4.992296251455425e-05,2.7175664054711575e-05,0.00020483873110303347
1966-03-01,0.00012609727528630472,4.122282885966065e-05,0.0027780665550380945,0.00016722236866872683,0.007793424204767993,1.4751874270283832e-05,5.071054955705121e-05,3.0003659425158826e-05,0.00020646639313781634
1966-04-01,0.00013083428006657228,4.0609508795245414e-05,0.0027157686417922378,0.00016255847983803526,0.007505431616057953,1.4647657546144426e-05,5.620566601767981e-05,3.132569778746733e-05,0.00019714619459894797
1966-05-01,0.00011624430712521532,6.166772405869502e-05,0.0027939589926972985,0.00015146744066887364,0.006721654305389772,-8.74783078567513e-06,5.651987622614898e-05,4.131875200606562e-05,0.00020190571679753097
1966-06-01,0.00011975754038145651,6.569814212201952e-05,0.0020555702212732285,0.00014764554347196707,0.003778479731408879,2.006450472435972e-06,7.248266532163447e-05,3.206713668548438e-05,0.00018250098037242424
1966-07-01,0.0001166538024744095,6.682727825275417e-05,0.0020181316358502954,0.0001512085947645258,0.0029191105568315834,-1.3595547206553724e-06,7.814001037331764e-05,3.3865725182012884e-05,0.0001866430466179736
1966-08-01,0.00012069237471928783,5.7908532730603624e-05,0.001971166057046503,0.0001550603382365436,0.002331405266886577,5.297924114226286e-06,7.705662028456572e-05,4.386162705988431e-05,0.00018269114055631994
1966-09-01,0.00011788234049311783,6.03471192535234e-05,0.0020698072330560535,0.00015209219299674946,0.0036932336418734244,-3.661054392978258e-06,6.936686784481733e-05,3.405796100008141e-05,0.00019063572835875675
1966-10-01,0.00011646736719721587,5.67422275553789e-05,0.0028796112746931612,0.0001583980427275659,0.007037113149029514,-9.020981739382705e-08,5.259558848693915e-05,3.790865180078605e-05,0.0002027986890122217
1966-11-01,0.00012150839563905813,4.904372795185043e-05,0.0029847363475710154,0.0001643081546086362,0.008592991313586634,7.72093642353866e-06,5.017373041482642e-05,3.823180154070323e-05,0.00019391266808573468
1966-12-01,0.00012703349799563995,3.860435353382885e-05,0.00312892283545807,0.0001568637066045586,0.009752715898988148,1.2361938199016247e-05,4.3203509550140654e-05,3.48354315692318e-05,0.00020317089971892227
1967-01-01,0.00012466368890291422,3.088649248376773e-05,0.003217611520085484,0.00017056847763323815,0.010061571568561098,2.4341755988643854e-05,3.807498766642918e-05,3.786892569945033e-05,0.0002132345040687748
1967-02-01,0.00012504597365552066,2.905047857261784e-05,0.00330341950757429,0.00016579481093593093,0.0104358196646596,2.3308865593207884e-05,4.371131581137888e-05,2.8463110256466438e-05,0.0002129822557132381
1967-03-01,0.00014301329763245066,3.0209100829887254e-05,0.0029046545387245715,0.0001689884514661924,0.008518309914506972,1.5394873760972892e-05,4.9087637105710906e-05,2.583302250121929e-05,0.00020783941181434784
1967-04-01,0.00012748827504431258,3.739944262078853e-05,0.0025880846078507602,0.000166467688526312,0.006978469415723036,1.5649282166426325e-05,5.300048036992343e-05,3.128712580354628e-05,0.00021243455800383043
1967-05-01,0.00011621732668647048,5.530161877809945e-05,0.0024741885135881603,0.00016655890527656492,0.006787466797201584,2.746875793491199e-06,5.586839506577235e-05,4.362415485706277e-05,0.00020713767601894992
1967-06-01,0.00011429526369153921,6.858062372006224e-05,0.002078780235024169,0.0001532938248211784,0.004270796489436179,-5.859161926006588e-06,7.11376388709242e-05,2.8770265434386917e-05,0.00019591490551344276
1967-07-01,0.00011394894295799717,6.398977193847236e-05,0.0019343056192155927,0.00013908039011080198,0.0021893800294492394,1.4090253408483022e-07,8.363683971563457e-05,3.4422492748929255e-05,0.00017700434303454435
