,mgv250_cluster1,mgv250_cluster2,mgv250_cluster3,mgv250_cluster4,mgv250_cluster5,mgv250_cluster6,mgv250_cluster7,mgv250_cluster8,mgv250_cluster9
1965-01-01,0.29935282,-0.3261385,-0.6803877,0.7639826,-0.8837827,0.50907654,-0.51113707,-0.34939224,0.19176826
1965-02-01,-0.32304794,-0.49803844,0.12553982,0.16042022,-0.63108426,-0.94441855,-0.22267494,0.52850354,1.6477654
1965-03-01,0.22164479,-0.77325475,-0.40811482,0.3162779,-0.9423582,-0.67553085,-0.17778675,0.68539155,0.8898169
1965-04-01,0.22709024,-0.6019436,-0.20339513,-0.53718686,0.025166893,0.2345961,-0.32569712,0.3077418,0.6694967
1965-05-01,-0.0025019646,-0.8471362,0.69039536,0.096104816,0.2353321,-0.33128968,0.36808333,0.76221657,0.97635555
1965-06-01,-0.18205471,-0.27948436,0.31671947,-0.5174655,0.35704526,0.3792686,0.21752381,0.14584991,-0.14467259
1965-07-01,-0.0437109,-0.06667004,0.52305806,-0.62711036,-0.063432194,0.050922394,-0.18323226,0.41002807,-0.06505108
1965-08-01,0.32451972,-0.19618353,0.3436524,-0.9510415,0.12406807,0.24813616,-0.14320078,0.21325584,-0.56397253
1965-09-01,0.73955184,-0.4881777,0.5078991,-0.337471,0.21325588,0.045182563,-0.17160544,-0.28654867,-0.0063285353
1965-10-01,0.34865636,-0.7831154,0.5911999,0.5888451,-0.7728132,-0.018544007,0.16292214,-0.12421532,1.1244129
1965-11-01,0.22959216,-0.23812827,-0.5143748,-0.16763175,-0.28169194,-0.20207056,0.3833895,-0.09124818,0.19691944
1965-12-01,0.41105828,-0.9183687,0.28404674,-0.49892148,-0.93117285,-0.13260421,0.32172343,0.048420332,0.11523757
1966-01-01,0.726951,-0.8251799,-0.0039060593,0.16578826,-1.2723451,0.1238348,-0.24448705,0.4231506,0.09982014
1966-02-01,0.29757982,-0.44803318,-0.60991544,0.34821314,-0.6081795,0.4169299,-0.11009149,-0.11341882,0.039928056
1966-03-01,-0.034575365,-0.14524546,-0.006220722,0.26372775,-0.5877814,-0.62582886,-0.34112448,0.18329296,0.74460036
1966-04-01,0.28267905,-0.5964615,0.12123082,0.1890796,-0.15696356,-0.18242493,-0.054973364,0.12846418,0.13671017
1966-05-01,0.12933218,-0.34329444,0.44586325,-0.20745225,-0.25750715,-0.5164607,0.28484905,0.45179462,0.24087039
1966-06-01,-0.23493895,-0.5247068,0.1349742,-0.43530256,-0.5656475,0.3176884,0.08998279,1.0141147,-0.032115985
1966-07-01,0.25417972,0.23638563,0.18256955,-0.69859636,0.49664134,0.011139345,-0.23479433,0.0023147583,-0.57215726
1966-08-01,-0.0603261,0.19399825,0.014032697,-0.6676376,0.2339263,0.2938184,-0.120218135,0.0056419373,-0.76297307
1966-09-01,0.23537306,-0.52615345,0.17056222,-0.26893574,0.24115963,-0.13106818,-0.18618627,0.512844,0.20311227
1966-10-01,0.18806691,-0.45049256,0.16969423,-0.68224895,-0.24636765,-0.00549736,0.39739987,-0.697873,0.10025406
1966-11-01,-0.042532038,-0.9322332,0.5414882,-1.9729668,-0.15725288,0.31768838,0.4283586,-0.5223921,-0.57505095
1966-12-01,0.06900611,-0.8752346,0.21309432,-0.24940567,-0.6724116,-0.973608,0.19790426,-0.067270085,0.0091140745
1967-01-01,0.41765243,-0.87843573,-0.41848516,0.22664475,-0.40016708,-0.34221524,-0.24779382,-0.18867636,0.7820159
1967-02-01,0.26228172,-0.30058318,-0.64729476,0.24696112,-0.39317292,0.25245667,-0.2096589,-0.46361428,0.550875
1967-03-01,-0.18517925,-0.69542134,0.31773558,0.84346485,-0.12206509,0.14854307,-0.27943414,-0.020982455,0.798169
1967-04-01,-0.32223186,-0.3059121,-0.20099945,0.51307315,-0.17402187,0.27127427,-0.20049982,0.052955914,0.22831002
1967-05-01,0.1262283,-0.775355,0.2987514,-0.2839304,0.36403045,-0.019816827,0.07493764,-0.7688602,1.4707762
1967-06-01,-0.29075804,-0.030474639,0.42398053,0.19833498,-0.2144882,0.07127402,-0.1487096,0.055620383,-0.10857632
1967-07-01,0.66694516,0.40199885,0.24895951,-0.0084929345,-0.025645304,0.002331376,-0.26044995,0.4539556,-0.7325571
1967-08-01,0.32556248,0.94221604,-0.032806028,-0.20616178,0.47776914,0.27993375,-0.42531276,0.17468797,-1.1592022
1967-09-01,0.17635326,-0.12339733,0.28343087,-0.06827651,-0.009991693,0.14404681,-0.30741087,0.18934241,-0.16786036
1967-10-01,0.39783564,-1.0219829,0.6298094,-0.23180704,-0.37668648,-0.48792738,0.2719404,-0.30524603,0.37701958
1967-11-01,0.16702768,-0.54804397,-0.40283147,-0.47776914,-0.38534603,-0.10674448,0.4461288,-0.9179028,0.76802766
1967-12-01,0.034138203,-0.3412161,0.23197356,-0.11357222,-1.0729406,-1.4689443,0.022148227,0.44596225,-0.006994152
1968-01-01,0.06780939,-0.6175045,0.15288973,0.36042318,-0.9378651,-0.6350585,-0.3924169,0.61226666,1.0392252
1968-02-01,-0.04898138,-0.48995486,-0.30804443,-0.8536342,-0.24490671,0.3030897,0.0032559396,-0.46489793,-0.25977096
1968-03-01,0.10716438,-0.3180955,-0.44833487,0.24363258,-0.13236287,-0.1647811,-0.36056486,-0.23414774,1.4112569
1968-04-01,-0.060023405,-0.47608155,-0.14170608,0.2393857,-0.23499711,0.6974885,0.06497812,-0.76926166,0.04091215
1968-05-01,0.17157623,-0.9939246,0.12047142,-0.33579108,0.20739202,0.2470301,-0.4060071,-0.5887669,-0.27336112
1968-06-01,-0.18035316,0.09230008,0.03255985,0.23612964,-0.2667076,0.19097054,-0.16053417,0.07814369,0.0033975362
1968-07-01,0.14354649,0.2556656,-0.06228838,0.13533568,-0.11919727,0.03609891,-0.23103333,-0.12698337,-0.49236146
1968-08-01,0.1060318,-0.15232348,0.07970083,-0.27435207,0.071348526,0.07842676,-0.102068044,0.96858454,-0.34386024
1968-09-01,-0.07899304,-0.34145364,0.1792207,-0.2323074,0.5093492,0.24235849,0.023499716,0.22848518,-0.9867047
1968-10-01,0.27336112,-0.72565985,0.6737057,-0.8580226,-0.46334076,-0.94083786,0.32106838,0.20045538,1.082261
