,zgu850_cluster1,zgu850_cluster2,zgu850_cluster3,zgu850_cluster4,zgu850_cluster5,zgu850_cluster6,zgu850_cluster7,zgu850_cluster8,zgu850_cluster9
1965-01-01,0.004888153,0.032588195,-0.17825814,-0.2903618,-0.184124,-0.028025817,0.2069355,0.36107865,-0.6589359
1965-02-01,0.021182632,0.040409468,-0.2457161,-0.1665264,-0.24767151,0.15251312,0.23430976,0.42723274,-0.7188984
1965-03-01,0.44026834,0.03747635,-0.79287374,-0.06191788,-0.2457161,-0.086359024,0.23789445,0.4233223,-0.55823785
1965-04-01,0.2835186,0.04171295,-0.9277897,0.012057495,-0.18575363,0.041387178,0.16587448,0.4200634,-0.48361054
1965-05-01,0.47807083,0.014012909,-0.89846003,0.4914318,-0.17076302,0.14762536,0.06810989,0.2163868,-0.053445052
1965-06-01,0.34576207,-0.014012909,-0.89878577,1.5414276,-0.13752289,-0.48556614,-0.14371452,0.10004616,0.31806183
1965-07-01,0.40637627,-0.052466966,-0.7733208,1.7600952,-0.05442238,-0.73356307,-0.23528786,0.15414277,0.49664575
1965-08-01,0.39366665,0.01401329,-0.95646745,1.5140536,-0.09841652,-0.64590055,-0.20823936,0.09613571,0.4559105
1965-09-01,0.52988607,0.03910599,-0.8567467,1.1024628,-0.14012985,-0.3799799,-0.1371971,0.184124,0.34348106
1965-10-01,0.17695466,-0.019552995,-0.588871,-0.53249323,-0.106889725,0.0205307,-0.012057495,0.26689833,-0.015968323
1965-11-01,0.0016292572,0.027374268,-0.31447715,-0.29916078,-0.20498046,0.1851017,0.016620254,0.2708088,-0.27439386
1965-12-01,-0.1319828,0.009124374,-0.18347207,-0.16326752,-0.285474,0.030632783,0.032262422,0.3483692,-0.5510685
1966-01-01,0.14015427,0.028884124,-0.3728691,-0.25962982,-0.2747284,-0.0062366487,-0.029540634,0.33807677,-0.76346284
1966-02-01,0.013457489,0.023960877,-0.19267121,-0.13949776,-0.22418137,0.027899552,0.0938736,0.37647972,-0.68501586
1966-03-01,-0.04824982,0.061707307,-0.8038353,-0.18709107,-0.18446541,-0.014770508,0.21630326,0.45131645,-0.51893157
1966-04-01,0.18577842,0.057440184,-0.67910767,0.008861924,-0.21925774,0.012144471,0.2195858,0.44639245,-0.3357792
1966-05-01,0.3938759,0.055142593,-0.63020134,0.27604142,-0.08895035,-0.18873215,0.06860008,0.3229782,0.19726638
1966-06-01,0.2977043,-0.077790454,-1.0749527,1.5147812,-0.08172913,-0.6111643,-0.10306396,0.13129196,0.3105057
1966-07-01,0.23796654,-0.0498909,-0.8238571,1.7783495,-0.16214561,-0.66203994,-0.24059257,0.13785629,0.52648085
1966-08-01,0.44409522,0.014770126,-0.86816823,1.5942128,-0.15820694,-0.78906476,-0.23993607,0.07188225,0.45197257
1966-09-01,0.30525398,-0.015755082,-0.6856724,0.9101814,-0.13752861,-0.3006584,-0.13293305,0.20744133,0.2136776
1966-10-01,0.003610611,0.013457489,-0.691909,-0.0029541017,-0.124399185,-0.084683225,-0.027571106,0.3036129,0.20809785
1966-11-01,-0.03413582,-0.013785553,-0.435561,-0.055470657,-0.21597557,0.2202423,0.026586533,0.32264978,-0.07483635
1966-12-01,-0.12013207,0.010503387,-0.35777053,-0.23337135,-0.251424,0.019037247,0.07024155,0.3669613,-0.38731155
1967-01-01,0.04506302,0.02579689,-0.120168306,-0.27560312,-0.2530716,0.14890441,0.13257675,0.3974041,-0.5639416
1967-02-01,0.13845444,0.05583916,-0.21453972,-0.28801194,-0.20343705,-0.12571946,0.2315197,0.39381218,-0.63545495
1967-03-01,0.005878067,0.03820572,-0.6047596,0.049308013,-0.21747819,0.15151635,0.13159713,0.4058941,-0.71088636
1967-04-01,0.27952194,0.03951187,-0.7503983,-0.12506637,-0.13714866,0.081962585,0.07412567,0.44965094,-0.6681091
1967-05-01,0.58092177,0.044083405,-0.8271362,-0.08228912,-0.14106712,-0.09992256,0.037225723,0.30727807,-0.0019592284
1967-06-01,0.12082138,-0.046042632,-0.9055065,1.1729466,-0.13649559,-0.5570841,-0.19690628,0.1874363,0.3680149
1967-07-01,0.29682845,-0.09143219,-1.1304958,1.6963966,-0.083595276,-0.6903141,-0.23021355,0.13323021,0.4382221
1967-08-01,0.28735885,0.036899567,-1.0034702,1.4318959,-0.05159416,-0.5528389,-0.28180772,0.092085645,0.4934082
1967-09-01,0.4630394,0.015347672,-1.0736771,0.9557945,-0.11722908,-0.7115396,-0.14008752,0.22825432,0.30140036
1967-10-01,0.21747819,0.0055511473,-0.4068741,-0.11331062,-0.1632721,0.048002243,0.0029392242,0.31838036,0.06824799
1967-11-01,-0.015021133,-0.003918457,-0.46597862,-0.36344376,-0.2246624,0.08686066,0.032327652,0.31544152,-0.2471939
1967-12-01,-0.12245407,0.04277725,-0.15706787,-0.4137314,-0.28801194,-0.17959937,0.13290367,0.32621726,-0.76672554
1968-01-01,-0.022245025,0.0098461155,-0.23120537,-0.2975769,-0.27861327,0.010940552,0.17030449,0.34170228,-0.9120579
1968-02-01,0.15498734,0.01604576,-0.4106266,-0.12472,-0.24980354,-0.0014587402,0.29137725,0.40005073,-0.6538662
1968-03-01,0.015681457,0.026621629,-0.5459217,-0.09992142,-0.21370086,-0.080228426,0.15498772,0.42703706,-0.47663307
1968-04-01,-0.06381874,0.035009004,-0.35993654,-0.19656067,-0.16629295,0.18379745,0.06892395,0.32602158,-0.025527572
1968-05-01,0.39895707,0.025527572,-0.9306561,-0.25746194,-0.15608177,0.118155286,0.0021881103,0.27022552,0.2104187
1968-06-01,0.3384201,-0.038655855,-0.9025757,1.164779,-0.14696503,-0.46569252,-0.15899925,0.16118737,0.46241075
1968-07-01,0.4007801,-0.059807204,-0.97295874,1.8583946,-0.10612106,-0.57327235,-0.23011132,0.14660034,0.5123714
1968-08-01,0.5324284,0.028809357,-0.84131014,1.3460232,-0.0652771,-0.5043484,-0.17468032,0.10575638,0.4507412
