,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9
1965-01-01,1015.75073,1020.8243,1011.7296,1017.35944,1027.3683,1025.8068,1018.0453,1017.6119,1013.70917
1965-02-01,1012.2704,1016.9768,1010.30444,1014.8031,1022.1831,1021.97406,1011.95654,1015.28937,1011.7296
1965-03-01,1010.85205,1019.40906,1011.8133,1013.6378,1015.1721,1021.07056,1015.868,1015.3644,1012.4254
1965-04-01,1008.55804,1012.0868,1009.86163,1010.937,1005.7729,1019.4271,1013.9578,1011.742,1009.97205
1965-05-01,1003.59674,1012.3454,1009.283,1006.4216,1006.488,1019.8246,1012.5532,1010.0657,1007.7146
1965-06-01,1000.02954,1008.2579,1011.1156,1001.09314,1000.83826,1015.7644,1010.5296,1005.10315,1005.85046
1965-07-01,999.0404,1004.5469,1010.80304,998.1982,999.6593,1014.1507,1010.3293,1002.073,1004.92456
1965-08-01,1002.78125,1008.9966,1010.4465,1002.2014,1001.1111,1016.93524,1012.9414,1007.3525,1006.5524
1965-09-01,1005.99243,1014.42737,1011.24646,1006.80115,1008.63,1019.64966,1015.2825,1010.6747,1008.97235
1965-10-01,1009.6347,1016.4596,1010.56805,1012.33307,1015.3309,1023.24536,1024.2104,1015.0543,1010.6207
1965-11-01,1013.99005,1019.1399,1011.2248,1016.43604,1023.3161,1027.3236,1028.3574,1018.32007,1012.24
1965-12-01,1014.3566,1019.3303,1010.1029,1017.64905,1032.2867,1028.6843,1022.51306,1018.7821,1011.74945
1966-01-01,1015.8807,1019.5941,1012.2518,1018.7003,1027.862,1029.0331,1024.4779,1019.46576,1013.9292
1966-02-01,1012.8289,1017.31146,1011.0263,1015.6147,1020.94727,1023.10596,1016.47845,1015.71484,1012.3463
1966-03-01,1010.26337,1015.4558,1010.3091,1012.99664,1011.0344,1018.2046,1012.97284,1013.7796,1010.9406
1966-04-01,1007.022,1013.7458,1009.4228,1010.187,1008.4946,1017.89044,1014.2697,1012.2606,1009.5893
1966-05-01,1003.8518,1013.8272,1010.5044,1007.1997,1008.42456,1020.5856,1012.608,1011.1171,1008.37695
1966-06-01,999.88495,1007.1978,1009.8847,1000.19354,1000.4764,1017.2815,1012.59106,1003.9776,1004.9239
1966-07-01,998.43414,1004.7293,1008.6342,997.70056,999.44055,1013.7033,1007.9207,1001.9729,1003.31665
1966-08-01,1001.42523,1006.1262,1009.615,999.87115,1000.83,1013.886,1009.7689,1004.1272,1005.9235
1966-09-01,1006.2571,1013.27576,1010.2684,1006.29083,1010.17456,1020.0441,1015.11084,1009.92163,1008.1379
1966-10-01,1009.93787,1019.3807,1010.09564,1012.15045,1018.0056,1023.7656,1023.618,1015.343,1009.8992
1966-11-01,1011.661,1026.7236,1009.77014,1017.8022,1027.5598,1030.8888,1020.8947,1022.1527,1010.1526
1966-12-01,1013.6312,1019.18976,1009.81775,1016.6674,1027.8452,1025.3785,1017.8485,1017.62756,1011.6598
1967-01-01,1016.6457,1021.36053,1011.3859,1019.26794,1038.602,1029.7607,1020.76196,1019.6141,1013.49084
1967-02-01,1012.7406,1019.9442,1010.7278,1014.8491,1024.7034,1021.70306,1015.3215,1015.0559,1012.1108
1967-03-01,1009.7272,1013.95233,1010.0066,1010.73724,1014.12213,1019.54584,1015.2976,1011.4723,1010.431
1967-04-01,1008.3544,1013.0003,1009.52844,1010.9143,1007.87555,1018.6266,1016.354,1011.9707,1009.5357
1967-05-01,1003.0634,1012.73047,1008.30945,1006.5955,1004.5705,1017.66156,1012.14343,1010.6378,1006.7581
1967-06-01,999.6937,1008.3022,1008.1462,1000.2924,1001.36774,1015.2134,1010.4426,1004.7903,1003.5771
1967-07-01,997.5692,1004.5168,1008.28186,996.1319,998.59814,1011.3315,1008.8471,999.53925,1002.623
1967-08-01,1000.2148,1006.00354,1009.7889,998.3035,1001.8335,1012.03094,1008.6577,1002.94226,1004.75836
1967-09-01,1004.8426,1011.5274,1010.55,1004.46014,1007.53375,1016.5528,1013.1287,1007.5527,1007.8661
1967-10-01,1010.4405,1019.50305,1010.85406,1012.9967,1017.9656,1023.7746,1020.46155,1017.0231,1010.7619
