,vws_v500-250_cluster1,vws_v500-250_cluster2,vws_v500-250_cluster3,vws_v500-250_cluster4,vws_v500-250_cluster5,vws_v500-250_cluster6,vws_v500-250_cluster7,vws_v500-250_cluster8,vws_v500-250_cluster9
1965-01-01,6.118042469024658,2.231900691986084,0.15306150913238525,-4.165773391723633,-7.2159647941589355,9.144685745239258,3.198101282119751,3.6639084815979004,-5.130502223968506
1965-02-01,3.4872992038726807,-7.2328901290893555,5.182013511657715,-2.3628859519958496,1.4827827215194702,3.453449010848999,-3.306274652481079,5.843563079833984,1.002258062362671
1965-03-01,6.43814754486084,-4.320306777954102,0.7115886211395264,-1.1648859977722168,-1.4496686458587646,9.561189651489258,-1.381232500076294,2.036159038543701,0.3870689868927002
1965-04-01,0.04562413692474365,1.0942420959472656,4.072317600250244,0.668907880783081,-3.5969438552856445,1.6137681007385254,-0.36572861671447754,-0.8212336301803589,-3.7301371097564697
1965-05-01,-2.5924782752990723,-0.8168182373046875,-3.227536201477051,0.4665430784225464,3.9744467735290527,3.315840721130371,1.392270565032959,4.4799909591674805,3.465959072113037
1965-06-01,-8.981322288513184,5.699332237243652,-4.432159423828125,-0.5592629909515381,5.99956750869751,3.245197296142578,1.3216267824172974,0.6291708946228027,4.046562194824219
1965-07-01,-8.673727035522461,6.825952529907227,-4.021542549133301,1.9544769525527954,2.4659082889556885,-4.176811218261719,-2.5210988521575928,-0.280367374420166,-1.1670935153961182
1965-08-01,-6.366767406463623,4.76698112487793,-2.437209367752075,4.717678070068359,2.971452474594116,-4.281305313110352,0.35248279571533203,-0.3149533271789551,-2.1215200424194336
1965-09-01,-6.655965805053711,4.432894706726074,-0.19794970750808716,4.049505710601807,3.943540096282959,-0.04415237903594971,0.002207517623901367,2.306959629058838,2.9846982955932617
1965-10-01,-2.2782609462738037,-4.655128479003906,0.7049655914306641,-4.2982306480407715,1.9382877349853516,4.453499794006348,3.46743106842041,6.523508548736572,5.499174118041992
1965-11-01,1.074373722076416,1.2848331928253174,2.880204677581787,-5.355679512023926,-0.6946635246276855,3.306274652481079,1.2723233699798584,5.132709980010986,-5.10768985748291
1965-12-01,3.0531344413757324,0.6372654438018799,0.9249916076660156,-2.831636905670166,0.5026008486747742,5.97454833984375,-1.7609426975250244,7.169604301452637,-1.4445173740386963
1966-01-01,4.551942825317383,1.2094147205352783,-0.971437931060791,-6.675652503967285,-5.52627420425415,9.69485092163086,1.0821081399917603,6.100602149963379,-1.9435992240905762
1966-02-01,4.970029830932617,-3.5103416442871094,0.5981974601745605,-2.4123198986053467,0.45063722133636475,6.836956024169922,1.262941598892212,-0.7602245807647705,-6.2742018699646
1966-03-01,2.9895408153533936,-2.2936930656433105,4.167852401733398,-0.9215278625488281,-2.0224428176879883,4.283586025238037,0.0911400318145752,1.5009186267852783,-5.652857780456543
