,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9
1965-01-01,24.02481,27.752075,11.975891,20.93573,25.531189,27.73758,17.7883,8.561493,25.852509
1965-02-01,24.289764,27.838379,9.825836,20.784058,25.877472,28.495514,16.336792,7.59848,26.246704
1965-03-01,25.126038,28.346832,10.958984,22.18863,26.490173,28.826813,18.157013,8.99408,27.48413
1965-04-01,26.49469,29.424591,12.992767,23.666565,28.455597,29.709503,21.268036,10.265442,28.711578
1965-05-01,28.223083,29.942993,18.714355,27.31897,29.746399,28.92212,25.95929,16.221039,29.112732
1965-06-01,28.861755,29.349243,23.874634,30.362122,27.649261,28.518951,29.5094,21.831879,29.24295
1965-07-01,28.558868,28.242554,26.921295,31.908417,26.035645,28.137268,30.687958,25.446869,28.755463
1965-08-01,27.184235,27.772522,26.451263,32.96472,25.350555,27.968597,32.621918,25.071136,28.447113
1965-09-01,27.185242,28.166687,25.061646,33.125885,26.018677,28.650208,32.020172,23.389648,29.028412
1965-10-01,28.488037,29.423584,22.746979,31.687378,28.559387,28.736023,30.272308,20.207764,29.31781
1965-11-01,27.849854,29.323792,18.470856,28.29245,28.322876,28.903656,25.41043,15.148773,28.4516
1965-12-01,25.875458,28.499512,14.962677,24.83963,26.79953,28.543427,20.693237,12.046722,27.04953
1966-01-01,24.580444,28.280457,13.225769,22.488647,26.203278,28.456451,17.888977,10.366425,26.608704
1966-02-01,24.328796,28.524017,11.432526,22.072083,26.248657,29.113037,17.501678,9.036621,26.635437
1966-03-01,24.757446,28.666748,13.265106,23.090271,26.887604,29.273895,20.1568,11.4809265,28.107971
1966-04-01,26.73227,29.476624,14.643341,24.93042,28.889648,29.640533,22.249115,12.136505,28.838715
1966-05-01,28.091858,29.796844,20.0625,28.093872,29.660187,29.138763,26.663177,17.265686,29.783234
1966-06-01,28.675323,29.440826,24.670715,31.089355,28.09436,28.781708,28.882568,21.713531,29.574982
1966-07-01,28.792297,28.36618,27.849792,32.70816,26.220917,28.90274,30.50238,25.427673,28.396423
1966-08-01,27.488708,28.013184,28.336426,33.723297,25.204773,28.802399,32.91086,26.570892,28.818024
1966-09-01,28.072693,28.353058,26.478119,33.12268,26.431213,28.687927,32.110565,24.477081,29.128174
1966-10-01,28.704071,29.011688,23.496216,31.148376,27.733307,28.372742,28.962769,21.514343,29.427704
1966-11-01,26.732788,28.489746,21.200684,27.94107,27.402985,28.312714,25.539612,18.600037,28.389893
1966-12-01,25.008606,28.020233,16.978241,24.396881,25.790741,28.568909,21.223358,13.614075,27.305145
1967-01-01,23.852722,27.58487,13.420044,21.744263,25.444336,27.768677,17.45819,10.177704,26.156525
1967-02-01,23.679443,28.040619,10.685028,21.21939,25.617645,28.045624,16.411957,8.267059,26.013275
1967-03-01,25.532501,28.67517,11.181854,21.986664,27.210266,28.783844,18.176392,9.189087,27.09607
1967-04-01,26.246674,29.661804,13.9313965,23.997955,28.575012,29.58368,20.598358,11.481842,29.025238
1967-05-01,28.255463,30.077972,19.454987,27.285889,29.82306,29.248627,25.002625,16.9068,29.76648
1967-06-01,29.22757,29.271637,24.819305,29.987335,28.42978,28.872986,28.497375,22.338226,29.651276
1967-07-01,29.135925,28.141785,26.817596,32.251556,25.671234,28.859985,30.886322,25.06073,28.973175
1967-08-01,27.808746,27.412079,27.43161,33.366882,24.527344,28.381683,32.79596,25.856537,28.241943
1967-09-01,27.919922,27.896881,25.963196,33.012817,25.402283,28.64862,32.043213,24.151733,28.783356
1967-10-01,28.291534,28.562988,22.324707,31.451752,27.503235,28.217407,29.399872,19.64679,29.068817
1967-11-01,26.987396,28.692688,19.55014,28.774323,27.265839,28.201385,25.791931,16.37793,28.157318
1967-12-01,25.628143,28.453308,16.20514,24.514832,26.022797,28.384186,20.486694,12.262634,27.338959
1968-01-01,24.041077,28.03061,13.276367,21.48938,25.424011,27.997955,17.137787,9.636017,26.262878
1968-02-01,23.403534,27.661133,11.847931,20.102478,25.474945,28.450531,16.448303,9.225006,26.367218
1968-03-01,24.458527,28.177002,11.614471,21.985962,26.488892,28.578644,18.187866,9.416412,28.04544
1968-04-01,26.476532,29.341827,13.691345,24.245361,28.579132,29.499115,22.273834,10.884918,29.330444
1968-05-01,28.240326,29.692505,20.78061,28.047913,29.692505,28.967896,26.220825,18.29715,30.095123
1968-06-01,29.117767,29.056427,24.016357,30.309265,28.446075,28.450043,28.161682,21.279175,29.905182
1968-07-01,29.164246,27.814972,25.924072,31.979095,26.414215,28.236847,30.057037,23.76706,29.248352
1968-08-01,27.16159,27.482574,27.54242,32.57065,25.486816,28.12854,31.562134,25.89389,28.470306
1968-09-01,27.490479,27.74176,25.87857,32.49646,25.496704,28.118652,31.42215,24.155823,29.235962
1968-10-01,28.156738,28.505432,22.82779,31.434021,27.301544,28.287811,28.75473,20.032745,29.137543
1968-11-01,27.111633,28.798737,19.372437,28.606842,27.307983,28.310547,24.849762,15.827087,27.889648
1968-12-01,26.236664,28.361511,15.558014,25.405212,26.74411,28.325409,22.270874,12.213928,26.913269
1969-01-01,24.400085,27.865234,13.979462,22.875153,26.208038,28.528229,18.926483,10.678375,26.090607
1969-02-01,23.646332,28.023163,11.589539,21.224121,25.832703,28.888184,17.540497,9.601074,26.697723
1969-03-01,25.596832,29.0943,10.829651,23.385345,27.08075,29.300446,19.370514,9.062195,27.906769
1969-04-01,28.428253,30.090057,11.832581,25.131256,30.005463,29.78189,21.144104,9.455475,29.21225
1969-05-01,29.414764,30.636658,18.90802,28.531311,30.90738,29.480408,25.156372,16.496033,30.302856
1969-06-01,29.347107,29.46811,23.816559,31.006866,28.406189,28.843048,28.302094,21.497406,30.15622
1969-07-01,28.48056,28.257507,25.299957,32.501007,26.16394,29.178406,30.276184,23.4151,28.723602
1969-08-01,26.850525,27.70987,26.194702,33.466003,24.87796,28.918945,32.088257,24.263702,28.462097
1969-09-01,27.248932,27.797058,24.59082,32.560486,26.052673,28.682556,31.573975,22.704926,29.44809
1969-10-01,27.999573,28.63028,20.638031,31.562164,27.94165,28.914337,29.352234,18.240417,29.449646
1969-11-01,28.092896,29.009705,17.81842,28.616425,27.744232,28.843048,24.500061,14.232758,28.539001
