,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7,sst_cluster8,sst_cluster9
1965-01-01,161.29759470621747,61.93764426491477,612.1162414550781,534.9063396453857,82.67097473144531,48.327222363702184,963.6782646179199,480.25360107421875,143.09107462565106
1965-02-01,162.43559519449872,62.723857706243344,508.8683605194092,524.7150421142578,84.32921132733745,48.920286112818225,889.2221450805664,419.927978515625,146.43786748250326
1965-03-01,168.14333597819012,64.00419582020153,564.6896362304688,552.0468711853027,86.27294109713647,49.3671910516147,955.3146362304688,470.8229064941406,151.68032116360135
1965-04-01,177.87331899007162,66.66207747025923,671.6178894042969,587.4098300933838,91.93694206976122,50.81268507858803,1070.8375930786133,526.5945911407471,158.9151488410102
1965-05-01,189.4200897216797,67.15921488675204,946.4080810546875,677.3990154266357,93.73245854531565,50.38758968484813,1291.5138244628906,801.3595581054688,163.59290017022028
1965-06-01,192.84259796142578,65.18359184265137,1188.7290954589844,752.8233528137207,87.65867294803742,49.42576967436692,1464.6516799926758,1046.624755859375,164.01454077826605
1965-07-01,189.38112894694012,63.60430717468262,1330.3474426269531,795.7842350006104,83.35906613257623,48.94534472761483,1526.1421203613281,1227.8854370117188,159.9728160434299
1965-08-01,180.88123321533203,63.043030825528234,1315.4281616210938,818.5335159301758,81.8467294016192,48.698602873703535,1612.2997283935547,1241.5443420410156,157.84990522596573
1965-09-01,182.75989532470703,64.17361172762784,1272.1428871154785,823.6141204833984,84.60131614438949,49.278594707620556,1604.4296264648438,1175.7316589355469,162.50777774386935
1965-10-01,190.3927739461263,65.96186377785422,1159.9021911621094,790.8627033233643,90.12672670425907,49.50893336328967,1532.5380325317383,1015.6646728515625,162.13987138536243
1965-11-01,185.7113265991211,65.91331308538264,943.3517456054688,709.4832897186279,91.12820779123614,49.59998952931372,1327.5413513183594,782.1998596191406,157.14394251505536
1965-12-01,173.0840810139974,64.15619850158691,765.5601501464844,624.0939140319824,87.23927159463206,49.146773897368334,1113.722038269043,651.7959594726562,149.69711303710938
1966-01-01,164.86296335856122,63.534142754294656,683.7295532226562,571.7808723449707,85.45101534935736,49.21248863483298,980.2484512329102,571.2974548339844,147.28239907158746
1966-02-01,164.20884450276694,64.21432495117188,587.6373291015625,560.2381706237793,86.43210626417591,49.98902616829708,958.9055061340332,482.3783874511719,147.80218336317276
1966-03-01,167.48029073079428,65.3689514506947,671.2738037109375,582.4251651763916,88.29927752094883,50.71403240335399,1058.8600158691406,582.8460693359375,153.98598776923285
1966-04-01,179.93311564127606,67.65141053633256,749.2378234863281,619.9273109436035,93.68433798513105,51.49449315564386,1149.0202903747559,613.9610290527344,160.5652173360189
1966-05-01,189.4850794474284,67.46153397993608,1004.6882629394531,700.3885746002197,93.92687274563697,50.93195356171707,1349.4132995605469,843.4776306152344,165.39784537421332
1966-06-01,193.21515401204428,66.142784465443,1232.7545166015625,770.1287269592285,89.20047513900265,50.203083301412654,1471.3037490844727,1064.6354675292969,166.57550599839954
1966-07-01,191.48540496826172,64.43049690940164,1394.708251953125,809.2733383178711,84.68562710669732,50.08040461046943,1542.3547744750977,1269.2649841308594,160.55544747246637
1966-08-01,183.54080200195312,63.40076273137873,1435.3034973144531,838.9655113220215,82.12777414629537,49.25529216897899,1659.896469116211,1323.590087890625,160.24138132731122
1966-09-01,186.72331492106122,64.13619301535867,1344.216251373291,824.7858047485352,84.84759792204827,49.13947335604964,1627.5993347167969,1222.1138000488281,162.1187104119195
1966-10-01,192.10356394449872,65.17927863381125,1194.0872192382812,778.1431674957275,89.00831899335307,49.20827931371229,1490.5591011047363,1068.934726715088,161.2420399983724
1966-11-01,179.34693654378256,64.71460515802556,1068.0397033691406,701.8965721130371,89.10171754898563,48.95919273639548,1343.9740180969238,945.0675964355469,156.11391067504883
1966-12-01,167.59648640950522,63.608091527765446,857.232666015625,614.4795417785645,85.16009546095326,48.7068011842925,1139.3888473510742,743.0344104766846,149.4084570142958
