,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8,msl_cluster9
1965-01-01,2031.9588623046875,3295.4735540574598,1714.3363823324948,2074.9950175382655,7332.694789341517,8542.039998372396,3774.2951569733796,4241.56494140625,1536.6306189334753
1965-02-01,2024.3760986328125,3282.8050182711695,1711.5487308825477,2072.133963448661,7298.498535156249,8513.555399576824,3751.674171730324,4229.934183756511,1532.9222708037405
1965-03-01,2021.7344970703125,3287.689012096774,1714.2572952529133,2069.4639867665815,7254.870605468749,8514.959716796875,3762.643093532986,4229.536946614584,1533.3044803503788
1965-04-01,2015.6820068359375,3267.892554498488,1711.6938704151219,2063.7182118941328,7191.931152343749,8494.227600097656,3753.2337330005785,4214.079030354818,1529.5052268288352
1965-05-01,2005.6729736328125,3266.2546465473793,1710.6881869041315,2054.598563058036,7192.265101841517,8494.660949707031,3753.0987774884256,4207.171630859375,1525.259306936553
1965-06-01,1997.364501953125,3254.3955156880043,1714.0978797007417,2044.773646763393,7155.1888602120525,8463.33719889323,3742.567726417824,4190.546417236328,1523.6229174064867
1965-07-01,1998.3359375,3244.482618762601,1713.6898234739142,2038.1233059630104,7145.496041434151,8442.333984375,3740.5203360098376,4183.705139160156,1523.197335907907
1965-08-01,2005.198486328125,3255.4252378402216,1712.950367038533,2044.1084881218112,7159.527587890624,8461.245218912762,3749.3091724537035,4197.411092122396,1525.1273415305398
1965-09-01,2010.264404296875,3272.22900390625,1714.1342938956568,2053.859414859694,7210.731288364955,8490.970357259115,3759.996880425347,4211.325327555339,1527.452041163589
1965-10-01,2019.3292236328125,3281.6989037298385,1713.798910884534,2064.9887396364797,7256.7757742745525,8525.135294596355,3784.1116446035876,4228.014119466146,1531.5403793797348
1965-11-01,2028.36328125,3287.9774524319555,1714.0102580442267,2074.4932836415815,7307.77369907924,8549.3896484375,3798.038284866898,4242.37543741862,1534.7817160866477
1965-12-01,2029.0963134765625,3289.762238533266,1712.7358646716102,2077.706846898916,7368.089948381696,8543.382771809896,3786.7415816695598,4243.092091878256,1534.1654459635415
1966-01-01,2032.496337890625,3290.236343876008,1715.340462377516,2078.2621422592474,7334.027099609374,8557.622273763021,3790.1093659577546,4245.278167724609,1536.91230542732
