,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7,w_cluster8,w_cluster9
1965-01-01,0.037401736,-0.029050589,0.33315384,0.026632786,0.32322538,0.050482094,-0.12087554,0.36661637,-0.032570183
1965-02-01,0.025372028,-0.050115645,0.39067578,-0.0039405227,0.5114456,0.048170686,-0.22163087,0.18659106,-0.0050436854
1965-03-01,0.03046757,-0.07858771,0.088147104,0.010085404,0.4097447,0.02573973,-0.10075599,0.1061129,0.002100587
1965-04-01,0.026265085,-0.12050784,0.014497995,-0.05468589,0.1615336,0.021011949,-0.07049787,0.066976964,-0.010296822
1965-05-01,0.019120812,-0.067293465,-0.08757061,-0.07081306,-0.048382163,-0.045335293,-0.09303385,-0.14992547,0.023165703
1965-06-01,0.0016278028,-0.03981948,-0.114729345,-0.050115645,-0.16479182,-0.07275671,-0.056524515,-0.19410437,0.050902307
1965-07-01,-0.007250011,-0.03687775,-0.06739855,-0.013553798,-0.09340161,-0.040449858,-0.0476467,-0.36976963,0.034775138
1965-08-01,0.0016278028,-0.1437267,-0.08231747,-0.15365517,-0.13311535,-0.07060295,-0.06808144,-0.36215252,0.060988367
1965-09-01,0.013289809,-0.13721281,-0.047121406,-0.0880959,-0.11646289,-0.0023120642,-0.04990554,-0.21196508,0.046752334
1965-10-01,0.02374357,-0.22415239,0.08016235,-0.11698824,-0.014236689,0.010558188,-0.024270177,-0.0721789,0.0061980486
1965-11-01,0.0291543,-0.11646289,0.23297635,-0.12439513,0.1557551,0.020276487,-0.035669506,0.057258606,-0.07049787
1965-12-01,0.02274543,-0.09770918,0.34029812,-0.07927066,0.4428395,0.018595457,-0.18675,-0.0132911205,-0.06771374
1966-01-01,0.031946182,-0.10656142,0.3314836,-0.004800737,0.37616345,0.041885138,-0.21019137,0.12832701,-0.10533047
1966-02-01,0.032128513,-0.08371997,0.2567132,0.026429534,0.38560092,0.05866289,-0.29471833,0.1337524,-0.041593254
1966-03-01,0.03144467,-0.049890935,0.2628225,0.0021747947,0.4671189,0.029119492,-0.26266736,0.2233401,-0.014694154
1966-04-01,0.034681678,-0.099129975,0.13698941,-0.05545312,0.25055835,0.00851202,-0.18835294,-0.00060629845,-0.011229157
1966-05-01,0.0094694495,-0.021624088,0.019180477,-0.07806659,-0.03676051,0.003496945,-0.10683495,-0.06019467,0.038146615
1966-06-01,-0.00625968,-0.08841592,-0.100999236,-0.018250287,-0.107473254,-0.06343168,-0.055225194,-0.19514608,0.04256904
1966-07-01,-0.0025211573,-0.08139479,-0.10970724,-0.03904009,-0.1142208,-0.09616649,-0.0933398,-0.46678138,0.03823781
1966-08-01,0.0069162846,-0.13624161,-0.12160671,-0.05226171,-0.09840053,-0.049936533,-0.036258996,-0.5780251,0.046809018
1966-09-01,0.017311215,-0.13710785,-0.03124392,-0.095528245,-0.091425,-0.15192515,-0.032474935,-0.23558593,0.018131852
1966-10-01,0.023830831,-0.14873374,0.111047745,-0.08431268,0.14651808,-0.061197698,-0.0758782,-0.083993554,0.002493918
1966-11-01,0.028982699,-0.09302068,0.23847654,-0.03749001,0.3134293,-0.018204689,-0.15210754,-0.18566298,-0.030560076
1966-12-01,0.034590483,-0.05034685,0.48161703,-0.034754515,0.5483633,0.02838999,-0.20567775,0.15609235,-0.10751885
1967-01-01,0.02292931,-0.08075714,0.34126025,0.022196949,0.48041564,0.037106454,-0.18836713,0.030253291,-0.0130627155
1967-02-01,0.030671835,-0.039376736,0.3462301,-0.022008419,0.43254828,0.046836853,-0.22645175,0.2843426,-0.031215668
1967-03-01,0.034647703,-0.06558597,0.20184332,0.00012040138,0.32342118,0.04762155,-0.15138102,-0.0619241,0.006398082
1967-04-01,0.016494691,-0.08509922,0.13461983,-0.0123826265,0.24866444,0.017436385,-0.1266365,0.01612848,0.013094306
1967-05-01,0.023138583,-0.087453246,-0.024937987,-0.08870888,-0.013952017,-0.034825325,-0.20610154,-0.12313151,0.013146639
1967-06-01,-0.014056683,-0.054652333,-0.07672894,-0.055437088,-0.0973407,-0.03268051,-0.07589185,-0.28237545,0.03286898
1967-07-01,-0.0025999546,-0.05548942,-0.079606175,-0.05334449,-0.033412933,-0.05460012,-0.04010904,-0.38632345,0.026329756
1967-08-01,-0.002809167,-0.083111286,-0.07992005,-0.06736469,-0.07835066,-0.070189714,-0.060406923,-0.1911397,0.053114533
1967-09-01,0.017593324,-0.17021406,-0.04486966,-0.032366633,-0.073171616,-0.010237813,-0.04638672,-0.22394061,0.029102385
1967-10-01,0.013146639,-0.16215777,0.085183024,-0.11465657,0.101034164,-0.059569955,-0.10424614,-0.1078558,0.008124471
1967-11-01,0.018430352,-0.19014573,0.3261938,-0.06882954,0.41680175,0.021987677,-0.04293406,-0.005110979,-0.029541612
1967-12-01,0.035746276,-0.063912034,0.3804958,-0.02096212,0.35679752,0.039722145,-0.08321583,0.26618963,-0.052245975
1968-01-01,0.03328362,-0.10367054,0.38913375,0.007767439,0.47706413,0.049426496,-0.21004987,0.14144838,-0.05985415
1968-02-01,0.028076231,-0.036234915,0.27910924,0.028559774,0.5182024,0.04414472,-0.25018394,0.2179225,-0.051522315
1968-03-01,0.035366565,-0.08853191,0.115337074,-0.037797153,0.30615044,0.039458096,-0.1995607,-0.03188303,-0.0044699013
1968-04-01,0.022906065,-0.08205986,0.11027849,-0.0051394105,0.0999009,-0.01838106,-0.13022816,0.058948576,-0.017525554
1968-05-01,0.022087753,-0.033854395,-0.03154829,-0.043041706,0.00043991208,-0.035565406,-0.071235955,-0.13584471,0.06635049
1968-06-01,0.013012022,-0.10088086,-0.103521764,-0.04772836,-0.12792206,-0.032701343,-0.032961726,-0.2645042,0.0358873
1968-07-01,-0.0061808825,-0.07391405,-0.11895788,-0.024406731,-0.086411774,-0.049253404,-0.05022049,-0.4533834,0.03168422
1968-08-01,0.013495564,-0.043934405,-0.086077034,-0.0054369867,-0.073058546,-0.037127614,-0.028684229,-0.2666244,0.0662761
1968-09-01,0.009738803,-0.086523354,-0.093776464,-0.019348145,-0.072723806,-0.046984434,-0.12918669,-0.25375468,0.03101468
1968-10-01,0.020413935,-0.123793304,0.0899325,-0.041888654,0.047566712,-0.024815887,-0.09645456,-0.18062818,-0.0077803135
1968-11-01,0.027815878,-0.096491754,0.19047216,-0.0072595775,0.29417342,0.025137782,-0.105902255,0.025584131,-0.052749753
1968-12-01,0.032874465,-0.055948615,0.4821971,0.011003464,0.5015016,0.042508125,-0.22306836,0.23480928,-0.040884376
1969-01-01,0.03873557,-0.07478094,0.5187745,-0.010307193,0.63886064,0.052791476,-0.26392418,0.20883214,-0.11149937
1969-02-01,0.025036216,-0.114402235,0.49529713,0.010776639,0.6632038,0.048615456,-0.3322175,0.27177805,-0.009696066
1969-03-01,0.02605474,-0.08741087,0.13962221,0.0068552494,0.38132226,0.057374895,-0.09739256,0.13610822,-0.055734217
1969-04-01,0.03140211,-0.11032802,0.04112917,-0.013973951,0.2811486,0.016684175,-0.14022225,-0.04213667,0.024526954
1969-05-01,0.015105426,-0.12397653,-0.06245655,-0.12642103,0.008739531,-0.08471173,-0.0788551,-0.13976389,0.035170674
1969-06-01,0.010929406,-0.1149115,-0.08354038,-0.046669185,-0.08511913,-0.009441435,-0.07391518,-0.25638705,0.037666142
1969-07-01,0.0048181415,-0.078091204,-0.08746177,0.012508154,-0.11516613,-0.057058275,-0.033988297,-0.3418427,0.04153657
1969-08-01,0.017906427,-0.10243434,-0.09041554,-0.0152980685,-0.08282739,-0.039895892,-0.028640985,-0.23397905,0.04316628
1969-09-01,0.013272047,-0.08517009,-0.03633094,0.015818417,-0.09418416,-0.014381409,-0.08084124,-0.21742779,0.040263414
1969-10-01,0.028906643,-0.113485515,0.07606518,-0.04977572,0.016989708,-0.05899352,-0.047382176,-0.0007328987,-0.014890671
1969-11-01,0.024374127,-0.1173051,0.17170626,-0.019626856,0.2821672,0.02167499,-0.11358744,0.1499604,-0.05812776
1969-12-01,0.047902465,-0.061692655,0.27075952,-0.054002702,0.37337762,0.04224956,-0.1205135,0.21336466,-0.08939701
1970-01-01,0.039620757,-0.029668987,0.3527044,-0.021675766,0.44404292,0.036207914,-0.16681147,0.22827026,-0.011122882
1970-02-01,0.031403005,-0.023157656,0.23285067,-0.014401019,0.56533366,0.024083316,-0.17435569,0.07559037,-0.059261978
1970-03-01,0.036028266,-0.07399106,0.28152862,-0.012649655,0.59268135,0.038363397,-0.26151794,0.100198746,-0.023696542
1970-04-01,0.025026321,-0.08387035,0.09229535,-0.02827692,0.24883714,0.024487495,0.025026321,0.02354443,-0.027468622
1970-05-01,0.021388948,-0.037752032,0.0041002035,-0.09886891,0.11807126,-0.14709783,-0.06438124,-0.1760621,0.005222857
1970-06-01,0.005627036,-0.08472359,-0.036494672,-0.027693152,-0.07003939,-0.024639547,-0.08714849,-0.32384723,0.021254241
1970-07-01,0.017841399,-0.09514177,-0.08764243,-0.04403889,-0.1079399,-0.073901296,-0.07920015,-0.39897484,0.03845322
1970-08-01,0.0034266114,-0.12266904,-0.06370765,-0.043275476,-0.0732277,-0.032093883,-0.013233423,-0.2590481,0.018604815
1970-09-01,0.013485551,-0.11364293,-0.017634213,-0.04278153,-0.10695195,-0.0012435913,-0.079334855,-0.22640157,0.03629774
1970-10-01,0.023993492,-0.14530158,0.08394283,-0.024819136,0.052598536,-0.017005563,-0.09765649,-0.0903368,0.0031571984
1970-11-01,0.027181804,-0.10928708,0.084032655,-0.021406293,0.24255034,0.026867509,-0.058408737,0.0727613,-0.048529446
1970-12-01,0.018021047,-0.04439813,0.2835494,-0.021002173,0.4132375,0.04954493,-0.22720987,0.34367833,-0.1053803
1971-01-01,0.036835372,-0.054959476,0.3183489,-0.02066505,0.41079876,0.044789076,-0.1206007,0.016670465,-0.02618587
1971-02-01,0.038051844,-0.046350777,0.3150271,0.016857624,0.43662483,0.051760256,-0.20177507,0.19511363,-0.07259792
1971-03-01,0.03290534,-0.055240154,0.16250354,1.4483929e-05,0.30613768,0.04591191,-0.10960591,0.044929445,-0.060620606
1971-04-01,0.02588737,-0.09954685,0.0008099079,0.017138302,0.17761555,0.057702124,-0.12551332,-0.10764092,0.030940294
1971-05-01,0.0019327402,-0.027261913,-0.025998712,-0.025250137,-0.13360733,-0.01210314,-0.03750813,-0.1861952,0.06490719
1971-06-01,0.01592189,-0.04457289,-0.08920705,-0.036665976,-0.08382666,-0.01645428,-0.030958056,-0.28645837,0.040905774
1971-07-01,0.011102855,-0.07947552,-0.06703037,-0.04747367,-0.10548872,-0.00938952,-0.030770898,-0.21740168,0.031969607
1971-08-01,0.0120385885,-0.15358514,-0.11348921,-0.033578098,-0.06263244,-0.028899431,-0.039566755,-0.24350852,0.039548993
1971-09-01,0.010822177,-0.13884741,-0.036338508,-0.022162199,-0.031145215,-0.039753914,-0.08686775,-0.19667536,0.0315485
1971-10-01,0.023594856,-0.07587296,0.02738452,-0.018512905,0.05260241,-0.0037283897,-0.118495345,-0.16373777,0.012132168
1971-11-01,0.01877582,-0.027121603,0.21672893,0.022331595,0.24353752,0.033700705,-0.07390791,0.113565,-0.056784153
1971-12-01,0.03856647,-0.06328744,0.2646382,-0.055286944,0.27577332,0.048906267,-0.08527702,0.40434223,-0.09786254
1972-01-01,0.02927959,-0.010895431,0.4248135,0.020032167,0.5228878,0.05676508,-0.27018362,0.35828325,-0.029595852
1972-02-01,0.037088573,-0.056824446,0.451888,0.029382348,0.6040599,0.02789247,-0.3208391,0.16896743,-0.036634147
1972-03-01,0.025375128,-0.041360617,0.21576983,0.02183026,0.35016605,0.059282422,-0.14724392,0.11959636,-0.0034461021
1972-04-01,0.020854115,-0.08395028,0.051113844,0.008883834,0.11430472,0.057227433,-0.11164123,-0.08451539,0.0055444837
1972-05-01,0.03462255,-0.042747736,-0.015056789,-0.034116805,0.005595863,-0.036685526,-0.030315101,-0.062424302,0.06806749
1972-06-01,0.008215964,-0.06663698,-0.07917243,-0.058211565,-0.08333379,-0.032061815,-0.057081282,-0.21356869,0.04936713
1972-07-01,-0.012539446,-0.00693959,-0.09191334,-0.014748514,-0.12402254,-0.01962912,-0.088368535,-0.50568527,0.05214131
1972-08-01,0.02321738,-0.07198,-0.06196189,-0.050967693,-0.021941006,-0.007145107,-0.036582768,-0.16229671,0.036317945
1972-09-01,0.023063242,-0.14529169,-0.06324625,-0.04115516,-0.09181064,-0.08816302,-0.061550915,-0.28015035,0.051884472
1972-10-01,0.014791906,-0.19116932,0.12165135,-0.05112183,0.14512956,-0.029441714,-0.080354035,-0.06817824,0.013353407
1972-11-01,0.013302028,-0.14673018,0.2533761,-0.020810783,0.17538929,0.04263699,-0.011306465,0.04993224,-0.024201512
1972-12-01,0.026505351,-0.076346815,0.5402011,-0.06530124,0.37682953,0.014175415,-0.21552092,0.31589913,-0.04033315
1973-01-01,0.030358553,-0.02386576,0.50638837,0.00911653,0.4525123,0.051351786,-0.25867206,0.3119768,-0.015508294
1973-02-01,0.02493608,-0.050032735,0.46310842,0.0088678,0.44007552,0.037074387,-0.18559355,0.10731727,-0.062121272
1973-03-01,0.031204224,-0.09306395,0.36530566,-0.015060544,0.45216405,0.048366964,-0.24056405,0.12935525,0.0042413473
1973-04-01,0.035830736,-0.10415757,0.13890666,-0.006902039,0.25869766,0.02593106,-0.09778994,0.118858576,0.0029976368
