,mgu200_cluster1,mgu200_cluster2,mgu200_cluster3,mgu200_cluster4,mgu200_cluster5,mgu200_cluster6,mgu200_cluster7,mgu200_cluster8
1965-01-01,-4.342067,3.4866242,-2.6197753,0.3754181,-1.3608879,1.5231781,4.232897,1.9960358
1965-02-01,-4.9726515,3.7007298,-4.458734,-0.1981369,-0.02835083,1.4469216,3.9353657,3.7548256
1965-03-01,-5.895227,4.118512,-3.310973,0.3216465,-2.5089746,1.4974339,4.0745173,0.4764412
1965-04-01,-2.8025956,1.2585609,-1.4482254,0.17565079,1.4840714,1.6558125,1.6766689,3.017678
1965-05-01,3.18779,-1.7170788,-1.4782063,0.52890813,-0.6954346,0.21084633,2.1146562,2.0758758
1965-06-01,2.6034806,-1.1106102,-2.239469,0.12025108,2.3574386,-0.10526047,1.4514835,4.1119947
1965-07-01,1.4902637,-2.0504575,1.7900765,0.34999847,4.1641355,0.78146744,-0.11047439,3.6534767
1965-08-01,2.9837863,-0.46308023,0.16620025,0.060614012,2.4007816,-0.084077455,0.45232543,1.19925
1965-09-01,3.7427688,-0.15707588,-1.296038,0.050837707,2.8830884,0.6377533,1.1477604,3.2239623
1965-10-01,2.4496639,0.5526978,-2.1658196,0.5790947,0.23235473,0.06094017,3.0427716,1.7545555
1965-11-01,0.6354721,1.7786705,-2.2049255,-0.5976696,2.8671203,0.1394783,3.138907,4.044211
1965-12-01,-2.4796455,2.924802,-3.8581307,0.024766922,0.8218781,0.18053932,4.2726545,4.2097588
1966-01-01,-5.318965,4.0103135,-3.3397393,-0.12768097,-1.3332703,1.3237511,4.261409,2.2959685
1966-02-01,-2.647831,3.650573,-1.9053749,-0.020022582,-1.9513276,1.5177352,4.1741,2.2795563
1966-03-01,-1.6332718,2.5598655,-2.0740852,0.16903877,-0.04989014,1.6913685,3.0207,2.6901727
1966-04-01,-0.9436615,1.5328338,-0.40109712,-0.11520843,1.5187203,1.4343647,2.7732146,2.7538497
1966-05-01,0.32987136,1.1333778,-0.42998162,0.46247596,0.039715577,0.8186054,2.478464,1.7209095
1966-06-01,2.393125,-1.3355675,-1.2784557,0.41652375,0.66269606,0.84814566,2.4607399,3.5123882
1966-07-01,2.921903,-1.7796627,2.8670883,0.47724646,3.5530887,0.70077056,0.28326264,2.8188381
1966-08-01,1.6070137,0.63381195,2.339951,-0.24584427,1.9372132,1.2082138,0.47987214,0.80941504
1966-09-01,3.4680774,0.7628063,0.6059124,-0.18348007,2.7499104,1.4980415,1.4990261,2.322555
1966-10-01,0.60394365,1.0211232,-3.1237645,0.07056961,-0.08107223,0.07844696,3.0604157,2.897285
1966-11-01,-0.6544899,2.1748512,-3.6331773,-0.25962982,2.6412673,-0.39683,3.147725,5.3097754
1966-12-01,-2.9704804,3.0243106,-3.948934,-0.47593346,1.5558106,1.005696,3.9709256,4.761632
1967-01-01,-3.1070664,3.26838,-5.8105264,0.11167832,2.2596848,0.78599167,4.040983,5.505861
1967-02-01,-4.281646,3.5142677,-3.5694535,0.11559601,-1.3352387,1.5788406,4.097801,3.5381043
1967-03-01,-2.5258186,3.5087166,-2.0892289,-0.24817352,-0.6279434,1.3149933,3.5541058,2.1117616
1967-04-01,-1.1353935,0.7379896,-1.9014664,-0.0075107575,2.4049973,0.5600231,2.0817184,2.9535909
