,mgv50_cluster1,mgv50_cluster2,mgv50_cluster3,mgv50_cluster4,mgv50_cluster5,mgv50_cluster6,mgv50_cluster7,mgv50_cluster8
1965-01-01,-0.072115496,0.22311649,0.2160521,0.17057523,0.06873047,0.030023623,-0.10110889,0.07991574
1965-02-01,-0.08021011,0.19868553,0.22017297,0.083300754,0.1844096,-0.072851375,0.033850145,0.0780025
1965-03-01,-0.08344789,0.031053806,0.12818895,-0.09507471,0.12303786,-0.12995508,-0.15158972,0.06725874
1965-04-01,-0.12818894,0.1033165,0.16306932,-0.03208401,0.05857544,-0.09345577,-0.114354566,-0.040620185
1965-05-01,0.013540077,0.062696315,0.110086486,0.18028875,-0.05886979,0.018396806,-0.15379734,-0.07756095
1965-06-01,-0.053718664,-0.0033850193,0.01030221,0.072115496,-0.009419203,-0.05548477,-0.045771264,-0.039001275
1965-07-01,-0.03958993,0.004415226,0.10905626,-0.042239092,0.007358742,-0.009566355,0.013245678,-0.06431522
1965-08-01,-0.03340862,0.035321854,0.009419155,-0.027227307,-0.031495333,0.058575414,0.050628044,-0.084183834
1965-09-01,-0.019132663,0.042386245,-0.13304572,0.1430536,-0.07564769,0.067994595,-0.023695087,-0.042239092
1965-10-01,-0.008830476,0.04488821,0.10993934,0.33423322,-0.018838357,0.08388945,-0.13849118,-0.041650392
1965-11-01,-0.025019646,0.059016965,0.31039095,0.18146613,0.012068319,0.25534773,-0.16866195,-0.0728514
1965-12-01,-0.01663072,0.19250421,0.57515776,0.60164917,0.07108526,0.21060672,-0.09948993,-0.07535334
1966-01-01,-0.007088661,0.23609631,0.48998672,0.524128,0.13945885,0.044991396,-0.12369017,-0.03790269
1966-02-01,-0.0024593354,0.16101423,0.5409094,0.27399904,0.12499218,-0.10633016,-0.28224498,-0.11052547
1966-03-01,-0.013164664,0.14900687,0.056130745,0.3567485,0.02546134,-0.047740053,-0.32072645,0.028065395
1966-04-01,0.007667303,0.055552103,0.22278698,0.13714418,0.034575414,-0.034141373,-0.20759693,-0.021121358
1966-05-01,-0.049042035,-0.019819355,0.09678216,0.16072488,-0.06741476,-0.0865108,-0.03139267,-0.064521454
1966-06-01,-0.04455738,0.02502737,-0.014611339,-0.0063653467,0.0002892971,0.041085385,-0.035877418,-0.048174046
1966-07-01,-0.10922351,-0.009547996,0.031103373,0.02878871,-0.017938709,0.02488265,0.039349366,-0.1018455
1966-08-01,-0.019964028,0.0049186707,-0.004773998,-0.038481377,-0.045425367,0.0120073315,0.029222678,-0.09432282
1966-09-01,-0.14683685,-0.0005786419,-0.069729425,0.11255083,-0.036166716,0.090561435,-0.13888016,-0.05280342
1966-10-01,-0.04716139,0.090850785,-0.03660073,0.13511884,-0.055262707,0.12513682,0.082026124,-0.051935434
1966-11-01,-0.10372615,0.231901,0.36369252,0.40709257,0.03746872,0.25215435,-0.115299486,-0.05106745
1966-12-01,-0.11587815,0.27356502,0.20152095,0.22683764,0.07884345,-0.08260479,-0.09519081,0.059458114
1967-01-01,-0.12039983,0.2584516,0.38601217,0.30774388,0.17518757,-0.06761046,-0.066944286,0.066777766
1967-02-01,-0.16069962,0.3082435,0.26827678,0.18218175,0.17169048,-0.020482969,-0.047127448,0.01465447
1967-03-01,-0.06894263,0.328893,0.358535,0.21748571,0.10890938,-0.026311446,-0.2534558,-0.008659464
1967-04-01,-0.06261457,0.16219836,0.39267325,0.14154887,0.100083396,0.12139897,-0.11174035,-0.058784414
1967-05-01,-0.10474618,-0.006494594,0.06494596,0.07177361,-0.044962574,-0.07060792,-0.118568,-0.09758546
1967-06-01,-0.10124908,0.02697755,0.028642833,0.07593681,0.009492111,-0.022481298,-0.079766944,-0.045295645
1967-07-01,-0.15020835,-0.054787755,-0.00049958227,-0.018817663,-0.035803534,0.013821828,0.04762704,-0.11257299
1967-08-01,-0.12939234,0.042631198,0.056453027,-0.019983362,-0.022148252,0.03280604,0.06461289,-0.10091603
1967-09-01,-0.09258963,0.0752707,-0.07327237,0.094088376,-0.014154887,0.1440468,-0.07010833,-0.117402315
1967-10-01,-0.07926738,0.085262395,0.08393016,0.2031643,-0.056619547,0.1285597,-0.079267405,-0.060616232
1967-11-01,-0.056453027,0.11773537,0.27693623,0.19100775,0.086095035,0.28909284,0.07310581,-0.062947616
1967-12-01,-0.0016652823,0.40782738,0.32456326,0.5232313,0.2359703,-0.052289866,-0.09192352,0.08459628
1968-01-01,-0.1704437,0.2617528,0.2737858,0.21914189,0.15628724,0.023075055,-0.19167839,0.01896963
1968-02-01,-0.036098957,0.35702577,0.19734097,0.11438415,-0.018261814,0.07686953,-0.11141129,-0.09343259
1968-03-01,-0.086354375,0.28086406,0.31158355,0.48542482,0.06384561,0.009909511,-0.13108873,0.0053794384
1968-04-01,-0.06823411,0.0399212,0.031002617,0.11565824,0.068375684,0.07771893,-0.1102788,-0.021517802
