,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,msl_cluster6,msl_cluster7,msl_cluster8
1965-01-01,1511.1215164412313,1923.3307460568985,2878.8345772879466,1091.343994140625,1334.869384765625,2304.8427234996448,1829.8418317522319,2259.2148166232637
1965-02-01,1510.798576696595,1919.6776192143277,2882.269461495536,1090.2085092905404,1334.808429918791,2309.0771761807528,1825.2694266183034,2252.980007595486
1965-03-01,1512.1606627506994,1918.4435574513561,2877.882777622768,1091.9659918707769,1334.6392982884456,2306.3305941495028,1821.9481331961495,2253.0380588107637
1965-04-01,1511.6939715485073,1914.0886414725824,2898.842947823661,1091.9745038006756,1336.06639661287,2312.628728693182,1811.9330269949776,2245.264214409722
1965-05-01,1510.1723742129197,1907.6485112028302,2912.3100934709823,1091.1162505278717,1336.3922119140625,2320.203469016335,1802.3899623325892,2240.6222873263887
1965-06-01,1510.7462868761659,1903.8837936689267,2897.6028878348216,1092.47314453125,1334.5860531455592,2312.3852816495028,1797.420174734933,2236.1976453993057
1965-07-01,1507.424061333955,1902.7636258107311,2895.5850655691966,1091.3222524282094,1332.2663959703948,2309.29648659446,1790.8129010881694,2234.27978515625
1965-08-01,1507.9310175198227,1904.6452360333135,2899.549734933036,1091.704959353885,1331.719408537212,2307.7332930131392,1796.8217032296316,2239.7611490885415
1965-09-01,1506.8844923332556,1906.8273004495873,2902.352294921875,1091.7331674936654,1331.865892912212,2309.3240911310368,1807.567160470145,2241.123046875
1965-10-01,1508.5840025944494,1919.3762437352593,2912.833949497768,1092.0110259184967,1332.8210127981085,2313.654951615767,1818.17877633231,2252.0175509982637
1965-11-01,1511.6947914237405,1924.2219744988206,2917.425188337054,1092.1168641786317,1338.7233533357319,2318.1508844549007,1825.3068106515066,2256.1253526475693
1965-12-01,1511.9231722248132,1924.6029260023583,2898.701171875,1090.8454523859796,1336.6115369294819,2313.5674216530538,1832.6241629464284,2258.8754611545137
1966-01-01,1514.910979769123,1924.5582436615566,2877.3345075334823,1092.8293918918919,1337.267504240337,2309.2899669300427,1829.7029767717631,2260.2579752604165
1966-02-01,1513.1108981459888,1920.8617012455777,2910.322265625,1091.809939822635,1337.8848427220394,2319.0338134765625,1822.3031180245534,2254.359673394097
1966-03-01,1511.5678018598414,1912.2380094708135,2888.514055524554,1091.196585990287,1334.900544819079,2309.5493663441052,1812.105233328683,2246.221245659722
1966-04-01,1511.079976096082,1912.4344735775353,2901.2193080357147,1091.054786475929,1336.8809750205592,2315.8884221857243,1809.2723301478793,2243.7326388888887
1966-05-01,1510.4552311683767,1908.7368947155069,2904.6732003348216,1091.9392683699323,1334.859908254523,2313.5258067737927,1805.0926208496091,2239.868706597222
1966-06-01,1510.6790571070428,1905.1094487028302,2897.5230189732147,1092.479808910473,1334.2942087273848,2310.8630093661222,1795.723397391183,2239.4102647569443
1966-07-01,1507.7176677646921,1903.4353580114976,2906.217215401786,1090.6453230574323,1333.0496537057977,2312.2163252397017,1792.5337655203682,2235.987820095486
1966-08-01,1506.8871341534514,1899.758047427771,2905.271868024554,1091.4070747994087,1330.2695023386102,2308.6210771040483,1794.5446559361048,2236.4095052083335
1966-09-01,1506.2715900478076,1906.7035027270047,2901.929408482143,1091.7912663640202,1330.6373194644325,2307.2153264825993,1809.8514011928012,2241.2501356336807
1966-10-01,1508.0556385552704,1917.4979731721696,2906.129847935268,1091.3302364864865,1333.1621671977796,2307.674893465909,1818.7125069754463,2251.2668185763887
1966-11-01,1508.7670169659514,1921.821565448113,2904.820731026786,1090.5773595861485,1335.435646458676,2309.31396484375,1825.889696393694,2252.8891330295137
1966-12-01,1509.8852356868003,1922.9661473688088,2881.724504743304,1089.9401525548985,1335.277035361842,2307.1996515447445,1831.8054199218748,2253.8175455729165
1967-01-01,1511.3551808826958,1927.8571362765329,2884.375697544643,1090.4308092271958,1335.431550678454,2308.7955821644177,1838.838631766183,2262.948676215278
1967-02-01,1511.9795614214086,1925.587319428066,2887.949393136161,1091.0627375422296,1337.300591719778,2310.1973100142045,1832.0931570870534,2258.6592610677085
1967-03-01,1510.6762330923507,1918.3259784050706,2903.72802734375,1090.8546571473817,1336.6329795435854,2314.2457441850142,1817.855290004185,2251.9321017795137
