,abs_vo850_cluster1,abs_vo850_cluster2,abs_vo850_cluster3,abs_vo850_cluster4,abs_vo850_cluster5,abs_vo850_cluster6,abs_vo850_cluster7
1965-01-01,3.751909205825666e-05,5.238191981448821e-05,5.515155964156277e-05,0.0016119927749969065,0.00018044706666842103,0.0007117292365624702,0.00014084828709361744
1965-02-01,3.734384494520715e-05,5.726546235772136e-05,4.992683890501493e-05,0.002591004522400908,0.00017823040252551436,0.0011552641808521,0.00014004410117837216
1965-03-01,3.0185038592600168e-05,5.289199810170781e-05,5.256096352053638e-05,0.0048568195779807866,0.00018561854085419327,0.0012319245018131498,0.00015033756961416013
1965-04-01,3.247460723003381e-05,5.1601436936161774e-05,5.103934531513793e-05,0.0004992762114852667,0.00017924884741660208,0.0014644476842866944,0.00015476245393716346
1965-05-01,3.1947944714600186e-05,4.3700861903823e-05,5.172847998988027e-05,0.004794004780706018,0.00015931084635667503,0.0012578145417916986,0.00017104210950064417
1965-06-01,3.524694817115065e-05,3.6929004350021725e-05,5.0965650091442386e-05,0.001976318162633106,0.0001798270968720317,0.0014385285404776888,0.00017501808863872772
1965-07-01,4.0115540061645854e-05,2.9943578373081613e-05,5.590990920515647e-05,0.0021055369870737195,0.00018002124852500856,0.0013027372395819318,0.00015009337563670294
1965-08-01,3.419979185067809e-05,3.6603341868612915e-05,5.4498528783752224e-05,-0.0009023882739711553,0.00016942415095400065,0.0013699719732228133,0.00015948175774503718
1965-09-01,3.846752648364641e-05,3.21704893989175e-05,5.5404504170404474e-05,0.0005638852599076927,0.00015854492085054517,0.0013234581274446098,0.0001792077562319772
1965-10-01,3.4632816462971934e-05,3.851482938981054e-05,5.50902518918418e-05,-0.001195822551380843,0.00015914536197669804,0.0012607640071239854,0.00014808153055663055
1965-11-01,3.996925493125556e-05,4.007045951881068e-05,5.496494538103762e-05,0.00020673905964940786,0.00015182529750745744,0.000559545203161958,0.00014390720667399685
1965-12-01,3.768618292294852e-05,5.311271885921445e-05,5.3068382715228785e-05,0.004422500933287665,0.00017105518782045692,0.0002945684173027984,0.00013572991841048112
