,zgv600_cluster1,zgv600_cluster2,zgv600_cluster3,zgv600_cluster4,zgv600_cluster5,zgv600_cluster6,zgv600_cluster7
1965-01-01,-0.017660951,-0.26771036,0.14982362,-0.2869903,-0.21678798,0.00058870314,0.25887984
1965-02-01,0.030759454,0.16174479,0.32407817,-0.12215481,0.25505334,-0.26712164,0.13878556
1965-03-01,0.012215471,-0.14555559,0.3084777,-0.21148972,0.19162115,0.06490402,0.2234108
1965-04-01,0.12127175,0.018396806,0.23062238,0.0512167,0.016483545,-0.027815962,-0.007358694
1965-05-01,0.06711157,-0.37676674,-0.16027299,-0.3299652,-0.46978092,0.103905156,0.571037
1965-06-01,-0.012362671,0.0859499,-0.011626815,0.1741074,-0.22414672,0.37706098,0.33055392
1965-07-01,0.10007864,0.05195265,-0.1551219,-0.07079091,0.10758452,0.49450618,-0.40826195
1965-08-01,0.050039314,0.05254128,-0.115679145,0.27757105,-0.17057522,0.6624323,-0.5130502
1965-09-01,0.09669361,-0.3973711,-0.17086944,0.20045166,-0.77766997,0.0017660141,1.0180057
1965-10-01,-0.11391304,-0.29331875,0.9787102,-0.38486126,-0.49789125,0.07550053,0.48229074
1965-11-01,-0.1499708,-0.2861072,-0.024578143,0.05342431,-0.14879341,0.2254713,0.10066736
1965-12-01,-0.0141287325,-0.2774239,0.27771825,-0.030612279,-0.014275933,0.09168968,0.3245197
1966-01-01,0.05048876,-0.02661872,0.28224507,-0.03327336,0.23624101,-0.11067009,0.16275015
1966-02-01,0.13280416,-0.11052549,0.19718094,-0.17953157,-0.10705347,0.038626052,0.0868001
1966-03-01,0.027776027,0.0742141,0.124413535,0.08289413,-0.1192055,0.11153817,0.15146622
1966-04-01,-0.028065372,0.016202688,-0.0341414,0.06437679,-0.042966057,-0.054539394,0.01330936
1966-05-01,0.14133951,-0.2481037,0.15884419,0.102134846,-0.30886376,0.076818086,0.27862838
1966-06-01,0.018951368,0.17114091,-0.16520953,-0.1341062,-0.115010165,0.44976932,0.07522676
1966-07-01,0.058879398,-0.043400098,0.19313025,-0.15030889,-0.28774238,-0.10039878,-0.19081561
1966-08-01,-0.039060067,0.16868155,0.4455739,-0.32723644,-0.6553409,-0.22076163,0.3780145
1966-09-01,0.078120135,-0.30365574,-0.31392708,-0.3589185,-0.19356427,0.6045628,0.36629638
1966-10-01,-0.010994673,-0.0820261,-0.14900693,0.1500195,-0.15305755,0.06944013,0.40318656
1966-11-01,0.0002892971,-0.14105025,-0.12889819,0.16463089,-0.1497302,0.0571434,0.16709022
1966-12-01,-0.025895357,-0.08274941,0.256639,0.13916953,0.0004340172,-0.08998279,0.03631134
1967-01-01,0.08193183,-0.062448025,0.3726899,-0.15870133,0.28059983,-0.2591177,0.42664498
1967-02-01,0.03563702,0.11523746,0.16602853,0.2631144,-0.03880105,-0.0752707,0.13172373
1967-03-01,0.037302293,-0.26711112,0.10108256,-0.25861812,0.045961715,-0.06494595,0.09508754
1967-04-01,0.04346385,0.49325627,-0.15187362,0.042797755,-0.31706947,0.023980046,-0.024646139
1967-05-01,0.08659463,-0.18867637,0.22131586,-0.090091705,-0.018484592,-0.1890094,0.08959212
1967-06-01,-0.017318916,-0.19733582,0.30074978,-0.06427984,0.0064946176,0.03680272,0.1996672
1967-07-01,0.062114976,-0.47260672,0.04296422,0.24246487,0.069941804,-0.20216513,-0.13072458
1967-08-01,0.06044972,-0.26827678,0.00049958227,0.27127427,0.34904295,-0.5114078,0.23780212
1967-09-01,0.015154052,-0.088426396,-0.008826065,-0.21881795,-0.033139132,-0.15720253,0.24562898
1967-10-01,-0.08259793,-0.3335558,0.003330612,-0.2221485,-0.2512909,0.03447132,0.7000841
1967-11-01,0.12855971,0.46144938,-0.2761036,0.34821025,-0.016486311,-0.12006674,-0.20949236
1967-12-01,-0.05462122,-0.47910133,-0.16169882,-0.41348925,-0.123397306,0.6028317,0.51773584
1968-01-01,-0.012882376,0.05605955,0.22395511,-0.014722681,0.17143467,-0.0993783,0.025906276
1968-02-01,-0.001415658,0.2260786,-0.19677475,0.15076618,-0.21064797,0.06271305,0.14043204
1968-03-01,0.011749864,-0.4194557,0.11749859,0.052803565,-0.0690835,0.0035391091,0.34923974
1968-04-01,0.0008493662,-0.21730156,-0.0726226,-0.3994951,0.23060863,0.072481036,0.040629018
1968-05-01,-0.08663748,0.23839469,0.089327216,-0.10136018,0.105040886,0.07771893,-0.10829687
1968-06-01,-0.032418273,0.21503656,0.023358155,-0.014864301,-0.13533568,-0.21121427,0.2998337
1968-07-01,0.051954187,-0.32715568,0.09569764,-0.28157187,-0.013165569,-0.11749856,0.37472135
1968-08-01,0.000707829,-0.014581144,-0.41733226,0.24717169,-0.041053724,0.034117043,0.36410397
1968-09-01,0.010192657,-0.16874495,0.42115444,-0.048698198,-0.055351734,-0.23386462,0.23457246
1968-10-01,0.057899904,-0.21645217,-0.11664915,-0.21715996,-0.15416375,-0.20498541,0.5860772
1968-11-01,0.03652365,-0.27109608,0.096263885,0.0063704015,-0.07120695,-0.07998395,0.12103768
1968-12-01,0.006653535,0.15473005,0.049830724,-0.10036925,-0.20328669,-0.05436077,0.14510363
1969-01-01,0.05662906,-0.13491043,0.13263923,-0.04587865,0.13233641,-0.014838624,-0.030131508
1969-02-01,0.09054595,0.105687454,0.07797857,0.2380238,-0.09735962,-0.012718832,0.07298188
1969-03-01,0.0021198033,0.09539118,0.16595049,-0.3461339,-0.09660254,0.09100018,0.2555879
1969-04-01,0.062080003,-0.10886707,0.35007066,-0.16110519,0.02044096,-0.027557468,-0.036188103
1969-05-01,0.08342947,-0.518898,0.3403801,-0.15853119,-0.37959653,-0.06737952,0.26694402
1969-06-01,0.049512587,-0.44803602,0.29949817,-0.018472577,-0.6500231,0.44349355,0.3670291
1969-07-01,0.028617382,-0.18896547,0.3712687,0.11416664,-0.036490917,0.16746464,-0.34598246
1969-08-01,0.05223806,0.27951142,-0.39337528,0.36248666,-0.088729,0.2807227,-0.18729988
1969-09-01,0.07010498,0.44682464,-0.05087533,-0.18336305,0.09145446,0.21364602,-0.3957979
1969-10-01,0.022257948,-0.38398755,-0.17079572,-0.1686759,0.08252096,0.20304707,0.31085426
1969-11-01,0.036490917,-0.38065642,-0.059203148,0.48059005,-0.60369015,0.3971606,0.21818852
1969-12-01,0.025891911,-0.37157154,0.122645855,-0.15020332,-0.20834656,0.24816859,0.3842904
1970-01-01,-0.007595944,-0.17274232,0.05500517,-0.02527616,-0.15191896,0.029074192,0.37010604
