,r50_cluster1,r50_cluster2,r50_cluster3,r50_cluster4,r50_cluster5,r50_cluster6,r50_cluster7
1965-01-01,6.0458984,3.3628082,5.701912,6.0802994,5.1990395,2.7878609,1.2563057
1965-02-01,5.7952805,2.8042412,5.557766,6.0802994,4.9025574,3.2350426,1.2382889
1965-03-01,5.741226,2.5912971,5.793644,5.9328766,4.601158,3.331688,1.0433617
1965-04-01,5.033596,2.3832703,4.8845367,5.4201736,3.959053,3.7280884,1.5331306
1965-05-01,4.2784653,2.6093178,4.003277,4.9287643,3.5888557,2.864849,1.2694092
1965-06-01,3.8705978,2.0229034,3.590496,4.8697968,2.9451103,2.7682037,1.3185501
1965-07-01,3.6920547,1.7428017,3.4103127,4.619175,2.7419968,2.5798302,1.4725266
1965-08-01,3.5921326,1.8476334,3.225216,4.4357185,2.6731987,2.2784348,1.6494331
1965-09-01,3.924652,2.2997284,3.6298065,5.1073074,2.8926964,2.237484,1.416832
1965-10-01,4.5831413,3.1465912,4.149063,6.4455795,3.1940918,2.286625,1.3300171
1965-11-01,5.741226,3.62817,5.166279,7.8231583,4.2227745,2.9221802,1.5839119
1965-12-01,8.24741,4.483219,7.336666,10.59634,6.2408257,4.258812,1.9688492
1966-01-01,8.492001,3.560646,7.9141617,11.381214,6.46299,3.4309616,1.3346405
1966-02-01,8.986122,3.961197,8.536324,12.095306,7.1278343,4.330555,1.9075584
1966-03-01,6.7798157,3.4178276,6.201977,9.366974,5.056141,3.7921104,1.6449013
1966-04-01,5.080765,3.032051,4.699913,6.0657234,4.2878723,3.5212479,2.0438118
1966-05-01,4.1499786,2.6922417,3.8692665,3.9891014,3.3800697,3.529457,1.5562553
1966-06-01,3.4211082,1.9354668,3.2832146,3.2241173,2.904007,2.3869057,1.3198662
1966-07-01,2.6774673,1.7663803,2.6643333,2.496891,2.5527039,2.5395737,1.5349159
1966-08-01,2.3852615,1.8139877,2.4591331,2.2112541,2.5018158,2.2506523,1.6465454
1966-09-01,2.483757,2.3081093,2.5773277,2.368847,2.6216507,2.1570816,1.3395653
1966-10-01,3.133831,2.9631042,3.191288,3.0074272,3.2684402,2.4919662,1.3641891
1966-11-01,4.5702286,4.374878,4.599777,4.317421,5.133297,3.8364334,1.6334114
1966-12-01,5.2711906,3.948063,5.3220787,4.8427315,5.489521,4.509487,1.4561195
1967-01-01,5.4527626,3.5457916,5.4831657,5.201088,6.069275,5.2754097,1.5425453
1967-02-01,4.508568,3.3160782,4.672409,4.4595833,5.3835106,3.6961212,1.412487
