,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6,w_cluster7
1965-01-01,-0.00026333332,-0.0060943365,-0.01796645,0.038977683,-0.07112825,0.06256431,-0.017703772
1965-02-01,-0.010979712,0.032358706,-0.03519672,0.033934653,0.039450467,0.008509457,-0.0016816854
1965-03-01,-0.017073393,0.019751191,-0.025898695,0.025897324,0.005935371,0.004937291,-0.010296822
1965-04-01,0.027998626,0.019225836,-0.1004408,0.04291755,0.021274567,-0.071023166,-0.015760124
1965-05-01,0.03183341,0.009980321,-0.038611293,0.039030194,0.016441703,-0.06949979,-0.023324609
1965-06-01,0.026842892,-0.031624615,-0.01864934,0.027368248,0.023113191,-0.0667156,-0.061304867
1965-07-01,0.017912567,-0.06776625,-0.08657253,0.003518939,0.02573973,-0.045440376,-0.06555992
1965-08-01,0.006880939,-0.011767685,-0.02742207,-0.025583506,0.0139727,0.017649889,-0.03719294
1965-09-01,0.022272646,-0.05873084,-0.042971373,-0.0142892,-0.055211246,0.00010442734,-0.037350535
1965-10-01,-0.0065671206,-0.03183472,-0.07722193,-0.027789831,-0.02673918,-0.011715174,-0.0015240908
1965-11-01,0.07984716,-0.02437526,-0.06813395,0.026475191,0.043022573,-0.008615851,0.00456959
1965-12-01,0.04123652,0.020644188,-0.043076456,0.04528147,0.012606859,0.037139058,0.020486593
1966-01-01,0.05013722,0.024058819,-0.115770936,0.032630026,0.017311215,0.042933762,0.01229614
1966-02-01,0.014530122,0.020274699,-0.1746754,0.03919524,0.036961257,0.04489422,0.024013221
1966-03-01,0.010654807,0.028937101,-0.13542098,0.026748717,0.037599504,-0.017657638,0.025608897
1966-04-01,0.026201606,-0.0009254813,-0.085315704,0.030396044,0.025472105,-0.00037837029,0.005502999
1966-05-01,0.03217411,-0.0055758357,-0.04542297,0.024697065,0.0059589148,-0.054039776,-0.01250577
1966-06-01,-0.004709542,-0.067671716,-0.062063932,0.018268645,0.0069162846,-0.12689531,-0.04961741
1966-07-01,-0.041000545,-0.03010416,-0.083583176,0.012843251,0.0017644763,-0.025225818,-0.13095295
1966-08-01,-0.018295884,-0.028143704,-0.041000545,-0.01515007,-0.121469915,-0.006897986,-0.032429338
1966-09-01,-0.024222791,-0.034754515,-0.025089085,-0.011685073,-0.04793048,0.022189558,-0.016745806
1966-10-01,-0.037079692,-0.0017917156,-0.020347536,-0.018295884,0.017539203,-0.02878201,-0.027323067
1966-11-01,0.069376945,-0.021715283,-0.040635824,0.015259564,0.042842567,0.0074633956,-0.05299115
1966-12-01,0.0042263865,-0.048021674,-0.046927452,0.037189186,0.018587768,0.020046711,-0.02253592
1967-01-01,0.015134513,0.0048286915,-0.024205565,0.029939413,0.033444464,0.013355851,-0.009243846
1967-02-01,0.043017924,0.02502191,-0.013585925,0.033235192,0.030619502,-0.018817306,0.023243189
1967-03-01,-0.0035939217,0.0045148134,-0.032889724,0.009693861,0.057351947,0.0033638477,0.0048810244
1967-04-01,0.05478859,-0.020543694,-0.14458025,0.05269599,0.027062118,-0.03367448,0.0029976368
1967-05-01,0.018273354,-0.02446723,-0.061453223,-0.002129078,-0.035819292,-0.041312337,-0.026925921
1967-06-01,0.0068689585,-0.025722742,-0.060145378,0.01455909,0.012571096,-0.00809288,-0.010133147
1967-07-01,0.008595228,-0.0373888,-0.08300662,-0.0008212328,-0.03524387,0.008856893,-0.02096212
1967-08-01,0.005037904,-0.022583842,-0.114970446,-0.053815365,-0.009034514,-0.10775113,-0.027187467
1967-09-01,-0.027658343,-0.029437065,-0.06448746,-0.031372666,-0.07657194,0.01351279,-0.0076221228
1967-10-01,0.018430352,-0.028547645,-0.03649938,-0.007517457,1.5735626e-05,0.023138583,-0.01923573
1967-11-01,0.040454507,0.00932765,-0.14541721,0.018116415,0.027062118,-0.02357781,0.0067642927
1967-12-01,0.025963545,0.03757727,-0.07066047,0.03804809,-0.022793174,0.0735693,0.01717478
1968-01-01,0.056791216,0.033469588,-0.05033207,0.056865603,0.02409631,0.049724072,-0.0050278306
1968-02-01,0.08483669,0.01435107,-0.051336348,0.029564053,0.04641366,0.008139402,0.01911211
1968-03-01,0.028001845,0.025174975,-0.0103468,0.055340588,-0.014289528,0.012007743,0.00698635
1968-04-01,-0.017562747,0.0019649267,-0.051559508,0.028262228,-0.03255257,-0.043264896,0.016991943
1968-05-01,-0.009379715,0.0070979297,-0.032292187,0.021864563,-0.0021265745,-0.034784287,-0.028498232
1968-06-01,0.0006259084,0.0073210895,0.019967586,-0.018418252,0.025323749,-0.10303819,-0.030209243
1968-07-01,-0.00022959709,-0.04523626,-0.00048998,-0.027754337,-0.11784202,-0.041888654,-0.03753677
1968-08-01,-0.0013454556,-0.03039521,-0.0178231,-0.059221804,-0.0054369867,-0.06532186,-0.04579419
1968-09-01,-0.03378001,-0.032143414,-0.008970559,-0.027642757,-0.038243502,-0.0046186745,-0.05111319
1968-10-01,0.040016025,-0.0036887825,-0.035974562,-0.021096319,0.004122287,0.013830334,-0.0064784586
1968-11-01,-0.022770137,-0.021914631,-0.14045697,0.02465424,-0.048583865,0.03462267,0.010259539
1968-12-01,0.003080815,0.007767439,-0.063090146,-0.025596976,0.04697159,0.053741187,0.0010722578
1969-01-01,0.06878257,0.023661196,-0.09902221,0.049022853,0.052333117,-0.08257276,0.012355328
1969-02-01,0.06913906,0.022897243,-0.061896384,0.03552717,0.038022637,-0.020594478,0.035476267
1969-03-01,-0.016112924,0.022337079,-0.07977182,0.046120048,0.01887405,0.0041051507,0.009656191
1969-04-01,0.016174912,0.019230485,-0.056396246,0.04112917,0.00940156,-0.00012177229,0.005276501
1969-05-01,0.025443614,-0.002871871,-0.03266424,0.032115042,-0.0013440251,-0.059859276,-0.035108745
1969-06-01,0.02814275,-0.0054181814,-0.06230378,0.021776855,0.0028828979,-0.020543575,-0.07182717
1969-07-01,0.020452738,-0.06917894,-0.05624348,0.019485116,-0.0034829974,-0.011274815,-0.06551218
1969-08-01,0.005276501,-0.03729856,-0.029761374,0.010878444,0.0076191425,-0.020237982,-0.018455565
1969-09-01,-0.002820909,-0.04514134,-0.009797931,-0.019677818,-0.029710472,0.015156329,-0.054511964
1969-10-01,0.02259171,-0.012955427,-0.051914632,0.0029338598,-0.04172921,-0.013668418,3.0994415e-05
1969-11-01,0.07555592,-0.058687985,-0.017742574,0.013628542,-0.0020061135,0.04479593,-0.006131172
1969-12-01,0.017295301,0.0017625093,-0.09586477,0.024730623,0.0003874898,0.051416457,-0.0034320354
1970-01-01,0.034546375,0.009758353,-0.03222865,0.025161088,0.013350844,0.021164417,0.0028877258
1970-02-01,0.055786848,-0.012559891,-0.12078297,0.03759998,0.038049042,-0.014311194,0.017706692
1970-03-01,0.004369676,0.017841399,-0.103224814,0.029427111,0.024756908,-0.024100661,-0.010718703
1970-04-01,0.021164417,0.019817293,-0.07349712,0.035624146,0.015551209,0.007063985,-0.0025458336
1970-05-01,0.0018548965,-0.00021076202,-0.010359466,0.031403005,0.0010915399,-0.059441566,-0.04947245
1970-06-01,0.017931223,-0.04480225,-0.03159994,0.024307847,-0.01170665,-0.026974618,-0.09262699
1970-07-01,-0.08095151,-0.018083274,-0.0046115518,-0.0059586763,-0.03348601,-0.0035786629,-0.059980452
1970-08-01,-0.041524112,-0.08400506,-0.02490896,-0.029848635,-0.031240702,-0.052571,-0.07417071
1970-09-01,0.003561318,-0.06267482,0.01600027,-0.0054198503,-0.009910405,-0.04731697,-0.04040152
1970-10-01,0.015641034,-0.09092057,0.00612098,0.008590817,0.01891917,0.031807125,-0.06810844
1970-11-01,0.020715356,-0.018981397,0.0142938495,0.033333957,0.0075130463,0.020221412,-0.039099216
1970-12-01,0.04033923,-0.01633197,0.014742911,0.047075093,0.032705247,0.023679197,-0.02805239
1971-01-01,-0.047052562,-0.0331102,0.016202569,0.037630737,-0.0047109127,0.060602844,-0.0013422966
1971-02-01,0.03009814,-0.009997785,0.011243224,0.02162981,0.011383593,0.049842,-0.011915982
1971-03-01,-0.01360029,-0.011354566,0.008295715,0.031080663,-0.017998219,0.07763308,-0.010278463
1971-04-01,-0.01645428,-0.032314837,0.016904414,1.4483929e-05,0.013769686,0.008202136,0.0051141977
1971-05-01,-0.016220331,-0.070726454,0.016764045,0.022050917,-0.0756858,-0.04312253,-0.06539279
1971-06-01,0.0038977861,-0.04438573,0.012553275,0.0110093355,0.019524455,-0.079147995,-0.066515684
1971-07-01,0.0070792437,-0.07521796,-0.01781112,-0.012571037,-0.073346496,-0.025905132,-0.031847
1971-08-01,-0.022957563,-0.042140007,-0.010091364,0.009512126,-0.0750308,-0.058187723,-0.019495428
1971-09-01,-0.05430448,-0.03596419,0.015641153,-0.04176569,0.015734732,-0.018232167,-0.018933952
1971-10-01,0.034074962,-0.053789794,0.004178524,-0.06455064,0.0118047,0.012366116,-0.06525248
1971-11-01,0.037724316,-0.018793583,-0.007611692,0.025279164,0.011711121,0.05124557,-0.025858343
1971-12-01,0.080019176,0.021115184,-0.03203416,0.053163826,0.022518754,0.028273463,0.00052917004
1972-01-01,0.019775271,0.013250649,-0.052919984,0.040530622,0.0327217,0.040890276,-0.0045763254
