,mgv50_cluster1,mgv50_cluster2,mgv50_cluster3,mgv50_cluster4,mgv50_cluster5,mgv50_cluster6,mgv50_cluster7
1965-01-01,0.276688,-0.029140543,0.030170774,0.13613638,0.019132663,0.01560049,-0.07741375
1965-02-01,0.17705087,-0.10287495,0.0997843,0.06034155,-0.035027515,-0.16630717,-0.07123244
1965-03-01,0.13024941,-0.21825972,0.077119395,0.17366588,-0.1377553,-0.17557915,-0.11303
1965-04-01,0.14599708,-0.13245702,0.016042043,0.08815751,-0.059164144,-0.101256035,-0.05886979
1965-05-01,0.12200761,-0.09036513,-0.068583295,0.028404664,0.015894841,0.11258848,-0.044299506
1965-06-01,0.013098526,-0.096840814,-0.011185264,0.005003929,-0.047095824,0.028110337,-0.040472984
1965-07-01,0.096104905,-0.005886984,-0.015306139,0.005151081,0.016336346,-0.033702947,-0.034438826
1965-08-01,-0.01412878,0.059458494,-0.033408593,-0.055631973,0.035321854,0.014864636,-0.059016965
1965-09-01,-0.15188408,0.060047172,-0.04135604,-0.011773968,0.06196046,0.21619931,-0.028110337
1965-10-01,0.12318504,-0.021487463,-0.0052982806,0.030317927,0.0697607,0.2731558,-0.039001226
1965-11-01,0.31112683,0.22694302,-0.09021797,0.030759478,0.22988653,0.1816133,-0.04959779
1965-12-01,0.65860575,-0.36028308,-0.047684528,0.013834405,0.37279293,0.6169554,-0.085949875
1966-01-01,0.4143259,-0.2906357,0.09244213,0.011573362,0.13077883,0.19110493,-0.11081481
1966-02-01,0.5346888,-0.12687282,-0.08274946,0.039928056,0.06842744,0.11660151,-0.09765015
1966-03-01,0.13699952,-0.10184546,-0.07450342,0.003327322,0.03066938,0.15942287,0.00868001
1966-04-01,0.21005626,-0.13164687,-0.0078119757,-0.00607605,0.03689003,0.087089464,-0.03269472
1966-05-01,0.08506413,-0.108934164,-0.05367141,-0.013164664,-0.09793945,0.1592782,-0.046438076
1966-06-01,-0.032694675,-0.01851735,0.00274868,-0.02054267,0.017360067,0.025172044,-0.0925868
1966-07-01,0.01967473,0.00274868,-0.02878871,-0.054684114,-0.008390665,0.011573362,-0.0679934
1966-08-01,-0.02198944,-0.008390665,-0.049042083,0.09982014,0.050344087,-0.028499365,-0.14510086
1966-09-01,-0.0447021,0.09765015,-0.039494086,0.02387004,0.04774008,0.17273226,-0.03269472
1966-10-01,-0.017649364,0.11689083,-0.06336407,0.069729425,0.118916154,0.12672815,-0.03645606
1966-11-01,0.3780145,0.025316715,-0.057288073,0.077686116,0.30307707,0.3213051,-0.03790269
1966-12-01,0.23276898,-0.03283937,0.0746481,0.07421408,0.10242412,0.029367376,-0.06553407
1967-01-01,0.4068281,-0.27244,0.16436325,0.07910085,0.008826017,0.035303928,-0.08726072
1967-02-01,0.28726095,-0.076269865,0.15337238,0.18817677,0.028809357,0.10574536,-0.13039151
1967-03-01,0.39084148,-0.21015844,0.05861789,0.11640315,0.08326407,0.13522081,-0.11490439
1967-04-01,0.34954253,-0.010491276,0.068776116,0.11623661,0.17568712,0.1268944,-0.09525408
1967-05-01,0.09109087,-0.17718592,-0.040632844,-0.039800216,-0.04512912,0.010657799,-0.060616232
1967-06-01,0.042464674,-0.117402315,0.010824335,-0.019483794,-0.0051623704,0.07427154,-0.03880105
1967-07-01,-0.0024979115,-0.0031640292,-0.051623702,-0.03213992,0.014487946,-0.006161547,-0.0331391
1967-08-01,0.06677775,-0.0048293113,-0.05578692,0.087760314,0.021648645,-0.02880938,-0.040299796
1967-09-01,-0.04629481,0.14238153,-0.033971738,0.045295656,0.1232308,0.1452125,-0.021482129
