,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6,sst_cluster7
1965-01-01,28.466064,27.907227,26.409363,18.986298,15.849823,16.722015,25.912384
1965-02-01,28.393219,27.678223,26.631378,17.758362,14.171326,15.253571,25.707825
1965-03-01,27.863342,27.731598,27.127869,16.907135,13.229279,15.134796,25.862
1965-04-01,28.937103,28.377747,28.885193,17.471436,14.342468,14.891327,26.454773
1965-05-01,28.580353,28.617767,29.213531,19.504211,16.914612,16.602753,27.26706
1965-06-01,28.481049,28.743988,29.090271,22.523926,20.02414,18.956848,27.910736
1965-07-01,28.668152,28.712555,28.742493,25.069641,22.761932,22.374237,28.572845
1965-08-01,28.385742,29.150146,28.652191,27.28003,26.203278,24.64154,29.437561
1965-09-01,28.922638,29.034882,28.622742,27.33493,24.000854,24.676453,28.76944
1965-10-01,29.266418,29.166626,29.229004,24.247864,22.053406,23.783813,28.554382
1965-11-01,29.506409,28.93509,29.211517,22.81482,20.569489,20.555023,27.892761
1965-12-01,28.793396,27.95465,28.666656,20.688263,17.626617,18.16101,26.784088
1966-01-01,29.163483,27.900726,27.584015,19.045837,15.393738,16.08612,26.269836
1966-02-01,28.672272,27.82608,27.761536,18.133575,14.596466,15.02713,26.025238
1966-03-01,28.62741,27.975342,28.651093,18.189026,14.777985,15.379608,26.054504
1966-04-01,29.24414,28.285004,29.978394,18.773499,15.300934,15.077057,26.736298
1966-05-01,29.618835,28.730286,29.766602,19.952057,17.332733,17.694336,27.403992
1966-06-01,29.733826,29.261292,29.643036,21.984863,19.788666,19.54358,29.09134
1966-07-01,30.110535,29.39392,29.154388,26.36615,23.001007,22.952087,29.256256
1966-08-01,29.55832,29.506378,28.706573,27.518463,27.567871,24.91983,29.604218
1966-09-01,28.903748,29.643036,28.69751,27.846252,25.074646,25.011108,29.420166
1966-10-01,29.047974,29.829132,29.270386,26.020203,22.54007,23.432678,29.203796
1966-11-01,29.267853,29.182129,29.124634,23.549164,20.483582,21.116455,28.486694
1966-12-01,29.167511,28.575958,28.269348,20.849182,17.519348,18.1734,27.284973
1967-01-01,28.255981,28.294037,27.165192,19.046814,15.235535,16.698456,26.838135
1967-02-01,27.857819,28.075684,26.675385,18.088745,13.518219,15.602142,26.581726
1967-03-01,28.404724,28.238464,27.018951,18.0737,13.534729,14.720184,25.799438
1967-04-01,29.1109,28.451813,28.979156,18.137299,14.948059,15.3377075,26.090424
1967-05-01,30.014374,28.91858,29.817047,19.655823,17.951996,17.965515,26.84616
1967-06-01,29.528564,28.981659,29.17398,22.02472,21.494354,20.103546,28.423767
1967-07-01,29.687836,29.574646,28.68869,25.870544,24.384094,23.39096,28.787354
1967-08-01,29.502045,29.455963,28.421753,27.460663,27.928436,26.092926,28.856476
1967-09-01,29.462982,29.655273,28.470825,26.64383,26.062866,26.409424,28.463806
1967-10-01,28.506378,29.359802,28.759308,25.348175,22.324707,23.778595,28.291534
1967-11-01,28.943604,29.077332,28.625092,23.306824,19.477509,21.195343,27.760162
1967-12-01,29.160461,28.606567,27.456146,20.999023,16.754028,18.60257,26.704437
1968-01-01,28.88382,27.807526,26.736694,18.765564,14.562836,16.372131,26.367218
1968-02-01,28.878876,27.729889,26.68872,17.372253,12.37619,15.467987,25.309753
1968-03-01,28.305115,27.90744,27.40097,17.290619,12.451355,14.496582,25.646088
1968-04-01,28.638,28.34665,28.979767,18.201202,14.532196,14.928864,25.984406
1968-05-01,29.047028,28.483673,29.701416,19.449615,16.568481,16.92807,26.78122
1968-06-01,29.068787,28.935242,29.977386,21.07489,19.521332,17.98111,28.824951
1968-07-01,29.128143,28.98767,29.394745,23.931274,22.75064,22.009216,28.970856
1968-08-01,28.906555,29.146942,28.945648,27.211517,25.526886,25.460114,29.510986
1968-09-01,28.898651,29.145966,28.83435,26.609589,24.361572,24.166199,29.434814
1968-10-01,29.44223,29.069794,28.980255,25.217255,22.055206,22.574066,28.605347
1968-11-01,29.254272,28.930786,28.625122,23.113678,19.445648,20.406189,28.217072
1968-12-01,29.805756,28.513855,28.152283,20.773682,17.256989,18.36145,26.647675
1969-01-01,30.07315,27.77243,27.777039,18.732147,14.995209,16.936493,26.0896
1969-02-01,29.899323,27.71347,27.955475,17.859955,13.660004,16.097107,25.549652
1969-03-01,28.46054,27.355072,28.702576,17.61383,13.149841,15.316711,25.758362
1969-04-01,28.80307,27.863708,29.882416,18.148132,14.049194,16.562683,26.419281
1969-05-01,29.040985,28.638458,30.34848,20.28012,16.844696,18.639343,27.146362
1969-06-01,29.327087,29.104553,30.121338,22.580322,19.445374,20.00531,28.308777
1969-07-01,29.495789,29.152252,29.214813,25.68042,22.758759,23.512512,28.935364
1969-08-01,29.284546,29.558868,28.847687,27.192505,26.054718,25.68399,29.543976
