,mgu500_cluster1,mgu500_cluster2,mgu500_cluster3,mgu500_cluster4,mgu500_cluster5,mgu500_cluster6,mgu500_cluster7
1965-01-01,-1.5176384,1.1233193,3.2721932,-1.6398442,-1.1946881,0.91019136,1.166988
1965-02-01,-1.0066532,1.043478,2.7937965,-1.3546966,-0.9636364,1.4697335,2.5194032
1965-03-01,-2.6660507,1.2764847,3.066887,-1.2566055,-0.71922415,0.8186188,1.4941746
1965-04-01,-1.5019957,1.0382637,1.7382609,-0.40376967,-0.5142437,1.0747627,1.7907283
1965-05-01,1.6844902,-0.08342628,0.5012085,0.030632973,-0.07723427,2.3447297,1.523504
1965-06-01,-0.13393784,0.051815413,0.48198128,-0.6374277,0.2574478,2.59957,1.280721
1965-07-01,-0.08798847,-0.6517662,0.056703568,0.08114509,0.7355183,1.9654019,0.72020185
1965-08-01,0.9740648,0.17662887,-0.23952445,0.26624662,0.22094879,1.1803486,0.8479481
1965-09-01,1.8627484,0.16196403,-0.43798715,-0.25809956,0.39431876,1.8738285,1.5961761
1965-10-01,2.2065551,-0.12742043,0.23072548,-0.09189911,-0.2219265,1.2425926,1.7376093
1965-11-01,1.2813728,-0.40898362,1.2683372,-0.0029331208,-0.15316506,2.3730817,2.4154465
1965-12-01,-0.25712165,0.5168503,2.4835558,-1.2409633,-0.83947486,1.9201038,3.4889054
1966-01-01,-1.6221123,1.5965099,3.4582305,-0.86226004,-0.94595873,1.2065735,2.862493
1966-02-01,1.006353,1.5170788,2.1095338,-0.06860008,-0.8353451,1.0907081,1.6628128
1966-03-01,-0.9781254,0.8343605,1.2400528,-0.35809898,-0.6682762,2.3448746,2.0235374
1966-04-01,-0.81302565,0.23140183,1.4471657,-0.22057037,-0.3446415,1.5423523,1.4977131
1966-05-01,-0.25273687,0.40995902,1.1927875,0.15919152,-0.23468438,1.5741905,1.2351291
1966-06-01,-0.5291065,0.31903917,0.7040531,-0.67057383,0.22976112,1.9605175,1.5505583
1966-07-01,1.4251744,0.29081193,-0.19529648,-0.0019693375,0.41422614,1.9621582,0.37483865
1966-08-01,1.4514328,0.8202465,0.102407835,1.1346909,0.054486085,0.5835926,0.038402937
1966-09-01,2.4505646,0.850444,0.20744133,0.1273531,0.44343835,0.6036148,-0.1956253
1966-10-01,0.2120367,-0.073195264,0.46247596,-0.6968325,-0.072539136,1.5223303,2.285465
1966-11-01,0.19332734,-0.110285185,1.6802089,-0.8159798,-0.37319756,1.4179535,3.2370033
1966-12-01,-0.27768248,0.75591356,3.074858,-0.3141163,-0.8218872,2.0015461,3.637444
1967-01-01,-0.86926043,1.2140911,2.9793882,-2.0905354,-1.3476471,1.71403,3.7412155
1967-02-01,-0.51300085,1.3238099,2.6871314,-1.7297043,-0.5224705,1.0462475,1.7159894
1967-03-01,0.33209532,0.86762774,1.5190833,-1.0514717,-1.4426715,1.568718,2.014124
1967-04-01,-0.5097351,0.14629173,1.1931922,-0.69684523,-0.4620598,1.8012174,1.6317409
1967-05-01,-0.340259,0.94240606,0.8793831,-0.27592984,-0.2860527,0.9561211,1.4576929
1967-06-01,-0.12376022,-0.2814808,0.8290955,-0.7843588,-0.007510376,1.3718119,0.8496677
1967-07-01,1.262093,0.20833512,-0.3595249,-0.0075107575,0.29095078,1.0978413,0.5910446
1967-08-01,1.4691217,0.25829658,0.54728776,1.4717343,0.32719725,0.5476147,-0.4761013
1967-09-01,2.1884987,0.58124846,-0.7621536,0.11527004,0.37552565,1.0426556,1.1239647
1967-10-01,2.0830245,-0.47283593,-0.36932144,-0.3040127,-0.018612672,2.4275289,1.8861187
1967-11-01,0.4277729,0.029389191,1.496878,-0.27331734,-0.45487595,2.658722,2.18458
1967-12-01,-0.49667358,0.5440224,2.1718447,-2.0957599,-0.41960907,2.2103767,1.2581742
1968-01-01,-1.8474541,1.6308358,3.5056412,-1.7198174,-1.1892121,0.11049728,2.7412782
1968-02-01,-3.692721,1.6166137,3.6332784,-2.6708953,-0.9806164,0.31617507,1.2967918
1968-03-01,-0.09663925,1.4433918,2.0221348,-0.1754097,-0.5258644,1.4980934,1.4153118
1968-04-01,-0.21953544,0.6235981,1.2125515,0.18087998,-0.49158517,0.57327235,0.8898121
1968-05-01,-0.8369341,0.73810613,1.0437057,-0.09007492,-0.17650375,0.5692612,1.3124729
1968-06-01,-0.8372986,-0.15681076,1.0046852,-0.099192046,0.32201004,1.7953053,1.3580577
1968-07-01,1.4966351,0.43943557,-0.020786285,0.0007293701,0.2910126,1.809893,0.15389404
1968-08-01,1.2526661,0.2235466,0.022245789,0.43433037,0.34425583,1.6479759,0.100286104
1968-09-01,1.5706642,0.5561325,-0.20713654,0.10210953,0.5254997,1.2399021,-0.107579805
1968-10-01,1.7402394,-0.14805909,-0.2585556,-0.38947526,0.12544861,2.335392,1.2723587
1968-11-01,-0.3606659,0.04266739,1.6330239,0.19765511,-0.16519889,1.6563637,1.8977795
1968-12-01,0.55175626,1.0604805,2.279232,0.32237434,-0.89345855,-0.69762725,2.7620645
1969-01-01,0.5496731,1.1149372,2.9629922,-1.03101,-1.4051987,0.6541672,3.0973418
1969-02-01,1.7923253,1.4649093,2.5718853,0.5400528,-0.8120697,0.2892666,2.8571708
1969-03-01,-0.19140701,1.3677139,2.2743251,0.026538085,-0.7745842,1.4655731,1.7511905
1969-04-01,1.5004044,0.5330864,0.907275,-0.2832958,-0.21296921,1.6938019,1.2559214
1969-05-01,1.3162956,0.3360401,0.1817871,0.6866766,-0.13401794,2.0868993,1.3421707
1969-06-01,1.4917797,0.5728943,0.27334365,-0.38812122,-0.095869444,1.8865359,1.4831547
1969-07-01,0.75401706,-0.055066682,-0.14297485,-0.6319412,0.48664474,1.6029084,0.5211445
1969-08-01,1.0645145,0.5145092,0.15690728,0.32841054,-0.12108078,1.3408436,0.21164207
1969-09-01,-0.068667606,-0.22192612,-0.09918632,-0.16387348,0.6535034,2.4289105,-0.4640873
1969-10-01,0.83694917,0.20965195,0.94376564,0.53673536,-0.28959808,1.7992913,1.0057986
1969-11-01,0.7009407,-0.14264297,1.7578251,-0.1728302,-0.05838432,2.0464284,2.6037312
1969-12-01,0.28495407,0.7009407,2.372517,-0.56924474,-0.8760929,2.6796966,3.2622108
1970-01-01,-2.0816257,1.8679726,3.4876804,-1.0133575,-0.70885086,0.04259796,1.9914391
1970-02-01,-1.7192131,1.4336761,3.5455863,0.120471194,-1.0699326,0.45226747,2.2343783
1970-03-01,-2.6101024,1.5142124,3.3236127,-1.7494977,-1.1291702,1.7069,2.5405488
1970-04-01,0.13511428,0.9291603,1.3591305,0.004326439,-0.7967083,1.3830913,2.0054162
1970-05-01,0.64195937,0.27954674,0.190691,-0.2529232,-0.068222806,1.1082035,1.2493083
1970-06-01,-0.72915155,0.13444862,0.6862213,-1.7511616,0.3943611,2.7219212,1.3105423
1970-07-01,1.1697708,0.3903675,-0.101169586,-0.9953865,0.43729132,0.8992092,0.86626244
1970-08-01,1.7518272,0.815678,-0.6273163,0.531472,0.27688447,0.17704658,-0.6875523
1970-09-01,1.7445056,0.25957948,0.28919792,0.45293236,0.42797318,0.83531266,0.1926876
1970-10-01,1.6283607,-0.34011573,0.511837,-0.21265526,-0.18636474,1.0057033,2.068314
1970-11-01,-0.52182084,0.39103317,2.3095899,-0.32048073,-0.82166785,1.0280002,3.4194577
1970-12-01,-0.30783424,0.9361488,2.6207519,-0.63164294,-1.2256801,1.7498302,3.2470703
1971-01-01,-1.6948407,1.4243972,2.6557612,-0.9102949,-0.64246523,-0.25574493,1.5674579
1971-02-01,-1.7575516,1.4234177,3.0679584,-1.0226529,-0.2756687,0.34360582,2.176281
1971-03-01,-0.5078968,0.99815595,2.264142,-0.21851006,-1.1229255,1.6144912,1.9518917
1971-04-01,1.3714848,0.3282547,1.1954358,0.7335922,-0.7280399,1.2284244,1.4668585
1971-05-01,0.6702278,0.24333343,1.1199859,0.53468,-0.26815644,1.7248898,1.273825
1971-06-01,0.08492203,-0.031355668,0.38378066,-1.0118746,0.079695895,2.2667553,1.3629925
1971-07-01,1.8199365,0.07610283,-0.00032691954,0.4203623,0.5408859,0.9867241,-0.057812117
1971-08-01,1.2748048,0.867181,-0.062384795,0.48013383,0.1806221,0.81622773,0.0009799957
1971-09-01,1.7199901,0.36418343,-0.028089523,-0.075776294,0.38737375,1.7519989,0.099293135
1971-10-01,1.6536862,-0.42134172,0.3831272,-0.6228676,0.20479164,2.3549428,2.1001782
1971-11-01,0.07969551,-0.20283279,1.5501465,-0.86162835,-0.22536889,2.8060076,2.6998553
1971-12-01,-0.0787159,1.2669662,2.3996902,-0.38737336,-1.0487823,2.0727417,2.684831
1972-01-01,-0.04160309,1.1470947,2.148435,-0.90206754,-1.1579975,0.3577854,2.0072722
1972-02-01,-1.4279865,1.5160701,1.8101603,-1.2153809,-0.73995936,1.2087818,1.6494865
1972-03-01,-1.2868236,1.2785027,1.9246403,-1.1195507,-0.5296494,0.1271042,1.1691875
1972-04-01,0.6074036,1.1835331,0.16096039,0.46595344,-0.44529533,0.7181536,1.391835
1972-05-01,0.24244499,-0.19912033,0.657901,-0.4415655,0.077467725,1.471311,0.9026413
1972-06-01,0.34573516,-0.05967865,-0.30413207,0.21863079,-0.014919663,2.0132976,1.1987396
1972-07-01,1.3562572,0.89288634,0.12165298,0.56350535,0.62662697,0.9746574,-0.7634865
1972-08-01,1.506315,-0.051071547,-0.46537933,0.96777153,0.6742554,0.7408203,-0.18592224
1972-09-01,1.4259783,-0.51444244,0.14632758,-0.25879917,0.32450333,1.2942832,1.6250988
