,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5
1965-01-01,28.528442,29.045868,25.5177,17.638092,28.437622
1965-02-01,28.47406,29.25943,26.18332,16.363739,28.71756
1965-03-01,28.440125,29.188568,27.045044,16.494965,28.94809
1965-04-01,29.167633,29.553314,28.151245,16.72699,29.693024
1965-05-01,29.323792,29.109741,28.4516,17.928986,29.635132
1965-06-01,29.690033,28.695099,27.545502,21.070953,29.563293
1965-07-01,29.42807,28.205627,26.668304,24.042267,29.5578
1965-08-01,29.376678,28.291931,26.5271,25.401459,29.227478
1965-09-01,29.264404,28.686615,26.347473,25.30365,29.508911
1965-10-01,29.398132,29.299347,26.83548,24.334656,29.157623
1965-11-01,29.5578,29.846191,26.904816,21.908722,28.903656
1965-12-01,29.224487,30.081726,27.303497,19.444855,29.01944
1966-01-01,28.790283,30.403534,27.043915,17.75232,29.058563
1966-02-01,28.64151,29.931519,27.298584,16.527893,29.49176
1966-03-01,28.587555,29.505371,28.079742,16.649933,29.960754
1966-04-01,29.005615,29.797882,28.137726,16.375092,30.243164
1966-05-01,29.543701,29.673798,27.556793,18.434631,30.16803
1966-06-01,29.581512,29.249695,27.323792,21.54663,30.351074
1966-07-01,29.558838,28.879059,26.54013,24.769562,29.98648
1966-08-01,29.71164,28.448883,25.674255,25.769073,29.447876
1966-09-01,29.689941,28.588074,25.371674,26.421112,29.047485
1966-10-01,29.842743,29.001099,25.347473,24.684326,29.189178
1966-11-01,29.438812,29.465027,25.862854,21.401886,29.008148
1966-12-01,28.984955,29.789795,26.044403,19.251587,28.7323
1967-01-01,28.544952,29.42389,25.98172,18.157349,28.856476
1967-02-01,28.416748,29.385345,26.6333,17.047516,28.906036
1967-03-01,28.989685,29.289673,27.404572,16.6203,29.33725
1967-04-01,29.316223,29.459473,27.74765,17.410614,29.914703
1967-05-01,29.78601,29.188019,27.969513,18.408752,29.852112
1967-06-01,29.633759,29.00122,27.429626,20.81372,30.100006
1967-07-01,29.32074,28.446808,26.286743,24.092133,29.717377
1967-08-01,29.295685,28.092712,25.202942,25.701263,29.479492
1967-09-01,29.532593,28.39972,25.225983,26.933807,29.149445
1967-10-01,29.238586,28.513916,25.03067,25.533508,28.834442
1967-11-01,29.152466,29.006226,25.20346,23.119507,28.71875
1967-12-01,28.946625,29.030243,25.278564,20.266815,28.454315
1968-01-01,28.706238,29.221619,25.286499,17.647736,28.31253
1968-02-01,28.296204,29.421936,26.19461,16.697601,28.729492
1968-03-01,28.545502,28.940704,26.30194,16.435944,28.956512
1968-04-01,29.167236,29.32254,27.317383,17.123932,29.545105
1968-05-01,29.484772,29.484772,27.13684,18.66217,29.921997
1968-06-01,29.803284,29.417511,27.523132,20.550598,30.162872
1968-07-01,29.965027,29.004486,26.67044,24.552002,30.195526
1968-08-01,29.612854,28.59497,26.147125,26.423126,29.833466
1968-09-01,29.8107,28.88034,26.314789,25.274628,29.217194
1968-10-01,29.774109,29.18106,26.605133,23.433197,29.120728
1968-11-01,29.613373,29.694489,26.441437,21.799988,28.98767
1968-12-01,29.412048,29.788452,26.530457,19.53714,29.31659
1969-01-01,28.857422,30.058289,26.992035,18.051727,29.179413
1969-02-01,28.374908,29.694733,27.297638,17.337463,29.795746
1969-03-01,28.540527,29.706543,27.672455,17.427185,30.017242
1969-04-01,29.387085,30.070587,28.384155,18.820831,30.530518
