,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5
1965-01-01,1016.6543,1019.65155,1010.12213,1013.14294,1011.8741
1965-02-01,1015.58203,1017.27075,1013.2254,1017.8407,1010.60333
1965-03-01,1017.19946,1019.71545,1013.3507,1017.40405,1011.75195
1965-04-01,1016.872,1017.27325,1013.4406,1020.62335,1012.6506
1965-05-01,1018.56323,1015.01953,1015.6354,1020.8758,1012.33545
1965-06-01,1020.5266,1016.302,1016.07196,1024.2079,1013.10693
1965-07-01,1020.57935,1015.8692,1011.0784,1021.997,1012.58295
1965-08-01,1019.5852,1014.4422,1016.55756,1020.8137,1012.66724
1965-09-01,1018.8764,1016.07886,1016.07135,1017.1926,1012.2276
1965-10-01,1018.05835,1014.3957,1018.54584,1016.71075,1012.6332
1965-11-01,1018.03107,1019.904,1014.61273,1021.1926,1012.1824
1965-12-01,1017.3297,1024.0529,1017.4016,1023.8954,1011.4344
1966-01-01,1017.8942,1020.6406,1015.2166,1018.962,1010.8655
1966-02-01,1016.55225,1019.34625,1016.8452,1017.03107,1011.07263
1966-03-01,1017.05554,1017.9242,1014.27155,1017.8404,1011.1509
1966-04-01,1017.443,1016.5079,1013.6907,1018.7079,1012.0691
1966-05-01,1019.1478,1014.39923,1013.01416,1020.02655,1013.04175
1966-06-01,1020.25256,1015.67474,1019.3688,1023.1147,1013.3816
1966-07-01,1019.49713,1014.6258,1015.9584,1023.4433,1012.59546
1966-08-01,1018.8499,1014.0625,1016.30756,1022.3924,1012.82513
1966-09-01,1018.5394,1014.2728,1016.5655,1018.0932,1012.4183
1966-10-01,1017.66455,1015.8507,1017.7058,1019.1729,1012.42334
1966-11-01,1017.06995,1018.9763,1014.9275,1019.03516,1011.99023
1966-12-01,1015.89136,1021.8511,1014.6239,1019.0002,1011.5189
1967-01-01,1016.70306,1023.5018,1015.3404,1019.313,1011.4897
1967-02-01,1015.9716,1018.74335,1017.98584,1022.0122,1011.97577
1967-03-01,1015.11975,1019.94495,1014.86725,1019.8223,1012.14124
1967-04-01,1016.37946,1013.1216,1014.46967,1021.5768,1012.5019
1967-05-01,1017.71814,1015.6821,1014.9341,1021.4695,1012.5984
1967-06-01,1018.6149,1015.2235,1018.0889,1018.9487,1012.90094
1967-07-01,1018.9132,1015.0959,1017.2683,1022.4671,1012.62305
1967-08-01,1019.5539,1013.7601,1023.38135,1020.80115,1012.2472
1967-09-01,1018.36896,1016.3402,1019.49365,1019.051,1012.41846
1967-10-01,1017.87555,1017.4272,1019.65906,1018.55835,1012.0542
1967-11-01,1016.6247,1015.68286,1015.8004,1023.3705,1011.5557
1967-12-01,1017.4685,1021.54486,1012.30743,1014.15625,1011.9925
1968-01-01,1016.1172,1024.0166,1011.92163,1010.2328,1011.493
1968-02-01,1016.5859,1016.87714,1012.93774,1005.78467,1012.11346
1968-03-01,1016.067,1015.82166,1016.01416,1021.6244,1012.3996
1968-04-01,1016.7405,1015.3694,1012.2071,1022.0845,1012.65076
1968-05-01,1017.6521,1014.74536,1016.1565,1019.2257,1012.8741
1968-06-01,1019.16486,1014.83765,1017.7273,1022.9303,1013.9725
1968-07-01,1020.0715,1014.68024,1017.2506,1021.46045,1013.282
1968-08-01,1019.7688,1014.08484,1013.65265,1021.2165,1012.9564
1968-09-01,1018.6761,1016.671,1016.1601,1018.39844,1012.3338
1968-10-01,1017.96265,1017.3265,1017.3015,1015.891,1012.2315
1968-11-01,1017.9741,1014.3167,1014.82904,1017.93835,1012.0969
1968-12-01,1017.4052,1018.14374,1012.8641,1014.8999,1011.68976
1969-01-01,1015.85315,1017.27203,1009.3059,1009.06323,1010.49084
1969-02-01,1016.7629,1012.25287,1012.63416,1023.5316,1010.5033
1969-03-01,1017.141,1014.38,1013.93256,1022.3511,1011.47485
1969-04-01,1016.83026,1017.61646,1014.7862,1025.6075,1011.9403
1969-05-01,1017.80804,1015.9243,1012.74585,1019.6718,1011.8217
1969-06-01,1018.8906,1013.6319,1015.8731,1019.5895,1012.2579
1969-07-01,1019.7679,1014.61584,1014.8929,1024.3634,1012.3122
1969-08-01,1018.81885,1012.4775,1018.75024,1023.24146,1012.0813
1969-09-01,1018.0158,1016.11084,1017.8217,1021.04456,1011.34564
1969-10-01,1017.1354,1015.0083,1016.92206,1016.2381,1011.8604
1969-11-01,1017.4854,1016.1283,1015.40076,1018.168,1011.61584
1969-12-01,1017.46674,1020.7157,1013.8321,1017.5541,1011.50916
1970-01-01,1017.23865,1017.0313,1014.8649,1010.1725,1012.3425
1970-02-01,1016.493,1020.52576,1010.90576,1017.2696,1011.8054
1970-03-01,1016.2494,1015.13403,1015.752,1022.4207,1011.60815
1970-04-01,1017.09607,1018.8585,1014.6373,1026.4261,1011.9575
1970-05-01,1017.30884,1014.0288,1015.64984,1023.0613,1012.989
1970-06-01,1019.1788,1016.1199,1018.5299,1023.11884,1012.8862
1970-07-01,1019.4675,1013.7888,1017.3385,1023.3862,1013.19525
1970-08-01,1018.24225,1013.2648,1016.7289,1022.341,1012.1613
1970-09-01,1017.4199,1013.7413,1019.521,1019.5263,1012.106
1970-10-01,1017.09076,1015.3717,1018.1104,1019.7967,1011.7305
1970-11-01,1017.2482,1017.9779,1016.1121,1017.9458,1012.2029
1970-12-01,1017.0557,1017.90955,1015.72943,1025.5509,1010.6622
1971-01-01,1015.7994,1020.2234,1011.9347,1011.4355,1011.58844
1971-02-01,1014.70374,1018.4238,1014.66406,1017.7275,1011.24994
1971-03-01,1015.99194,1013.3803,1016.10583,1021.9391,1011.3696
1971-04-01,1015.88763,1012.30774,1016.30493,1024.8086,1012.0691
1971-05-01,1016.8521,1014.95844,1013.02576,1022.6878,1012.6392
1971-06-01,1018.81226,1016.0073,1018.66766,1022.476,1012.8427
1971-07-01,1018.4014,1013.92365,1013.64844,1021.2185,1012.05115
1971-08-01,1017.7986,1013.56525,1021.25885,1021.2825,1012.57526
1971-09-01,1017.9534,1015.0192,1021.01685,1021.03033,1012.07544
1971-10-01,1018.1525,1018.65607,1019.02856,1020.81146,1012.3711
1971-11-01,1017.85425,1017.6008,1013.6933,1022.27435,1012.1241
1971-12-01,1017.2809,1021.1845,1012.8671,1022.8209,1010.8647
1972-01-01,1016.0239,1019.07117,1012.0711,1016.68634,1010.8624
1972-02-01,1015.8652,1017.71625,1014.74396,1016.80005,1011.6461
1972-03-01,1016.1895,1016.4707,1013.78467,1009.8781,1011.65045
1972-04-01,1016.08453,1015.0521,1014.8396,1024.217,1011.66046
1972-05-01,1017.28125,1016.56885,1012.531,1021.35474,1011.6236
1972-06-01,1018.0594,1015.54456,1012.6641,1021.1679,1011.8805
1972-07-01,1019.2255,1014.74585,1013.1029,1022.1422,1011.2405
1972-08-01,1018.2469,1014.0134,1016.6457,1019.59424,1011.33044
1972-09-01,1018.14,1013.8228,1019.1049,1017.9888,1011.06866
1972-10-01,1017.445,1015.149,1019.2662,1017.75,1011.4986
1972-11-01,1017.2482,1018.4218,1019.5705,1020.68915,1011.433
1972-12-01,1017.8212,1021.4172,1012.9835,1012.49225,1011.5586
1973-01-01,1017.669,1024.0514,1017.27094,1018.0799,1011.37024
1973-02-01,1016.9462,1019.9911,1013.67883,1020.91907,1011.7477
1973-03-01,1016.7109,1017.85547,1015.15594,1028.1156,1011.23456
1973-04-01,1016.2832,1013.53796,1014.91095,1022.7492,1011.67053
1973-05-01,1017.15204,1015.5469,1015.4344,1023.5781,1012.4917
1973-06-01,1018.3455,1014.76685,1021.2271,1023.16205,1012.7367
1973-07-01,1018.676,1013.2113,1018.3102,1022.3699,1012.6975
1973-08-01,1018.7693,1014.0916,1022.08295,1023.2006,1012.7721
1973-09-01,1017.72046,1015.7681,1021.75055,1020.97955,1013.2968
1973-10-01,1016.5803,1016.57513,1021.4226,1020.9911,1011.594
1973-11-01,1017.71405,1018.4574,1016.31726,1021.27594,1011.785
1973-12-01,1017.39764,1018.824,1017.1063,1015.3926,1012.7413
1974-01-01,1016.3497,1024.9144,1017.73193,1009.83826,1011.8346
1974-02-01,1015.5189,1019.32007,1014.99524,1021.63635,1011.48755
1974-03-01,1015.9353,1014.97485,1014.83624,1016.2736,1012.2103
1974-04-01,1016.1839,1014.38116,1012.81006,1024.0763,1011.90393
1974-05-01,1017.0622,1014.1407,1017.1308,1022.4372,1012.79443
1974-06-01,1017.55743,1014.0151,1016.16766,1022.4637,1012.28156
1974-07-01,1018.8045,1013.33716,1017.53705,1022.4929,1012.9568
1974-08-01,1017.9208,1013.6156,1017.05475,1019.3357,1011.75446
1974-09-01,1017.5268,1015.6358,1021.1072,1016.9447,1012.6708
1974-10-01,1017.0853,1017.97986,1019.15155,1019.60876,1012.1587
1974-11-01,1017.5078,1018.9077,1015.1039,1020.1677,1011.2023
1974-12-01,1016.6641,1024.1842,1010.3593,1021.84686,1011.2905
1975-01-01,1016.9471,1023.4879,1011.3959,1019.03674,1011.01807
1975-02-01,1016.65515,1018.6513,1015.7861,1018.51843,1012.20123
1975-03-01,1015.822,1017.02185,1016.5285,1023.8546,1011.63666
1975-04-01,1015.8041,1014.28394,1013.81757,1025.1014,1011.5252
1975-05-01,1016.39984,1014.19885,1016.03656,1021.884,1012.2614
1975-06-01,1018.68524,1016.1936,1014.69635,1023.6415,1012.6627
1975-07-01,1017.7193,1013.4093,1019.4422,1023.56055,1013.3491
1975-08-01,1018.1511,1013.4487,1020.815,1023.18414,1012.7603
1975-09-01,1017.39685,1016.5984,1022.5932,1019.71063,1012.5416
1975-10-01,1017.1174,1017.7511,1020.65515,1021.7864,1012.0691
1975-11-01,1017.14087,1019.9459,1015.59094,1019.8006,1011.8303
1975-12-01,1016.5714,1017.044,1015.555,1015.57983,1012.2449
1976-01-01,1016.2804,1020.9294,1015.12415,1016.5517,1011.3293
1976-02-01,1015.52686,1018.21796,1015.8691,1020.64935,1012.34064
1976-03-01,1015.10815,1016.878,1014.24786,1019.53326,1011.20844
1976-04-01,1016.78174,1014.47424,1013.89954,1025.2915,1012.09576
1976-05-01,1017.5464,1014.3287,1015.2765,1024.2778,1012.4411
1976-06-01,1018.16797,1014.12463,1015.74945,1021.3018,1012.00946
1976-07-01,1019.3606,1014.7283,1014.0142,1022.5678,1012.23456
1976-08-01,1018.73346,1014.5803,1014.8664,1021.5725,1012.0175
1976-09-01,1018.68353,1015.65015,1012.4602,1018.0965,1011.6209
1976-10-01,1017.169,1014.82886,1015.7273,1017.74,1012.03906
1976-11-01,1016.6233,1020.1857,1014.83435,1015.9332,1011.32556
1976-12-01,1016.66956,1016.2434,1011.68445,1017.782,1010.5603
1977-01-01,1016.293,1017.9182,1011.2707,1011.96814,1010.98047
1977-02-01,1016.7698,1022.16656,1014.2879,1018.38104,1011.45374
1977-03-01,1016.91595,1020.4739,1011.0773,1027.129,1010.5066
1977-04-01,1015.9791,1015.318,1015.5253,1023.43463,1012.1783
1977-05-01,1017.32513,1014.73126,1014.70264,1022.921,1012.3816
1977-06-01,1018.1576,1015.9402,1014.9338,1021.5826,1012.78033
1977-07-01,1018.269,1014.331,1015.04376,1022.6753,1012.0287
1977-08-01,1018.4165,1013.2662,1015.3611,1019.2023,1012.1651
1977-09-01,1018.45404,1014.9838,1014.15283,1019.4626,1012.23883
1977-10-01,1017.39545,1015.69305,1017.25836,1019.6255,1012.31537
1977-11-01,1017.51385,1019.3178,1016.04877,1017.8973,1011.7266
1977-12-01,1017.9822,1018.56616,1016.2088,1016.01117,1011.6549
1978-01-01,1017.9433,1021.1691,1015.6805,1013.9943,1012.8092
1978-02-01,1017.54865,1015.5012,1010.4085,1013.93225,1011.64026
1978-03-01,1016.4343,1021.7216,1016.3457,1020.8019,1012.5546
1978-04-01,1016.483,1015.19666,1014.61346,1022.6767,1012.2807
1978-05-01,1018.0432,1015.4266,1018.5005,1021.733,1012.1867
1978-06-01,1018.7057,1015.9358,1015.2166,1023.8345,1013.09784
1978-07-01,1018.43384,1013.3211,1014.7114,1022.89264,1012.18005
1978-08-01,1019.00366,1013.9363,1018.24384,1021.82495,1012.4713
1978-09-01,1018.27515,1015.6765,1018.931,1020.49725,1012.10474
1978-10-01,1017.64,1016.0398,1015.9178,1016.63495,1011.90485
1978-11-01,1018.14056,1022.3921,1018.5945,1015.8705,1011.36096
1978-12-01,1017.5547,1018.95294,1016.0657,1022.43414,1012.0441
1979-01-01,1017.6213,1014.38104,1011.69025,1020.1738,1011.85736
1979-02-01,1016.62946,1019.97546,1016.538,1021.0829,1011.5393
