,mgu500_cluster1,mgu500_cluster2,mgu500_cluster3,mgu500_cluster4,mgu500_cluster5
1965-01-01,-0.41256827,-0.2675499,-0.71075135,0.58202726,0.47383422
1965-02-01,-0.40637627,-0.024115372,0.4252777,-0.4122421,0.3314228
1965-03-01,-0.83295745,-0.30535278,-1.14385,-0.7068407,0.060614396
1965-04-01,0.5145699,-0.41159058,-0.4555849,0.78277147,0.23854637
1965-05-01,0.13198242,-0.39431876,1.9846287,0.84436303,-0.5683403
1965-06-01,0.06908722,-0.7306301,1.1376584,1.2983189,-0.18901214
1965-07-01,0.15837936,-0.5520458,1.5867252,1.6698253,-0.4353798
1965-08-01,0.050186157,-0.90334857,1.1660101,1.1614479,-0.6931534
1965-09-01,0.082774356,-1.1288598,1.9432417,1.3885882,-0.30176812
1965-10-01,0.18249436,-0.7599598,2.1589763,-0.4816555,0.454607
1965-11-01,-0.48100358,-0.004888153,1.0288134,0.64492285,0.82089996
1965-12-01,-0.5100071,-0.13328628,0.19161911,0.1720663,0.4966461
1966-01-01,-0.306567,-0.62330854,-0.6774666,-0.85799295,0.6013172
1966-02-01,-0.17166443,-0.17166443,1.1750629,-0.42440146,0.7641193
1966-03-01,-0.46543008,-0.44639283,0.19562492,-0.47921562,0.30755156
1966-04-01,0.011816025,-0.014770126,0.19464035,0.9814075,0.557991
1966-05-01,0.2589733,-0.6735283,0.74475366,1.111715,-0.25339356
1966-06-01,0.09026337,-0.82254446,1.8915889,0.61083585,-0.6498955
1966-07-01,0.19464035,-0.64267385,1.6500118,1.9739746,-0.15558091
1966-08-01,0.2271347,-0.78742373,1.9165344,1.6260513,-0.63906366
1966-09-01,0.2136776,-0.8573364,2.1295557,1.8584378,-0.35580102
1966-10-01,0.08501129,-0.7020836,1.0723273,0.6958475,0.22976112
1966-11-01,-0.71554106,-0.6229801,-0.21531868,1.0148869,0.449675
1966-12-01,-0.5635708,-0.19299889,0.28555983,0.2835905,-0.004266739
1967-01-01,-0.26743928,0.0829422,0.5172455,-0.1538023,0.30205384
1967-02-01,-0.37944412,-0.08751412,0.38924065,-1.2911552,0.32425803
1967-03-01,0.48948973,0.34450418,-0.16131286,-0.43658942,0.49634704
1967-04-01,0.43430367,-0.0045715333,0.24850006,-0.25176543,-0.011755752
1967-05-01,0.12376022,-0.3804241,0.17927265,-0.08588104,-0.6697418
1967-06-01,0.31707382,-0.24229583,0.67659914,0.26907235,-0.55937004
1967-07-01,0.19004898,-0.833667,0.45259017,1.0207767,-0.5182255
1967-08-01,0.038532257,-0.12539291,1.148782,0.7353773,-0.5868
1967-09-01,0.17894593,-0.22760086,2.7899928,0.6243523,-0.4388748
1967-10-01,-0.016000748,-0.73733675,2.536921,0.50255126,0.34025878
1967-11-01,-0.94371223,-0.28278694,1.3290344,-0.04310398,0.6243523
1967-12-01,-0.6912937,0.12408676,0.053879928,-0.13845463,-0.016000366
1968-01-01,-0.29429474,0.36868858,-2.1184096,0.8052071,0.23302841
