,zgv250_cluster1,zgv250_cluster2,zgv250_cluster3,zgv250_cluster4,zgv250_cluster5
1965-01-01,0.14791036,0.05931132,0.068289,-0.2151691,0.1546803
1965-02-01,0.5804561,0.2288563,-0.1548275,-0.22620717,0.03532176
1965-03-01,-0.096840784,0.25902706,-0.13554764,-0.0011773587,-0.307889
1965-04-01,0.26741606,0.20560272,0.13584206,-0.081828974,0.07505894
1965-05-01,0.23076959,0.0033850193,0.21443324,0.2560836,-0.43063253
1965-06-01,0.5360094,-0.019279862,0.10096164,0.03105383,-0.27050686
1965-07-01,0.4381384,-0.09227848,-0.14673296,0.18485108,-0.28890342
1965-08-01,0.29743958,0.14290643,0.14555559,0.042533398,-0.45594653
1965-09-01,0.32849345,0.37294006,-0.023989487,0.07859125,-0.45182553
1965-10-01,0.59738123,0.33805978,-0.38559705,0.4404932,-0.21266708
1965-11-01,0.713649,0.30759463,0.5679463,0.2290035,-0.776934
1965-12-01,0.19279861,0.26094034,-0.05342436,-0.06711157,-0.21207842
1966-01-01,0.12875351,-0.046438076,-0.13685484,0.03804741,-0.36600715
1966-02-01,-0.18126754,0.11182747,0.06321935,-0.02546134,0.1576869
1966-03-01,0.29381838,0.38322252,0.12426891,0.14958553,-0.2848491
1966-04-01,0.6115068,0.26676568,0.027486706,0.088825464,-0.3247772
1966-05-01,0.36615187,-0.092731476,0.23609623,0.047595404,-0.21280494
1966-06-01,0.16376296,-0.14813885,0.37150455,0.06336407,-0.28542772
1966-07-01,0.26387233,0.04513607,0.09576945,-0.06900616,-0.10358143
1966-08-01,0.08506413,0.13454013,0.3639818,0.045280743,-0.010416031
1966-09-01,-0.00043399335,0.097071454,0.24940565,0.16318417,0.04137473
1966-10-01,0.35848445,0.16983882,-0.28021973,0.11197214,-0.064087436
1966-11-01,-0.013888026,-0.1132741,0.19255157,-0.10980215,0.05757742
1966-12-01,0.50705737,-0.002025318,-0.006799364,-0.06321943,-0.7648538
1967-01-01,-0.59883505,0.2706082,-0.009325599,-0.19883451,-0.07477112
1967-02-01,-0.5257293,0.049292326,0.05928402,-0.11823492,-0.5738558
1967-03-01,-0.48925954,0.18834327,-0.14704438,-0.08276443,0.06960877
1967-04-01,0.7285604,-0.29492128,-0.24845996,-0.16736075,0.28010026
1967-05-01,0.79866874,0.14654474,-0.32156578,-0.052622892,-0.06228151
1967-06-01,0.35437164,-0.05795176,0.22614515,0.022814369,-0.03130741
1967-07-01,0.050458003,0.14521256,0.27826846,0.19600359,-0.07310586
1967-08-01,-0.15670295,0.19317254,0.20249817,0.20882626,-0.10074951
1967-09-01,0.36836013,-0.09308922,-0.046128273,0.04762707,0.066278175
