,vws250-50_cluster1,vws250-50_cluster2,vws250-50_cluster3,vws250-50_cluster4,vws250-50_cluster5
1965-01-01,5.616538047790527,19.267070770263672,13.071908950805664,3.6274232864379883,27.73290252685547
1965-02-01,1.732972502708435,18.696744918823242,16.186426162719727,4.334809303283691,38.14999771118164
1965-03-01,3.4951839447021484,21.216556549072266,14.141430854797363,2.9553020000457764,37.17634963989258
1965-04-01,9.595046997070312,19.730268478393555,13.432125091552734,2.939495086669922,24.51728630065918
1965-05-01,8.8158597946167,8.967978477478027,2.1563374996185303,2.265070915222168,26.254972457885742
1965-06-01,10.65509033203125,10.378744125366211,2.100487232208252,3.1350326538085938,15.138389587402344
1965-07-01,15.579427719116211,13.891881942749023,6.835425853729248,5.733302593231201,10.700142860412598
1965-08-01,13.325581550598145,15.569540023803711,5.279120922088623,6.766215801239014,12.310635566711426
1965-09-01,14.18028450012207,15.142068862915039,7.1514573097229,7.4374470710754395,13.57575511932373
1965-10-01,12.911945343017578,14.111634254455566,9.122892379760742,11.465197563171387,23.863611221313477
1965-11-01,5.291952610015869,11.86115837097168,17.287940979003906,18.839616775512695,24.907806396484375
1965-12-01,7.769461154937744,14.294069290161133,10.728483200073242,25.92724609375,26.771617889404297
1966-01-01,12.14062786102295,22.227657318115234,20.137285232543945,29.763118743896484,34.46065139770508
1966-02-01,12.636073112487793,24.442163467407227,16.518959045410156,26.924049377441406,29.518295288085938
1966-03-01,15.159723281860352,22.255949020385742,15.060870170593262,21.95370864868164,29.9542179107666
1966-04-01,16.7713565826416,19.374956130981445,16.21820831298828,22.02926254272461,33.34548568725586
1966-05-01,17.631986618041992,15.419748306274414,12.819021224975586,14.467909812927246,27.264808654785156
1966-06-01,16.958045959472656,17.308792114257812,3.570859432220459,9.257774353027344,16.170148849487305
1966-07-01,19.998502731323242,19.67551040649414,7.2623138427734375,4.627988815307617,12.008493423461914
1966-08-01,14.220099449157715,21.173126220703125,14.981671333312988,4.680692672729492,10.930950164794922
1966-09-01,8.875688552856445,14.182869911193848,19.79459571838379,6.274511337280273,17.60495948791504
1966-10-01,3.1899290084838867,13.007953643798828,15.078948020935059,8.706939697265625,21.8004207611084
1966-11-01,5.81959867477417,6.44533634185791,6.687020778656006,5.255228042602539,19.002681732177734
