,vws_u250-50_cluster1,vws_u250-50_cluster2,vws_u250-50_cluster3,vws_u250-50_cluster4,vws_u250-50_cluster5
1965-01-01,-28.70660756424825,12.017865530988043,-31.16394975890242,-16.51273292605503,-23.805067053443697
1965-02-01,-34.66543488309584,17.134237033214237,-34.37539654815202,-13.711508751715703,-20.678330956163816
1965-03-01,-33.96118429827111,11.809020716981351,-28.749587262305322,-10.387069883923456,-20.975621673484607
1965-04-01,-31.838185588254916,9.864441410524188,-19.28563488400841,-23.39924823851587,-27.472593827056887
1965-05-01,-41.65746604611796,8.29345007799732,-22.508795916638935,-17.46381743472563,-27.28600600115978
1965-06-01,-46.30566654646643,11.47644280034996,-14.455906141356511,-11.574497491343688,-32.471105071659245
1965-07-01,-47.39521787512482,9.60847607230297,-10.931219864322205,-8.159526577480516,-28.287588902048903
1965-08-01,-47.498249695091125,-1.1140939619216903,-5.032719293589895,-20.029958313969196,-31.022733039802212
1965-09-01,-48.94664335162346,-2.810266533397481,-17.493680183561054,-23.025485065387798,-31.273496539466727
1965-10-01,-45.53511799494623,-12.811790754312309,-27.760482877190306,-32.30708962254288,-34.9391051072396
1965-11-01,-42.73608028569703,-18.46982832350916,-21.582924118337402,-37.69792210630408,-33.68535977679169
1965-12-01,-33.21671283516624,-18.840679405015326,-30.783553358131027,-32.76554732986786,-27.093049872733637
1966-01-01,-32.70429684465905,-21.816248471342803,-35.42153013150165,-31.438032112780114,-21.829443072505146
1966-02-01,-35.58542934229828,-19.379427167707476,-28.99121842399536,-31.701892815806207,-24.280260983113557
1966-03-01,-31.72637440586695,-20.013265934063135,-25.680066141619463,-31.48734526534881,-23.825796620112513
1966-04-01,-29.832274633791098,-17.89602224057931,-22.209836784456197,-38.707605881925666,-31.81137561019602
1966-05-01,-28.760155219982483,-9.53930498304912,-14.268726937920768,-35.98907120809202,-34.34163931956394
1966-06-01,-49.30270068051518,10.658670981564534,-15.987457885630407,-11.109163339312968,-32.32715302706196
1966-07-01,-46.38133334816616,19.961198892465827,-19.978550082467233,0.8358452283296571,-27.571572715421244
1966-08-01,-39.73895498721445,20.786759611080022,-11.471629869999026,-1.3402360471573578,-26.620214771208097
1966-09-01,-48.628829825223384,20.929786591948925,-12.73292153306935,-4.27451953904391,-29.83665945856971
1966-10-01,-46.0982233684224,16.07153042575063,-28.648820290308123,-15.523971270922061,-34.76663864677115
1966-11-01,-42.492698474908806,13.4808323386013,-38.207349841744254,-18.073530122238534,-28.128996161886132
1966-12-01,-33.1250621173631,14.180490221344344,-28.10904685873177,-10.788773365176057,-24.42506175497264
1967-01-01,-31.673222391929528,14.411855069216923,-39.117810567475956,-6.10755897092652,-15.515787966146888
1967-02-01,-30.57999247926357,14.766782545749578,-31.13136180822452,-9.565363116898602,-18.43528563475151
1967-03-01,-35.32286655512858,11.767349095613236,-23.42972884655862,-7.4800084515996055,-18.639448974799134
1967-04-01,-35.37959052843423,12.494123035928713,-19.92886147695227,-12.289173598465993,-23.79604510692684
1967-05-01,-40.67983349429256,17.411022487436757,-16.353919617648973,-15.194893943716998,-32.799702530882556
1967-06-01,-46.84579661342895,25.695686024413867,-24.860495643244292,-4.857002417018682,-28.567323079493512
1967-07-01,-49.87407841116079,29.341902887948752,-17.35609288228796,-1.5135897853468927,-27.711894278228872
1967-08-01,-53.20471660011298,29.62209659306834,-11.249428085344976,2.477715547748566,-25.33914512713921
1967-09-01,-48.79221465170964,24.326736342200082,-32.14687836472013,-11.959235224317638,-30.212499760676046
1967-10-01,-53.905083822991294,15.294445797589846,-32.78638616373945,-13.81419345998818,-32.868866722127514
1967-11-01,-35.43529071969358,9.034082742713375,-30.49961672128376,-26.65202848940848,-29.10743057518841
1967-12-01,-35.97802939663182,6.4136042672420555,-31.453821466207042,-22.722629841669725,-28.206280639133865
1968-01-01,-35.646440466111166,4.8455639031826205,-35.5944545593457,-20.627234382642296,-22.01074590341663
1968-02-01,-36.98535586574223,8.910163082950845,-27.951040679515405,-15.84762297716059,-23.21081220845896
1968-03-01,-42.420202072157906,9.91289593980087,-26.839276350320073,-16.767449177617245,-26.925402912416708
1968-04-01,-32.76697104848568,-4.4688159271762204,-21.980307224394174,-29.361511442037163,-29.76020890704855
1968-05-01,-39.715397497534845,-3.9573854013662357,-20.006111686555027,-23.985875520965866,-35.54559176907265
1968-06-01,-52.42296074457709,-0.4899257275948776,-15.049928256320303,-16.743974532114752,-37.04170732725123
1968-07-01,-54.921643986533326,-4.0961089208669925,-14.113706561437187,-14.010728204094303,-31.78973545213998
1968-08-01,-52.89379383233759,-7.633344176052164,-6.626951949162338,-21.77847284252969,-32.813787325291365
1968-09-01,-51.83065722782297,-9.371939299588885,-20.41292121283818,-30.07275685198712,-36.73058014671014
1968-10-01,-51.80760146618701,-12.83694938500217,-34.20353029410702,-36.83081993341658,-35.13744130021537
1968-11-01,-45.099549562515165,-16.55305247102064,-38.59355958589926,-29.136545296219147,-26.064586947493897
1968-12-01,-30.710801499478826,-17.205591400277108,-32.91503802730159,-34.9616742384642,-27.36228610779825
1969-01-01,-33.212117435624116,-18.24341228697803,-38.89118793091085,-28.576550442261194,-24.09004509735164
1969-02-01,-34.40781546893477,-20.022937825065757,-34.68647045262183,-34.55645835288494,-24.220880613795412
1969-03-01,-38.30686321479721,-20.15707226008759,-26.435134164871993,-32.58885800600324,-27.495236283454766
1969-04-01,-31.042847186168846,-10.298572961684782,-22.168595453128578,-31.878944477282065,-26.80198850139566
1969-05-01,-40.597729809678455,5.995632064511047,-18.095364243657624,-22.804561478161077,-35.67718792037979
1969-06-01,-46.66634213162751,23.16231619497018,-20.941312890105245,-1.8980005179765789,-28.113227063399123
1969-07-01,-51.004138340274196,30.844590559129905,-18.263228144069313,5.652835825262222,-27.27976155166204
1969-08-01,-51.065585279635556,26.736521564982212,-21.992735735008676,1.5744008587746898,-27.294881992064038
1969-09-01,-46.355192552419865,22.68447582273258,-19.29818131106442,-4.252793213077398,-29.07653271986012
1969-10-01,-33.23993905748796,17.107041011296886,-26.637643416280987,-17.057465663910325,-28.680871932822583
1969-11-01,-37.99861341965571,16.39887042619379,-34.68699747247237,-17.71332497081767,-26.620225869520006
1969-12-01,-31.85674443177225,12.02589229543406,-29.65417623358482,-12.77502156155958,-23.792558041635402
1970-01-01,-35.081970957914386,10.628978321045073,-32.499405914211295,-12.595875412793188,-20.22465994924928
1970-02-01,-36.10326043182407,10.629954380153498,-28.478830267685296,-13.042216443282,-21.01144520584362
1970-03-01,-35.28753861974629,9.313690021746712,-25.76847423354069,-18.146488786240507,-24.51400077990514
1970-04-01,-33.40147807040383,3.9576746681233432,-21.63028722089911,-22.74944402489044,-28.260369010760996
1970-05-01,-41.594526613551295,7.115041749325284,-17.62178729590048,-19.327520706570777,-31.81726443153366
1970-06-01,-56.518786860311984,3.227142796393304,-23.42164295866261,-9.399087629931444,-24.7846204377339
1970-07-01,-48.29979722748866,0.9169112755895877,-21.3132532177401,-13.446747698129819,-24.591075899383252
1970-08-01,-53.84442147306062,-3.653426847263495,-22.71571026856358,-15.551664489560029,-26.264280317851593
1970-09-01,-61.593718213661184,-10.190900013785873,-25.339207861590474,-27.120488460927827,-32.64321358273831
1970-10-01,-52.76638253677775,-14.959933573011911,-34.20635202720779,-31.452642196305845,-31.61099806674524
1970-11-01,-39.839431164796785,-19.101577402035602,-35.9821361290099,-40.188463507866715,-30.52675169481453
1970-12-01,-40.70107510310279,-23.193123454204684,-30.28552259026371,-34.32997360843348,-26.183247992729765
1971-01-01,-42.72594623401929,-19.461005867057878,-30.960132406774893,-31.7588545030435,-23.97964765177506
1971-02-01,-39.064366445173185,-15.633230363872936,-29.566269653500964,-34.27116134875941,-23.564898004985228
1971-03-01,-38.13191210192481,-17.35288825757053,-25.067852560919423,-28.341957414672553,-25.14078244926687
1971-04-01,-35.16454206597712,-10.259016028441827,-18.60241685501616,-30.305076917048346,-30.35516958837878
1971-05-01,-39.63063934924505,4.999692865210641,-24.463245917158467,-22.10080065453529,-33.91243875403736
1971-06-01,-50.04750920063789,20.826470711273096,-26.365061672872454,-2.604676441680879,-28.556473233397977
1971-07-01,-54.93563544406719,27.951106202518613,-20.893403751035585,4.2071775369570465,-28.397188821971874
1971-08-01,-55.299359780030294,24.538025391958286,-17.039538040381192,5.764274703144195,-32.23705851404145
1971-09-01,-60.520081487664676,23.05391062603149,-34.21735425631177,0.7990674379988864,-27.213252802441435
1971-10-01,-65.24473504749491,20.750865254816606,-33.31841982974344,-6.909224663851176,-31.039705201469516
1971-11-01,-50.792261262330605,14.932828286881623,-32.15880865687502,-12.2636560692664,-31.720769615520318
1971-12-01,-40.637576411574116,15.184438737827724,-33.80262351892746,-8.884843287905253,-23.92048221479486
1972-01-01,-36.359206175630376,15.687292652271887,-31.046401207867834,-14.089447967766167,-23.44972833128274
1972-02-01,-33.458027308103176,19.70944159877504,-28.514510657526944,-12.956071973730563,-22.944522172831952
