,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5
1965-01-01,1104.3095259232955,1671.0096015304816,1284.4407421047406,1589.8792266845703,1662.718225698002
1965-02-01,1102.0064808238637,1664.545678310707,1283.05211471299,1586.5066528320312,1661.1300108862706
1965-03-01,1105.6098854758523,1669.63390913166,1284.567079705707,1594.8644638061523,1664.5709928919057
1965-04-01,1105.742276278409,1672.0933257556353,1288.5667186672406,1593.3586120605469,1670.835301133453
1965-05-01,1107.3007146661932,1667.538502177254,1288.381389036017,1590.6033515930176,1663.6659715996414
1965-06-01,1109.734463778409,1668.4607333824283,1290.7211045087395,1596.278953552246,1667.767333984375
1965-07-01,1111.1877219460227,1677.8494412781763,1293.2890552585409,1601.5409469604492,1673.6710345158813
1965-08-01,1110.9460227272727,1675.7042056224386,1290.8447265625,1605.0981521606445,1664.6339291431866
1965-09-01,1110.2092950994318,1673.8157178534836,1291.4272502317267,1597.692584991455,1666.8099825499487
1965-10-01,1108.6695001775568,1674.9097480148566,1289.9721565893142,1594.8596954345703,1665.721055327869
1965-11-01,1107.8754216974432,1675.9539494748976,1288.3642422950875,1594.73295211792,1664.8901767418033
1965-12-01,1105.2123801491477,1666.3953437179816,1284.1993170269466,1587.3225212097168,1659.7618228099386
1966-01-01,1105.8708718039773,1670.6561979700307,1286.3213749255165,1586.656665802002,1666.0835641329406
1966-02-01,1103.889737215909,1670.482297803535,1284.501053115069,1587.1185302734375,1662.420554239242
1966-03-01,1104.746493252841,1670.7782682825307,1285.9177928859906,1593.1737899780273,1664.886374551742
1966-04-01,1105.8104359019887,1671.090648213371,1287.5178450244969,1589.1522407531738,1669.9302798411886
1966-05-01,1107.7185724431818,1668.1748687243853,1291.2218772758872,1590.0023460388184,1670.974781474129
1966-06-01,1110.03466796875,1669.7339667648566,1291.0945310431011,1599.910068511963,1668.6927670338116
1966-07-01,1109.2023703835227,1670.2848840932377,1291.5537430068196,1591.6991233825684,1667.7528256275616
1966-08-01,1109.6641734730113,1675.1850065637807,1291.9039192846267,1599.68843460083,1674.419665727459
1966-09-01,1109.2346413352273,1673.0700883709017,1290.7933897891287,1593.8559532165527,1666.742343589908
1966-10-01,1107.940762606534,1671.6675805263833,1289.2256397311971,1590.3794288635254,1671.42333984375
1966-11-01,1105.2872425426137,1661.85803022541,1286.033733820511,1585.8670234680176,1663.329978067367
1966-12-01,1103.3002485795455,1669.4474017033813,1284.883246987553,1585.6928825378418,1665.3738553406763
1967-01-01,1103.826504794034,1663.503978291496,1282.24704548464,1582.309341430664,1660.206078701332
1967-02-01,1103.5325372869318,1671.3647060706967,1282.8094482421875,1585.826015472412,1665.6602202868853
1967-03-01,1103.856356534091,1675.9840668224897,1286.3796169474974,1591.147232055664,1669.512339107326
1967-04-01,1104.4700372869318,1671.5159932120903,1287.8622281349312,1593.2904243469238,1668.4568311347336
1967-05-01,1106.4155939275568,1663.469958696209,1288.1012738761256,1593.7603950500488,1666.3453149013833
1967-06-01,1108.4323064630682,1661.8618324154713,1290.3894715389963,1594.6430206298828,1667.966148501537
1967-07-01,1109.5256569602273,1671.322581807121,1291.6901927883343,1598.2075691223145,1667.744420786373
1967-08-01,1111.2231889204545,1674.7892786244877,1291.3709220239673,1605.5782318115234,1667.0693319351947
1967-09-01,1109.787753018466,1674.8853339523566,1292.1180854409429,1596.8820571899414,1671.4196377113217
1967-10-01,1108.64697265625,1667.3352851242316,1289.0535774877517,1594.649600982666,1665.6594198258197
1967-11-01,1105.7726828835227,1669.2699995197233,1287.1961690611759,1589.0254974365234,1665.0986968493853
1967-12-01,1103.9098455255682,1668.4106045081967,1285.6347035553497,1585.9824180603027,1662.9245445376537
1968-01-01,1103.0990767045455,1669.6610247502563,1282.1199061506886,1588.2925033569336,1657.3753482005636
1968-02-01,1104.2693536931818,1675.7676421618853,1284.1974549374338,1590.7777786254883,1662.6916103675717
1968-03-01,1103.2231001420455,1675.7732453893443,1285.757627325543,1590.5823707580566,1664.9284988153177
1968-04-01,1104.956454190341,1672.3085497246414,1287.5200174622616,1586.4310264587402,1659.342881499744
1968-05-01,1106.4534801136363,1668.712878618084,1288.4114928164724,1587.0954513549805,1666.6379834784836
1968-06-01,1108.6671253551137,1666.951964331455,1288.6245986162608,1589.2215728759766,1662.3088899205943
1968-07-01,1111.3138982599432,1670.8930343878073,1291.9622906183793,1601.242446899414,1669.486023949795
1968-08-01,1111.6136585582387,1680.7323018058403,1292.1051542637713,1602.2150039672852,1663.836669921875
1968-09-01,1109.6817737926137,1674.2016401447233,1291.628769696769,1592.7099227905273,1667.8347728291496
1968-10-01,1108.1701882102273,1671.076440029457,1290.1360721911415,1592.7533149719238,1665.3326315957993
1968-11-01,1107.4016335227273,1667.5442054623463,1288.197455971928,1590.6270027160645,1663.220615074283
1968-12-01,1105.0764825994318,1669.077488633453,1285.4941416594943,1586.4141464233398,1664.7108734631147
1969-01-01,1103.4992897727273,1664.302538262039,1284.0376514499471,1583.9312553405762,1657.489513960041
1969-02-01,1103.4837757457387,1667.4157314613217,1284.3383530438957,1585.4711532592773,1663.3456871157787
1969-03-01,1104.8878284801137,1669.8554367315573,1287.0361328125,1591.9537544250488,1668.1058289574796
1969-04-01,1105.6566273082387,1673.4139864561987,1289.1125953803628,1592.0330047607422,1668.9806328445184
1969-05-01,1106.8828125,1671.9328333119877,1288.71677204714,1594.0979957580566,1670.731541367828
1969-06-01,1108.7423206676137,1663.4504474577357,1290.784803487487,1593.6108589172363,1667.5683193519467
1969-07-01,1110.553466796875,1675.024914350666,1293.027586856131,1601.1039733886719,1673.7428758965164
1969-08-01,1110.0017311789773,1673.5505651255123,1292.8736282607258,1601.4213562011719,1673.8455350281763
1969-09-01,1108.8494762073863,1684.476658555328,1291.770262637381,1594.3181037902832,1676.648449506916
1969-10-01,1106.9788929332387,1670.989890176742,1289.1703460176113,1589.549160003662,1672.119540855533
1969-11-01,1106.4422052556818,1670.5394307120903,1287.8402709960938,1589.5763397216797,1667.239329853996
1969-12-01,1104.9967151988637,1670.035840644211,1285.5934531001722,1585.758113861084,1664.0796098552767
1970-01-01,1104.236661044034,1670.204137583248,1286.2546759136653,1587.8680229187012,1665.4558025422643
1970-02-01,1102.8093039772727,1672.1070336513833,1284.5254154528602,1590.1628494262695,1664.764304239242
1970-03-01,1103.1617320667613,1664.886374551742,1285.4610637082892,1587.346076965332,1666.1196849385246
1970-04-01,1105.7343971946023,1674.490806704662,1288.2686033087261,1588.826560974121,1665.6092909515883
1970-05-01,1106.4894797585227,1667.8478803790983,1288.7479361841235,1592.1587944030762,1670.3594270299693
1970-06-01,1109.2638938210227,1663.762427158043,1289.5064790370102,1601.1878967285156,1658.1260806224386
1970-07-01,1110.1421342329545,1674.1905337474386,1292.7928859904662,1596.1089134216309,1670.4511798796107
1970-08-01,1109.3759321732955,1676.4237200627563,1290.9039254915917,1600.382423400879,1670.3985495645493
1970-09-01,1108.0783469460227,1672.096227426998,1288.4897005760065,1592.5188064575195,1663.7052942494877
1970-10-01,1107.1256214488637,1669.019555263832,1287.0264602919758,1590.7441139221191,1663.215111904457
1970-11-01,1105.3201127485795,1670.8751240714653,1285.7955673993645,1586.8361473083496,1663.1216580750513
1970-12-01,1104.316650390625,1667.3462914638833,1283.1046152923068,1586.3347053527832,1660.655137359119
1971-01-01,1102.0610129616477,1666.9791800076844,1282.6552827479477,1586.695957183838,1660.2987320696723
1971-02-01,1100.5843394886363,1669.9372838755123,1281.4914509401483,1588.1494522094727,1660.344458408043
1971-03-01,1104.4529474431818,1672.5281762295083,1284.3535601082494,1592.8282737731934,1665.652415791496
1971-04-01,1104.7724609375,1676.6873719262296,1287.6606828075344,1588.7277603149414,1669.6425140881147
1971-05-01,1106.287442294034,1667.5973360655737,1287.6245013738082,1590.9781455993652,1664.5767962346313
1971-06-01,1109.1105735085227,1664.9482101690573,1291.0614789542506,1594.1903114318848,1670.3926461641906
1971-07-01,1109.2546830610795,1671.7263143570697,1290.176572638043,1599.8112678527832,1667.034812051742
1971-08-01,1108.5883123224432,1674.138904008709,1289.8418879104875,1595.5463409423828,1665.8344206262807
1971-09-01,1108.2728826349432,1665.571068935707,1288.7746778585145,1590.6373977661133,1659.0271996670083
1971-10-01,1108.680819424716,1671.332787685707,1288.120670641883,1596.9598770141602,1659.713695088371
1971-11-01,1106.083984375,1672.1642666175717,1286.6932755809719,1589.3314361572266,1660.9917312371927
1971-12-01,1104.2177068536932,1668.925401030994,1284.152635477357,1583.2789421081543,1660.9564108926743
1972-01-01,1103.699129971591,1667.284055616035,1284.556217516883,1587.2589111328125,1664.390989209785
1972-02-01,1101.4267578125,1666.8969326331967,1283.462265790519,1586.9915008544922,1665.569468013576
1972-03-01,1104.7357066761363,1671.9844630507173,1285.5601682501324,1594.8982238769531,1666.7062227843237
1972-04-01,1105.1841930042613,1669.3010173860143,1289.3858052916446,1588.0382537841797,1670.0919729764344
1972-05-01,1107.1396484375,1671.8096623655226,1290.878244173729,1594.0382957458496,1676.2218037589653
1972-06-01,1106.8888716264205,1669.2307769275103,1290.0868561308264,1595.03812789917,1670.422863569416
1972-07-01,1110.2332652698863,1673.783399237961,1291.9811442746955,1597.5438117980957,1666.5640408875513
1972-08-01,1109.1980202414773,1669.2872094326333,1290.7663377664858,1596.3025093078613,1660.5797939613217
1972-09-01,1108.7245871803977,1672.808737832992,1291.46079370531,1594.538974761963,1668.9441118084017
1972-10-01,1107.6294389204545,1673.8491371029713,1290.7444064900028,1590.6988143920898,1671.386118404201
1972-11-01,1105.715420809659,1668.988537397541,1287.6193030405852,1592.4790382385254,1670.0167296362706
1972-12-01,1105.0261452414773,1664.057897348873,1286.7548021219545,1585.2934837341309,1663.2540343237706
1973-01-01,1104.1404252485795,1671.97765913166,1284.6724687996557,1586.667251586914,1662.2651647348873
1973-02-01,1104.1806640625,1673.2413870389344,1286.3012281514832,1591.2550926208496,1665.0152487832993
1973-03-01,1104.3240189985795,1677.029468974129,1285.6389191191076,1591.6595458984375,1669.1801477651127
1973-04-01,1105.0591930042613,1666.364525966957,1286.5471274165784,1593.4839248657227,1662.8644099001026
1973-05-01,1106.1798206676137,1664.0632004034323,1288.0370835126457,1589.2217636108398,1662.647985239498
1973-06-01,1109.0356001420455,1667.4637591252563,1288.3094916909429,1599.7540473937988,1664.1983782658813
1973-07-01,1109.2830921519887,1669.441698418289,1289.5369190280721,1600.032615661621,1663.4168280929816
1973-08-01,1109.828857421875,1674.043749199539,1289.3580808477886,1601.1735916137695,1664.70947265625
1973-09-01,1107.999911221591,1662.5501288742316,1289.9296906034826,1587.4732971191406,1663.1086505827357
1973-10-01,1106.6170765269887,1672.7748182953383,1287.7360974327994,1590.5505180358887,1666.754150390625
1973-11-01,1106.247314453125,1671.5294009349386,1284.65772725768,1587.8910064697266,1664.1787669697746
1973-12-01,1104.8922674005682,1674.71203413166,1284.0783846580377,1591.5929794311523,1663.1730876985143
1974-01-01,1104.1325017755682,1670.852711161629,1279.4583854028735,1591.4666175842285,1656.5519739369877
1974-02-01,1103.3718483664773,1676.5643010373976,1282.612584000927,1591.411018371582,1664.6340292008197
1974-03-01,1105.074462890625,1675.631163550205,1284.5055531647247,1595.4365730285645,1667.999667808658
1974-04-01,1105.2912819602273,1671.6249559746414,1286.856260138043,1592.6043510437012,1669.8769491226947
1974-05-01,1105.8070623224432,1661.86773581583,1287.2923511569784,1592.374610900879,1663.3664991034836
1974-06-01,1106.8949973366477,1664.9598168545083,1289.6271786447298,1591.970443725586,1670.0264352266906
1974-07-01,1109.5715997869318,1666.1815205558403,1289.3971588652014,1598.754596710205,1658.6631899974386
1974-08-01,1109.0472301136363,1667.4715636206456,1289.5388328422935,1592.7765846252441,1664.8582583568136
1974-09-01,1108.4897238991477,1671.6726834656763,1288.4889247053761,1594.9637413024902,1669.1356221183403
1974-10-01,1107.6310813210227,1668.8983854700307,1287.304765087063,1593.5693740844727,1660.5990050268956
1974-11-01,1106.1987970525568,1668.5349761462603,1285.9781556210276,1585.7270240783691,1662.6873078893443
1974-12-01,1104.2485795454545,1666.803979091957,1284.772840596862,1583.4833145141602,1661.6624175525103
1975-01-01,1104.5305397727273,1668.942711001537,1284.4996824102886,1585.585594177246,1660.789014472336
1975-02-01,1103.7549493963068,1670.8915335233094,1282.7910342458952,1587.9570007324219,1663.9926597720287
1975-03-01,1103.4118430397727,1669.2868092021004,1284.389301881952,1587.9018783569336,1664.9669209464653
1975-04-01,1105.1340553977273,1673.2392858286373,1286.5373514466366,1593.711757659912,1670.44927878458
1975-05-01,1105.5079456676137,1665.07568359375,1288.9122914459747,1584.5515251159668,1665.8541319800206
1975-06-01,1108.524991122159,1665.0386622694673,1288.8318077992585,1598.1990814208984,1667.9464371477973
1975-07-01,1108.3311878551137,1673.6300108862706,1289.7783182435116,1593.3298110961914,1660.463426933914
1975-08-01,1109.4604936079545,1672.1111360143443,1289.1779236874338,1597.5126266479492,1667.9877609503073
1975-09-01,1108.577237215909,1674.546738921619,1288.9880164194915,1598.7092018127441,1666.6205734503073
1975-10-01,1107.1250443892045,1672.7598096503586,1286.4021689204847,1594.546127319336,1664.986632300205
1975-11-01,1106.3683638139205,1672.027988121158,1286.4934888936707,1590.1264190673828,1662.669797803535
1975-12-01,1104.8735129616477,1671.4724681416496,1283.5290682517877,1588.969898223877,1662.5795458183914
1976-01-01,1104.693204012784,1672.2588210809427,1282.8138707047804,1589.9535179138184,1663.5174860719776
1976-02-01,1104.4557661576705,1672.8085377177254,1283.500386900821,1591.3816452026367,1663.615342437244
1976-03-01,1104.030029296875,1671.747826748207,1284.1642218121028,1589.930534362793,1665.34673972208
1976-04-01,1105.373868075284,1670.2638719902664,1288.2854914261125,1593.4887886047363,1669.9821096951844
1976-05-01,1107.27734375,1675.7871534003586,1290.5806201999471,1596.7061042785645,1672.7652127625513
1976-06-01,1108.4407404119318,1671.4841748847336,1291.4361210192665,1592.6196098327637,1674.5495405353483
1976-07-01,1109.5753728693182,1673.3330398309427,1292.2140347755562,1592.0949935913086,1674.352927286117
1976-08-01,1109.4716796875,1672.1672683465677,1291.2689726231463,1595.9342956542969,1669.8340243980533
1976-09-01,1109.6880548650568,1674.480200595543,1291.3874222060383,1596.6731071472168,1669.9581959208504
1976-10-01,1107.823641690341,1676.8204485783813,1287.3229721845207,1594.1987037658691,1665.3093181672643
1976-11-01,1104.7424982244318,1669.1448274205943,1285.195276292704,1585.353183746338,1658.4352587090164
1976-12-01,1104.1038263494318,1660.8903728547643,1284.1217816886256,1579.0948867797852,1656.0716972976434
1977-01-01,1103.7292924360795,1666.5311219262296,1283.4518432617188,1586.1949920654297,1660.7315813908813
1977-02-01,1103.271395596591,1668.2187940253586,1283.0745890989142,1588.3831977844238,1662.952160444416
1977-03-01,1105.566739169034,1674.4810010566086,1285.8653957560912,1590.7825469970703,1664.531870357326
1977-04-01,1104.7070756392045,1675.8912133388833,1288.2876380015227,1590.217399597168,1676.773121317879
1977-05-01,1106.132901278409,1670.067258741035,1288.6548317084878,1590.5377388000488,1665.233374423668
1977-06-01,1107.8838556463068,1668.9450123271004,1289.855879444187,1590.3335571289062,1672.04839987833
1977-07-01,1108.5509810014205,1668.6226266329406,1290.9263222904528,1596.1710929870605,1672.607321817367
1977-08-01,1109.1490367542613,1666.7817662973873,1290.9433397196108,1593.5813903808594,1663.2784483862706
1977-09-01,1109.557705965909,1675.633664991035,1291.53600143174,1599.6712684631348,1673.3730628842213
1977-10-01,1107.353426846591,1671.1513831967213,1289.914871474444,1589.987850189209,1668.60601706583
1977-11-01,1106.393887606534,1672.1576628137807,1287.28795455674,1590.1813507080078,1664.6989666047643
1977-12-01,1105.3885387073863,1668.156358062244,1285.7011956683662,1587.8304481506348,1662.7815621798156
1978-01-01,1104.2949662642045,1672.6820648693647,1284.298137082892,1588.3654594421387,1664.987132588371
