,vo500_cluster1,vo500_cluster2,vo500_cluster3,vo500_cluster4,vo500_cluster5
1965-01-01,7.503142819795682e-06,2.0964182147829225e-06,1.565799266245449e-05,1.285186000331589e-05,1.1678606669908944e-05
1965-02-01,1.5036834440185526e-05,2.103902668243956e-06,1.886494525630648e-05,7.919100692272811e-06,1.2626448183932264e-05
1965-03-01,1.0277061921959835e-05,1.1568995135617528e-06,1.4324938698943395e-05,1.5865461824521447e-05,1.0219427883597785e-05
1965-04-01,4.3246087159853585e-07,4.518434757663024e-06,1.1932225637186397e-05,2.2924521034860293e-06,6.3777754784244655e-06
1965-05-01,2.706634538107201e-06,4.084752479694874e-06,1.1035217539756559e-05,-3.3344355049449384e-06,6.739231894050349e-06
1965-06-01,-5.244534028669468e-06,6.407069783811246e-06,2.6414511467010016e-06,-2.6771836130093306e-06,-2.611443505884381e-06
1965-07-01,-1.3952034634645865e-06,5.324382833616813e-06,1.2564588776816286e-06,2.0195073364270573e-06,7.223842600224282e-06
1965-08-01,9.606477293562904e-07,7.738053333448327e-06,-1.0828678872106442e-05,-3.6389046616067194e-06,1.5689919506412673e-05
1965-09-01,-1.1163980712357976e-06,7.087812098854391e-06,1.0533932860804878e-05,5.812194952967752e-08,8.318704900336749e-06
1965-10-01,1.2016685813993274e-05,4.986591567950944e-06,6.543590795142033e-06,5.050586637258764e-07,7.722022193310625e-06
1965-11-01,3.324603542108505e-06,6.043245318307103e-06,7.824148724466795e-06,-1.6904295546005527e-06,1.0170480620333965e-05
1965-12-01,6.527160717727917e-06,3.7615050791311493e-06,6.039103936927859e-06,3.855434831011069e-06,1.6251636979893406e-05
1966-01-01,1.3814255365714165e-05,9.905824847258125e-07,2.0782161603468317e-05,1.2748907421354954e-05,1.4374955618280938e-05
1966-02-01,4.880743448949876e-06,1.7251047782193298e-06,1.7219830018196568e-05,5.997037810519077e-06,1.4857041992883675e-05
1966-03-01,4.490081264187235e-06,2.009624337647024e-06,2.2315340781157527e-05,5.670469873599004e-06,1.530405283351974e-05
1966-04-01,1.3097944848187088e-05,3.765832256131706e-06,2.7136066667784084e-06,9.788784997753527e-06,5.8830785727626255e-06
1966-05-01,3.132925552012689e-07,4.453646179120534e-06,3.982743616385657e-07,7.078942760971387e-06,2.732806382134205e-06
1966-06-01,-1.4295900813805862e-07,6.968075441901337e-06,-8.608288718884676e-07,-8.186857041614643e-06,5.069084201092297e-06
1966-07-01,8.754241958457054e-06,5.709985676202481e-06,-6.700988800882139e-07,2.979603079172482e-06,6.669623136521625e-06
1966-08-01,-1.4973328346835123e-06,5.140004850028907e-06,-6.0830393522337545e-06,1.1872873806058168e-06,9.407514222944651e-06
1966-09-01,2.059534272788319e-06,7.66805512016204e-06,-3.4238727645667195e-06,-8.234730291694243e-06,3.8563153464836315e-06
1966-10-01,8.568623059612394e-06,5.382961179830917e-06,-1.2666836823882477e-06,-4.472272993131433e-06,2.8441287755181003e-06
1966-11-01,1.3849960959547437e-05,3.6906103546967146e-06,9.16352216033071e-06,4.4430163786562e-06,2.7014041424603845e-06
1966-12-01,3.4997057305148816e-06,3.4328436658949033e-06,8.536358109267894e-06,4.847909001067065e-06,7.930192468654453e-06
1967-01-01,2.2411351241684012e-05,8.954048331071879e-07,1.555012507499972e-05,1.5223164465590721e-05,1.2272049060173115e-05
1967-02-01,1.4140922916623753e-05,1.848148462551597e-07,6.449837807546525e-06,1.1913654106603823e-05,1.532658798362505e-05
1967-03-01,5.205361403485091e-06,1.4956598141809123e-06,1.1405610772878088e-05,8.07850350300702e-06,1.127399376313638e-05
1967-04-01,-9.446931271501411e-06,4.206025895247091e-06,1.741904725349741e-05,4.1831992525769195e-06,1.2957921268373847e-05
1967-05-01,-1.704464177545969e-06,4.761631089422735e-06,5.291031660211351e-06,-2.3583380625052265e-06,5.124227155125056e-06
1967-06-01,3.642489775652685e-06,5.085333301932141e-06,1.0197950359724928e-05,1.3186320025053602e-06,6.2627195609124146e-06
1967-07-01,7.529394570823519e-06,5.086840912130438e-06,4.489894157207649e-06,-2.9204798232879e-06,7.146881932598301e-06
1967-08-01,3.231641084804582e-06,8.149576173495502e-06,-1.7235511980591887e-06,-3.212016131661452e-06,1.0429542445753544e-05
1967-09-01,1.3942954706806696e-05,4.89470204973424e-06,1.1634456313913688e-05,5.91022487752503e-06,1.021962719839413e-05
1967-10-01,1.143090906334024e-05,5.224936766074444e-06,1.967279179856026e-05,3.586206020491862e-08,3.866370100675998e-06
1967-11-01,8.881247469967384e-06,5.020397697563794e-06,9.285674877901329e-06,7.935153273759103e-06,9.36897680382591e-06
1967-12-01,6.393752342657135e-06,5.11312659283321e-06,5.173087629373185e-06,5.646865158668356e-06,8.762160971255458e-06
1968-01-01,1.2909615613411205e-05,1.3747033733579883e-06,1.6140059718357712e-05,1.328165392517737e-05,1.625440416590093e-05
1968-02-01,3.904343104479116e-06,-6.321562263554948e-07,2.4058673867936402e-05,1.0135153854385065e-05,1.3032374052737067e-05
1968-03-01,7.909864782734343e-06,4.3010478209285194e-06,1.212329607369611e-05,5.547768501500974e-06,9.536992404312688e-06
1968-04-01,8.590438833672214e-06,3.7299409944518462e-06,6.408019999071257e-06,4.857064950778206e-06,5.071894926739798e-06
1968-05-01,-1.152396330451315e-06,6.846429201345927e-06,-1.2925164204110237e-05,9.64242733572042e-06,8.544933725135436e-07
1968-06-01,-4.72761019893469e-06,9.226033819748574e-06,-5.27230478534572e-06,-1.001532238172708e-05,-2.9174168745118957e-06
1968-07-01,4.1173363336492244e-06,6.538858133741211e-06,3.7132070455451566e-07,-3.5965427275918845e-06,6.786416285668817e-06
1968-08-01,-3.7856623898858388e-06,7.267786824885744e-06,-1.2482347149974279e-05,1.0564851281076967e-06,7.428874635073218e-06
1968-09-01,3.7713863477636863e-06,6.926067574010052e-06,-4.264182204375781e-06,2.00205890240152e-06,4.523035676492269e-06
1968-10-01,8.968215189028292e-06,5.643865173190286e-06,6.615939582843566e-06,1.6373968630831792e-06,5.8973992441253286e-06
1968-11-01,1.1629938628442303e-05,4.716191687686495e-06,1.78657016173626e-05,3.709367763626577e-06,-2.2622602798153513e-07
1968-12-01,1.0858194826041569e-05,2.9436694536467587e-06,9.861208430568999e-06,1.0784736044049014e-05,1.3271246063324842e-05
1969-01-01,1.4803450590121312e-05,1.8792762699539687e-06,2.140713907768562e-05,1.4479454010852794e-05,1.851827387036657e-05
1969-02-01,1.0869569350605394e-05,1.6658745171195155e-06,1.0167097267791785e-05,1.0799677267375335e-05,1.4494586100633396e-05
1969-03-01,4.616950142892598e-06,2.9717297875012347e-06,1.622779109311523e-05,3.799037286382106e-06,8.513358052562368e-06
1969-04-01,7.82998799335173e-07,3.412608999427262e-06,1.2520542895799736e-05,6.739983513309598e-06,8.34121102401541e-06
1969-05-01,-9.240854061159268e-06,6.695168443891155e-06,-2.4780014958499428e-06,-2.393899305344548e-06,5.241406839520502e-06
1969-06-01,4.132384716168926e-06,6.288308572844802e-06,3.7002344773403215e-06,-1.2570461788017406e-06,2.8669595114014886e-06
1969-07-01,-3.0924175758344127e-06,5.89963115935823e-06,6.4181404013652354e-06,2.005431380849786e-06,7.599335712005454e-06
1969-08-01,1.977245966547944e-06,6.8503089100214645e-06,1.1950244053574959e-06,-9.179995863743854e-07,7.286951373277996e-06
1969-09-01,8.164094626842656e-06,4.993707718044376e-06,-1.1817862741736462e-05,5.436891669665873e-06,5.534292192370482e-06
1969-10-01,1.437959852393443e-05,4.156321606077737e-06,1.2949737045649576e-06,9.056106048264177e-06,3.5156481413999227e-06
1969-11-01,1.5614316015079224e-05,2.7914147760942467e-06,1.6835533642733935e-05,5.7232471856589595e-06,8.79160150826136e-06
1969-12-01,1.2315762299486785e-05,2.991578621189009e-06,6.9648270558294225e-06,7.811087105038474e-06,1.1964969784690147e-05
1970-01-01,1.0184973497408305e-05,2.177708453969403e-06,2.0335839205169275e-05,6.732885572646188e-06,1.2750585502796272e-05
1970-02-01,2.8052172189637285e-06,1.6746968882360007e-06,1.8690587542854097e-05,1.2501735599049959e-05,6.959528442901966e-06
1970-03-01,1.0911124914488327e-05,2.6165340439764475e-06,1.8580044525151607e-05,5.631851841249822e-06,2.71559274358182e-06
1970-04-01,7.497643610145341e-06,3.8000276102557637e-06,9.177238098345697e-06,4.5142120675669375e-06,9.42123017708543e-06
1970-05-01,5.167265778563387e-06,5.906549269887116e-06,-4.691063395512174e-06,1.2309373033065464e-06,1.1052716604837692e-06
1970-06-01,-9.977106814520484e-07,6.525539720702124e-06,1.734165683349905e-05,-1.0311332960377402e-05,5.1813458412652835e-06
1970-07-01,2.8209229773700816e-06,4.9733305473864675e-06,6.468524134106701e-06,6.772677074988635e-07,7.996274031571143e-06
1970-08-01,-6.242623109981383e-06,5.674304605982818e-06,1.2177680067300875e-05,-7.903737025294615e-07,7.632881069513772e-06
1970-09-01,8.326123193960526e-06,7.130365275997974e-06,-5.403718811673268e-06,-7.726990455611064e-06,8.631085368873989e-06
1970-10-01,1.207529440353445e-05,3.1829556041367884e-06,1.4755761791699722e-05,5.254668860466265e-06,3.4748870561127257e-06
1970-11-01,1.4425408687344281e-05,2.6676902146900843e-06,4.690937961034555e-06,6.9568447609681915e-06,1.5180034523005003e-05
1970-12-01,1.099781394434704e-05,2.439632798808847e-06,1.711013889386474e-05,7.891198614876286e-06,8.9654504529577e-06
1971-01-01,1.9948301913479445e-06,2.1954535482522757e-06,2.4872189593831234e-05,6.111089000691342e-06,1.2365143583280015e-05
1971-02-01,1.2539319226178104e-05,1.60759980680971e-06,2.1406228067159343e-05,7.912317192765441e-06,8.252899088473258e-06
1971-03-01,1.004143979709057e-05,7.765596004622405e-07,1.6494573173986282e-05,7.3118283070493264e-06,3.0361315731034724e-06
1971-04-01,2.4398928838584423e-06,3.238525326697651e-06,-2.9771863789089066e-06,2.0814118992037527e-06,5.866587208460105e-06
1971-05-01,3.578358613294517e-06,3.6667869871755765e-06,-4.720225964168398e-06,2.5074633058244306e-06,9.811404371693573e-06
1971-06-01,9.704850931442822e-06,5.674549638260115e-06,-9.834532950966e-07,4.665294665489744e-06,5.82252364148054e-06
1971-07-01,-4.463683180468276e-07,5.163740174845605e-06,2.7957008796875016e-06,8.697915840146868e-07,8.584875297643483e-06
1971-08-01,-7.616648175776348e-06,8.441465546773294e-06,-1.0369453017725998e-05,-4.683955389404352e-06,4.992986585885445e-06
1971-09-01,1.5012013578815215e-05,6.397545668981118e-06,1.5084568379582683e-05,-9.742235506120957e-06,3.585902011260995e-06
1971-10-01,-3.1222869671983726e-07,5.720908756824304e-06,1.700059025703619e-05,-5.812123673400138e-06,4.656627870064497e-06
1971-11-01,7.745733113418474e-06,5.831121605772503e-06,-4.79647799996504e-07,-1.3197347648312599e-06,4.393164187043093e-06
1971-12-01,1.0292620122151816e-05,3.0465743221115686e-06,1.3694965067164352e-05,6.1327627030905435e-06,8.185967051255657e-06
1972-01-01,3.7765267659261727e-06,2.4906768203436513e-06,1.6866521643047843e-05,1.0328259544089301e-05,1.8512089306394513e-05
1972-02-01,6.944355533017463e-06,1.7558290659797586e-06,1.342573644554553e-05,1.0729311215094995e-05,1.5013656980528973e-05
1972-03-01,4.821052435553769e-06,1.106808204683189e-06,1.9673298083944246e-05,8.109121863970182e-06,9.395614355564752e-06
1972-04-01,3.05690865240791e-06,4.076646931139294e-06,7.712565093243029e-06,7.323255220665199e-06,1.0656435250061901e-05
1972-05-01,1.7798835824161217e-06,3.494830412943305e-06,4.410435868370163e-07,8.429916727813757e-06,6.944843973658553e-06
1972-06-01,-3.7835059904639176e-06,7.098131892358982e-06,-5.405907662255535e-06,1.9146121652871755e-07,-1.149671934012502e-06
1972-07-01,5.251871105996409e-06,5.501927220889642e-06,-6.413632339293448e-06,3.0971777294592072e-06,9.003840804848068e-06
1972-08-01,2.0849023954774607e-06,8.558572000600345e-06,-7.609944532305235e-06,-6.684757774964078e-06,5.57301296175091e-06
1972-09-01,9.071548389128853e-07,6.072062174279257e-06,7.582052603538614e-06,2.429836546603261e-06,1.9192569613957686e-06
1972-10-01,4.233636508440522e-06,6.254648338648911e-06,4.775061294518916e-06,-8.133131241654e-08,4.0356326280743815e-06
1972-11-01,4.514627712649248e-06,6.142506366173124e-06,1.5785999115299396e-06,5.869029758664178e-06,4.109679526238247e-06
1972-12-01,1.6050309001135962e-05,2.6194588558842664e-06,1.8765254026220646e-05,1.5785878819836553e-05,1.0682126540291876e-05
1973-01-01,1.1487027806835461e-05,2.5333747786439953e-06,2.1930327420704998e-05,8.829670150589664e-06,1.3520039306542382e-05
1973-02-01,6.343681321729299e-06,2.47445422535913e-06,1.572834814093464e-05,1.1003351950998101e-05,7.714116846011863e-06
1973-03-01,5.838503741227739e-06,2.017682409028897e-06,2.063707597699249e-05,3.239464570846971e-06,8.846979092576225e-06
1973-04-01,7.387900558394303e-06,5.741457701188582e-06,8.532662529129691e-06,-1.353010209019952e-06,7.046144751353843e-06
1973-05-01,3.7428671179724847e-06,6.313961038854772e-06,7.660869414394256e-06,5.878952955887455e-07,7.97472965016223e-06
1973-06-01,-7.109501101186075e-06,7.734296435625186e-06,-1.4285280750906775e-06,-5.98995595238393e-06,7.496063556166693e-06
1973-07-01,1.6987418281422658e-06,7.4328368591316325e-06,-2.4703695089556277e-06,-3.6969528836624062e-06,5.798944023789521e-06
1973-08-01,-3.944464754008841e-06,7.191833036172697e-06,-1.2936246207573276e-06,-2.599418488588105e-06,1.273514441136479e-05
1973-09-01,1.5261315254958073e-05,5.070144611222944e-06,6.732453433263194e-06,-1.9215880312425193e-06,2.408060897729964e-06
1973-10-01,4.717237735190508e-06,5.2994442369745025e-06,6.826959027724419e-06,-5.063798642190594e-06,8.55839352106101e-06
1973-11-01,1.968524767616721e-05,1.3737106644126387e-06,4.852278152611689e-06,7.162451011692344e-06,1.2355513582464328e-05
1973-12-01,7.355815838192538e-07,2.2368225090345235e-06,1.6166522982530296e-05,7.078774726279534e-06,1.2803547120866108e-05
1974-01-01,1.1661883795443268e-05,-3.7235056250427656e-07,8.193306560618415e-06,1.7242289287401592e-05,2.0100678545744855e-05
1974-02-01,-3.455615510762456e-06,9.049382172902782e-07,1.6332458775044266e-05,7.2837959057168765e-06,1.1224420496604426e-05
1974-03-01,2.00848463243238e-06,7.707903002731407e-09,1.5923240728928555e-05,8.551017056494702e-06,1.157292338556293e-05
1974-04-01,2.950707089064195e-06,4.0250337527616216e-06,-2.465523228541618e-06,4.372346144763713e-06,5.419693924851983e-06
1974-05-01,-8.839306413834709e-06,7.630304824343428e-06,1.6751660799248689e-06,-7.400332678360695e-06,3.9207537717649105e-06
1974-06-01,-5.470674775572602e-06,7.21006491682436e-06,-3.5925173354674675e-06,-2.8136846262119744e-06,3.03786566020906e-06
1974-07-01,-6.103908845034311e-06,9.192409144986868e-06,9.95347591015161e-06,-1.3094504316629866e-05,6.6934925347053885e-06
1974-08-01,1.0139633726327009e-05,5.195783908168943e-06,-4.255253619097251e-06,-1.5050103429086627e-06,6.601756932139595e-06
1974-09-01,-6.18009034284164e-06,6.144199557215043e-06,4.242961040290538e-06,-2.959901704765266e-06,6.419777201564161e-06
1974-10-01,7.091077575484107e-06,5.064368577026554e-06,3.3714585849035456e-06,1.7973310904624936e-06,1.1936876073880914e-05
1974-11-01,2.0073740006827133e-05,3.4380401959698372e-06,-7.875953637418813e-07,1.2173355882135561e-05,1.5459276487780833e-05
1974-12-01,1.347725920914779e-05,2.886981837429465e-06,6.763699881654854e-06,1.786545620167844e-05,1.2179079350700821e-05
1975-01-01,4.622030914577725e-06,2.160003049150367e-06,1.4853098946332466e-05,1.1121647264921993e-05,1.630558356137431e-05
1975-02-01,8.313509169965982e-06,1.329646501992763e-06,6.396389077660085e-06,1.4513601100344848e-05,1.0355393471322617e-05
1975-03-01,1.0762165535915292e-05,2.5645044875556198e-06,1.681712546997005e-05,1.8375690216067241e-06,1.910027525267883e-06
1975-04-01,1.0292374808901979e-05,3.670148952427222e-06,4.600892680173274e-06,3.053193955654534e-06,8.257740696438866e-06
1975-05-01,1.1705140072698577e-05,4.2861389427561e-06,8.336173020021913e-06,6.4073918377001005e-06,5.089444304293795e-06
1975-06-01,-4.6914352557713745e-06,5.605381241997003e-06,-4.4647454918352505e-06,-7.207211044770681e-07,9.089686461672327e-06
1975-07-01,2.6169921536641534e-06,7.955743861678208e-06,-9.432509765853563e-06,-9.614191545862436e-07,9.149315449944203e-06
1975-08-01,-3.856672648924676e-06,6.64480095997016e-06,3.262690597694018e-06,-7.573742816642086e-06,6.664950849378155e-06
1975-09-01,1.210006405367786e-06,6.899968556113705e-06,1.4758971171128603e-06,-4.9914599846332995e-06,8.986182094420346e-06
1975-10-01,3.322127150743345e-06,5.480153510781995e-06,-1.2247718738459905e-05,-2.200400702837747e-06,1.6170124001020785e-06
1975-11-01,1.1829377048960758e-05,3.3660277151429083e-06,7.809107955836225e-06,7.906147047611828e-06,1.3670598414040449e-05
1975-12-01,1.147758074352035e-05,1.0952462048408051e-06,7.421664728705461e-06,1.51366892656902e-05,1.5124006746733126e-05
1976-01-01,1.2124146159202684e-05,4.7522270563149505e-07,1.6535377653781325e-05,6.570949486425578e-06,1.571907171424716e-05
1976-02-01,4.2240446769320534e-06,8.132289422676823e-07,1.602435380239816e-05,1.1732239860376888e-05,1.3264955069121727e-05
1976-03-01,1.7945826125844944e-06,1.3993473854415326e-06,1.580144423011613e-05,6.441833403830349e-06,1.3860200000481008e-05
1976-04-01,-5.848997975048105e-07,3.832624157434401e-06,9.383675205754116e-06,-1.5892137470495427e-06,6.169185287441732e-06
1976-05-01,2.0866892344518984e-06,3.1944782899725768e-06,4.257023723160577e-06,6.801077156191374e-06,1.023839471831997e-05
1976-06-01,8.034615748662847e-06,4.425732475448802e-06,-1.0346053992786135e-05,5.188249682449657e-06,6.571862615330363e-06
1976-07-01,3.975788502496829e-06,5.324978308801127e-06,-6.830907750554616e-06,2.858932542195118e-06,8.02182502740563e-06
1976-08-01,-4.2330227559666015e-07,6.400735424511533e-06,1.6607744631376895e-06,-4.2148457862090364e-06,9.923073872762851e-06
1976-09-01,4.725090523131315e-06,6.528474149159923e-06,-1.4012115912009904e-06,1.6843029085266164e-07,3.787585605908696e-06
1976-10-01,-1.205824346387323e-06,6.297480920574634e-06,-1.2356633760646218e-05,-7.164939644298568e-07,1.1283613120928961e-05
1976-11-01,1.0292457414384067e-05,4.3622308916595065e-06,-3.1272732788541666e-06,3.562486934176222e-07,7.815058179790442e-06
1976-12-01,2.0925917768415163e-05,2.9947258894935658e-06,1.6750274577740736e-05,1.6331715392525218e-05,1.2970286526127739e-05
1977-01-01,1.3418756588255353e-05,1.0393104074327395e-06,2.1245380897501796e-05,9.506924825694935e-06,1.7639924524391585e-05
1977-02-01,1.9324317624164454e-05,2.6613455681647546e-07,1.8393893697066233e-05,1.4280655106143436e-05,1.4196802054512057e-05
1977-03-01,1.2426493696627044e-05,1.6586462223890728e-06,1.6225849321926944e-05,7.029708596258765e-06,8.126696055579158e-06
1977-04-01,1.6817278269251942e-06,3.1524779070030657e-06,-6.154292198819652e-06,1.0954508758093255e-05,9.896415034977799e-06
