,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5
1965-01-01,21.72461,28.38974,27.687683,18.990295,17.91803
1965-02-01,22.819824,28.463593,27.724121,20.002686,18.000854
1965-03-01,23.329773,28.556396,27.847351,19.758698,18.160004
1965-04-01,22.708557,28.48703,28.439117,19.334564,16.797363
1965-05-01,21.59787,27.454681,28.544403,18.467377,15.69165
1965-06-01,20.321014,26.37741,27.947144,17.730896,14.149841
1965-07-01,18.70337,25.682861,26.64087,16.904633,13.281647
1965-08-01,18.724335,25.204865,26.41983,16.581787,13.651398
1965-09-01,18.688416,25.356537,26.917786,16.633698,13.523163
1965-10-01,19.06015,26.045624,27.468658,16.68509,13.468262
1965-11-01,19.223816,27.469147,28.575348,17.524841,14.905792
1965-12-01,20.805511,28.754486,28.87973,18.72934,17.193024
1966-01-01,21.671173,28.754974,28.086304,19.6651,19.10736
1966-02-01,22.269287,29.054535,28.203796,20.108887,20.659058
1966-03-01,22.069061,29.39444,28.762543,20.471466,19.578857
1966-04-01,21.858276,29.09842,29.5654,19.660065,18.376648
1966-05-01,21.15326,27.773132,29.11203,18.037231,16.782043
1966-06-01,20.263184,26.72522,28.123627,17.374603,15.181427
1966-07-01,19.125,26.151337,27.00409,17.486542,13.353882
1966-08-01,18.66861,25.723175,27.034851,16.72406,13.949951
1966-09-01,18.851166,25.445831,27.31018,16.607056,13.765869
1966-10-01,19.291931,26.126099,28.159912,16.645386,13.733093
1966-11-01,20.475006,27.50534,29.187683,17.033691,14.273712
1966-12-01,21.552155,28.287018,28.973358,18.144165,17.116913
1967-01-01,22.02771,28.500397,28.248962,19.385864,18.887054
1967-02-01,22.49649,28.66867,27.396057,20.512238,19.866669
1967-03-01,22.644745,29.444946,27.866852,20.211243,19.389862
1967-04-01,22.08081,28.98117,28.387207,19.592194,18.22995
1967-05-01,21.157776,28.220428,28.337616,18.377716,16.355377
1967-06-01,19.944275,26.847656,28.307556,17.311462,14.63205
1967-07-01,19.23462,25.703766,27.08255,15.963226,13.662445
1967-08-01,19.092896,25.252045,27.127625,15.655212,13.737061
1967-09-01,19.152496,25.274567,26.684906,16.293274,12.9357605
1967-10-01,20.059967,26.012299,27.555328,16.567719,13.5572815
1967-11-01,20.168152,27.475708,28.368164,17.22882,14.701141
1967-12-01,20.95346,28.280518,28.405212,18.183899,16.401459
1968-01-01,21.292023,28.313538,27.311432,19.714233,18.139862
1968-02-01,21.62143,28.553894,27.266937,20.481354,19.212189
1968-03-01,22.079437,28.927338,28.096893,19.842316,19.32248
1968-04-01,21.845001,29.042084,28.704254,18.7052,18.649323
