,zgu250_cluster1,zgu250_cluster2,zgu250_cluster3,zgu250_cluster4,zgu250_cluster5
1965-01-01,-0.41745645,-0.22583732,0.259729,0.11829529,0.47024956
1965-02-01,0.061265945,-0.3216465,0.35162812,0.14469223,-0.16098633
1965-03-01,-0.21475697,0.09743919,-0.25353736,-0.26429138,-0.21052055
1965-04-01,-0.11275558,0.3291424,-0.12807198,0.14306259,0.049534224
1965-05-01,-0.10851898,-0.020856475,0.36889952,0.31903952,0.0671318
1965-06-01,-0.12513924,-0.25288543,0.5644299,0.3943184,0.10004578
1965-07-01,-0.20563202,0.22779235,0.07723427,0.13198242,0.0778862
1965-08-01,0.0,-0.018901061,-0.068761066,0.13296013,-0.03454361
1965-09-01,-0.25744706,0.21834107,0.50902975,-0.15218735,0.07201996
1965-10-01,0.123183824,0.07951546,0.2770008,0.17076263,0.14273682
1965-11-01,0.10754128,1.0125192,0.032262422,0.22714081,-0.21052055
1965-12-01,0.6322134,-0.09026947,-0.044971846,0.29916078,-0.07690849
1966-01-01,0.3869831,0.083042145,-0.2336998,0.10043831,-0.2940941
1966-02-01,0.9036169,0.71849555,-0.21039525,0.04201317,-0.13687173
1966-03-01,0.3170702,0.059081268,-0.38796806,-0.24748535,0.16148949
1966-04-01,-0.26685104,-0.10404892,0.5058025,-0.14245185,0.11717796
1966-05-01,0.011159515,-0.26324043,0.25043947,0.28391916,-0.068928145
1966-06-01,0.49464265,-0.07614937,0.004923248,0.16936722,0.14540558
1966-07-01,0.21892929,-0.15525284,0.2359974,0.28293458,0.18741913
1966-08-01,0.090919875,-0.21499062,0.3262604,0.25043947,-0.010503387
1966-09-01,-0.15984802,0.08763733,0.4204628,-0.018380737,0.25798875
1966-10-01,-0.058097076,0.10404892,0.18544999,0.18348046,0.09124756
1966-11-01,0.5524109,-0.569479,0.44376716,0.5812954,-0.15919152
1966-12-01,-0.14868812,0.068928145,0.15393981,0.042998124,-0.11159821
1967-01-01,0.12376022,-0.38924065,-0.07183991,0.1978859,0.06041069
1967-02-01,0.091105655,0.05877762,-0.31348267,0.060084153,0.09926911
1967-03-01,-0.3454834,-0.13420983,-0.033634186,-0.052899934,-0.13518944
1967-04-01,0.63022995,0.40850678,-0.18906899,0.39413872,-0.17012939
1967-05-01,0.21258011,-0.37128067,0.15478173,0.25437775,-0.23772392
1967-06-01,0.5659008,-0.5570839,-0.40034333,0.5789627,0.16457824
1967-07-01,0.22988701,0.15935364,0.057798386,0.032001495,0.1893959
1967-08-01,0.17241517,0.7660721,-0.235112,-0.13812867,0.09077911
1967-09-01,0.22400932,-0.0045715333,0.056818772,-0.21813126,-0.04310379
1967-10-01,0.79970664,0.15739441,-0.011102676,0.1348629,-0.5907181
1967-11-01,0.14955711,0.020245742,0.28180772,0.117556,-0.0450634
1967-12-01,0.4718563,-0.013714981,0.1286583,0.08620758,0.047022246
1968-01-01,0.29976463,-0.30195275,0.17978553,0.0481369,-0.017504882
1968-02-01,0.044125747,1.0798092,-0.39166337,-0.18999633,0.09372254
1968-03-01,0.00729332,0.6148453,0.33440894,0.19802018,0.04631424
1968-04-01,-0.3624893,0.44782335,0.1378479,0.046678543,0.4084385
1968-05-01,-0.041208647,0.107579425,0.011305237,0.18926772,-0.40953255
1968-06-01,0.013492966,0.516383,0.26475602,-0.06746521,0.048866272
1968-07-01,0.14295349,-0.19911346,-0.012034225,0.19254914,-0.37671128
1968-08-01,-0.095910266,0.15061188,0.37744063,-0.1600937,-0.7585281
1968-09-01,0.09043999,0.026985932,0.31508103,-0.10575638,-0.10356827
1968-10-01,-0.040843964,0.4186493,-0.10247421,-0.20385437,-0.27715454
1968-11-01,-0.16519889,-0.10794449,0.22974682,0.01823349,0.016410446
1968-12-01,0.32383347,-0.05433731,0.06819496,-0.15644684,-0.18562087
1969-01-01,0.59279764,0.03615837,-0.031513978,-0.10482597,0.12937394
1969-02-01,0.26339188,-0.13335457,0.116436385,0.023552705,0.21263734
1969-03-01,0.7092339,0.029855346,-0.31447792,0.09852333,-0.044119645
1969-04-01,0.3572708,0.41233748,0.01924019,0.33006936,0.017250061
1969-05-01,-0.13169594,0.07132149,-0.18842164,0.24746895,-0.08890305
1969-06-01,0.13501282,-0.31845856,0.08459091,0.28097305,-0.11411438
1969-07-01,0.7002773,0.27533418,-0.19737816,0.3360405,0.1665268
1969-08-01,0.3433384,-0.42527542,-0.04975929,0.2040123,-0.12108002
1969-09-01,-0.16752243,0.5055534,0.3267517,-0.3088379,-0.16586418
1969-10-01,0.258416,-0.56426847,0.24547882,0.087244414,0.015259552
1969-11-01,0.33239135,0.009288406,0.53574026,-0.17614746,-0.014927673
1969-12-01,0.18045978,0.7954828,-0.06568222,-0.32542497,0.21164246
1970-01-01,0.052581407,0.32314262,-0.046923827,-0.08652649,0.27089423
1970-02-01,0.043263245,0.28354034,-0.20799637,-0.17205429,-0.093515396
1970-03-01,0.14243583,-0.049253844,0.2878666,0.0728817,0.031282805
1970-04-01,-0.13012238,0.4309681,0.208329,0.073214725,0.09784126
1970-05-01,-0.0971756,-0.44328156,0.15308532,0.16706276,-0.23961143
1970-06-01,0.36440927,0.22130737,-0.20367011,0.25924683,0.09983826
1970-07-01,0.74412763,0.21332093,0.06855545,-0.06090164,-0.093515776
1970-08-01,0.55842817,0.15208665,-0.26690063,0.23561859,0.001663971
1970-09-01,0.5391262,-0.056908034,0.06056862,0.03694,0.23095855
1970-10-01,0.3065033,-0.13178635,0.27089462,0.17072372,-0.14409943
1970-11-01,0.28487167,-0.12379913,0.3491009,0.0079868315,-0.19002533
1970-12-01,0.28653565,0.06356354,-0.08652649,-0.14243583,-0.053912353
1971-01-01,0.069243625,0.31616974,-0.39782563,0.070876695,0.29167327
1971-02-01,0.6738205,-0.039521407,0.37855452,0.053892516,0.24953881
1971-03-01,0.07120361,0.0032661438,0.1103981,-0.04246063,0.016004562
1971-04-01,0.33152086,0.22602233,-0.29428634,-0.030702591,0.10484581
1971-05-01,0.050626375,0.24235305,-0.080675505,0.08655472,-0.29493943
1971-06-01,-0.05356598,-0.15351257,0.1103981,0.28252792,0.0653244
1971-07-01,0.5774673,0.1420807,-0.13652802,-0.05323868,-0.3860672
1971-08-01,0.5964115,0.5029976,0.037888337,0.17474213,0.0326622
1971-09-01,0.022863388,0.038214874,-0.12607613,0.27305603,0.077409364
1971-10-01,0.6953777,0.27011567,-0.019270707,0.039847564,-0.3024517
1971-11-01,0.37757492,0.22569542,0.5666889,0.08590164,-0.22928849
1971-12-01,0.36254996,0.510183,-0.24006692,0.14730644,0.0852478
1972-01-01,0.38762492,0.0708683,-0.28376102,-0.15350075,0.29724616
1972-02-01,0.1999813,-0.23268986,0.15780449,0.065130234,-0.15550919
1972-03-01,0.24961796,0.1793232,-0.20715427,-0.19395599,0.024388123
1972-04-01,0.1715763,-0.22522965,0.2602337,0.34458733,0.06340866
1972-05-01,0.2269516,0.08664894,-0.027544022,0.25277406,-0.24215813
1972-06-01,0.3070015,0.33368453,0.11763611,0.42033347,0.11017647
1972-07-01,0.07144241,0.20342407,0.21949157,-0.00057449343,-0.07947578
