,mgv50_cluster1,mgv50_cluster2,mgv50_cluster3,mgv50_cluster4,mgv50_cluster5
1965-01-01,-0.030906629,-0.0512167,0.023842264,-0.010890913,0.0063284873
1965-02-01,-0.097135164,-0.0023547888,0.07505898,0.031348158,0.026197052
1965-03-01,-0.1361364,-0.005739808,-0.032819916,0.041208863,0.024872482
1965-04-01,-0.072409846,0.02060442,0.08285923,0.03841255,0.030023599
1965-05-01,-0.105524085,-0.067258716,0.027963161,-0.06490395,0.038706876
1965-06-01,-0.15203123,0.008536125,0.26844627,0.010743713,0.04385798
1965-07-01,-0.096693635,-0.038854074,0.13260417,0.14820468,0.18602853
1965-08-01,-0.12274351,-0.0070643662,0.21134253,0.052982807,0.02443099
1965-09-01,-0.15085384,-0.035027526,0.25887984,0.018543983,-0.036352087
1965-10-01,0.03488035,-0.0172194,0.12892485,0.09742949,-0.052394103
1965-11-01,0.08506683,-0.019427037,0.106259964,0.05886979,0.08344792
1965-12-01,-0.037382342,-0.008388949,0.07505898,-0.021781826,0.1936816
1966-01-01,-0.0135986805,-0.007378006,0.08766808,-0.014322018,0.05352676
1966-02-01,-0.03457539,-0.02690804,0.044991396,-0.007233334,0.17591491
1966-03-01,-0.14813891,-0.021989346,0.02661867,0.08911481,0.010994697
1966-04-01,0.014322042,-0.030380059,-0.039060067,0.06495543,-0.01417737
1966-05-01,-0.108210824,0.014900684,-0.010416031,0.15855488,-0.17822957
1966-06-01,-0.08622141,-0.023436021,0.014177347,0.06307473,0.062206745
1966-07-01,0.020398045,-0.14567952,0.0541054,0.09186347,0.025750708
1966-08-01,-0.02285738,-0.117180154,0.017794037,-0.04455738,0.15103221
1966-09-01,-0.02661872,0.046438076,0.07609477,-0.0462934,0.10010948
1966-10-01,0.050633382,-0.07392478,-0.023870016,-0.0011573315,0.1222435
1966-11-01,-0.0309587,-0.07175477,0.080290124,0.063942716,0.014466668
1966-12-01,0.09663749,-0.07349076,0.0135986805,-0.023580695,0.030235386
1967-01-01,0.06411332,-0.029975057,0.024646163,0.049292315,0.03313911
1967-02-01,0.06494596,0.018318105,0.00632807,0.039800216,0.12589523
1967-03-01,0.018318105,-0.028476309,0.04079938,-0.033305623,0.055120803
1967-04-01,-0.12955885,0.051457167,0.18684454,-0.047793575,0.07876779
1967-05-01,-0.14920911,-0.043463826,0.1716905,-0.035137437,0.025478804
1967-06-01,-0.22381377,-0.08859296,0.19716927,0.107410625,0.01582017
1967-07-01,0.055953406,-0.03447132,0.24612856,0.1079102,-0.0009991645
1967-08-01,-0.12722746,-0.061615396,0.13788526,-0.055453885,0.010657812
1967-09-01,0.08426322,-0.024146581,0.15570381,0.12556218,-0.015154076
1967-10-01,0.048293136,-0.059950113,0.14687778,0.029975032,0.16436324
1967-11-01,0.106744505,-0.003497076,0.090424754,0.03713577,0.1172358
1967-12-01,0.10574534,-0.04845967,-0.0044962526,0.0073272465,-0.062114954
1968-01-01,-0.05605955,-0.035957396,0.12231173,-0.035815835,0.16676304
1968-02-01,-0.010758912,-0.006653535,0.061439015,-0.13009779,0.12811592
1968-03-01,-0.068800375,0.00976795,0.0778605,-0.024207544,0.11254381
1968-04-01,0.07233949,0.011891425,0.021093106,-0.16916963,0.059740234
1968-05-01,-0.055634867,-0.025198484,-0.045017518,-0.040062763,0.07686955
1968-06-01,-0.13349536,-0.034400176,0.1983319,0.019252777,0.031144237
1968-07-01,-0.064411834,-0.07899302,0.084089324,-0.015855217,0.17341658
1968-08-01,0.045583773,0.0259063,-0.114101015,-0.18757296,0.09201698
1968-09-01,0.20470233,-0.0025481582,0.10673966,0.08847785,0.0239244
1968-10-01,0.14793494,0.019677471,0.060731195,0.062429965,0.1669046
1968-11-01,-0.056201123,0.0031144142,0.00014157295,-0.042894054,-0.05181261
1968-12-01,0.03624053,-0.008069182,0.09145069,-0.019252777,0.093291044
1969-01-01,-0.04557581,-0.010901856,0.090243146,-0.030282926,0.102507725
1969-02-01,-0.03997346,0.018472588,0.02574048,0.031948484,0.07040779
1969-03-01,-0.040730525,-0.0037853718,0.04557581,-0.00045423507,0.03497678
1969-04-01,0.013324499,-0.025589073,0.10811005,-0.039822053,0.14096704
1969-05-01,0.11144118,-0.022106552,0.0057537556,-0.022712182,0.10296194
1969-06-01,0.071770534,0.07464743,0.16625328,0.192448,-0.08751764
