,abs_vo600_cluster1,abs_vo600_cluster2,abs_vo600_cluster3,abs_vo600_cluster4,abs_vo600_cluster5
1965-01-01,-3.048984828052911e-05,-6.591479092982576e-05,-8.925241292925858e-05,-4.476419747504054e-05,-0.00012524234383211782
1965-02-01,-3.0975247888027895e-05,-6.363516995618336e-05,-9.04124768751473e-05,-4.528387321126515e-05,-0.00012021424481645226
1965-03-01,-3.383558221721797e-05,-6.667624950560546e-05,-9.427652613236274e-05,-4.1921846715236296e-05,-0.00011881464160978794
1965-04-01,-2.8686840389913705e-05,-6.904134183017494e-05,-9.577224197608854e-05,-4.491474537511276e-05,-0.00013031854905420914
1965-05-01,-2.9293214675593636e-05,-7.12293914930765e-05,-9.402813046545828e-05,-4.6132609585893676e-05,-0.00013116366365769258
1965-06-01,-2.7871504440627542e-05,-7.391191861960431e-05,-0.00010060220684184209,-4.691601334143543e-05,-0.00014042313220367458
1965-07-01,-2.8866398409734383e-05,-7.496297299905225e-05,-9.397220690263129e-05,-4.5523161184014545e-05,-0.00012620228517334908
1965-08-01,-2.670828996714083e-05,-8.269231583717345e-05,-9.05158599437792e-05,-4.602770953306557e-05,-0.0001139336745836772
1965-09-01,-2.6686634852588365e-05,-7.171734597609747e-05,-9.304633669118997e-05,-4.676027286792645e-05,-0.00012883381714345887
1965-10-01,-2.7458017985055682e-05,-7.384287316601204e-05,-8.995877026250185e-05,-4.599391264331803e-05,-0.00013059731524360058
1965-11-01,-2.6573733196724862e-05,-7.55117494114783e-05,-8.975288829223925e-05,-4.647689397460031e-05,-0.00012749618084247535
1965-12-01,-2.926230556670876e-05,-7.270916052390063e-05,-8.942201642225249e-05,-4.528619450493119e-05,-0.0001200485106285972
1966-01-01,-3.3847960485812354e-05,-6.617229637624912e-05,-8.690392722293169e-05,-4.1283688888775916e-05,-0.00012085871276212856
1966-02-01,-3.2529918021807945e-05,-6.813771442678042e-05,-8.968196152061035e-05,-4.3465877422352275e-05,-0.0001207735719314466
1966-03-01,-3.222341190885528e-05,-6.539950930367245e-05,-9.033120719161875e-05,-4.461375759828592e-05,-0.0001170023824670352
1966-04-01,-3.0120075156739047e-05,-7.283676051545541e-05,-9.050559071246298e-05,-4.183580264471081e-05,-0.0001351971028877112
1966-05-01,-2.7595324263072586e-05,-7.111097105269775e-05,-9.728288734803283e-05,-4.513974720164417e-05,-0.00013784225302515551
1966-06-01,-2.6971269217577186e-05,-7.912838258942979e-05,-9.990257286183724e-05,-4.50975678023953e-05,-0.00012436738567582023
1966-07-01,-2.906046264153208e-05,-7.559422154499347e-05,-9.230339694827135e-05,-4.329714391752822e-05,-0.00012894589114390936
1966-08-01,-3.10318330835186e-05,-7.665246727789731e-05,-9.521103539221176e-05,-4.292642688097248e-05,-0.00012155057144506524
1966-09-01,-2.6253938406411016e-05,-8.016604413061815e-05,-9.742326727962192e-05,-4.480126758791325e-05,-0.00013357410352909938
1966-10-01,-2.7536229045017994e-05,-7.635356078660765e-05,-9.885069964264955e-05,-4.411642673933254e-05,-0.0001353103289147839
1966-11-01,-2.906897715725772e-05,-6.961392585274785e-05,-9.893847163766623e-05,-4.325248239729929e-05,-0.0001331294940124887
1966-12-01,-2.9132763357030407e-05,-7.135232133509288e-05,-9.478966534562125e-05,-4.437383089706876e-05,-0.0001285573186275239
1967-01-01,-3.337244009312439e-05,-6.67222487864756e-05,-8.846942778924315e-05,-4.0343069583416635e-05,-0.00012174880491026367
1967-02-01,-3.572574346595392e-05,-7.177393769758732e-05,-8.655108932900843e-05,-4.0277156432695696e-05,-0.00012203458027215675
1967-03-01,-3.291161238167893e-05,-6.944192559891488e-05,-9.208746678844282e-05,-4.269640038771849e-05,-0.00012546430904573452
1967-04-01,-2.837675845457578e-05,-6.77934643368475e-05,-9.300903589582612e-05,-4.622212668520274e-05,-0.0001210261204202349
1967-05-01,-2.7991437084678018e-05,-7.392163963739349e-05,-9.873846569393254e-05,-4.6604455770321714e-05,-0.00012850780573595938
1967-06-01,-2.7865785135754183e-05,-6.931702871021793e-05,-9.731701066823605e-05,-4.456385349074034e-05,-0.00012340671673882753
1967-07-01,-2.9270100713258225e-05,-7.410749805235672e-05,-9.320762348832869e-05,-4.521902215796277e-05,-0.0001273638433000694
1967-08-01,-2.5240817066602614e-05,-8.00871422925834e-05,-9.221197776437465e-05,-4.6449571154647485e-05,-0.0001215065882812875
1967-09-01,-2.8757647523158068e-05,-6.814506652813708e-05,-9.071658427320137e-05,-4.3857484935883486e-05,-0.00012564658391056582
1967-10-01,-2.6377238466020617e-05,-6.859005055915522e-05,-9.43835655999476e-05,-4.6183466997134907e-05,-0.00013375783358545354
1967-11-01,-2.6262950173511297e-05,-7.212100087578387e-05,-9.058896029261942e-05,-4.421816421589548e-05,-0.00012644664820982143
1967-12-01,-2.7868420385226756e-05,-7.451497705999849e-05,-8.969363989308476e-05,-4.405292951720025e-05,-0.00012941829481860623
1968-01-01,-3.292446870628239e-05,-6.744212864865657e-05,-8.54196410797112e-05,-4.366891240637508e-05,-0.00011938449461013079
1968-02-01,-3.4751713945151276e-05,-6.248741302379342e-05,-9.124219392520622e-05,-4.4152550877770944e-05,-0.00012247378132694092
1968-03-01,-3.0350944216845173e-05,-7.284901965799373e-05,-8.759150521747202e-05,-4.296220129704341e-05,-0.00013082336712007722
1968-04-01,-2.841238048273939e-05,-7.230344128275161e-05,-8.822408986655123e-05,-4.497006863854346e-05,-0.00014115748247907808
1968-05-01,-2.8102928338205e-05,-7.915603122836368e-05,-9.610382302169086e-05,-4.274509296003702e-05,-0.00013783691732290512
1968-06-01,-2.5798412272121626e-05,-8.384634193769375e-05,-9.894716594651152e-05,-4.3796501983536646e-05,-0.00014715518773300573
1968-07-01,-2.922953816362418e-05,-7.740378604530422e-05,-9.440134104070123e-05,-4.436731568346612e-05,-0.00012617768031001714
1968-08-01,-2.9052321064337415e-05,-8.32198396850334e-05,-8.94082105229314e-05,-4.357730892975985e-05,-0.00013295249421692765
1968-09-01,-2.7051195063529977e-05,-7.790584404151453e-05,-9.05350629458369e-05,-4.36137596784064e-05,-0.00013809081186385205
1968-10-01,-2.708443138197336e-05,-7.202839316410381e-05,-9.314007681346486e-05,-4.4242629623373174e-05,-0.00013352565777798495
1968-11-01,-2.7303509917297405e-05,-6.803092705816854e-05,-9.846514756968126e-05,-4.391255267461226e-05,-0.00013754056756927943
1968-12-01,-3.0289657984921083e-05,-7.026219675533994e-05,-8.792430199270101e-05,-4.3103935260640374e-05,-0.00012002896255580708
1969-01-01,-3.1596677738766015e-05,-6.500789357571278e-05,-8.344993804274952e-05,-4.3061267799216376e-05,-0.00011714272356281678
1969-02-01,-3.285051261902033e-05,-6.968239599806365e-05,-8.877779024099059e-05,-4.2174286027181215e-05,-0.00012097081101577109
1969-03-01,-3.074653053699511e-05,-6.933414413144292e-05,-9.568580544164664e-05,-4.308793165194572e-05,-0.00012604898074641824
1969-04-01,-2.9912119878727436e-05,-6.920009730302534e-05,-9.412282843531781e-05,-4.329372931461766e-05,-0.00012907098910848921
1969-05-01,-2.651962694558713e-05,-7.823384590284509e-05,-9.819551347460172e-05,-4.480562550007219e-05,-0.00013289257670597485
1969-06-01,-2.7992395024826217e-05,-7.420017344736342e-05,-9.909325612331682e-05,-4.44111433336443e-05,-0.00013315728817057487
1969-07-01,-2.919970308114592e-05,-7.482996680178182e-05,-9.596359966134157e-05,-4.442771945759354e-05,-0.00012331764689103392
1969-08-01,-2.895325835298129e-05,-7.358730092460592e-05,-9.918927113360525e-05,-4.349118244668789e-05,-0.00012173031185132763
