,r300_cluster1,r300_cluster2,r300_cluster3,r300_cluster4,r300_cluster5
1965-01-01,54.811626,41.658264,76.738266,23.39589,27.567947
1965-02-01,59.41776,63.083664,64.1402,39.671333,47.50602
1965-03-01,43.848305,36.282257,74.5515,17.05672,23.505638
1965-04-01,48.757477,41.466614,32.020107,34.113506,53.386543
1965-05-01,50.659225,61.879715,31.708881,37.646732,31.961138
1965-06-01,39.836777,42.42486,20.144405,34.03324,18.775013
1965-07-01,56.000835,27.771063,22.38195,42.742638,15.071434
1965-08-01,49.162067,68.87737,12.100048,16.594799,10.838768
1965-09-01,54.405396,47.558437,11.005848,25.633436,20.512962
1965-10-01,51.48479,47.702583,12.378513,25.649817,31.890701
1965-11-01,56.08601,53.425854,13.292534,27.402506,25.677662
1965-12-01,55.877983,75.119896,46.323364,34.064365,28.524555
1966-01-01,65.722984,32.10473,51.025772,27.02727,26.395256
1966-02-01,51.848213,40.769077,74.1805,41.28782,26.388689
1966-03-01,53.273117,52.859436,58.94319,24.108511,44.337906
1966-04-01,57.4083,59.941284,29.944387,34.7674,32.889412
1966-05-01,59.921585,51.030697,18.692883,22.087708,30.330162
1966-06-01,46.98252,38.79916,19.842003,28.370096,24.66337
1966-07-01,48.341763,50.516876,18.61901,47.890324,21.557468
1966-08-01,46.494965,64.08303,15.552509,28.171463,13.773018
1966-09-01,48.377876,49.402233,17.975506,26.226171,15.191357
1966-10-01,53.291176,53.55383,21.864449,22.731213,26.301685
1966-11-01,47.937927,44.129425,39.69219,18.408886,40.119003
1966-12-01,60.26632,54.433727,69.556114,22.322453,33.54605
1967-01-01,49.86537,51.049416,79.856636,39.352554,23.58501
1967-02-01,57.75674,71.08188,76.458206,37.50132,12.396561
1967-03-01,54.41406,27.907362,58.523582,18.097198,23.12727
1967-04-01,57.636818,36.984467,27.061132,20.265972,54.473175
1967-05-01,52.752007,50.569717,12.654991,47.81483,40.793335
1967-06-01,53.84146,42.034805,12.053677,54.140427,21.635815
1967-07-01,44.000893,56.79059,25.61866,36.345993,17.754314
1967-08-01,46.885838,47.586807,26.328074,28.18437,9.748085
1967-09-01,52.839836,45.909554,14.994362,36.327415,16.131111
1967-10-01,42.946907,44.127575,14.773094,23.449886,24.066399
1967-11-01,62.29867,37.877987,18.60561,34.342747,39.803535
1967-12-01,60.23462,67.55846,65.88965,30.647045,46.289593
1968-01-01,56.29599,63.440914,79.396675,31.223572,23.133825
1968-02-01,55.02442,59.906277,77.74525,35.084953,31.402235
1968-03-01,61.39192,45.239788,45.550438,38.46024,28.55167
1968-04-01,57.1877,54.758842,45.07722,32.846027,34.585983
1968-05-01,62.013214,48.819492,58.204952,33.208183,14.820347
1968-06-01,44.16781,63.286392,31.057785,16.394516,14.2747
1968-07-01,41.993267,59.690594,34.885365,23.373652,9.552193
1968-08-01,48.154736,59.085392,27.299416,12.628101,6.8320045
1968-09-01,57.083073,53.112244,17.71437,10.9477005,13.452206
1968-10-01,51.85033,59.568264,21.756025,26.21617,30.071112
