,vo1000_cluster1,vo1000_cluster2,vo1000_cluster3,vo1000_cluster4,vo1000_cluster5
1965-01-01,4.162648e-07,9.4728006e-05,4.9030277e-06,5.1273673e-06,-3.1987132e-05
1965-02-01,-2.3834727e-06,3.6373174e-05,3.655703e-06,4.1582243e-06,-2.3462286e-05
1965-03-01,7.9315214e-07,0.00012122682,5.3696494e-06,3.7723585e-06,1.1969605e-06
1965-04-01,-6.1254323e-06,-0.00010376635,2.1212327e-06,6.406044e-07,2.757912e-05
1965-05-01,-5.9639133e-06,-0.00015282462,4.992762e-06,-4.9006485e-07,1.9493978e-05
1965-06-01,-4.6358327e-06,-0.00013515574,2.130204e-06,-1.0374497e-06,2.482425e-05
1965-07-01,-5.5511264e-06,-0.00018014899,2.2468594e-06,-3.1641757e-06,3.2864526e-05
1965-08-01,-4.8691436e-06,-0.00021099995,6.123424e-06,5.059992e-07,4.365968e-05
1965-09-01,-1.0019947e-05,-0.00020232255,2.7493807e-06,-4.3622276e-07,3.9226758e-05
1965-10-01,-1.0118652e-05,-0.00018935581,7.756607e-06,2.157125e-06,2.9302038e-05
1965-11-01,-8.3867635e-06,-0.00012972674,4.0595114e-06,1.2687451e-06,3.0275623e-06
1965-12-01,-2.4283436e-06,-3.7416117e-05,9.416712e-06,7.5725984e-07,2.551962e-06
1966-01-01,-2.3405191e-06,3.2201926e-05,3.6636739e-06,2.083194e-06,1.5232134e-05
1966-02-01,-3.497189e-08,8.530278e-05,6.669845e-06,3.1422787e-06,1.5745383e-05
1966-03-01,-1.1999655e-06,2.337079e-05,2.2461318e-06,1.2277815e-06,-3.5218036e-06
1966-04-01,-5.688853e-06,-3.8887076e-05,3.7044083e-06,1.0974327e-06,3.3399505e-05
1966-05-01,-5.362981e-06,-0.0001584251,3.565914e-06,-1.5910118e-06,2.8552156e-05
1966-06-01,-7.2856274e-06,-0.00015910943,3.4029763e-06,-8.333591e-07,2.6262906e-05
1966-07-01,-4.083933e-06,-0.0002232818,2.7512324e-06,-3.595127e-06,1.1810476e-05
1966-08-01,-4.515714e-06,-0.00021406775,4.844962e-06,-4.178728e-07,1.7553974e-05
1966-09-01,-7.3345072e-06,-0.00021124081,1.219636e-06,-4.178728e-07,1.7553974e-05
1966-10-01,-6.3894804e-06,-0.00013744709,4.649337e-08,8.9376044e-07,1.667412e-05
1966-11-01,-4.214282e-06,-7.9955105e-05,2.4498004e-06,1.3744248e-06,-9.200125e-06
1966-12-01,-5.808106e-07,8.885774e-06,1.1218726e-06,2.1320775e-06,-3.6638558e-05
1967-01-01,1.3023346e-06,0.00013858841,5.2403775e-06,3.283385e-06,-1.2019635e-05
1967-02-01,6.366354e-07,0.00013257307,6.7963447e-06,6.1867904e-06,1.083063e-05
1967-03-01,5.9653394e-07,3.2349504e-05,7.879105e-06,1.9519903e-06,-2.0473191e-05
1967-04-01,-4.039288e-06,-8.5847896e-05,4.1206295e-07,3.2383832e-07,5.1681927e-06
1967-05-01,-6.124603e-06,-0.00013871872,6.7482215e-06,-7.0277747e-07,1.47606515e-05
1967-06-01,-3.8147155e-06,-0.0002108707,9.443094e-06,-2.5474837e-06,-2.4592591e-06
1967-07-01,-5.8920123e-06,-0.00021818536,5.4328666e-06,-3.3094257e-06,2.5455047e-06
1967-08-01,-6.7020774e-06,-0.00019989873,8.5688625e-06,-2.9324656e-06,2.9935347e-05
1967-09-01,-8.217943e-06,-0.00020444632,7.2535076e-06,2.5165355e-07,3.3327997e-05
1967-10-01,-9.902236e-06,-0.000145111,9.451112e-06,1.7145067e-07,-8.097635e-06
1967-11-01,-7.520164e-06,-0.0001171838,4.2057363e-06,1.6712766e-06,-3.533998e-06
1967-12-01,-6.114351e-08,-3.3458302e-05,4.6018613e-07,4.542595e-06,-1.894129e-05
1968-01-01,2.9223593e-06,0.00013208456,9.882973e-06,7.035451e-06,9.588694e-07
1968-02-01,2.2616587e-06,0.0001298512,6.840033e-06,6.9610032e-06,5.946691e-06
1968-03-01,-4.7733993e-06,-2.342189e-05,4.9789014e-06,2.215129e-06,1.5112739e-05
1968-04-01,-4.4570043e-06,-1.9401858e-05,2.0383231e-06,1.2845703e-06,1.1343956e-05
1968-05-01,-3.7311693e-06,-1.2180681e-05,3.70403e-06,1.4928082e-07,-6.04472e-07
1968-06-01,-7.2673065e-06,-6.8796166e-05,3.6668134e-06,-1.5257319e-06,4.6407586e-05
1968-07-01,-5.3596523e-06,-0.00013483825,1.1092707e-05,-1.2186501e-06,3.0997457e-05
1968-08-01,-5.7504876e-06,-0.00014339012,7.705457e-06,-2.0189327e-06,3.1834963e-05
1968-09-01,-8.7655135e-06,-0.00017584817,3.0433293e-06,-8.929492e-07,2.71077e-05
1968-10-01,-9.9938625e-06,-0.00016723116,2.2244349e-06,1.2845703e-06,1.1822049e-06
1968-11-01,-3.451998e-06,-7.31605e-05,3.9552833e-06,1.4985999e-06,-2.503176e-05
1968-12-01,-1.8142091e-06,4.1596573e-05,6.58878e-06,1.935965e-06,-1.5930855e-05
1969-01-01,-5.0786184e-07,1.7400016e-06,1.25008555e-05,2.3358152e-06,-2.6203124e-06
1969-02-01,8.4626663e-07,8.805253e-05,3.4462064e-06,2.886496e-06,1.7953502e-05
1969-03-01,-1.5189507e-06,1.6017293e-07,5.576716e-06,1.4601464e-06,3.4732875e-06
1969-04-01,-6.8632726e-06,-8.404894e-05,6.0732273e-06,1.8393039e-06,2.4236688e-05
1969-05-01,-4.290414e-06,-0.00014893907,3.1392701e-06,2.7753413e-07,2.8010207e-05
1969-06-01,-5.798014e-06,-0.00016329289,9.548839e-06,-7.786948e-07,1.09210305e-05
1969-07-01,-5.256363e-06,-0.0002179277,5.026035e-06,-1.6814447e-06,7.066261e-06
1969-08-01,-5.07581e-06,-0.00022886912,6.7051587e-06,4.281901e-08,3.4844074e-05
1969-09-01,-8.307681e-06,-0.00019503382,-3.3334945e-06,-1.5279802e-06,2.6168585e-05
1969-10-01,-8.903502e-06,-0.00016180334,5.576716e-06,2.5434492e-06,2.8858798e-05
1969-11-01,-7.179231e-06,-0.00010440609,5.5496275e-06,9.094656e-07,-2.635378e-05
1969-12-01,5.032198e-07,1.2934179e-05,7.740455e-07,2.2004024e-06,-4.383114e-05
1970-01-01,8.638126e-07,3.5820165e-05,5.4825214e-06,3.1974778e-06,-5.2944706e-06
1970-02-01,8.1519465e-07,4.044698e-05,2.6140588e-06,3.0921365e-06,-1.2943707e-05
1970-03-01,7.908857e-07,-2.353081e-06,-5.6231875e-07,2.8247377e-06,-1.6533337e-05
1970-04-01,-1.956032e-06,-4.2227955e-05,7.3138e-06,1.8037608e-06,1.4963036e-05
1970-05-01,-4.946043e-06,-4.66684e-05,5.7256148e-06,-1.00444595e-07,1.7199465e-05
1970-06-01,-6.299244e-06,-0.00017096847,5.863363e-06,-1.032291e-06,5.6688914e-06
1970-07-01,-4.5003762e-06,-0.00020821797,6.9734742e-06,-1.3321005e-06,8.116e-06
1970-08-01,-4.8974252e-06,-0.0002245293,8.707517e-06,-2.0127554e-06,-3.1876916e-06
1970-09-01,-7.6119286e-06,-0.0001729537,4.5020606e-06,2.1100277e-08,4.0563937e-06
1970-10-01,-6.9312773e-06,-0.00014214608,7.746785e-07,-5.380098e-07,-1.6800735e-05
1970-11-01,-2.19102e-06,-7.639832e-05,4.064499e-06,2.4763103e-06,-2.6702604e-05
1970-12-01,3.3514334e-06,9.216845e-05,4.963931e-06,3.578316e-06,-3.1321317e-05
