,vws500-200_cluster1,vws500-200_cluster2,vws500-200_cluster3,vws500-200_cluster4,vws500-200_cluster5
1965-01-01,4.491796772057003,16.94993385138353,10.998507951008584,14.31234790246396,14.206903785465478
1965-02-01,14.776589588546823,19.90241055975355,11.021048471998945,13.132818151777121,17.668423737872548
1965-03-01,8.163779750702156,22.06126665185293,17.736294669152368,11.775995898378312,15.166334630537216
1965-04-01,7.543046316780013,30.00270194787857,11.382529280435989,21.692254834704773,14.596645868244503
1965-05-01,19.30477124548264,39.298959642698364,15.221437437968728,21.929903769581927,22.95131394075232
1965-06-01,35.41727553818625,43.1598296071681,18.541734861928628,20.442507994242362,32.47435242412805
1965-07-01,34.12373570157398,48.775344556152895,24.217802775831018,21.212210013778446,25.399693683826342
1965-08-01,22.126170389669113,48.682090001655226,18.06153940288362,19.602794579334194,21.553105885290535
1965-09-01,17.743910942855457,40.7064131336866,18.544171148395527,21.9688861813101,18.95747760434683
1965-10-01,17.680172903268073,36.482448671329855,12.73712252950106,22.70054129366027,17.70066231948008
1965-11-01,14.723792154699405,37.2685615908702,12.315190358250549,22.540956264247594,13.407492119114611
1965-12-01,10.582757398773383,27.24439502157963,10.149777936907169,16.02902860657075,12.744166922920476
1966-01-01,5.912494799116754,19.22626310472277,15.070622247194285,10.077875402401169,15.860483624289259
1966-02-01,10.028545879045794,23.34478735519034,13.646220852219617,11.05430406844444,14.513630414785489
1966-03-01,7.589719442286268,25.0099615778865,10.938715809883442,13.367972239894286,14.740096157931838
1966-04-01,10.85462876454877,32.24529791937031,10.76048215391625,23.54775753258978,18.25251237243856
1966-05-01,13.85679283278187,44.97030936910521,11.894585511738903,28.322225440752607,19.68448634640403
1966-06-01,27.17934898449761,51.551459333539384,19.169868293414996,21.951885953587777,24.461537039147164
1966-07-01,28.633509552707736,43.159992119592836,20.650904898260887,19.166975223582664,27.542361689482263
1966-08-01,28.637422405157455,44.396687157949934,18.44021677844479,20.949949001260997,27.39137433370796
1966-09-01,19.513603722654317,44.44251965672154,19.752444795376505,20.55835393684421,20.635667007568234
1966-10-01,17.922590299171095,37.9175787193078,13.183938513694244,24.885104618802895,17.364958822774568
1966-11-01,20.802180737887912,29.9801168075219,10.993960409089148,20.621593871110722,16.61614230725199
1966-12-01,9.069761003938362,28.502038928157262,10.829516069106802,18.8099706351185,16.010604124752952
1967-01-01,8.934722004550062,15.806228432172933,16.314364401532753,9.619941299569861,17.580747815465752
1967-02-01,9.344149138472824,19.21206712425558,17.22870821562639,9.231231377457021,15.39540270468873
1967-03-01,8.895455108245738,23.631451039216184,17.10512258902959,12.339863808025452,16.59773971729533
1967-04-01,6.033656589629722,31.477168414886066,12.496527862650275,16.64164792580526,18.101443474666684
1967-05-01,17.029915230765226,44.350838493003316,13.623770550095559,25.198253614667777,18.514711865428538
1967-06-01,20.22700046390485,45.754109884999004,20.955211103677215,21.553148461064612,25.872094359624064
1967-07-01,32.11629630295222,43.90194727477963,22.646940022813407,20.289955107680935,29.155301968701394
1967-08-01,29.775990341357854,48.371794050669635,31.247685124357744,15.468790668151158,25.664690565019654
1967-09-01,18.244607343753284,32.38471958854836,18.602334293325676,17.713690393366594,21.50650021093349
1967-10-01,21.29324090281238,33.34016861966099,13.00033981118086,20.338897325864266,13.739600752018266
1967-11-01,15.425804664599367,26.961129848334835,10.215986309617405,22.236654500078842,16.09360495033669
1967-12-01,10.347765475550293,28.365447476914056,11.46784948320912,16.498587352200982,18.384836821441926
1968-01-01,10.431981930453578,18.386759453059287,16.76792658756941,8.73484498313501,16.544622463089045
1968-02-01,14.429996495159646,18.93404185203796,23.076965065297507,9.577885629739484,12.003835961295856
1968-03-01,12.170413001149404,26.848692308805962,14.551466725164792,12.31048843948306,17.69004718647892
1968-04-01,15.2850688371438,25.815371837875848,10.169272510249836,19.915746561192847,15.780594493438597
1968-05-01,21.356818237338135,45.400318333916154,13.43211814923531,24.27588805252863,17.96937185931
1968-06-01,25.69418374290374,48.80038667016541,22.273246670285364,20.814836377773606,28.361281898862657
1968-07-01,31.12609571409494,44.27465277475299,25.1425682617848,17.149719638828806,29.856186118312124
1968-08-01,25.250673454634747,52.56681798897666,27.493721116787455,19.521395061557744,28.340523486627184
1968-09-01,16.85323261545239,43.51279866584422,17.745175440542663,20.75024824674047,21.65629284242036
1968-10-01,18.738747334189416,34.9880457205079,11.510117059424806,22.9830410392921,17.476306333837744
1968-11-01,18.621302854856882,28.35044549065412,12.550169996867112,17.810632919030404,18.088428755311856
1968-12-01,8.37549696473917,25.99010253395247,10.003379639059895,19.24594675062328,15.272727786601648
1969-01-01,7.720439410375303,18.871528353655997,13.418138770051485,13.286208762512885,15.13456654078469
1969-02-01,7.4439688285960575,19.926082405293773,13.691289096091637,10.289814528464191,16.450527594230337
1969-03-01,6.017615929956398,26.6270764026119,12.273807314395652,13.259644580349546,16.057837074379165
1969-04-01,10.959493850954571,29.995716849567515,10.482487517953656,20.386868825487603,18.295830364370016
1969-05-01,12.96885469113351,47.101855121990056,15.803439162588022,26.65837040555579,20.929499578308175
1969-06-01,24.659257577525278,45.79135415628485,20.228389159027824,22.940579726441374,25.983605923269675
1969-07-01,29.448245292645645,46.53250649944609,23.392691616984564,18.740392904513794,25.897845454169754
1969-08-01,18.326599852190387,38.842293702942314,17.554878036068015,16.88808786199523,24.49183488101841
1969-09-01,16.87068606984203,41.01643512989846,20.962669873667448,23.336679470183554,21.095972827352476
