,mgu50_cluster1,mgu50_cluster2,mgu50_cluster3,mgu50_cluster4,mgu50_cluster5,mgu50_cluster6,mgu50_cluster7,mgu50_cluster8,mgu50_cluster9,mgu50_cluster10
1965-01-01,-1.5404623566251812,0.8826215629992278,-0.5090583454478871,0.8483138951388272,0.7839013771577314,1.0406353959330805,0.1140483161982368,-2.661729102232018,1.759833494822184,-2.0336523056030273
1965-02-01,-1.424064871036645,0.5750196135562399,-0.32031795743739966,0.48810668063886237,0.8062948421998457,0.442958402412909,-0.6471861811245189,-2.2297598877731635,1.0349174340565999,-2.04710054397583
1965-03-01,-1.242365710663073,0.2556010270896165,-0.36355047063394025,0.8493912039381084,0.8287009867754849,-0.11460135380427042,-0.9909551517636168,-2.018917701682266,0.27713535560501945,-1.8084396123886108
1965-04-01,-1.6557910225608132,0.47929238366044086,-0.5618075529734293,-1.0334896318840257,0.7103597575967961,0.3066907050432982,-0.4371730428115994,-2.3837982391824526,1.0002979967329237,-1.9377946853637695
1965-05-01,-1.8240049029841567,0.8446305990219116,-0.49611691272619995,-1.9151102412830698,0.423346920446916,0.7158652499870017,1.0840941877926098,-2.1602148912390886,1.471715768178304,-1.674576997756958
1965-06-01,-1.4605722644112327,0.9095554766447648,-0.3917452963915738,-3.2261537783073657,0.8536328510804609,1.1306635759494923,1.1785742114571964,-1.4941766553995561,1.4046536551581488,-1.303237795829773
1965-07-01,-1.6879253315203118,0.9418633968933768,-0.40854098218860047,-3.3883170648054644,0.6895238702947443,1.5328399561069628,1.289117219401341,-1.5818013220417257,1.2036628193325467,-1.1143522262573242
1965-08-01,-1.3186873811664002,1.0329291872356248,-0.09887728727225101,-2.5447914094635933,0.9026296572251753,1.6052608136777524,1.5982773958467968,-1.5065314818401727,1.4684502283732097,-0.9793440103530884
1965-09-01,-0.8312902667305686,1.0669605887454487,0.41991196798555774,-1.1214994119875359,1.298562613400546,1.464729728522124,1.6677792165793623,-0.979670456477574,2.041841083102756,-0.366159588098526
1965-10-01,-0.19029871080860947,0.9068301838377247,0.8795177394693547,-0.24984381867177557,1.0995875705372202,1.8572608629862466,2.159769394818474,-0.1387974893560215,2.1981856558057995,0.45129260420799255
1965-11-01,0.25774394020889746,1.2252907390179841,1.7696819522164084,0.28446702794595197,1.2228076024488967,1.9512847617820457,1.5441179275512695,0.8763807160513741,2.9206954108344183,1.6737228631973267
1965-12-01,0.6472621451724659,1.7558496931324834,2.04642577604814,0.8746179667386141,1.1323689330707896,2.587890625,2.193475704567105,1.5465536896063357,4.998858239915636,2.3665618896484375
1966-01-01,1.0165137775016553,1.456530327382295,1.7721159891648726,1.5240842645818535,1.694552031430331,1.1444832439775818,0.6148480901531145,2.0122863808456732,4.3463251325819225,2.7687346935272217
1966-02-01,0.892085920680653,1.1784495218940403,1.7050558870488945,1.3888433124079849,1.7849341305819424,1.269992192586263,0.3733645759376825,1.9478858733663753,3.3941592110527887,2.413022994995117
